step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,eval_loss
0,A_w100_T10000_std_lr0.01_bfull_s0,0.31,0.0145455,0.31,7.71624,5.13919,0.180478,0.503232,0,1.69712
0,A_w100_T10000_std_lr0.01_bfull_s1,0.17,0.0165657,0.15,8.3016,4.94887,0.181948,0.499061,0.00020202,1.09718
0,A_w100_T10000_std_lr0.01_bfull_s2,0.22,0.00505051,0.2,9.66778,5.11508,0.177063,0.500747,0,2.02406
0,A_w100_T10000_std_lr0.01_bfull_s3,0.21,0.0280808,0.2,7.12447,4.96227,0.180111,0.499111,0,1.07894
0,A_w100_T10000_std_lr0.01_bfull_s4,0.32,0.0230303,0.26,6.83451,5.08018,0.180265,0.499152,0,0.902822
10000,A_w100_T10000_std_lr0.01_bfull_s0,0.35,0.0131313,0.33,9.48886,5.50903,0.182226,0.503768,0,0.000791183
10000,A_w100_T10000_std_lr0.01_bfull_s1,0.18,0.0157576,0.17,9.60576,5.29238,0.183539,0.499556,0.00020202,0.000417201
10000,A_w100_T10000_std_lr0.01_bfull_s2,0.21,0.00626263,0.21,11.8089,5.62294,0.178473,0.500808,0,2.62659e-06
10000,A_w100_T10000_std_lr0.01_bfull_s3,0.23,0.0274747,0.23,8.08551,5.33247,0.180273,0.498828,0,0.000508941
10000,A_w100_T10000_std_lr0.01_bfull_s4,0.32,0.0230303,0.31,7.78878,5.25974,0.180299,0.499414,0,0.000901141
20000,A_w100_T10000_std_lr0.01_bfull_s0,0.35,0.00484848,0.3,11.5503,5.27217,0.183843,0.504889,0,0.000419265
20000,A_w100_T10000_std_lr0.01_bfull_s1,0.27,0.0179798,0.23,8.95722,5.09888,0.1843,0.499394,0,1.53723e-05
20000,A_w100_T10000_std_lr0.01_bfull_s2,0.24,0.00606061,0.51,11.675,5.19003,0.179581,0.501707,0,9.70786e-10
20000,A_w100_T10000_std_lr0.01_bfull_s3,0.25,0.029899,0.24,8.05513,5.18921,0.180387,0.498242,0,0.00119945
