step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,eval_loss
0,A_w100_T10000_std_lr0.01_s0,0.32,0.0137374,0.31,7.73441,5.13301,0.180493,0.502697,0,2.69777
0,A_w100_T10000_std_lr0.01_s1,0.17,0.0165657,0.15,8.31079,4.95125,0.181946,0.499313,0.00020202,1.14115
0,A_w100_T10000_std_lr0.01_s2,0.22,0.00545455,0.2,9.65024,5.11162,0.177061,0.500747,0,2.77118
0,A_w100_T10000_std_lr0.01_s3,0.21,0.0286869,0.21,7.10431,4.94503,0.180117,0.499081,0,0.492002
0,A_w100_T10000_std_lr0.01_s4,0.32,0.0218182,0.26,6.82241,5.06691,0.180277,0.49902,0,4.53351
10000,A_w100_T10000_std_lr0.01_s0,0.35,0.00282828,0.34,17.24,6.69113,0.18369,0.505434,0,0.000541589
10000,A_w100_T10000_std_lr0.01_s1,0.2,0.00444444,0.17,15.4588,5.69158,0.184068,0.499465,0.00020202,0.000287372
10000,A_w100_T10000_std_lr0.01_s2,0.21,0.00363636,0.21,16.9324,6.09801,0.181365,0.500131,0,3.98557e-06
10000,A_w100_T10000_std_lr0.01_s3,0.23,0.0020202,0.23,13.9363,5.57923,0.179985,0.498505,0,0.000709429
10000,A_w100_T10000_std_lr0.01_s4,0.32,0.00222222,0.31,15.5833,5.97256,0.181158,0.500111,0,0.000189682
20000,A_w100_T10000_std_lr0.01_s0,0.44,0.000808081,0.4,17.9903,6.29455,0.186679,0.507434,0,2.00074e-05
20000,A_w100_T10000_std_lr0.01_s1,0.28,0.0030303,0.24,15.6146,5.8467,0.184725,0.500263,0.00020202,1.71629e-05
20000,A_w100_T10000_std_lr0.01_s2,0.29,0.00242424,0.27,16.6141,6.45949,0.182307,0.500697,0,2.93693e-07
20000,A_w100_T10000_std_lr0.01_s3,0.27,0.0020202,0.26,13.8024,5.41274,0.180452,0.498556,0,0.000312848
20000,A_w100_T10000_std_lr0.01_s4,0.41,0.0010101,0.38,14.8865,5.28232,0.181451,0.501202,0,5.96567e-05
30000,A_w100_T10000_std_lr0.01_s0,0.47,0.000606061,0.46,17.1719,5.21071,0.188193,0.507889,0,2.21805e-06
30000,A_w100_T10000_std_lr0.01_s1,0.39,0.00181818,0.34,14.1809,5.72886,0.184408,0.501192,0.00020202,9.72616e-05
30000,A_w100_T10000_std_lr0.01_s2,0.4,0.00161616,0.36,15.9309,5.91028,0.184564,0.503475,0,2.32419e-05
30000,A_w100_T10000_std_lr0.01_s3,0.32,0.00121212,0.3,15.3375,5.97053,0.182051,0.499152,0,1.02788e-05
30000,A_w100_T10000_std_lr0.01_s4,0.47,0.000808081,0.42,13.9502,5.58208,0.180977,0.501364,0,9.3448e-07
40000,A_w100_T10000_std_lr0.01_s0,0.51,0.00161616,0.42,16.4539,4.48933,0.188355,0.51005,0,1.69194e-09
40000,A_w100_T10000_std_lr0.01_s1,0.44,0.0010101,0.44,15.605,5.96433,0.184749,0.50199,0.00020202,0.00116866
40000,A_w100_T10000_std_lr0.01_s2,0.44,0.00161616,0.4,17.7844,7.20127,0.187279,0.505566,0,1.38193e-07
40000,A_w100_T10000_std_lr0.01_s3,0.36,0.000606061,0.33,16.066,6.27955,0.182753,0.499071,0,1.6833e-06
40000,A_w100_T10000_std_lr0.01_s4,0.55,0.000606061,0.5,13.1157,5.44281,0.182061,0.502465,0,0.00109182
50000,A_w100_T10000_std_lr0.01_s0,0.52,0.00161616,0.48,16.7252,6.11732,0.190481,0.510647,0,4.48313e-06
50000,A_w100_T10000_std_lr0.01_s1,0.49,0.00020202,0.48,16.2879,5.98098,0.184942,0.503889,0.00040404,3.83828e-05
50000,A_w100_T10000_std_lr0.01_s2,0.54,0.00121212,0.51,15.2571,6.25506,0.188323,0.506394,0,2.83997e-06
50000,A_w100_T10000_std_lr0.01_s3,0.49,0.00040404,0.44,15.7446,6.43483,0.183239,0.499111,0,4.78101e-06
50000,A_w100_T10000_std_lr0.01_s4,0.61,0.000606061,0.6,13.0748,4.72536,0.185337,0.503232,0,7.94621e-05
60000,A_w100_T10000_std_lr0.01_s0,0.56,0.000808081,0.53,15.851,6.16688,0.191093,0.514222,0,1.05893e-05
60000,A_w100_T10000_std_lr0.01_s1,0.53,0.00040404,0.53,15.3231,5.37795,0.187994,0.504404,0.00040404,2.1185e-05
60000,A_w100_T10000_std_lr0.01_s2,0.63,0.0010101,0.57,15.6003,5.52589,0.189592,0.50902,0,3.38975e-05
60000,A_w100_T10000_std_lr0.01_s3,0.45,0.0010101,0.44,15.1713,5.88215,0.183471,0.499889,0,9.96615e-05
60000,A_w100_T10000_std_lr0.01_s4,0.6,0.000606061,0.59,14.2102,3.95505,0.187101,0.504586,0,6.68579e-05
70000,A_w100_T10000_std_lr0.01_s0,0.58,0.000808081,0.55,14.9449,5.55987,0.191858,0.514919,0.00020202,2.09207e-06
70000,A_w100_T10000_std_lr0.01_s1,0.66,0.0010101,0.62,15.7675,5.39022,0.190377,0.50701,0.00020202,0.00240975
70000,A_w100_T10000_std_lr0.01_s2,0.7,0.000606061,0.68,14.6379,5.62967,0.193581,0.510849,0,3.70211e-05
70000,A_w100_T10000_std_lr0.01_s3,0.59,0.00040404,0.58,15.694,6.38218,0.18509,0.500404,0,0.000114899
70000,A_w100_T10000_std_lr0.01_s4,0.74,0.000606061,0.7,11.1106,4.35765,0.188467,0.507364,0,0.00193831
80000,A_w100_T10000_std_lr0.01_s0,0.54,0.000606061,0.53,17.3605,6.09416,0.194169,0.517222,0,9.1107e-09
80000,A_w100_T10000_std_lr0.01_s1,0.59,0.000808081,0.55,16.1275,5.46005,0.192006,0.507535,0.00020202,7.03323e-05
80000,A_w100_T10000_std_lr0.01_s2,0.71,0,0.71,12.6697,4.66932,0.19598,0.513091,0,0.00195686
80000,A_w100_T10000_std_lr0.01_s3,0.57,0.00020202,0.54,16.1608,5.68747,0.185856,0.500717,0,6.13909e-06
80000,A_w100_T10000_std_lr0.01_s4,0.67,0.00020202,0.65,14.4847,4.43919,0.189708,0.507424,0,2.2688e-06
90000,A_w100_T10000_std_lr0.01_s0,0.59,0.000606061,0.57,16.0047,5.6181,0.195559,0.518586,0,3.97012e-06
90000,A_w100_T10000_std_lr0.01_s1,0.5,0.0010101,0.49,16.9037,5.59209,0.192463,0.507859,0,3.22702e-08
90000,A_w100_T10000_std_lr0.01_s2,0.76,0.00020202,0.75,12.297,4.15886,0.197521,0.515525,0,0.00037037
90000,A_w100_T10000_std_lr0.01_s3,0.54,0.00020202,0.52,17.6491,7.03902,0.18616,0.502444,0,3.74772e-07
90000,A_w100_T10000_std_lr0.01_s4,0.7,0.000606061,0.64,14.2887,5.0633,0.189588,0.509273,0,7.23861e-05
100000,A_w100_T10000_std_lr0.01_s0,0.69,0.00020202,0.68,14.4686,4.28719,0.19653,0.518384,0,8.93314e-06
100000,A_w100_T10000_std_lr0.01_s1,0.59,0,0.56,15.3526,4.48691,0.196361,0.509283,0,5.11584e-07
100000,A_w100_T10000_std_lr0.01_s2,0.82,0.00040404,0.77,11.6792,4.27541,0.200809,0.522404,0,0.00626349
