arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_c1,zeroout_c1,zbar_c1,zsd_c1,zbar_min_c1,mob_c1,mob_pool_c1,eff_rank_c1,dead_frac_c2,zeroout_c2,zbar_c2,zsd_c2,zbar_min_c2,mob_c2,mob_pool_c2,eff_rank_c2,dead_frac_f1,zeroout_f1,zbar_f1,zsd_f1,zbar_min_f1,mob_f1,eff_rank_f1,dead_frac_f2,zeroout_f2,zbar_f2,zsd_f2,zbar_min_f2,mob_f2,eff_rank_f2,w_norm_c1,w_norm_c2,w_norm_f1,w_norm_f2,w_norm_f3
SW1,1,0.001,1,none,0.9707083333,1,1,0,0,-0.04009595513,0.582801342,-1.630877495,0.4814163446,0.5331872106,9.993778822,0,0,-1.079710245,1.861875534,-1.885494471,0.2749483585,0.4964542389,14.88560232,0,0,-1.987786293,6.313110828,-6.541372299,0.3634253442,83.32472267,0,0,2.008598566,4.760694981,-2.860404968,0.6743472815,59.30050627,1.104257703,2.061902523,2.947646856,1.181503654,1.425929904
SW1,1,0.001,2,none,0.9452333333,1,1,0,0,0.5089134574,1.302360535,-2.745885372,0.6886847615,0.7848967314,5.930259624,0,0,-26.9690094,13.26687908,-43.47153473,0.001797002158,0.006951309275,6.692102279,0.1299999952,0,-46.98141861,24.81189919,-87.4720993,0.003316094168,30.69680551,0,0,-8.662059784,12.20839119,-29.50492287,0.2067442387,59.32283376,1.80012095,2.683303356,3.573370218,1.819514275,2.873348236
SW1,1,0.001,3,none,0.95926875,1,1,0,0,-0.2479596585,1.247133136,-2.296636105,0.3975992799,0.4407204688,6.534787864,0,0,-25.02529716,16.23060417,-47.74961472,0.008787965402,0.02038375661,10.60018938,0,0,-13.51892662,12.38574886,-23.70884514,0.04628418013,62.58588595,0,0,-6.584273338,10.1486187,-18.25079727,0.1978890598,69.19915738,1.954694986,4.511008263,5.622079372,3.000736713,4.111507893
SW1,1,0.001,4,none,0.5872583333,0.9533333778,0.9533333778,0,0,-0.9551646113,1.271148324,-4.457941055,0.1595812738,0.2149459869,5.980708786,0,0,-31.66690445,15.52271461,-42.14227676,0.0005800327053,0.007174204569,7.789987851,0,0,-8.243354797,5.563385963,-21.84665489,0.00573458476,40.69849661,0,0,-7.344799995,5.294977188,-19.78746414,0.002691129223,68.92847045,2.046270847,5.126802921,9.247062683,4.974468231,18.22827148
SW1,1,0.001,5,none,0.68620625,0.9975000024,0.9975000024,0,0,-0.9651294947,0.9968807101,-4.469024181,0.1939362139,0.2665331662,7.692572054,0,0,-14.21558762,7.675876141,-31.90689278,-0.00122015737,0.003689634148,7.79374595,0,0,-7.110126972,3.344163179,-13.08779526,-0.009835090488,20.6976042,0,0,-5.209014416,2.898418188,-9.428621292,-0.02865568176,50.37302934,1.982102871,5.722067833,13.17829132,7.812328339,27.64581299
SW1,1,0.001,6,none,0.78625625,1,1,0,0,-0.9323630929,0.9903255701,-5.510520458,0.1777334958,0.2589405775,7.543821717,0,0,-10.08273315,4.928805828,-16.10393524,-0.005412593018,-0.0001717383857,8.435815534,0,0,-5.453303337,2.507215977,-9.591787338,-0.02228520997,18.81474323,0,0,-4.090969086,1.977709055,-6.766515255,-0.04075704142,62.48625031,2.03518343,5.864315033,16.95697594,9.90530014,32.69339371
SW1,1,0.001,7,none,0.7638104167,1,1,0,0,-0.7121118307,0.9109475017,-8.788620949,0.211660549,0.2852809727,8.316264561,0,0,-7.120851517,3.403819561,-11.89984035,-0.02058192343,-0.01081168279,9.309841818,0,0,-5.323791504,2.144821644,-12.14297104,-0.02404226176,17.36545044,0,0,-3.834297419,1.622924685,-7.209825993,-0.04633482546,59.75853914,2.009573698,6.327689648,20.62159538,11.70650291,37.50821686
SW1,1,0.001,8,none,0.7374166667,1,1,0,0,-0.7108116746,0.8231826425,-8.603219986,0.232501477,0.315903157,8.580947496,0,0,-6.749287605,2.726831198,-10.23104191,-0.0233277306,-0.01238670573,9.109328868,0,0,-5.752177238,2.072527647,-11.60081768,-0.02132289298,15.01985371,0,0,-3.767948866,1.451759815,-7.043142319,-0.05031495541,56.02887354,2.148334742,6.84956789,22.35458183,13.20444775,39.93429947
SW1,1,0.001,9,none,0.6854729167,1,1,0,0,-1.072603941,0.8477636576,-8.638502121,0.1125252917,0.1605696082,6.864264303,0,0,-6.436644077,2.487659693,-9.976138115,-0.02007169463,-0.01049160585,8.458699984,0,0,-6.117797375,2.059915304,-9.852879524,-0.01921088994,12.32915074,0,0,-3.477727652,1.110876679,-9.928050041,-0.06230517104,44.1571516,2.22379446,6.993012428,24.73769951,14.74967861,41.79395676
SW1,1,0.001,10,none,0.3194041667,0.8991667032,0.8991667032,0,0,-1.130541205,0.8057587147,-9.66423893,0.1144808382,0.1527379602,4.873549349,0,0,-7.072379112,2.861545563,-13.52136898,-0.01702164859,-0.00751853548,6.947337479,0,0,-5.908235073,1.837266564,-20.00096512,-0.02201378159,5.426011666,0,0,-4.363970757,1.20358932,-17.81137657,-0.0458413735,40.61762785,2.153290033,7.344024658,27.14035988,15.84614944,43.76765823
