arm,cond,seed,slot,lr,task,hard,n_classes,online_acc,train_acc,test_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,m_l1,m_l2
CHB0,std,0,0,0.0001,1,1,5,0.6712339744,0.8055999875,0.7540000081,0.8055999875,0,0,0.1131502911,8.404988289,-1.599143744,0.4948000014,27.55760116,0,0,-0.06176747382,5.011682034,-0.7124537826,0.467599988,27.12109411,0.7809942961,0.6350921392,0.6475824714,4.002140522,3.233012915
CHB0,std,0,0,0.0001,2,0,1,0.8333333333,0.736000061,0.7699999809,0.736000061,0,0,-0.7692217231,0.861284554,-2.471225023,0.1060000062,9.085862535,0.009999999776,0,-0.8698914051,0.8731408715,-3.661105394,0.08600000292,6.745086514,0.6508114338,0.6256923676,0.8260944486,3.496647358,1.859183669
CHB0,std,0,0,0.0001,3,1,5,0.5911858974,0.5935999751,0.5180000067,0.5935999751,0,0,-0.1899180859,12.86271381,-7.717543602,0.4299999774,16.84881094,0,0,2.773346424,30.83659744,-4.520058632,0.5719999671,14.72926006,0.8991317153,0.7799515128,0.8355260491,7.952260494,13.68775845
CHB0,std,0,0,0.0001,4,0,1,0.7633012821,0.8600000143,0.6899999976,0.8600000143,0,0,-1.091117501,1.221894503,-31.79060555,0.1319999993,7.203459903,0.009999999776,0,-1.380029321,5.192617416,-6.541421413,0.2620000243,9.108171127,0.7354771495,0.8584820628,0.8791018128,3.700079918,4.986999512
CHB0,std,0,0,0.0001,5,1,5,0.6275240385,0.7432000041,0.6480000019,0.7432000041,0,0,-0.2100157142,4.593140602,-8.848794937,0.4271999896,14.21813084,0,0,0.03117152303,25.70552826,-3.096902609,0.5983999968,16.67237115,0.7539837956,0.8672959208,0.8673539162,5.208563805,9.374856949
CHB0,std,0,0,0.0001,6,0,1,0.8977163462,0.9440000653,0.8899999857,0.9440000653,0,0,-1.128437042,1.382793665,-15.95940399,0.1240000054,6.537292894,0,0,0.08831974864,26.57076263,-2.777314663,0.5600000024,7.968509897,0.7285978198,0.9282263517,0.8885241747,4.394079685,12.80215549
CHB0,std,0,0,0.0001,7,1,5,0.6074919872,0.719999969,0.6120000482,0.719999969,0,0,-0.2211129814,8.004561424,-13.43134308,0.4863999784,12.12936237,0,0,-0.03455788642,51.8599205,-3.959283829,0.6067999601,12.29029228,0.8479738832,0.9756979346,0.9067991376,9.051044464,20.80893707
CHB0,std,0,0,0.0001,8,0,1,0.9247596154,0.9280000329,0.8599999547,0.9280000329,0,0,-3.149025202,10.06220055,-30.00268173,0.3160000145,13.67201361,0,0,-1.248558044,22.31371498,-7.17142725,0.5680000186,15.21589946,0.9168173671,1.037212372,0.9273295403,7.107447147,11.47675514
CHB0,std,0,0,0.0001,9,1,5,0.465224359,0.5424000025,0.4360000193,0.5424000025,0,0,-0.1987472624,5.557456017,-8.507479668,0.4483999908,13.07004475,0,0,1.010088563,46.0780983,-3.572658062,0.6247999668,12.97046534,0.8969575167,1.077492118,0.9487697482,7.401777267,18.66667747
CHB0,std,0,0,0.0001,10,0,1,0.9697115385,0.9820000529,0.8899999857,0.9820000529,0,0,-0.3332360387,17.51812935,-6.412700176,0.4920000136,12.03787351,0,0,-0.642935276,56.3053627,-5.474936485,0.5780000091,10.87738834,1.068251967,1.138860345,0.9828769565,9.266976357,19.96831512
