arm,cond,seed,slot,lr,task,hard,n_classes,online_acc,train_acc,test_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,m_l1,m_l2
H,std,0,0,0.0001,11,1,5,0.5620592949,0.635199964,0.5900000334,0.635199964,0,0,-0.4503963888,11.4189167,-8.873265266,0.4659999907,14.15558648,0,0,2.015611649,50.88695908,-5.147092342,0.6231999993,11.17015381,0.9849051237,1.026832819,0.9741630554,9.988866806,24.17940712
H,std,0,0,0.0001,12,0,1,0.9834535256,0.9920000434,0.8499999642,0.9920000434,0,0,-1.628340721,19.14123917,-25.31693077,0.3660000265,15.56544122,0,0,-0.3380119503,37.43373871,-8.017669678,0.6040000319,13.93238966,1.228849649,1.083571672,1.014015317,7.878261566,15.05292606
H,std,0,0,0.0001,13,1,5,0.5877003205,0.6696000099,0.6400000453,0.6696000099,0,0,0.06206550077,17.68927002,-15.81164932,0.4811999798,15.5754453,0,0,0.8404580951,48.70979309,-11.34008121,0.6376000047,13.33775857,1.134567142,1.118267417,1.051678896,12.22936249,26.15191841
H,std,0,0,0.0001,14,0,1,0.9578125,0.9800000191,0.9099999666,0.9800000191,0,0,-3.887383461,6.837944031,-107.3801956,0.1060000062,10.49992488,0.009999999776,0,1.806259751,25.15407753,-23.84018898,0.574000001,14.30658188,0.9766961336,1.148699522,1.052082181,7.390385628,13.88052368
H,std,0,0,0.0001,15,1,5,0.5033653846,0.5875999928,0.5520000458,0.5875999928,0,0,-0.5677275062,24.21496773,-13.25768757,0.4787999988,12.21315573,0,0,-1.278500915,47.76624298,-16.31894493,0.6315999627,12.13736199,1.212301493,1.146290302,1.088126659,13.155056,23.82001114
H,std,0,0,0.0001,16,0,1,0.9737580128,1,0.9300000072,1,0,0,-0.9160983562,4.51441431,-14.81363201,0.3980000317,10.7307644,0,0,0.6003742814,50.38911438,-5.873631001,0.6140000224,10.86189054,0.8962851167,1.183944702,1.076946139,8.589767456,22.5900631
H,std,0,0,0.0001,17,1,5,0.5525641026,0.6547999978,0.5660000443,0.6547999978,0,0,0.09026485682,18.9220047,-8.281336784,0.5115999579,18.47017286,0,0,-0.4978952408,49.06256104,-9.941174507,0.6015999913,16.71992931,1.265928864,1.209289908,1.089193106,11.26099586,19.78100395
H,std,0,0,0.0001,18,0,1,0.9524439103,0.888000071,0.7899999619,0.888000071,0,0,-3.977948427,4.846757889,-72.67676544,0.09800000489,9.689587635,0,0,1.599164367,34.96185303,-15.43251133,0.6360000372,13.07815477,1.010936737,1.236771107,1.115103483,6.044396877,14.00802803
H,std,0,0,0.0001,19,1,5,0.4383413462,0.532400012,0.4940000176,0.532400012,0,0,0.1535604149,24.52254105,-9.211701393,0.4791999757,16.75813905,0,0,-1.857672572,57.56357193,-11.21221733,0.6367999911,15.21042894,1.369325161,1.233029842,1.146666765,11.87029266,22.18447876
H,std,0,0,0.0001,20,0,1,0.9602964744,0.9820000529,0.9300000072,0.9820000529,0,0,-2.272967815,16.53454208,-13.73171902,0.3980000317,15.52052548,0,0,0.1032018512,40.96847534,-7.315866947,0.6040000319,14.61078191,1.2608217,1.241512656,1.161393523,9.374857903,20.06243324
H,std,0,0,0.0001,21,1,5,0.4146634615,0.5072000027,0.45600003,0.5072000027,0,0,-0.537504077,8.265369415,-6.034043789,0.454400003,12.60225184,0,0,0.6018678546,48.55516434,-10.70472145,0.6067999601,12.91589448,1.095635414,1.286501527,1.192905545,9.749944687,25.5289135
H,std,0,0,0.0001,22,0,1,0.9762019231,0.9980000257,0.9899999499,0.9980000257,0,0,-0.325781256,20.42575455,-11.95222187,0.4920000136,7.37654715,0,0,0.03020462207,88.19484711,-10.86771584,0.5720000267,8.248673119,1.195499063,1.300738692,1.201745629,16.19083786,43.11504745
H,std,0,0,0.0001,23,1,5,0.5941105769,0.6715999842,0.6440000534,0.6715999842,0,0,-1.30388689,15.82390881,-33.26882553,0.3612000048,15.02658803,0,0,0.0252426751,58.42630005,-6.980602741,0.5995999575,16.14321486,1.211059093,1.308489203,1.210686445,10.10134411,23.23599052
H,std,0,0,0.0001,24,0,1,0.9702724359,0.9820000529,0.8700000048,0.9820000529,0,0,-1.935568929,7.813090324,-16.54284477,0.3560000062,11.40766769,0,0,2.109470844,64.657547,-10.06595993,0.5780000091,10.98352278,1.140782952,1.372410774,1.23046577,10.75705814,32.07902527
H,std,0,0,0.0001,25,1,5,0.5341346154,0.6391999722,0.5700000525,0.6391999722,0,0,-0.6301540732,20.23878288,-24.33997154,0.4475999773,16.12290413,0,0,-0.6672716141,59.36539841,-22.02296257,0.6187999845,16.48088451,1.363091946,1.380270004,1.255718946,11.27512646,27.15012932
H,std,0,0,0.0001,26,0,1,0.9626602564,0.9900000691,0.8599999547,0.9900000691,0,0,-0.686887145,1.391709805,-9.524260521,0.3000000119,8.7644628,0,0,2.006720066,62.67810822,-6.782466412,0.6100000143,9.847235319,0.9911987185,1.424572468,1.275270104,7.849462509,26.68614197
H,std,0,0,0.0001,27,1,5,0.4911458333,0.5827999711,0.4920000136,0.5827999711,0,0,-0.4189926088,20.42716217,-3.338381529,0.4927999973,16.11310203,0,0,-0.6248598695,46.54127502,-16.78659058,0.6015999913,17.97107195,1.322321653,1.421585441,1.276298761,10.27299404,22.51148224
H,std,0,0,0.0001,28,0,1,0.9271634615,0.9800000191,0.9199999571,0.9800000191,0,0,-2.639122009,15.08375835,-10.7545929,0.4060000181,20.79293946,0,0,0.4733991027,32.43336105,-11.05399704,0.5780000091,20.62748254,1.375780582,1.45361197,1.299114108,9.466718674,18.26200676
H,std,0,0,0.0001,29,1,5,0.5051682692,0.5971999764,0.5400000215,0.5971999764,0,0,-0.9070884585,12.27610111,-6.699339867,0.4359999895,13.10680719,0,0,2.012996912,95.14665985,-6.653905869,0.6159999967,11.89827029,1.187590599,1.528659463,1.309642911,11.57998371,41.81185532
H,std,0,0,0.0001,30,0,1,0.9608974359,0.9920000434,0.8999999762,0.9920000434,0,0,-2.865565062,22.83159256,-25.58407402,0.4260000288,12.12049328,0,0,0.1745864302,109.4911957,-17.08443069,0.5920000076,12.02967583,1.359276414,1.576274753,1.327288151,14.40118122,46.40794373
H,std,1,1,0.0001,1,1,5,0.603125,0.7188000083,0.6120000482,0.7188000083,0,0,-0.2137003839,3.567764044,-5.038488865,0.4439999759,20.39309045,0,0,-0.09350148588,6.482422829,-3.387375593,0.4799999893,27.04816022,0.6805998683,0.642293036,0.7076742053,4.411963463,3.832413912
H,std,1,1,0.0001,2,0,1,0.8840945513,0.9700000286,0.7999999523,0.9700000286,0,0,-1.173419356,5.687977791,-9.81359005,0.3920000196,14.56708483,0,0,-1.698459744,2.290305138,-5.330899239,0.1480000019,9.997552349,0.8085419536,0.6670969129,0.7751216888,7.539390564,4.20700264
H,std,1,1,0.0001,3,1,5,0.5181490385,0.5767999887,0.4640000165,0.5767999887,0,0,-0.5018872619,17.25951576,-11.42649174,0.4575999975,21.53103186,0,0,1.959137082,19.31987953,-8.442373276,0.5659999847,19.19798311,1.12698698,0.7507504821,0.7551814318,8.294661522,9.878809929
H,std,1,1,0.0001,4,0,1,0.8532451923,0.8220000267,0.7599999905,0.8220000267,0,0,-5.540428638,7.965914249,-53.17815781,0.1080000028,12.27479721,0.009999999776,0,-1.45977807,5.997528553,-11.44711876,0.3420000076,17.27588797,0.9313200116,0.7894517779,0.8324660063,4.589458942,4.742250443
H,std,1,1,0.0001,5,1,5,0.5336137821,0.595600009,0.5720000267,0.595600009,0,0,-0.561899364,6.694980145,-6.322492123,0.3951999843,13.81827212,0,0,1.337241411,26.23245621,-14.00141716,0.5812000036,15.70957286,0.8902705908,0.8437624574,0.8467523456,8.988369942,13.40322208
H,std,1,1,0.0001,6,0,1,0.9264022436,0.9400000572,0.8700000048,0.9400000572,0,0,-3.643702984,14.2165041,-35.07018661,0.2700000107,13.21235589,0,0,-0.539100647,21.08216667,-15.50297642,0.5260000229,13.9476644,1.079465508,0.8686906695,0.8652864099,7.547406673,9.668589592
H,std,1,1,0.0001,7,1,5,0.4826923077,0.543200016,0.4640000165,0.543200016,0,0,-0.6616101265,3.075740576,-9.97634697,0.3655999899,12.87491025,0,0,1.076220512,36.41540146,-3.990379095,0.6067999601,12.4263685,0.8092997074,0.9377057552,0.8782117963,6.385861874,15.76019382
H,std,1,1,0.0001,8,0,1,0.9585737179,1,0.9599999785,1,0,0,-0.3298743069,13.62057495,-25.71789169,0.4600000083,8.157047143,0,0,-0.4010660946,67.05114746,-7.938248634,0.5879999995,7.225646428,0.9190787673,0.951000154,0.8965469599,13.85964966,33.62812805
H,std,1,1,0.0001,9,1,5,0.5904246795,0.6976000071,0.584000051,0.6976000071,0,0,-0.3475470543,22.80084038,-6.411028385,0.4975999892,16.02171012,0,0,-0.7508071661,42.08459854,-4.843361855,0.6007999778,14.26823817,1.169539094,0.9826359749,0.9058735371,10.25137043,20.03952599
H,std,1,1,0.0001,10,0,1,0.9706330128,1,0.969999969,1,0,0,-5.901277542,23.01922226,-111.9176788,0.3180000186,8.291473453,0,0,0.09525208175,42.21459198,-15.64715862,0.4920000136,6.064069467,1.129197955,1.010361671,0.9249555469,19.77009201,32.53024673
H,std,1,1,0.0001,11,1,5,0.6357371795,0.7127999663,0.6500000358,0.7127999663,0,0,-0.254257679,16.76282883,-4.327466488,0.4799999893,19.50746899,0,0,0.2455396354,38.79029083,-3.019675016,0.6047999859,18.82969868,1.135516763,1.045820117,0.9400836825,9.374674797,15.58608723
H,std,1,1,0.0001,12,0,1,0.8995592949,0.9180000424,0.9399999976,0.9180000424,0,0,-7.103442192,6.625888348,-49.46055984,0.09600000083,9.397537451,0,0,-1.844547153,16.73556137,-12.35443783,0.4800000191,10.77843223,1.030756235,1.027950525,0.965605855,7.255428791,11.57543182
H,std,1,1,0.0001,13,1,5,0.6764022436,0.741599977,0.6760000587,0.741599977,0,0,-0.5486126542,13.80896378,-15.9804306,0.4583999813,15.06208186,0,0,2.392739773,60.37724686,-17.80846405,0.6247999668,13.98578492,1.093009353,1.08627212,0.9489861131,11.43153381,28.24077606
H,std,1,1,0.0001,14,0,1,0.9746394231,0.9960000515,0.9099999666,0.9960000515,0,0,-0.5311927795,19.84079933,-4.404923916,0.4960000217,9.556828913,0,0,-1.197844267,46.35031509,-13.84997749,0.5960000157,11.23106459,1.199312449,1.137980938,0.9729095697,10.86962605,21.86495781
H,std,1,1,0.0001,15,1,5,0.5903846154,0.6675999761,0.5920000076,0.6675999761,0,0,-0.6958435178,9.974173546,-10.43986416,0.4539999962,14.15779487,0,0,1.349671721,56.90261078,-9.005613327,0.6035999656,12.8843064,1.082155585,1.184782386,0.9804156423,9.852942467,26.13918686
H,std,1,1,0.0001,16,0,1,0.9697916667,1,0.9499999881,1,0,0,-2.889392614,20.22046852,-60.00915909,0.380000025,12.19681596,0,0,-2.450859547,56.09992218,-11.62616444,0.5520000458,10.70660533,1.225560188,1.209013581,0.9881410599,12.979002,26.79724121
H,std,1,1,0.0001,17,1,5,0.5317708333,0.595600009,0.5480000377,0.595600009,0,0,-0.5925964117,8.519975662,-6.848657608,0.4291999936,13.83392724,0,0,0.1586112827,57.4671936,-4.965159893,0.6139999628,13.4875182,1.081228971,1.2417202,1.01900053,8.43474102,22.45240593
H,std,1,1,0.0001,18,0,1,0.8855769231,0.9100000262,0.8399999738,0.9100000262,0.009999999776,0,-7.142294407,16.22141838,-45.11550903,0.1540000141,15.73556368,0,0,3.167610407,38.85626984,-18.48125458,0.6440000534,17.4238251,1.34758091,1.299754024,1.025423408,10.07847786,21.3524704
H,std,1,1,0.0001,19,1,5,0.5034054487,0.6143999696,0.5320000052,0.6143999696,0,0,-0.7892466187,23.60811806,-10.8651495,0.4491999745,18.57799585,0,0,0.08623213321,81.82618713,-6.937150002,0.6463999748,16.78506128,1.467978358,1.319423199,1.046318412,11.59374523,32.74168015
H,std,1,1,0.0001,20,0,1,0.9518830128,0.9580000639,0.7400000095,0.9580000639,0,0,-2.900380611,19.21319389,-15.52370644,0.3740000129,24.40735542,0,0,-0.3886399269,41.89417267,-17.06163788,0.5800000429,21.09371278,1.507956624,1.348514795,1.060949445,8.55188942,17.90626717
H,std,1,1,0.0001,21,1,5,0.5161458333,0.576399982,0.530000031,0.576399982,0,0,-0.9084120989,24.6413517,-12.4382391,0.4731999934,16.35720585,0,0,2.066452503,85.1528244,-13.82142448,0.6204000115,13.93692489,1.377468109,1.377567887,1.083060265,13.65926075,39.66383743
H,std,1,1,0.0001,22,0,1,0.9658653846,0.986000061,0.8700000048,0.986000061,0,0,-3.019475937,24.50398636,-26.75475502,0.4800000191,16.00445534,0,0,-1.690034032,67.92493439,-13.33378029,0.6120000482,14.01705613,1.479305267,1.403713226,1.094940782,13.46128654,31.55779266
H,std,1,1,0.0001,23,1,5,0.6097355769,0.6923999786,0.628000021,0.6923999786,0,0,-0.6820247173,16.19176674,-7.993420124,0.4655999839,20.17212328,0,0,1.590947032,51.26525879,-5.939208031,0.6096000075,18.86519921,1.399655342,1.415358305,1.102010369,10.2863121,24.93401718
H,std,1,1,0.0001,24,0,1,0.9185897436,0.9640000463,0.8499999642,0.9640000463,0,0,-2.815804005,17.96077538,-18.97724915,0.3840000033,23.52064493,0,0,-0.318977952,44.16133499,-11.41644573,0.6060000062,18.36574211,1.507519603,1.430771112,1.127606153,9.973384857,18.81285858
H,std,1,1,0.0001,25,1,5,0.6640224359,0.7843999863,0.7380000353,0.7843999863,0,0,-0.9396970272,26.54059792,-26.68981743,0.4487999976,16.57720132,0,0,1.796543717,110.8868484,-11.63211823,0.6467999816,12.27227518,1.458708167,1.477917433,1.141845107,14.87687492,47.45918655
H,std,1,1,0.0001,26,0,1,0.9774839744,0.9980000257,0.969999969,0.9980000257,0,0,-0.1859937012,23.28173447,-35.17752838,0.4840000272,16.26229298,0,0,-2.403567791,71.04283142,-20.93128014,0.5800000429,13.64293904,1.469232678,1.435196519,1.145799041,15.58725834,32.20689392
H,std,1,1,0.0001,27,1,5,0.5716746795,0.6499999762,0.5720000267,0.6499999762,0,0,-1.569608927,19.7379818,-14.9282732,0.4247999787,19.99937892,0,0,1.263065219,71.74634552,-5.467263699,0.6275999546,17.21101766,1.466545939,1.44825685,1.176288724,10.70051956,28.01528168
H,std,1,1,0.0001,28,0,1,0.9669471154,0.9940000176,0.8799999952,0.9940000176,0,0,-3.464822531,15.35790157,-31.60317421,0.3700000048,13.65283532,0,0,1.678670049,57.93970871,-10.53126431,0.6420000196,12.15986162,1.428426385,1.446423292,1.201449156,9.172878265,27.59567261
H,std,1,1,0.0001,29,1,5,0.4257211538,0.5151999593,0.454000026,0.5151999593,0,0,-0.3581266701,27.07353973,-6.200777054,0.4747999907,14.57219849,0,0,-0.01325800736,95.55512238,-11.55272293,0.6363999844,11.91213995,1.598376513,1.457944512,1.23699975,13.15148258,45.11581421
H,std,1,1,0.0001,30,0,1,0.9733573718,0.9900000691,0.9499999881,0.9900000691,0,0,-3.650937557,22.62800407,-23.89813995,0.3080000281,13.83228061,0,0,1.11879611,67.27784729,-13.82563114,0.6380000114,13.47903238,1.532207608,1.511862636,1.252204061,10.5065012,28.1178894
H,std,2,2,0.0001,1,1,5,0.5296073718,0.6344000101,0.5360000134,0.6344000101,0,0,-0.1802313179,5.101330757,-5.730118752,0.454400003,19.34619129,0,0,0.01761019789,8.719556808,-3.309024811,0.5004000068,21.16976237,0.6968456507,0.6423196793,0.6980077624,4.732946873,5.066713333
H,std,2,2,0.0001,2,0,1,0.9427083333,0.9120000601,0.8499999642,0.9120000601,0,0,-0.9549075365,2.166733742,-14.25992298,0.1920000017,11.00727157,0,0,-1.942372203,2.958255529,-11.76242733,0.1620000005,11.43590221,0.6993165612,0.6560482383,0.7783719301,5.279407978,3.156165361
H,std,2,2,0.0001,3,1,5,0.608974359,0.600399971,0.5720000267,0.600399971,0,0,-0.8556284904,9.901144028,-10.47123432,0.4175999761,20.9864614,0,0,1.956169844,16.10928917,-6.756502151,0.5519999862,24.53123964,0.9031543732,0.7609063983,0.757568717,8.124541283,9.058873177
H,std,2,2,0.0001,4,0,1,0.9218349359,0.9420000315,0.8399999738,0.9420000315,0,0,-3.322748184,3.12681365,-52.97391891,0.07600000501,6.653107997,0.04999999702,0,-2.941493273,9.179238319,-33.43292618,0.2860000134,11.27449282,0.7822822332,0.7824537754,0.7971779704,10.51554394,10.13731766
H,std,2,2,0.0001,5,1,5,0.4929086538,0.6291999817,0.5760000348,0.6291999817,0,0,-0.5455131531,1.753195047,-35.98292923,0.3111999929,12.94439969,0,0,-0.0851188004,14.45661545,-6.466012001,0.504799962,20.89814514,0.6782895923,0.828436017,0.7933747172,4.704565525,6.523531914
H,std,2,2,0.0001,6,0,1,0.86875,0.9460000396,0.7999999523,0.9460000396,0,0,-0.7977734804,5.377108097,-12.42518139,0.380000025,11.17157367,0,0,-1.130910993,4.796423435,-5.916587353,0.3760000169,11.27474607,0.7868686914,0.8573004603,0.8711995482,4.721841335,5.907687664
H,std,2,2,0.0001,7,1,5,0.4745592949,0.5112000108,0.4680000246,0.5112000108,0,0,-0.3573046923,0.888381958,-9.378368378,0.2563999891,8.410141421,0,0,1.676441312,34.06483078,-11.10412693,0.5835999846,13.2779415,0.6851280928,0.931392312,0.8665400743,8.306544304,15.35640812
H,std,2,2,0.0001,8,0,1,0.9395032051,0.9120000601,0.8299999833,0.9120000601,0,0,-1.127067447,7.960163116,-15.66232109,0.3740000129,11.97793646,0,0,-1.596688032,22.86158752,-10.17409134,0.5440000296,14.03668197,0.849572897,0.9798756838,0.8869383931,6.57063961,9.942454338
H,std,2,2,0.0001,9,1,5,0.6053285256,0.7295999527,0.6780000329,0.7295999527,0,0,-0.3817392588,6.238987923,-21.21070862,0.4107999802,8.300801119,0,0,0.6790903211,38.88111115,-11.31819153,0.6268000007,10.29139956,0.8755446672,0.9998600483,0.9151501656,11.39994144,21.84930038
H,std,2,2,0.0001,10,0,1,0.9400641026,0.9600000381,0.9399999976,0.9600000381,0,0,-2.978701353,5.014616013,-76.45069885,0.1360000074,11.22752736,0,0,-0.5890139341,15.58007622,-18.59296227,0.5040000081,15.31769531,0.8136517406,1.016446471,0.950926125,5.220726013,7.385298252
H,std,2,2,0.0001,11,1,5,0.4838942308,0.5623999834,0.5139999986,0.5623999834,0,0,-0.342146337,17.19065094,-5.387306213,0.4755999744,14.60393754,0,0,0.4482910633,29.12479019,-8.105097771,0.6147999763,17.41586985,1.101007223,1.058127165,0.9777457714,10.04969692,14.88147068
H,std,2,2,0.0001,12,0,1,0.9673076923,0.986000061,0.8499999642,0.986000061,0,0,-1.700094104,14.98505306,-28.5968914,0.3540000021,11.20376677,0,0,0.4033973813,31.4428463,-6.895021439,0.5960000157,12.28262074,1.040627599,1.090268612,0.9986721873,8.080306053,13.93529797
H,std,2,2,0.0001,13,1,5,0.5096554487,0.5971999764,0.55400002,0.5971999764,0,0,-2.012871265,11.27634716,-37.1977005,0.3387999833,13.45752607,0,0,2.30443716,52.72387314,-7.313513756,0.6175999641,13.79930272,1.024088502,1.136184454,1.008741856,9.477791786,21.14940834
H,std,2,2,0.0001,14,0,1,0.9752804487,0.9940000176,0.9599999785,0.9940000176,0,0,-1.861814022,18.77253914,-33.43985748,0.380000025,10.78766703,0,0,-0.001843933249,47.77681351,-9.390061378,0.5760000348,11.28781901,1.156679511,1.13806963,1.029528618,10.68996811,22.63033676
H,std,2,2,0.0001,15,1,5,0.5518028846,0.6583999991,0.5780000091,0.6583999991,0,0,-0.6077783108,19.43720818,-7.205375671,0.469599992,14.92682229,0,0,0.5733548999,53.2905426,-5.491027355,0.6247999668,14.89036614,1.205804467,1.204034328,1.042329788,10.38614941,23.06012726
H,std,2,2,0.0001,16,0,1,0.931650641,0.9420000315,0.9099999666,0.9420000315,0,0,-5.623819828,17.62430763,-21.25823975,0.3060000241,15.56046549,0,0,0.01432659943,42.06334305,-11.65506268,0.5980000496,16.50556774,1.304748416,1.238705397,1.043192029,8.513180733,16.61634064
H,std,2,2,0.0001,17,1,5,0.4621394231,0.5212000012,0.4420000315,0.5212000012,0,0,-1.140885949,10.54681301,-15.39462948,0.3964000046,14.53807919,0,0,1.256365299,54.25570679,-5.033117294,0.6115999818,14.80004024,1.143677235,1.229286313,1.069084883,8.835292816,22.88598633
H,std,2,2,0.0001,18,0,1,0.9675080128,0.9940000176,0.8899999857,0.9940000176,0,0,-1.526387334,8.601874352,-20.38594627,0.3680000305,10.34655521,0,0,0.2961071432,52.69497299,-9.12885952,0.5900000334,11.28385201,1.073767066,1.277675152,1.09480536,8.67376709,21.37300491
H,std,2,2,0.0001,19,1,5,0.451161859,0.5135999918,0.3980000317,0.5135999918,0,0,-0.6133788824,17.7796402,-12.52107811,0.4403999746,13.36170704,0,0,-0.01767719723,62.79475784,-8.343622208,0.6223999858,12.89140478,1.208840966,1.322066784,1.110744834,9.694322586,25.84924316
H,std,2,2,0.0001,20,0,1,0.9820112179,0.9960000515,0.8499999642,0.9960000515,0,0,-2.36836338,9.471884727,-57.61972809,0.2800000012,9.436599947,0,0,2.221978664,50.36914825,-14.4145298,0.5980000496,11.52021237,1.09780395,1.328341365,1.137495995,7.992420673,20.50805092
H,std,2,2,0.0001,21,1,5,0.5766025641,0.6827999949,0.5460000038,0.6827999949,0,0,-0.5610122681,23.96363831,-7.813333988,0.4779999852,12.38545069,0,0,0.3169168234,99.58190155,-15.09696198,0.6075999737,12.43135364,1.263162494,1.378831744,1.155868769,14.32529163,42.18106461
H,std,2,2,0.0001,22,0,1,0.9752403846,1,0.9899999499,1,0,0,-8.618180275,22.37982178,-91.07164764,0.2040000111,8.154168215,0,0,-0.1177251041,89.36550903,-11.58913517,0.5020000339,6.995967659,1.257241488,1.379693985,1.176027536,19.96592522,44.99562836
H,std,2,2,0.0001,23,1,5,0.5601362179,0.6747999787,0.5920000076,0.6747999787,0,0,-2.451281548,20.30086136,-23.26469231,0.4235999882,16.40714863,0,0,-0.3270263672,63.93429184,-7.165764809,0.6323999763,16.10566574,1.339756489,1.443240047,1.200564146,11.32203388,28.02358627
H,std,2,2,0.0001,24,0,1,0.9510416667,0.9760000706,0.9399999976,0.9760000706,0,0,-3.993951559,12.90054893,-26.02226448,0.2700000107,13.55970708,0,0,1.005351543,50.85191727,-7.412279606,0.6080000401,13.87347166,1.297938824,1.459522367,1.219271541,9.70411396,22.02333641
H,std,2,2,0.0001,25,1,5,0.5387019231,0.5975999832,0.584000051,0.5975999832,0,0,-1.157925367,20.21679306,-12.71729851,0.4727999866,13.45159287,0,0,0.6759816408,95.96208191,-10.83458328,0.6247999668,13.17163393,1.415943027,1.468147039,1.231913567,13.21936512,39.85590363
H,std,2,2,0.0001,26,0,1,0.9510817308,0.9780000448,0.8899999857,0.9780000448,0,0,-3.144860268,19.33976746,-15.39922237,0.400000006,14.18523853,0,0,-0.1048907489,50.39765549,-13.80766678,0.6100000143,13.46142853,1.441247582,1.49643147,1.248173237,9.622595787,25.52760887
H,std,2,2,0.0001,27,1,5,0.4850160256,0.5891999602,0.5279999971,0.5891999602,0,0,-1.48686862,25.21467972,-30.39694977,0.3439999819,12.18403438,0,0,0.9970855117,106.8314362,-10.91284943,0.5931999683,11.46622502,1.371304989,1.55282104,1.286881447,12.14675045,43.16049576
H,std,2,2,0.0001,28,0,1,0.9642628205,1,0.9899999499,1,0,0,-1.846182466,26.4478817,-150.1792297,0.3420000076,7.502871894,0,0,0.4623989463,149.8909912,-16.71039963,0.4880000353,4.940152605,1.376176357,1.565386176,1.301831245,29.15541458,82.83099365
H,std,2,2,0.0001,29,1,5,0.4602564103,0.54399997,0.4520000219,0.54399997,0,0,-0.9992030859,29.1763401,-16.94498062,0.4531999826,20.12475011,0,0,-0.6046769619,71.36699677,-16.61698914,0.6060000062,17.18019384,1.684460163,1.530661821,1.330684304,12.30679321,30.93130302
H,std,2,2,0.0001,30,0,1,0.9658253205,0.9960000515,0.8799999952,0.9960000515,0,0,-0.8465589881,14.73727036,-8.999891281,0.4420000315,10.32990068,0,0,0.8746516705,82.33320618,-9.495862007,0.6080000401,10.41157774,1.270397425,1.572854519,1.348490238,11.15255356,38.64043045
