arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,alpha_med_l1,alpha_min_l1,alpha_max_l1,alpha_clip_frac_l1,two_alpha_W_med_l1,alpha_med_l2,alpha_min_l2,alpha_max_l2,alpha_clip_frac_l2,two_alpha_W_med_l2
SNAc3,0,0.001,1,none,0.9622208333,1,1,0,0,-0.1754354089,0.6343613267,-2.294224262,0.9726592898,64.01766576,0,0,-0.05518345535,1.210185766,-2.72195363,0.9589063525,42.71012991,2.704330921,1.718261957,3.840146542,3,3,3,1,3.701934338,2.55274725,1.517269492,3,0.1599999964,6
SNAc3,0,0.001,2,none,0.9673479167,1,1,0,0,-0.3574667275,0.9967927337,-8.200270653,0.9782829881,47.39451242,0,0,0.01858089678,1.831888914,-8.933875084,0.9821057916,33.88088607,3.360469818,1.710973144,3.178469181,3,1.202997923,3,0.5799999833,5.770328045,1.692256451,0.7048512697,2.472613811,0,6
SNAc3,0,0.001,3,none,0.9689770833,1,1,0,0,-0.1357620955,1.611740351,-24.79645157,0.9748022556,35.50509294,0,0,-0.4161734879,3.59256053,-36.87169647,0.9931532741,23.51527278,4.015008926,1.753807306,2.621090889,1.923905134,0.3932820261,3,0.1899999976,6,0.8619012833,0.1907314807,1.78245163,0,6
SNAc3,0,0.001,4,none,0.9689416667,1,1,0,0,-0.6147831082,1.912192583,-21.51483536,0.9719285965,40.33163237,0,0,-0.1403254122,4.961041927,-49.39324188,0.9938016534,23.5221132,4.755111217,1.83837688,2.347905874,1.619001031,0.4064416885,2.752691269,0,6,0.6200885773,0.1317233443,1.170482278,0,6
SNAc3,0,0.001,5,none,0.9637979167,1,1,0,0,-0.9175211787,2.259515762,-22.83747482,0.980391264,45.53583709,0,0,-1.004828334,5.577604771,-43.07692337,0.9821773171,36.26721836,5.577851295,1.959415913,1.988053441,1.364103198,0.3671192527,2.390343189,0,6,0.5531013012,0.1534298062,1.113385439,0,6
SNAc3,0,0.001,6,none,0.9747875,1,1,0,0,-0.5809290409,2.304571867,-17.41214371,0.9844326973,48.3296866,0,0,-1.837692261,6.098313332,-55.16825485,0.9833271503,38.49503071,6.0504179,2.15470767,2.211730719,1.338450909,0.4216016829,2.135350704,0,6,0.5044983625,0.1465820521,1.005894303,0,6
SNAc3,0,0.001,7,none,0.9790604167,1,1,0,0,-0.7654311657,2.503811598,-20.50068855,0.9800787568,51.34512452,0,0,-0.4528487027,7.479689121,-26.36709976,0.9719461203,41.36652096,6.549084187,2.309874773,2.286552668,1.218024373,0.3709495664,1.915631056,0,6,0.4110451341,0.1500518918,0.8708223104,0,6
SNAc3,0,0.001,8,none,0.98029375,1,1,0,0,-0.9396054149,2.833601713,-17.02459908,0.9796996117,53.97856351,0,0,1.019406199,8.851019859,-68.26222992,0.973985374,39.40191211,6.965836525,2.462928295,2.280969143,1.094508171,0.4053163528,2.003345013,0,6,0.3457113206,0.1003186628,0.6504443884,0,6
SNAc3,0,0.001,9,none,0.9801479167,1,1,0,0,-0.6080293655,3.109253407,-15.32944489,0.9795677662,55.32957459,0,0,0.1710617244,10.27601624,-34.64567184,0.9811230302,40.85894714,7.291419983,2.563185215,2.267067194,0.9960800409,0.3800531626,1.849445701,0,6,0.2967363596,0.1018715724,0.684128046,0,6
SNAc3,0,0.001,10,none,0.9811104167,1,1,0,0,-0.8052187562,3.066373587,-14.02312469,0.9774692059,58.22838592,0,0,-0.9350963235,11.0444622,-21.39546967,0.9796987772,47.77051846,7.593217373,2.619606972,2.293105125,1.006559849,0.4490855932,1.618986845,0,6,0.2762817144,0.1306944042,0.5673654079,0,6
