activation,seed,test_ce,test_acc,train_probe_ce,train_probe_acc,cnorm,cnorm_min,cnorm_max,rowmean,bias,actual_train_mean,actual_train_mean_min,actual_train_mean_max,test_zmean,test_zsd,positive_frac,gate_mean,gate_low_frac,immobile_units,w2col,task_train_ce,task_train_acc,task,step,phase,cell,online_ce
ELU1,0,0.31528109312057495,90.576171875,0.3137827515602112,91.40625,1.099841168072158,0.9397963758751698,1.2921070957279355,0.0004471853125199048,0.00537193852593191,0.15167219412461677,-0.8444854524860206,1.3274677589677655,0.15020754911366518,0.9094146929204316,0.55314453125,0.7966932141745474,0.0023876953125,0,0.8053105228474898,0.25656256079673767,92.51999855041504,1,625,adapt,prefix,0.4890849342465401
ELU1,0,0.2624864876270294,92.28515625,0.26937538385391235,92.529296875,1.4499280534640768,1.2497022485837392,1.7179506187700981,-0.0007640771824858425,0.0026100014289841054,-0.15530474458940322,-2.313895402267095,1.9282673635863743,-0.15547618876127772,1.1106316529482445,0.4513232421875,0.6953154776565634,0.0186181640625,0,0.8664934302118362,0.23979878425598145,92.90000200271606,2,625,adapt,prefix,0.42661081079542634
ELU1,0,3.9011545181274414,9.716796875,3.7492642402648926,10.400390625,1.4499280534640768,1.2497022485837392,1.7179506187700981,-0.0007640771824858425,0.0026100014289841054,-0.09424901855640215,-2.0769482679949505,1.7041183657581722,-0.09493005501600323,0.4302792990915443,0.470048828125,0.7713201923624023,0.0022216796875,0,0.8664934302118362,,,3,-1,preprojection,ref,
ELU1,0,3.9011545181274414,9.716796875,3.7492642402648926,10.400390625,1.4499280534640768,1.2497022485837392,1.7179506187700981,-0.0007640771824858425,0.0026100014289841054,-0.09424901855640215,-2.0769482679949505,1.7041183657581722,-0.09493005501600323,0.4302792990915443,0.470048828125,0.7713201923624023,0.0022216796875,0,0.8664934302118362,,,3,0,postprojection,ref,
ELU1,0,1.058531641960144,64.84375,1.0782026052474976,63.818359375,1.4895280944003348,1.2933618933031346,1.7281107716176909,-0.0021932257837752756,-0.001089028444257565,-0.49605483655349003,-2.2385063784724424,2.2349354653132734,-0.5006310327140615,0.6880628598219546,0.3173828125,0.6032007980181107,0.0103759765625,0,0.855801594687418,,,3,20,adapt,ref,
ELU1,0,0.45575079321861267,86.1328125,0.4443892538547516,85.546875,1.5669772196425273,1.3333925783963878,1.8061085019773033,-0.0014078862541691765,0.000277589215838816,-0.29183041538828663,-2.244468516144172,1.6755631900868577,-0.2945540653164336,0.9531739274491207,0.3901123046875,0.648165043194545,0.0138671875,0,0.8745880389894127,,,3,100,adapt,ref,
ELU1,0,0.36709025502204895,88.916015625,0.3678975999355316,89.111328125,1.6345444581232436,1.3809292482066462,1.895506544923852,-0.00187120904680425,-0.0002918163064896362,-0.35128519114796747,-2.5198642866490837,1.774848883496361,-0.35694372796107854,1.0818341805877099,0.3843408203125,0.6271058187066998,0.0229150390625,0,0.8969563015524022,,,3,300,adapt,ref,
ELU1,0,0.30438220500946045,90.185546875,0.2998977303504944,90.966796875,1.708700593448087,1.415649281205702,2.107496116298633,-0.002093031113579667,0.0013085858924023342,-0.3338488633215637,-2.2087461905680423,1.7513557066624812,-0.33751756111885906,1.2447359382373062,0.39212890625,0.6239280600938633,0.0290576171875,0,0.9304275136500546,0.2628764808177948,91.51999950408936,3,625,adapt,ref,0.43086882509291174
ELU1,0,5.49492073059082,6.73828125,5.540884494781494,6.005859375,1.708700593448087,1.415649281205702,2.107496116298633,-0.002093031113579667,0.0013085858924023342,-0.1565404054079076,-2.9017214967948983,2.0204785329054955,-0.15563520013486326,0.561398464094843,0.4505419921875,0.714181450935572,0.011357421875,0,0.9304275136500546,,,4,-1,preprojection,ref,
ELU1,0,5.49492073059082,6.73828125,5.540884494781494,6.005859375,1.708700593448087,1.415649281205702,2.107496116298633,-0.002093031113579667,0.0013085858924023342,-0.1565404054079076,-2.9017214967948983,2.0204785329054955,-0.15563520013486326,0.561398464094843,0.4505419921875,0.714181450935572,0.011357421875,0,0.9304275136500546,,,4,0,postprojection,ref,
