activation,seed,test_ce,test_acc,train_probe_ce,train_probe_acc,cnorm,cnorm_min,cnorm_max,rowmean,bias,actual_train_mean,actual_train_mean_min,actual_train_mean_max,test_zmean,test_zsd,positive_frac,gate_mean,gate_low_frac,immobile_units,w2col,task_train_ce,task_train_acc,task,step,phase,cell,online_ce
LR,0,0.3062293231487274,91.162109375,0.299223929643631,91.552734375,1.1550821915930285,0.9805747932950848,1.4538581821116512,0.001150017831942806,0.021320101527962834,0.513584641703072,-1.5321722946275793,1.8844549486075257,0.5180393689394274,1.0078122770187081,0.6718212890625,0.7046391606452744,0.0,0,0.7810126908527433,0.24994251132011414,92.71000027656555,1,625,adapt,prefix,0.5189413661062717
LR,0,0.2583264112472534,92.3828125,0.2588132917881012,92.87109375,1.542061179725819,1.2055598817362276,1.8391730253053407,-0.0009641205111922026,0.023920956121291966,-0.16295973211359344,-2.6683310006653738,2.4744998554040603,-0.16309319673449074,1.208054647952623,0.4325341796875,0.48928076256433994,0.0,0,0.857610330785922,0.23096096515655518,93.4000015258789,2,625,adapt,prefix,0.43007287036180497
LR,0,3.527959108352661,9.619140625,3.441286087036133,10.400390625,1.542061179725819,1.2055598817362276,1.8391730253053407,-0.0009641205111922026,0.023920956121291966,-0.11704536531009423,-2.477646528911979,1.9044062128954424,-0.1184457752306679,0.45344252819451286,0.4575927734375,0.5118334969019998,0.0,0,0.857610330785922,,,3,-1,preprojection,ref,
LR,0,3.527959108352661,9.619140625,3.441286087036133,10.400390625,1.542061179725819,1.2055598817362276,1.8391730253053407,-0.0009641205111922026,0.023920956121291966,-0.11704536531009423,-2.477646528911979,1.9044062128954424,-0.1184457752306679,0.45344252819451286,0.4575927734375,0.5118334969019998,0.0,0,0.857610330785922,,,3,0,postprojection,ref,
LR,0,1.4706785678863525,56.982421875,1.4491775035858154,56.8359375,1.5815000771667789,1.2404549796540352,1.8563542582137063,-0.0032433030920247215,0.0187215669950092,-0.7363488231790596,-2.4383645796264855,1.4470549671826396,-0.7426799001214671,0.6488694521998626,0.1985986328125,0.2787387707254311,0.0,0,0.854101253634438,,,3,20,adapt,ref,
LR,0,0.50044184923172,84.375,0.5003762245178223,84.5703125,1.6757201608221903,1.3179362290441299,1.9615335322112406,-0.0014785441450031339,0.024006897776853293,-0.2688560721565445,-2.6938455241732076,3.6582866163357908,-0.27187642087194663,1.0053076625461501,0.3824072265625,0.44416650482653497,0.0,0,0.8781190943052174,,,3,100,adapt,ref,
LR,0,0.37894511222839355,88.57421875,0.37657666206359863,88.916015625,1.7442902686612987,1.3575655683395507,2.1178307640152876,-0.0022260951968857213,0.02434763637022115,-0.3934361604599783,-2.9260078889855787,3.198601804669494,-0.3982738870707284,1.1240742677683888,0.3523095703125,0.4170786142463839,0.0,0,0.8958346190460256,,,3,300,adapt,ref,
LR,0,0.3082714080810547,90.234375,0.30191341042518616,90.8203125,1.808209004958435,1.3793766356620225,2.2665715530857153,-0.003134298999268729,0.02516183417988941,-0.49604230932885857,-2.679835677528839,2.7724199708038215,-0.4985286560430769,1.2508121577309752,0.338984375,0.40508593848499,0.0,0,0.9212122459925596,0.2677140235900879,91.430002450943,3,625,adapt,ref,0.4531031409740448
LR,0,4.422538757324219,5.810546875,4.437140941619873,7.080078125,1.808209004958435,1.3793766356620225,2.2665715530857153,-0.003134298999268729,0.02516183417988941,-0.250956753666842,-2.5250073008686593,2.2459514566255065,-0.25092861017891877,0.5822148288482965,0.382109375,0.4438984384207288,0.0,0,0.9212122459925596,,,4,-1,preprojection,ref,
LR,0,4.422538757324219,5.810546875,4.437140941619873,7.080078125,1.808209004958435,1.3793766356620225,2.2665715530857153,-0.003134298999268729,0.02516183417988941,-0.250956753666842,-2.5250073008686593,2.2459514566255065,-0.25092861017891877,0.5822148288482965,0.382109375,0.4438984384207288,0.0,0,0.9212122459925596,,,4,0,postprojection,ref,
