arm,cell,eps,seed,task,open_frac,n_img,n_unit,npos,apos,a1_rms,mu2,zbar2_med,p_pos2,w2_row_med,cos2_med,dcos,dcos_pos,drms,dcos_grad
LE_e8,LE,1e-08,7,8,0,0,0,23,117.8708392,82.02258809,788.7645605,-470.0887664,0,2.406681408,-0.267321042,0.01958454037,0,5.712228896e-08,0.2357908602
LE_e8,LE,1e-08,7,9,0,0,0,23,117.8708017,82.02257915,788.7644701,-470.0887443,0,2.406681408,-0.2673210019,0.02884364615,-0.01939887049,2.363619668e-07,0.3836480805
LE_e8,LE,1e-08,7,10,0,0,0,23,117.87082,82.02258337,788.7645127,-470.0887519,0,2.406681408,-0.2673210197,0.02545033497,0.03075374248,1.377010596e-07,0.3281413751
LE_e8,LE,1e-08,7,11,0,0,0,23,117.8706241,82.02253523,788.7640266,-470.0885928,0,2.406681408,-0.2673207814,0.04443470747,-0.03340441249,7.704161106e-07,0.6068320108
LE_e8,LE,1e-08,7,12,0,0,0,23,117.869829,82.02234034,788.7620644,-470.087817,0,2.406681408,-0.2673194781,0.09715022985,-0.06397693305,2.307022024e-06,0.8601714652
LE_e8,LE,1e-08,7,13,0,0,0,23,117.8704383,82.02248886,788.763561,-470.0883911,0,2.406681408,-0.2673204283,0.08151569426,0.05502368202,1.844121772e-06,0.8244894502
LE_e8,LE,1e-08,7,14,0,0,0,23,121.5840124,82.08801099,789.2260064,-454.871924,0,2.406681408,-0.2487173352,0.991824997,0.991141278,0.02740023235,-0.2378180668
LE_e8,LE,1e-08,7,15,0,0,0,23,121.5113845,86.65939233,833.5723782,-501.1519182,0,2.406681408,-0.2644668787,0.9840335105,0.9555759863,0.02641867346,-0.1558830866
LE_e8,LE,1e-08,7,16,0,0,0,23,121.5113845,86.65939233,833.5723782,-501.1519182,0,2.406681408,-0.2644668787,0,0,0,0
LE_e8,LE,1e-08,7,17,0,0,0,23,121.5113845,86.65939233,833.5723782,-501.1519182,0,2.406681408,-0.2644668787,0,0,0,0
LE_e8,LE,1e-08,7,18,0,0,0,23,121.5113845,86.65939233,833.5723782,-501.1519182,0,2.406681408,-0.2644668787,0,0,0,0
LE_e8,LE,1e-08,7,19,0,0,0,23,121.5113845,86.65939233,833.5723782,-501.1519182,0,2.406681408,-0.2644668787,0,0,0,0
LE_e8,LE,1e-08,7,20,0,0,0,23,121.5113845,86.65939233,833.5723782,-501.1519182,0,2.406681408,-0.2644668787,0,0,0,0
LE_e8,LE,1e-08,7,21,0,0,0,23,121.5113845,86.65939233,833.5723782,-501.1519182,0,2.406681408,-0.2644668787,0,0,0,0
LE_e8,LE,1e-08,7,22,0,0,0,23,121.5113845,86.65939233,833.5723782,-501.1519182,0,2.406681408,-0.2644668787,0,0,0,0
LE_e8,LE,1e-08,7,23,0,0,0,23,121.5113845,86.65939233,833.5723782,-501.1519182,0,2.406681408,-0.2644668787,0,0,0,0
LE_e8,LE,1e-08,7,24,0,0,0,23,121.5113845,86.65939233,833.5723782,-501.1519182,0,2.406681408,-0.2644668787,0,0,0,0
LE_e8,LE,1e-08,7,25,0,0,0,23,121.5113845,86.65939233,833.5723782,-501.1519182,0,2.406681408,-0.2644668787,0,0,0,0
LE_e8,LE,1e-08,7,26,0,0,0,23,121.5113845,86.65939233,833.5723782,-501.1519182,0,2.406681408,-0.2644668787,0,0,0,0
LE_e8,LE,1e-08,7,27,0,0,0,23,121.5113845,86.65939233,833.5723782,-501.1519182,0,2.406681408,-0.2644668787,0,0,0,0
LE_e8,LE,1e-08,7,28,0,0,0,23,121.5113845,86.65939233,833.5723782,-501.1519182,0,2.406681408,-0.2644668787,0,0,0,0
LE_e8,LE,1e-08,7,29,0,0,0,23,121.5113845,86.65939233,833.5723782,-501.1519182,0,2.406681408,-0.2644668787,0,0,0,0
LE_e8,LE,1e-08,7,30,0,0,0,23,121.5113845,86.65939233,833.5723782,-501.1519182,0,2.406681408,-0.2644668787,0,0,0,0
LE_e8,LE,1e-08,7,31,0,0,0,23,121.5113845,86.65939233,833.5723782,-501.1519182,0,2.406681408,-0.2644668787,0,0,0,0
LE_e8,LE,1e-08,7,32,0,0,0,23,121.5113845,86.65939233,833.5723782,-501.1519182,0,2.406681408,-0.2644668787,0,0,0,0
LE_e8,LE,1e-08,7,33,0,0,0,23,121.5113845,86.65939233,833.5723782,-501.1519182,0,2.406681408,-0.2644668787,0,0,0,0
LE_e8,LE,1e-08,7,34,0,0,0,23,121.5113845,86.65939233,833.5723782,-501.1519182,0,2.406681408,-0.2644668787,0,0,0,0
LE_e8,LE,1e-08,7,35,0,0,0,23,121.5113845,86.65939233,833.5723782,-501.1519182,0,2.406681408,-0.2644668787,0,0,0,0
LE_e8,LE,1e-08,7,36,0,0,0,23,121.5113845,86.65939233,833.5723782,-501.1519182,0,2.406681408,-0.2644668787,0,0,0,0
LE_e8,LE,1e-08,7,37,0,0,0,23,121.5113845,86.65939233,833.5723782,-501.1519182,0,2.406681408,-0.2644668787,0,0,0,0
LE_e8,LE,1e-08,7,38,0,0,0,23,121.5113845,86.65939233,833.5723782,-501.1519182,0,2.406681408,-0.2644668787,0,0,3.076740298e-16,0.0005191990616
LE_e8,LE,1e-08,7,39,0,0,0,23,121.5113845,86.65939233,833.5723782,-501.1519182,0,2.406681408,-0.2644668787,0,0,6.153480596e-16,0.000614268085
LE_e8,LE,1e-08,7,40,0,0,0,23,121.5113845,86.65939233,833.5723782,-501.1519182,0,2.406681408,-0.2644668787,0,0,0,0
LE_e8,LE,1e-08,7,41,0,0,0,23,121.5113845,86.65939233,833.5723782,-501.1519182,0,2.406681408,-0.2644668787,0,0,0,0
LE_e8,LE,1e-08,7,42,0,0,0,23,121.5113845,86.65939233,833.5723782,-501.1519182,0,2.406681408,-0.2644668787,0,0,0,0
LE_e8,LE,1e-08,7,43,0,0,0,23,121.5113845,86.65939233,833.5723782,-501.1519182,0,2.406681408,-0.2644668787,0,0,3.076740298e-16,0.0005316424144
LE_e8,LE,1e-08,7,44,0,0,0,23,121.5113845,86.65939233,833.5723782,-501.1519182,0,2.406681408,-0.2644668787,0,0,0,0
LE_e8,LE,1e-08,7,45,0,0,0,23,121.5113845,86.65939233,833.5723782,-501.1519182,0,2.406681408,-0.2644668787,0,0,0,0
LE_e8,LE,1e-08,7,46,0,0,0,23,121.5113845,86.65939233,833.5723782,-501.1519182,0,2.406681408,-0.2644668787,0,0,0,0
LE_e8,LE,1e-08,7,47,0,0,0,23,121.5113845,86.65939233,833.5723782,-501.1519182,0,2.406681408,-0.2644668787,0,0,0,0
LE_e8,LE,1e-08,7,48,0,0,0,23,121.5113845,86.65939233,833.5723782,-501.1519182,0,2.406681408,-0.2644668787,0,0,0,0
LE_e8,LE,1e-08,7,49,0,0,0,23,121.5113845,86.65939233,833.5723782,-501.1519182,0,2.406681408,-0.2644668787,0,0,1.025580099e-16,0.0006094428145
LE_e8,LE,1e-08,7,50,0,0,0,23,121.5113845,86.65939233,833.5723782,-501.1519182,0,2.406681408,-0.2644668787,0,0,0,0
LE_e8,LE,1e-08,8,0,1,1200,100,53,0.2071735203,0.2030050555,1.799265834,-0.0192525157,0.4446583333,0.5789840891,-0.0177084602,nan,nan,nan,nan
LE_e8,LE,1e-08,8,1,0.9694333333,1200,100,15,4.239237685,4.520686809,23.70768103,-0.7385631686,0.4477833333,1.631817399,-0.01940288832,0.03939838493,0.01163882268,0.1297636405,0.07945205794
LE_e8,LE,1e-08,8,2,0.30655,1200,100,13,11.10291223,8.606805777,52.88826248,-33.5973862,0.0979,2.542106429,-0.2567171618,0.05921655084,0.07528133024,0.1605323857,0.06240055405
LE_e8,LE,1e-08,8,3,0.008033333333,287,87,13,51.3081305,28.68747336,263.6392661,-174.4059121,0.003791666667,2.653978059,-0.2508596592,0.1631493738,0.3129380974,0.1377745077,0.2116341177
LE_e8,LE,1e-08,8,4,0.0004583333333,9,34,21,88.1121834,64.82174695,617.6297643,-397.9088278,0.0001833333333,2.667422935,-0.2409656314,0.6225830343,0.6155136627,0.09782888582,0.2756485208
LE_e8,LE,1e-08,8,5,0.000325,5,28,17,107.012297,69.45681174,664.6026855,-420.7286675,9.166666667e-05,2.681266943,-0.2323083038,0.7089489089,0.2204706968,0.03548175735,0.2367890746
LE_e8,LE,1e-08,8,6,0.00015,3,12,25,120.4492662,91.70649506,879.8411334,-538.9209728,3.333333333e-05,2.699534163,-0.2281173814,0.810705075,0.780203766,0.0725023826,0.1450741411
LE_e8,LE,1e-08,8,7,0.0001,3,9,24,143.0153689,105.6259196,1014.123246,-614.8309518,5e-05,2.720064534,-0.2275739049,0.7966345503,0.629760887,0.06337504537,0.05563560094
LE_e8,LE,1e-08,8,8,5e-05,1,6,27,140.9224576,118.5590245,1140.75177,-636.4962346,1.666666667e-05,2.699531016,-0.2158650723,0.710740408,0.4786265551,0.04645387513,0.2307990291
LE_e8,LE,1e-08,8,9,3.333333333e-05,1,4,20,202.2736451,128.1417707,1234.438476,-679.6594664,1.666666667e-05,2.699531016,-0.2048062929,0.8679367588,0.5000450476,0.07232982558,0.09136978945
LE_e8,LE,1e-08,8,10,5.833333333e-05,1,7,22,192.6910654,135.5970301,1306.087748,-740.4192265,8.333333333e-06,2.699531016,-0.2073075322,0.9153819051,0.620199193,0.0602258407,0.003899678073
LE_e8,LE,1e-08,8,11,4.166666667e-05,1,5,25,179.1347892,135.5971288,1305.791254,-720.0180592,4.166666667e-05,2.699531016,-0.1950029275,0.7825745853,0.6387798565,0.03356010836,0.1263244904
LE_e8,LE,1e-08,8,12,5e-05,1,6,23,226.1109559,147.3792233,1419.719919,-728.903525,8.333333333e-06,2.705345352,-0.1847111592,0.8571525408,0.9095227994,0.04242436575,0.1055898526
LE_e8,LE,1e-08,8,13,2.5e-05,1,3,20,236.337291,142.7783835,1375.411291,-780.356973,2.5e-05,2.699531016,-0.2035220136,0.9046729764,-0.2043531638,0.06102924394,0.1590731006
LE_e8,LE,1e-08,8,14,2.5e-05,1,3,20,235.7933329,142.3804425,1371.545598,-771.8188273,2.5e-05,2.699531016,-0.1960677294,0.3356555959,0.2756816754,0.002745468126,0.6869251543
LE_e8,LE,1e-08,8,15,4.166666667e-05,1,5,22,220.5324907,146.5709764,1412.245855,-791.0778731,1.666666667e-05,2.720064534,-0.2046981382,0.8966595157,0.4860407827,0.05990603425,0.0008825840021
LE_e8,LE,1e-08,8,16,2.5e-05,1,3,20,258.4041688,156.2558535,1506.157729,-890.7103363,1.666666667e-05,2.720064534,-0.2170490639,0.8837527791,0.8944646837,0.05528714077,0.1310218596
LE_e8,LE,1e-08,8,17,5.833333333e-05,1,7,20,254.0601299,155.2700269,1496.733829,-859.5701192,2.5e-05,2.720064534,-0.2076427559,0.8807809848,-0.5793019878,0.04416461507,0.1480202587
LE_e8,LE,1e-08,8,18,5.833333333e-05,2,6,21,256.7400357,159.809635,1540.39934,-919.5430932,3.333333333e-05,2.720064534,-0.2080738351,0.8577408511,0.6500206181,0.04650983454,0.1503321269
LE_e8,LE,1e-08,8,19,4.166666667e-05,1,5,24,223.4414747,160.020356,1542.168903,-886.238286,3.333333333e-05,2.720064534,-0.1996222273,0.8958892722,0.5516235683,0.03381633329,-0.05161561507
LE_e8,LE,1e-08,8,20,5e-05,1,6,26,210.8661028,163.6253709,1577.116071,-866.6498821,2.5e-05,2.720064534,-0.1985140699,0.9692772755,0.9688431461,0.0292839945,0.168069356
LE_e8,LE,1e-08,8,21,4.166666667e-05,1,5,20,269.9497201,164.1569978,1582.670113,-918.4891544,2.5e-05,2.720064534,-0.2071941978,0.9698323515,0.9276781765,0.04607856411,0.1528425907
LE_e8,LE,1e-08,8,22,5e-05,1,6,24,235.8439382,169.1752783,1630.738778,-916.7290313,2.5e-05,2.720064534,-0.2016426924,0.8959280947,0.1247670252,0.04779529165,0.1215325924
LE_e8,LE,1e-08,8,23,2.5e-05,1,3,24,222.1433145,170.7489689,1646.401636,-861.3265073,1.666666667e-05,2.720064534,-0.1928156331,0.9179798124,-0.05223291357,0.05205991859,0.08373627208
LE_e8,LE,1e-08,8,24,5.833333333e-05,1,7,24,221.3173425,175.586981,1693.707888,-857.3864574,1.666666667e-05,2.720064534,-0.190285018,0.8131543077,-0.3089542258,0.03655686404,0.04099879226
LE_e8,LE,1e-08,8,25,3.333333333e-05,1,4,23,247.7653126,183.6624593,1771.814529,-857.2482312,1.666666667e-05,2.720064534,-0.1818884457,0.9613558018,0.5127811108,0.05062473549,0.1512281156
LE_e8,LE,1e-08,8,26,5e-05,1,6,23,239.9793738,181.8259507,1753.899884,-841.559376,1.666666667e-05,2.720064534,-0.1792621885,0.9649431095,-0.871682476,0.02306042872,0.1050776904
LE_e8,LE,1e-08,8,27,3.333333333e-05,1,4,23,238.9992892,186.4759562,1799.02814,-818.7859963,1.666666667e-05,2.720064534,-0.1728907908,0.6446939535,-0.1239658217,0.03177559456,0.0869765615
LE_e8,LE,1e-08,8,28,4.166666667e-05,1,5,22,247.9294002,187.0889424,1805.591781,-855.9714345,2.5e-05,2.720064534,-0.1676105668,0.8810968824,-0.08768937491,0.04088690659,0.106576884
LE_e8,LE,1e-08,8,29,2.5e-05,1,3,22,251.226665,185.3964763,1789.112078,-855.7722133,2.5e-05,2.720064534,-0.1713706382,0.749450275,-0.1619062321,0.0339841176,0.1434791606
LE_e8,LE,1e-08,8,30,3.333333333e-05,1,4,23,226.1426663,184.67852,1782.23629,-850.1836562,1.666666667e-05,2.720064534,-0.1864740138,0.7746438513,-0.7471739735,0.03388752492,0.1720543406
LE_e8,LE,1e-08,8,31,5.833333333e-05,1,7,21,249.3889394,183.3439128,1769.53164,-853.6831248,2.5e-05,2.720064534,-0.1807849219,0.7120885298,0.4214701374,0.02898968117,0.188204926
LE_e8,LE,1e-08,8,32,5.833333333e-05,1,7,17,316.4085861,187.5843325,1811.052331,-837.5060027,2.5e-05,2.720064534,-0.1724193983,0.865372067,0.8255998802,0.04186202036,0.0923583161
LE_e8,LE,1e-08,8,33,0.000175,1,21,18,309.9521306,190.3858726,1838.417764,-852.0374041,2.5e-05,2.731914381,-0.1715974845,0.7694814891,-0.04220096013,0.05675450654,0.1528724706
LE_e8,LE,1e-08,8,34,0.000175,1,21,18,309.9699077,190.3885973,1838.444554,-852.0278799,2.5e-05,2.731914381,-0.1715884099,0.2832323251,0.2660691948,6.104865221e-05,-0.4858710045
LE_e8,LE,1e-08,8,35,0.0001833333333,1,22,17,305.9722186,188.6984274,1822.164129,-888.733803,2.5e-05,2.731918819,-0.182950944,0.9613410272,-0.9590851383,0.0285858502,-0.02688122135
LE_e8,LE,1e-08,8,36,8.333333333e-05,1,10,18,284.0140162,189.2262943,1827.122354,-898.8630266,2.5e-05,2.735021795,-0.1830982152,0.9930791485,-0.9891100074,0.02769983061,-0.07397951319
LE_e8,LE,1e-08,8,37,0.0001,1,12,16,322.8112722,196.6713409,1899.510957,-907.3317649,4.166666667e-05,2.731362369,-0.1800615117,0.7365578408,-0.1634670538,0.04871509552,0.0721549905
LE_e8,LE,1e-08,8,38,5.833333333e-05,1,7,16,313.3518076,195.0455029,1883.611359,-972.6060093,3.333333333e-05,2.74893669,-0.1928704415,0.9542309442,-0.7086579715,0.04272264717,0.1072746516
LE_e8,LE,1e-08,8,39,5e-05,1,6,17,314.5108503,197.0460142,1902.895633,-1024.899659,3.333333333e-05,2.74893669,-0.1999400371,0.9595614243,0.8863743166,0.03963643453,0.2143051594
LE_e8,LE,1e-08,8,40,3.333333333e-05,1,4,17,285.3564487,198.0589949,1912.891211,-1049.791466,3.333333333e-05,2.74893669,-0.2020934447,0.9447665329,-0.9478906188,0.04466046957,0.1740138038
LE_e8,LE,1e-08,8,41,4.166666667e-05,1,5,15,342.4237616,203.9859361,1970.156354,-1039.42975,2.5e-05,2.74893669,-0.190855239,0.7530697483,0.7215967574,0.03198713348,0.135653956
LE_e8,LE,1e-08,8,42,4.166666667e-05,1,5,17,295.2143326,202.039124,1951.218411,-1004.592195,2.5e-05,2.748936696,-0.1923000793,0.7955772601,0.1661165042,0.03020469672,0.1906056126
LE_e8,LE,1e-08,8,43,5e-05,1,6,19,270.5665786,201.1452007,1942.31898,-960.9537711,3.333333333e-05,2.748936755,-0.1819923234,0.9401892459,0.7346911737,0.04279810286,0.02957905115
LE_e8,LE,1e-08,8,44,5e-05,1,6,19,274.7067276,201.1246761,1942.431221,-939.678894,3.333333333e-05,2.748936755,-0.1815565282,0.3593779918,0.1247939165,0.02661291467,0.1810011468
LE_e8,LE,1e-08,8,45,3.333333333e-05,1,4,19,264.8830338,193.801852,1871.576037,-923.2769902,2.5e-05,2.748936724,-0.1831924606,0.8661909096,-0.6587268241,0.03454511914,0.1189518611
LE_e8,LE,1e-08,8,46,3.333333333e-05,1,4,17,271.7911462,190.9671513,1844.258406,-940.3021574,2.5e-05,2.748936724,-0.1883162928,0.9616204495,-0.9671075734,0.02062709323,0.08427700956
LE_e8,LE,1e-08,8,47,4.166666667e-05,1,5,21,228.554465,191.7340797,1851.651624,-881.6402826,3.333333333e-05,2.748936724,-0.1762661675,0.7159278546,0.3617218947,0.0419923294,0.1253914814
LE_e8,LE,1e-08,8,48,4.166666667e-05,1,5,21,233.6697045,192.4320191,1858.40364,-888.452631,3.333333333e-05,2.748936724,-0.1764371336,0.396863713,0.4381183747,0.007582360147,0.5020938869
LE_e8,LE,1e-08,8,49,5e-05,2,5,19,274.1915314,198.1608887,1914.159995,-905.8540385,2.5e-05,2.748936724,-0.1779294665,0.8046654675,0.0477937939,0.04257288246,0.126211651
LE_e8,LE,1e-08,8,50,4.166666667e-05,1,5,18,293.9563825,200.0818369,1932.917417,-828.514586,3.333333333e-05,2.748936724,-0.1581872428,0.9807290211,0.3521065197,0.0460412141,-0.0848680222
LE_e8,LE,1e-08,9,0,1,1200,100,45,0.2360631126,0.2224845884,2.012104242,0.02039151423,0.5579166667,0.574362164,0.01018882298,nan,nan,nan,nan
LE_e8,LE,1e-08,9,1,0.9846333333,1200,100,13,3.659620876,4.06650646,20.66824836,-0.9364027629,0.447875,1.556269612,-0.03071173881,0.04184205945,0.005507131525,0.1210508479,0.07127952052
LE_e8,LE,1e-08,9,2,0.4109666667,1200,100,10,10.28887265,7.01857506,41.26853068,-22.94202715,0.1184,2.459826677,-0.2388218857,0.05703594014,0.07436564102,0.1534900517,0.05076176747
LE_e8,LE,1e-08,9,3,0.01335833333,447,98,9,48.36313429,21.47785236,194.4572755,-136.0945287,0.005283333333,2.558957994,-0.2898928274,0.1353859513,0.2054819724,0.1412705013,0.1393537665
LE_e8,LE,1e-08,9,4,0.0001083333333,7,8,19,88.77605818,56.74153757,539.6772773,-371.6922363,7.5e-05,2.590086406,-0.2765407451,0.7809653381,0.7792624134,0.1027664568,0.2933868546
LE_e8,LE,1e-08,9,5,3.333333333e-05,1,4,14,120.5639573,63.0907393,602.3816678,-449.1027696,1.666666667e-05,2.605644939,-0.2958030717,0.7850865489,0.6354850542,0.04925810922,0.285491752
LE_e8,LE,1e-08,9,6,1.666666667e-05,1,2,19,111.7651891,74.18373149,709.0607227,-496.8728972,8.333333333e-06,2.605644939,-0.2782755297,0.6303692182,0.6040051841,0.03923402248,0.1789009792
LE_e8,LE,1e-08,9,7,0,0,0,26,111.2783261,89.75392339,859.5499776,-541.8459897,0,2.605644939,-0.256468804,0.6807112183,0.6509220113,0.05264539398,0.1876154947
LE_e8,LE,1e-08,9,8,0,0,0,26,111.2783261,89.75392339,859.5499776,-541.8459897,0,2.605644939,-0.256468804,0,0,0,0
LE_e8,LE,1e-08,9,9,0,0,0,26,111.2783261,89.75392339,859.5499776,-541.8459897,0,2.605644939,-0.256468804,0,0,0,0
LE_e8,LE,1e-08,9,10,0,0,0,26,111.2783261,89.75392339,859.5499776,-541.8459897,0,2.605644939,-0.256468804,0,0,0,0
LE_e8,LE,1e-08,9,11,0,0,0,26,111.2783261,89.75392339,859.5499776,-541.8459897,0,2.605644939,-0.256468804,0,0,0,0
LE_e8,LE,1e-08,9,12,0,0,0,26,111.2783261,89.75392339,859.5499776,-541.8459897,0,2.605644939,-0.256468804,0,0,0,0
LE_e8,LE,1e-08,9,13,0,0,0,26,111.2783261,89.75392339,859.5499776,-541.8459897,0,2.605644939,-0.256468804,0,0,0,0
LE_e8,LE,1e-08,9,14,0,0,0,26,111.2783261,89.75392339,859.5499776,-541.8459897,0,2.605644939,-0.256468804,0,0,0,0
LE_e8,LE,1e-08,9,15,0,0,0,26,111.2783261,89.75392339,859.5499776,-541.8459897,0,2.605644939,-0.256468804,0,0,0,0
LE_e8,LE,1e-08,9,16,0,0,0,26,111.2783261,89.75392339,859.5499776,-541.8459897,0,2.605644939,-0.256468804,0,0,0,0
LE_e8,LE,1e-08,9,17,0,0,0,26,111.2783261,89.75392339,859.5499776,-541.8459897,0,2.605644939,-0.256468804,0,0,0,0
LE_e8,LE,1e-08,9,18,0,0,0,26,111.2783261,89.75392339,859.5499776,-541.8459897,0,2.605644939,-0.256468804,0,0,0,0
LE_e8,LE,1e-08,9,19,0,0,0,26,111.2783261,89.75392339,859.5499776,-541.8459897,0,2.605644939,-0.256468804,0,0,0,0
LE_e8,LE,1e-08,9,20,0,0,0,26,111.2783261,89.75392339,859.5499776,-541.8459897,0,2.605644939,-0.256468804,0,0,0,0
LE_e8,LE,1e-08,9,21,0,0,0,26,111.2783261,89.75392339,859.5499776,-541.8459897,0,2.605644939,-0.256468804,0,0,0,0
LE_e8,LE,1e-08,9,22,0,0,0,26,111.2783261,89.75392339,859.5499776,-541.8459897,0,2.605644939,-0.256468804,0,0,0,0
LE_e8,LE,1e-08,9,23,0,0,0,26,111.2783261,89.75392339,859.5499776,-541.8459897,0,2.605644939,-0.256468804,0,0,0,0
LE_e8,LE,1e-08,9,24,0,0,0,26,111.2783261,89.75392339,859.5499776,-541.8459897,0,2.605644939,-0.256468804,0,0,0,0
LE_e8,LE,1e-08,9,25,0,0,0,26,111.2783261,89.75392339,859.5499776,-541.8459897,0,2.605644939,-0.256468804,0,0,0,0
LE_e8,LE,1e-08,9,26,0,0,0,26,111.2783261,89.75392339,859.5499776,-541.8459897,0,2.605644939,-0.256468804,0,0,0,0
LE_e8,LE,1e-08,9,27,0,0,0,26,111.2783261,89.75392339,859.5499776,-541.8459897,0,2.605644939,-0.256468804,0,0,0,0
LE_e8,LE,1e-08,9,28,0,0,0,26,111.2783261,89.75392339,859.5499776,-541.8459897,0,2.605644939,-0.256468804,0,0,0,0
LE_e8,LE,1e-08,9,29,0,0,0,26,111.2783261,89.75392339,859.5499776,-541.8459897,0,2.605644939,-0.256468804,0,0,0,0
LE_e8,LE,1e-08,9,30,0,0,0,26,111.2783261,89.75392339,859.5499776,-541.8459897,0,2.605644939,-0.256468804,0,0,0,0
LE_e8,LE,1e-08,9,31,0,0,0,26,111.2783261,89.75392339,859.5499776,-541.8459897,0,2.605644939,-0.256468804,0,0,0,0
LE_e8,LE,1e-08,9,32,0,0,0,26,111.2783261,89.75392339,859.5499776,-541.8459897,0,2.605644939,-0.256468804,0,0,0,0
LE_e8,LE,1e-08,9,33,0,0,0,26,111.2783261,89.75392339,859.5499776,-541.8459897,0,2.605644939,-0.256468804,0,0,0,0
LE_e8,LE,1e-08,9,34,0,0,0,26,111.2783261,89.75392339,859.5499776,-541.8459897,0,2.605644939,-0.256468804,0,0,0,0
LE_e8,LE,1e-08,9,35,0,0,0,26,111.2783261,89.75392339,859.5499776,-541.8459897,0,2.605644939,-0.256468804,0,0,0,0
LE_e8,LE,1e-08,9,36,0,0,0,26,111.2783261,89.75392339,859.5499776,-541.8459897,0,2.605644939,-0.256468804,0,0,0,0
LE_e8,LE,1e-08,9,37,0,0,0,26,111.2783261,89.75392339,859.5499776,-541.8459897,0,2.605644939,-0.256468804,0,0,0,0
LE_e8,LE,1e-08,9,38,0,0,0,26,111.2783261,89.75392339,859.5499776,-541.8459897,0,2.605644939,-0.256468804,0,0,0,0
LE_e8,LE,1e-08,9,39,0,0,0,26,111.2783261,89.75392339,859.5499776,-541.8459897,0,2.605644939,-0.256468804,0,0,0,0
LE_e8,LE,1e-08,9,40,0,0,0,26,111.2783261,89.75392339,859.5499776,-541.8459897,0,2.605644939,-0.256468804,0,0,0,0
LE_e8,LE,1e-08,9,41,0,0,0,26,111.2783261,89.75392339,859.5499776,-541.8459897,0,2.605644939,-0.256468804,0,0,0,0
LE_e8,LE,1e-08,9,42,0,0,0,26,111.2783261,89.75392339,859.5499776,-541.8459897,0,2.605644939,-0.256468804,0,0,0,0
LE_e8,LE,1e-08,9,43,0,0,0,26,111.2783261,89.75392339,859.5499776,-541.8459897,0,2.605644939,-0.256468804,0,0,0,0
LE_e8,LE,1e-08,9,44,0,0,0,26,111.2783261,89.75392339,859.5499776,-541.8459897,0,2.605644939,-0.256468804,0,0,0,0
LE_e8,LE,1e-08,9,45,0,0,0,26,111.2783261,89.75392339,859.5499776,-541.8459897,0,2.605644939,-0.256468804,0,0,0,0
LE_e8,LE,1e-08,9,46,0,0,0,26,111.2783261,89.75392339,859.5499776,-541.8459897,0,2.605644939,-0.256468804,0,0,0,0
LE_e8,LE,1e-08,9,47,0,0,0,26,111.2783261,89.75392339,859.5499776,-541.8459897,0,2.605644939,-0.256468804,0,0,0,0
LE_e8,LE,1e-08,9,48,0,0,0,26,111.2783261,89.75392339,859.5499776,-541.8459897,0,2.605644939,-0.256468804,0,0,0,0
LE_e8,LE,1e-08,9,49,0,0,0,26,111.2783261,89.75392339,859.5499776,-541.8459897,0,2.605644939,-0.256468804,0,0,0,0
LE_e8,LE,1e-08,9,50,0,0,0,26,111.2783261,89.75392339,859.5499776,-541.8459897,0,2.605644939,-0.256468804,0,0,0,0
LE_e4,LE,0.0001,0,0,1,1200,100,46,0.2088992568,0.1901983437,1.679303167,0.0001640600152,0.5131333333,0.5771517015,0.003017402122,nan,nan,nan,nan
LE_e4,LE,0.0001,0,1,0.9937666667,1200,100,18,3.812640907,4.04997418,22.30692238,1.360103806,0.5758916667,1.483228673,0.04006408499,0.03124811155,0.009218617963,0.1040524801,0.1093681336
LE_e4,LE,0.0001,0,2,0.4067666667,1200,100,11,9.242606374,6.643163452,39.78652983,-23.38356398,0.1091416667,2.41726498,-0.252635146,0.0693912916,0.07183546767,0.1455147731,0.06198345241
LE_e4,LE,0.0001,0,3,0.013875,506,92,8,53.96954115,20.27088181,188.5715519,-106.2905113,0.00455,2.504183604,-0.2404815787,0.258991889,0.2753978059,0.09341913062,0.1854150405
LE_e4,LE,0.0001,0,4,0.001716666667,74,52,9,75.45170972,30.80862515,292.1493891,-180.4495953,0.0007166666667,2.529652325,-0.2496341525,0.6103929902,0.4687880314,0.05861303358,0.3124143083
LE_e4,LE,0.0001,0,5,0.0003083333333,11,28,7,114.9187784,35.83279443,343.165328,-227.0087994,6.666666667e-05,2.532294187,-0.2722283257,0.8527465815,0.4415997196,0.03087010459,0.5564979406
LE_e4,LE,0.0001,0,6,0.000175,7,13,7,119.1481628,38.17143272,366.2076472,-230.8714275,1.666666667e-05,2.532293824,-0.2615117525,0.7679270346,0.06738486672,0.01144915922,0.7563906872
LE_e4,LE,0.0001,0,7,0.0001666666667,2,19,7,119.7530877,37.59132287,360.4578418,-228.0512706,1.666666667e-05,2.532295922,-0.264882165,0.6549343056,0.2837020628,0.006903366305,0.7276998358
LE_e4,LE,0.0001,0,8,0.0002083333333,5,23,7,114.0041186,38.96509022,373.985136,-235.1521218,8.333333333e-06,2.532290669,-0.2570199942,0.8434300829,-0.7501037416,0.009064861142,0.1647638474
LE_e4,LE,0.0001,0,9,0.0002083333333,7,19,7,115.5721186,38.72883114,371.6260603,-240.1363242,8.333333333e-06,2.532290669,-0.261674081,0.6797477403,0.4519308674,0.003450287543,-0.1198602876
