act,reg,lam,seed,task,tensor,ndim,numel,sq_norm,norm,norm0,norm_ratio,cos_w0,dist_w0,pen_l2,pen_l2init,pen_shell,pen_angular,reg_loss
SNA,l2,0.001,0,0,W1,2,78400,33.19778038,5.761751502,5.761751502,1,1,0,0.03319778038,0,0,1.474277606e-17,0.03319778038
SNA,l2,0.001,0,0,b1,1,100,0.0445198491,0.2109972727,0.2109972727,1,1,0,4.45198491e-05,0,0,0,4.45198491e-05
SNA,l2,0.001,0,0,W2,2,10000,33.40909083,5.78005976,5.78005976,1,1,0,0.03340909083,0,0,0,0.03340909083
SNA,l2,0.001,0,0,b2,1,100,0.3121393494,0.5586943256,0.5586943256,1,1,0,0.0003121393494,0,0,0,0.0003121393494
SNA,l2,0.001,0,0,W3,2,1000,3.260951522,1.805810489,1.805810489,1,1,0,0.003260951522,0,0,0,0.003260951522
SNA,l2,0.001,0,0,b3,1,10,0.04022925306,0.2005723138,0.2005723138,1,1,0,4.022925306e-05,0,0,0,4.022925306e-05
SNA,l2,0.001,0,1,W1,2,78400,132.4587774,11.5090737,5.761751502,1.997495674,0.06108641973,12.55209069,0.1324587774,0.1575549808,0.03303171243,0.1245232684,0.1324587774
SNA,l2,0.001,0,1,b1,1,100,0.2809972951,0.5300917799,0.2109972727,2.51231579,-0.07873936423,0.585773687,0.0002809972951,0.0003431308124,0.0001018213045,0.0002413095079,0.0002809972951
SNA,l2,0.001,0,1,W2,2,10000,48.18860349,6.94180117,5.78005976,1.200991246,0.2030213786,8.081189537,0.04818860349,0.06530562433,0.001349643104,0.06395598122,0.04818860349
SNA,l2,0.001,0,1,b2,1,100,0.5128314243,0.7161224926,0.5586943256,1.281778711,0.06347424,0.8798747086,0.0005128314243,0.0007741795028,2.478362776e-05,0.000749395875,0.0005128314243
SNA,l2,0.001,0,1,W3,2,1000,37.6368867,6.134890928,1.805810489,3.397306066,0.7263498516,4.980379166,0.0376368867,0.02480417663,0.01874093745,0.006063239186,0.0376368867
SNA,l2,0.001,0,1,b3,1,10,0.007376433032,0.08588616321,0.2005723138,0.4282054766,0.2014192394,0.2016587086,7.376433032e-06,4.066623477e-05,1.315291314e-05,2.751332163e-05,7.376433032e-06
SNA,l2,0.001,0,2,W1,2,78400,120.8414052,10.99278878,5.761751502,1.907890123,0.02189198383,12.29902472,0.1208414052,0.151266009,0.027363751,0.123902258,0.1208414052
SNA,l2,0.001,0,2,b1,1,100,0.3069056207,0.5539906323,0.2109972727,2.625581957,0.1262269785,0.5673764159,0.0003069056207,0.0003219159974,0.0001176444447,0.0002042715526,0.0003069056207
SNA,l2,0.001,0,2,W2,2,10000,53.03509632,7.282519915,5.78005976,1.259938516,0.07144756183,8.968235362,0.05303509632,0.08042924551,0.002257386519,0.07817185899,0.05303509632
SNA,l2,0.001,0,2,b2,1,100,0.2670423907,0.5167614447,0.5586943256,0.9249448599,0.109336593,0.7183649739,0.0002670423907,0.0005160482358,1.758366498e-06,0.0005142898693,0.0002670423907
SNA,l2,0.001,0,2,W3,2,1000,41.89301364,6.472481258,1.805810489,3.584252776,0.5323857538,5.71916396,0.04189301364,0.03270883641,0.02177781607,0.01093102034,0.04189301364
SNA,l2,0.001,0,2,b3,1,10,0.006668651221,0.08166181005,0.2005723138,0.4071439797,-0.3268206211,0.2400082465,6.668651221e-06,5.760395837e-05,1.41397079e-05,4.346425047e-05,6.668651221e-06
SNA,l2,0.001,0,3,W1,2,78400,141.7733723,11.9068624,5.761751502,2.066535219,0.009998906556,13.17570549,0.1417733723,0.1735992151,0.03776238799,0.1358368271,0.1417733723
SNA,l2,0.001,0,3,b1,1,100,0.2895775011,0.5381240573,0.2109972727,2.550383947,0.2659422347,0.5231689468,0.0002895775011,0.0002737057469,0.0001070119332,0.0001666938137,0.0002895775011
SNA,l2,0.001,0,3,W2,2,10000,63.91353372,7.994594031,5.78005976,1.383133456,0.03711866559,9.689797446,0.06391353372,0.09389217455,0.004904162038,0.08898801251,0.06391353372
SNA,l2,0.001,0,3,b2,1,100,0.2869263233,0.5356550414,0.5586943256,0.9587622728,0.02545234598,0.7640887097,0.0002869263233,0.0005838315563,5.30808617e-07,0.0005833007477,0.0002869263233
SNA,l2,0.001,0,3,W3,2,1000,42.78244809,6.540829312,1.805810489,3.622101738,0.4213852202,6.007413594,0.04278244809,0.03608901809,0.02242040325,0.01366861483,0.04278244809
SNA,l2,0.001,0,3,b3,1,10,0.009456048649,0.09724221639,0.2005723138,0.4848237254,-0.4955301322,0.2627071308,9.456048649e-06,6.901503659e-05,1.067710903e-05,5.833792756e-05,9.456048649e-06
SNA,l2,0.001,0,4,W1,2,78400,151.2737235,12.29933833,5.761751502,2.134652688,0.007740268083,13.54158279,0.1512737235,0.1833744643,0.04274004158,0.1406344227,0.1512737235
SNA,l2,0.001,0,4,b1,1,100,0.2694859683,0.5191203794,0.2109972727,2.460317959,-0.09445603867,0.5785308298,0.0002694859683,0.000334697921,9.493984886e-05,0.0002397580721,0.0002694859683
SNA,l2,0.001,0,4,W2,2,10000,76.18304875,8.728290139,5.78005976,1.510069186,0.02968902254,10.32455882,0.07618304875,0.1065965149,0.008692062369,0.09790445255,0.07618304875
SNA,l2,0.001,0,4,b2,1,100,0.1948594592,0.4414288835,0.5586943256,0.7901080488,-0.0455261255,0.7276362153,0.0001948594592,0.0005294544618,1.375118391e-05,0.0005157032779,0.0001948594592
