arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_c1,zeroout_c1,zbar_c1,zsd_c1,zbar_min_c1,mob_c1,mob_pool_c1,eff_rank_c1,dead_frac_c2,zeroout_c2,zbar_c2,zsd_c2,zbar_min_c2,mob_c2,mob_pool_c2,eff_rank_c2,dead_frac_f1,zeroout_f1,zbar_f1,zsd_f1,zbar_min_f1,mob_f1,eff_rank_f1,dead_frac_f2,zeroout_f2,zbar_f2,zsd_f2,zbar_min_f2,mob_f2,eff_rank_f2,w_norm_c1,w_norm_c2,w_norm_f1,w_norm_f2,w_norm_f3,alpha_med_c1,alpha_min_c1,alpha_max_c1,alpha_clip_frac_c1,alpha_W_med_c1,alpha_med_c2,alpha_min_c2,alpha_max_c2,alpha_clip_frac_c2,alpha_W_med_c2,alpha_med_f1,alpha_min_f1,alpha_max_f1,alpha_clip_frac_f1,alpha_W_med_f1,alpha_med_f2,alpha_min_f2,alpha_max_f2,alpha_clip_frac_f2,alpha_W_med_f2
SWA3u,5,0.001,1,none,0.960725,1,1,0,0,-0.1551567316,0.4946652055,-1.938610435,0.3067170084,0.4306415915,7.860192262,0,0,-1.483970046,1.88152492,-3.158233643,0.1489676237,0.3064403832,12.74242279,0,0,-2.651445389,5.481563568,-18.16286278,0.2894511521,78.49390373,0,0,2.674746275,3.714511395,-6.682757378,0.7980110049,50.48168671,0.9576807022,2.125692844,2.998217821,1.312113404,1.533837914,5.56564045,2.828093052,14.85398293,0,3,1.506822348,0.9292962551,6.926838398,0,3,0.5641009808,0.2735106349,0.880841136,0,3,0.8391343355,0.6381137371,1.116396427,0,3
SWA3u,5,0.001,2,none,0.9360458333,1,1,0,0,-0.1594059467,0.8540942669,-1.966343284,0.3425022066,0.436024785,6.309479739,0,0,-13.00998878,8.420008659,-30.95741653,0.002732794266,0.05504310876,9.203309517,0,0,-37.27069855,19.1919632,-77.94599915,-0.009192417376,44.27425865,0,0,-4.015698433,8.183421135,-17.44975281,0.2300293595,60.81131356,1.1636554,3.351131439,4.567435265,1.956924081,2.922977924,3.170583248,1.610135078,10.19779682,0,3,0.3110736609,0.192029506,0.6923081279,0,3,0.1613794267,0.07884114981,0.2668831944,0,3,0.3748883903,0.244338721,0.6440103054,0,3
SWA3u,5,0.001,3,none,0.1466708333,0.1724999994,0.1724999994,0,0,295.723938,129.9709778,-0.1636082083,1.018312812,1.014884233,1.039726039,0,0,452557.8125,189197.7188,36722.05859,1.01640892,1.011211872,1.105478702,0,0,-339320992,77124792,-924259136,-0.0005641876487,3.431362691,0,0,-26574.15234,253109.125,-465006.4688,0.4532248974,9.940998316,76.23567963,106.6669083,23.75177765,2.171499014,1.397973061,0.02258874662,0.02143769711,430.6489868,0,3,1.445482849e-05,1.161576984e-05,0.0001992855541,0,3,3.979927143e-08,1.45489194e-08,5.476453566e-07,0,3,1.126673124e-05,7.825331068e-07,6.415720418e-05,0,3
SWA3u,5,0.001,4,none,0.1305395833,0.1333333403,0.1333333403,0,0,597.37677,263.4497375,-4.363162518,1.01827538,1.01489079,1.023428268,0,0,2006517.375,839764,593797.75,1.016358018,1.011202216,1.07217866,0,0,-2236771328,527292064,-4006375680,-7.587824075e-05,3.225247624,0,0,-52178.85938,831868.0625,-326545.2188,0.4909001887,10.75396392,155.1006012,238.5570374,35.92980194,2.378231049,1.045847416,0.01133767981,0.01104206592,4.828038216,0,3,3.443718924e-06,2.948927204e-06,1.226844506e-05,0,3,9.999999939e-09,9.999999939e-09,9.999999939e-09,1,5.072585106,3.560111736e-06,5.90238983e-07,1.570738641e-05,0,3
SWA3u,5,0.001,5,none,0.1200041667,0.1258333325,0.1258333325,0,0,675.2232056,297.6077271,-1.672270536,1.018364429,1.014976978,1.020424186,0,0,2571937.75,1075896.5,923123.3125,1.016466737,1.011297703,1.065134426,0,0,-3051962880,710908096,-4112729344,-1.784933011e-05,2.692275837,0,0,-9378.979492,179924.5469,-94276.14844,0.4958174229,1.919362618,175.7635956,270.2379456,38.00694275,2.550734758,1.326445699,0.01001858059,0.009786169976,69.16730499,0,3,2.70013561e-06,2.35104153e-06,7.847106644e-06,0,3,9.999999939e-09,9.999999939e-09,9.999999939e-09,1,6.864863396,1.673381485e-05,1.870155302e-06,8.675438585e-05,0,3
SWA3u,5,0.001,6,none,0.12488125,0.1424999982,0.1424999982,0,0,702.2452393,309.4428101,-0.5975803733,1.018325686,1.014938474,1.019530281,0,0,2782963.25,1163930.875,1023331.562,1.016435504,1.01126945,1.063463439,0,0,-3432414464,800493824,-4317685760,-8.452491784e-06,2.980236775,0,0,-2634.201416,86014.02344,-54875.50781,0.4978160858,2.40908135,182.820343,282.0211792,39.53259277,2.596897602,1.47719121,0.009649652988,0.009434016421,85.05292511,0,3,2.511200819e-06,2.186527354e-06,7.085751804e-06,0,3,9.999999939e-09,9.999999939e-09,9.999999939e-09,1,7.747355461,3.366266537e-05,2.598510946e-06,0.0002152007073,0,3
SWA3u,5,0.001,7,none,0.1202104167,0.1316666752,0.1316666752,0,0,727.1547241,320.3699646,-0.9267223477,1.018238544,1.014853716,1.018816741,0,0,2999710.75,1254396.125,1130674.5,1.016366124,1.011206746,1.061715288,0,0,-3885270784,909837888,-4545335808,-3.316113407e-06,3.055111502,0,0,-1014.736267,43546.14844,-7849.359375,0.4984777868,2.566612724,189.1847839,293.9691467,41.6102562,2.663268328,1.676745057,0.009348823689,0.009146844968,86.76002502,0,3,2.345234634e-06,2.048170927e-06,6.426221262e-06,0,3,9.999999939e-09,9.999999939e-09,9.999999939e-09,1,8.72632885,6.927248614e-05,1.930772487e-05,0.0005797845079,0,3
SWA3u,5,0.001,8,none,0.1309270833,0.1391666681,0.1391666681,0,0,740.3692627,326.1669006,-0.3415717781,1.018290401,1.014904141,1.018545645,0,0,3091738.5,1292848.625,1183374.5,1.016435623,1.011268973,1.060818932,0,0,-4153221888,961928640,-5066955264,-2.180692036e-06,3.112234246,0,0,-852.3189087,34765.97266,-4956.394043,0.4986443222,2.639345381,192.7848053,297.7886047,42.9502449,2.713889122,1.931710601,0.009168833494,0.008974278346,88.67140961,0,3,2.270604227e-06,1.986773896e-06,6.12700569e-06,0,3,9.999999939e-09,9.999999939e-09,9.999999939e-09,1,9.322966576,9.053578106e-05,2.479723844e-05,0.002267459407,0,3
SWA3u,5,0.001,9,none,0.1344645833,0.1450000107,0.1450000107,0,0,755.9854126,332.9967346,-1.001246333,1.018397093,1.015003681,1.018189673,0,0,3223791,1348092.75,1253979.75,1.016503334,1.011328697,1.059640637,0,0,-4541473792,1045281088,-5658714112,-1.118860268e-06,2.944549389,0,0,-637.9435425,23639.42188,-3641.583008,0.4984669089,2.380673377,196.8561859,304.1470337,44.79867172,2.867733955,2.10386467,0.008956676349,0.008770385757,89.66912079,0,3,2.175517466e-06,1.902140411e-06,5.770683856e-06,0,3,9.999999939e-09,9.999999939e-09,9.999999939e-09,1,10.12754345,0.0001416582818,3.652037049e-05,0.001085120253,0,3
SWA3u,5,0.001,10,none,0.1273729167,0.1408333331,0.1408333331,0,0,763.4156494,336.2576294,-1.073701382,1.018381357,1.014988422,1.018064775,0,0,3287680,1374768,1285493.875,1.016522288,1.011345029,1.058808858,0,0,-4856775680,1123112832,-5995160064,-5.854034839e-07,2.870504592,0,0,-135.153595,15454.2373,-1639.721069,0.4991510212,2.545514543,198.7701416,307.371582,46.65845108,2.889898777,2.486809492,0.008874705061,0.008691831492,90.30322266,0,3,2.132436748e-06,1.866491402e-06,5.626253369e-06,0,3,9.999999939e-09,9.999999939e-09,9.999999939e-09,1,10.93157482,0.0001985158597,5.437291475e-05,0.0007554855547,0,3
SWA3u,5,0.001,11,none,0.1242083333,0.1358333379,0.1358333379,0,0,776.0336914,341.8072815,-1.477470279,1.018328667,1.014943838,1.01797722,0,0,3406079.25,1424214.5,1349140.25,1.016433954,1.011267543,1.057871024,0,0,-5165321216,1200181504,-6385981440,-2.831006327e-07,2.848939006,0,0,-108.2902451,9926.385742,-886.8015747,0.4992093146,2.651303755,201.9695282,313.5751648,47.66854095,2.97954607,2.535390615,0.008746250533,0.008568909951,90.08782959,0,3,2.06558525e-06,1.812583491e-06,5.374660304e-06,0,3,9.999999939e-09,9.999999939e-09,9.999999939e-09,1,11.60710239,0.000290339638,0.0001281310833,0.002443773672,0,3
