seed,task,update,G1,Q1,Q_count1,pair_count1,neff_zero_units1,zero_count1,zero1,dead_unit1,neff1,neff_fraction1,zmean1,zsd1,diag_gdiff1,Wnorm1,bias1,G2,Q2,Q_count2,pair_count2,neff_zero_units2,zero_count2,zero2,dead_unit2,neff2,neff_fraction2,zmean2,zsd2,diag_gdiff2,Wnorm2,bias2,mu2_norm,memo_acc,memo_ce,online_acc,online_ce,major_frac,label_hash,order_hash,finite,arm,excess_over_floor,initial_G1,initial_Q1,initial_Q_count1,initial_pair_count1,initial_neff_zero_units1,initial_zero_count1,initial_zero1,initial_dead_unit1,initial_neff1,initial_neff_fraction1,initial_zmean1,initial_zsd1,initial_diag_gdiff1,initial_Wnorm1,initial_bias1,initial_G2,initial_Q2,initial_Q_count2,initial_pair_count2,initial_neff_zero_units2,initial_zero_count2,initial_zero2,initial_dead_unit2,initial_neff2,initial_neff_fraction2,initial_zmean2,initial_zsd2,initial_diag_gdiff2,initial_Wnorm2,initial_bias2,initial_mu2_norm,initial_memo_acc,initial_memo_ce
2,2,30000,0.45812688849794586,0.3446,41352,120000,0,163,0.0013583333333333334,0.0,559.6626064081595,0.46638550534013296,-3.72890713312381,28.236029312820197,0.0,5.409351889358313,-0.07159776348620653,0.12930371616191266,0.7023916666666666,84287,120000,0,3466,0.028883333333333334,0.0,161.66531278797007,0.13472109398997506,-31.463079534626512,28.691176075870427,0.0,1.3721585644852548,-0.0042326039155886975,92.60711076007593,1.0,0.00016437738668173552,0.97158125,0.11378658040364584,0.11333333333333333,e98762ef86c2d1e1a59037b05501eba70a2a6e5e8cd4127a538b60c2d08bd8fe,08035669d8840c04586be611d67dcbd1e11f0f35cf71f2b5a6f27c6eadeee7dd,True,N1r,0.9679487781954886,0.4603633465120699,0.24221666666666666,29066,120000,0,5,4.166666666666667e-05,0.0,569.0968276709267,0.4742473563924389,-2.945309397771394,16.979037982790643,0.0,3.553441781934422,-0.0647813978791237,0.3818591732072483,0.232975,27957,120000,0,10,8.333333333333334e-05,0.0,481.92292296530854,0.4016024358044238,-6.126368588755261,12.350521540757581,0.0,0.9895193085822368,0.004801347163156606,49.408647570168306,1.0,0.00010509853746043518
3,2,30000,0.4556298669220097,0.35975833333333335,43171,120000,0,291,0.002425,0.0,555.7225283385611,0.46310210694880094,-3.980731904566708,30.48775075657809,0.0,5.815017420613254,-0.10388184187235311,0.11595948123109556,0.7387,88644,120000,0,5013,0.041775,0.0,144.56801633992507,0.12047334694993757,-35.82766695839192,32.22041915586128,0.0,1.413810105392859,-0.013640053555136547,99.68284596057275,1.0,0.0002872934564948082,0.9665416666666666,0.130399169921875,0.11333333333333333,e98762ef86c2d1e1a59037b05501eba70a2a6e5e8cd4127a538b60c2d08bd8fe,08035669d8840c04586be611d67dcbd1e11f0f35cf71f2b5a6f27c6eadeee7dd,True,N1r,0.962265037593985,0.4649431647279931,0.23321666666666666,27986,120000,0,0,0.0,0.0,574.446574071181,0.4787054783926508,-2.490612964648862,16.796896759808725,0.0,3.585573425942562,-0.058623517086962236,0.365255780426806,0.244525,29343,120000,0,6,5e-05,0.0,460.8079633703427,0.38400663614195224,-6.279082371897179,12.645716437448796,0.0,1.004632050499627,-0.0010118982195854186,50.439710378956505,1.0,0.00011078143870690838
4,2,30000,0.48290695272470424,0.32145833333333335,38575,120000,0,160,0.0013333333333333335,0.0,589.405228514836,0.4911710237623634,-1.9716059470297558,28.06624720662906,0.0,5.645410632928755,-0.10331049917673227,0.10709387840202267,0.7586666666666667,91040,120000,0,3809,0.03174166666666667,0.0,133.33859874376193,0.11111549895313495,-35.80527603924548,29.771347633803888,0.0,1.3924428723121576,-0.006509278346929932,98.59903467174132,1.0,0.0004857892927248031,0.9713875,0.11544215494791667,0.11666666666666667,e98762ef86c2d1e1a59037b05501eba70a2a6e5e8cd4127a538b60c2d08bd8fe,08035669d8840c04586be611d67dcbd1e11f0f35cf71f2b5a6f27c6eadeee7dd,True,N1r,0.9676084905660377,0.4845149634753424,0.19670833333333335,23605,120000,0,0,0.0,0.0,600.2882645839856,0.5002402204866546,-1.483268932768047,15.522903097516604,0.0,3.525020545375062,-0.07364284449722618,0.36808628700069423,0.22430833333333333,26917,120000,0,2,1.6666666666666667e-05,0.0,465.62276403135394,0.3880189700261283,-5.690992430510173,11.751960292920945,0.0,0.9896074294310095,0.013219433523481712,50.120031702516556,1.0,8.751999848755077e-05
5,2,30000,0.4495385618493783,0.3829166666666667,45950,120000,0,655,0.005458333333333333,0.0,547.5616048013576,0.4563013373344647,-4.667301844446642,33.94197000502833,0.0,6.277377668630398,-0.14891105356626214,0.11875590280813254,0.75455,90546,120000,0,9000,0.075,0.0,147.72247661827268,0.12310206384856058,-41.43538191069044,38.5830190702753,0.0,1.4618590018551418,0.02095501312054694,112.11925114218349,1.0,2.4714103346923366e-05,0.9667520833333333,0.124379931640625,0.11,e98762ef86c2d1e1a59037b05501eba70a2a6e5e8cd4127a538b60c2d08bd8fe,08035669d8840c04586be611d67dcbd1e11f0f35cf71f2b5a6f27c6eadeee7dd,True,N1r,0.9626427902621723,0.46428744686380996,0.232925,27951,120000,0,1,8.333333333333334e-06,0.0,573.8525040714959,0.4782104200595799,-2.347502553649794,16.827724506061344,0.0,3.734174088427439,-0.08080507575068623,0.3409232973619076,0.2649,31788,120000,0,6,5e-05,0.0,431.27822459500686,0.3593985204958391,-7.148618971013887,12.812228075097966,0.0,1.0114860170936546,0.017668495974503456,51.8413365012074,1.0,0.0001385890500387177
6,2,30000,0.4722672838015881,0.33434166666666665,40121,120000,0,333,0.002775,0.0,576.4318341088531,0.4803598617573776,-2.72373576559377,29.027180023926135,0.0,5.504490862212149,-0.07519144184188918,0.11130459119374118,0.750225,90027,120000,0,4365,0.036375000000000005,0.0,138.8775509693497,0.11573129247445808,-35.93474424597652,30.887098039241184,0.0,1.3865769580070617,-0.006124353501945734,101.54503646318948,1.0,0.0005574202514253557,0.9729104166666667,0.108641455078125,0.1175,e98762ef86c2d1e1a59037b05501eba70a2a6e5e8cd4127a538b60c2d08bd8fe,08035669d8840c04586be611d67dcbd1e11f0f35cf71f2b5a6f27c6eadeee7dd,True,N1r,0.9693035882908404,0.4748057577777482,0.2264,27168,120000,0,1,8.333333333333334e-06,0.0,586.1995780498045,0.4884996483748371,-1.9181077025596363,16.847494928293933,0.0,3.6266024357896662,-0.06980309516598936,0.3546666289643513,0.26403333333333334,31684,120000,0,12,0.0001,0.0,447.1365682283968,0.37261380685699735,-7.0002435896849216,13.136530260176208,0.0,1.0039001895221926,0.007080103732296266,53.48303017556671,1.0,0.0001057209083228372
7,2,30000,0.4747366537155797,0.3354416666666667,40253,120000,0,211,0.0017583333333333333,0.0,579.3423935795075,0.48278532798292295,-2.914104359020572,28.95188761705876,0.0,5.488835884155425,-0.0801373424299527,0.11183759058187152,0.7459833333333333,89518,120000,0,3956,0.032966666666666665,0.0,139.682381453534,0.11640198454461166,-34.964338338601884,30.118247545269536,0.0,1.3996191024460476,-0.010833653958979995,99.39989105996646,1.0,0.00024351460160687566,0.97284375,0.111327783203125,0.11833333333333333,e98762ef86c2d1e1a59037b05501eba70a2a6e5e8cd4127a538b60c2d08bd8fe,08035669d8840c04586be611d67dcbd1e11f0f35cf71f2b5a6f27c6eadeee7dd,True,N1r,0.9691989603024574,0.4785709676273992,0.22555833333333333,27067,120000,0,1,8.333333333333334e-06,0.0,590.724135793727,0.4922701131614392,-1.8927817053867892,16.955453723449885,0.0,3.696586632428798,-0.07381872243015096,0.33678092648181224,0.27869166666666667,33443,120000,0,2,1.6666666666666667e-05,0.0,424.7523771159579,0.35396031426329827,-7.3327538642187164,13.067465189533957,0.0,1.021513948648226,0.002945731955114752,54.15179832687117,1.0,0.00011003620602423325
8,2,30000,0.4605404271779455,0.35813333333333336,42976,120000,0,427,0.0035583333333333335,0.0,561.7073650166776,0.46808947084723135,-3.7977103778114856,31.140052071421508,0.0,5.69542960216553,-0.10760569952544756,0.11701134578560743,0.738125,88575,120000,0,6128,0.05106666666666667,0.0,145.9650875136912,0.121637572928076,-36.69189373035327,33.51642326305828,0.0,1.4063740790718402,-0.013532420214614831,102.61650711483101,1.0,0.0002516036620363593,0.9738354166666666,0.10849249674479167,0.11416666666666667,e98762ef86c2d1e1a59037b05501eba70a2a6e5e8cd4127a538b60c2d08bd8fe,08035669d8840c04586be611d67dcbd1e11f0f35cf71f2b5a6f27c6eadeee7dd,True,N1r,0.9704633113828786,0.46320591326644817,0.2502916666666667,30035,120000,0,4,3.3333333333333335e-05,0.0,571.5880722880911,0.4763233935734093,-2.6221522640700736,18.068790292919527,0.0,3.72936199897404,-0.0812733641784871,0.33885064323038544,0.28851666666666664,34622,120000,0,20,0.0001666666666666667,0.0,427.56101604311493,0.3563008467025958,-7.996168010937672,13.886928306053584,0.0,1.0202117733207992,0.0008275707051507197,55.0489060134606,1.0,0.00015933095710352063
9,2,30000,0.472160125400154,0.331925,39831,120000,0,228,0.0019,0.0,576.6611113976691,0.4805509261647242,-2.71175321139162,28.39000453229224,0.0,5.342676998169407,-0.0805612848198507,0.1417028368691303,0.703775,84453,120000,0,3177,0.026475000000000002,0.0,176.1345558766522,0.14677879656387685,-31.01727555042324,28.94302078098329,0.0,1.3677130686205323,0.005844541855040007,97.16267652752055,1.0,0.00010770401422632858,0.9753416666666667,0.10774716796875,0.10583333333333333,e98762ef86c2d1e1a59037b05501eba70a2a6e5e8cd4127a538b60c2d08bd8fe,08035669d8840c04586be611d67dcbd1e11f0f35cf71f2b5a6f27c6eadeee7dd,True,N1r,0.9724231127679404,0.47289420295178325,0.224975,26997,120000,0,0,0.0,0.0,584.0554733113529,0.4867128944261275,-1.9108006175780168,16.768372772883474,0.0,3.7170558689216247,-0.0899987770000007,0.35654041909848416,0.25751666666666667,30902,120000,0,3,2.5e-05,0.0,449.2989858911073,0.3744158215759228,-6.242840301441788,12.719393692246973,0.0,1.0049626898579114,0.01847311747726053,52.72571042683078,1.0,0.00015248054114636034
0,11,30000,0.46988824780437805,0.49569166666666664,59483,120000,0,33668,0.2805666666666667,0.0,565.4104140414274,0.4711753450345229,-10.063876681117094,193.1613910848513,0.0,18.556459190841355,-0.11081072686240077,9.166706223058845e-05,0.9998916666666666,119987,120000,25,119638,0.9969833333333333,0.25,0.8395220294316574,0.0006996016911930479,-771.8144880109392,402.9322044981025,0.0,2.1883673231027383,-0.2159733232902363,858.0942820339833,0.10500000417232513,2.2931559085845947,0.10155,2.311817447916667,0.1075,938ed5970a0955505cfd562b8b51a60fd4f3055c4e6c077045620d385d27f235,08c115b7e1af5ddffa1e8f86faebab67bff6f313817863cb2da1773f15baf854,True,N10r,-0.006666666666666664,0.46984970989875924,0.4942416666666667,59309,120000,0,32336,0.2694666666666667,0.0,565.4978183632584,0.471248181969382,-9.2098245431236,182.98778682935307,0.0,18.078041080722034,-0.12795266467262992,0.00013333333480669544,0.9998666666666667,119984,120000,25,119663,0.9971916666666667,0.25,0.9094231723648888,0.0007578526436374074,-732.4568650228979,370.4939959736273,0.0,2.178306010067101,-0.21331981968600303,812.597173134017,0.11083333939313889,2.2797274589538574
1,11,30000,0.4594665402799287,0.508725,61047,120000,0,35743,0.29785833333333334,0.0,552.8210730691164,0.4606842275575971,-16.162944698497558,199.89309938284015,0.0,18.179210462956306,-0.12203827578749042,8.333333333389214e-06,0.9999916666666666,119999,120000,22,119746,0.9978833333333333,0.22,0.8081348200968583,0.0006734456834140486,-791.4197738848688,397.6310443816991,0.0,2.278108901448511,-0.25639125196728857,893.6369701376242,0.10083333402872086,2.310619592666626,0.10390833333333334,2.317666927083333,0.115,938ed5970a0955505cfd562b8b51a60fd4f3055c4e6c077045620d385d27f235,08c115b7e1af5ddffa1e8f86faebab67bff6f313817863cb2da1773f15baf854,True,N10r,-0.012532956685499058,0.4598846937508065,0.506725,60807,120000,0,35208,0.2934,0.0,553.3504944014643,0.46112541200122026,-15.485431325795012,197.5898166097163,0.0,18.045111889551944,-0.13036198849702488,1.6666666675294887e-05,0.9999833333333333,119998,120000,20,119735,0.9977916666666667,0.2,0.8382134192099528,0.0006985111826749607,-787.0795562006157,397.1931991962703,0.0,2.2791071818778157,-0.25537991082761435,889.7836406893907,0.11500000208616257,2.303271770477295
2,11,30000,0.4536430915452579,0.50795,60954,120000,0,31968,0.2664,0.0,546.177238764393,0.45514769897032753,-13.570576442300252,190.6987184654005,0.0,18.225462984991104,-0.1552478238195181,1.757331874288275e-16,1.0,120000,120000,14,119650,0.9970833333333334,0.14,0.9317249616267933,0.0007764374680223278,-789.6160537464621,401.4499695906668,0.0,2.1704717462152745,-0.23225136987282896,950.0062957617423,0.0925000011920929,2.3149821758270264,0.09616041666666666,2.322659375,0.10833333333333334,938ed5970a0955505cfd562b8b51a60fd4f3055c4e6c077045620d385d27f235,08c115b7e1af5ddffa1e8f86faebab67bff6f313817863cb2da1773f15baf854,True,N10r,-0.013651869158878512,0.4539760956550878,0.5083583333333334,61003,120000,0,31992,0.2666,0.0,546.5929022102233,0.45549408517518614,-13.461212215391113,190.20410545796597,0.0,18.20909121038862,-0.1562212327681482,8.33333333523117e-06,0.9999916666666666,119999,120000,15,119626,0.9968833333333333,0.15,0.880530397921047,0.0007337753316008726,-788.3285659371377,399.64114120115903,0.0,2.171278817598252,-0.2315861289051827,947.1043454358557,0.11416666954755783,2.306556463241577
3,11,30000,0.46344897208137703,0.5026166666666667,60314,120000,0,33678,0.28065,0.0,557.7008331649181,0.46475069430409843,-9.874074441548204,195.35437780483673,0.0,19.41854813522254,-0.09041291758418084,4.166674624235346e-05,0.99995,119994,120000,1,119653,0.9971083333333334,0.01,1.038296607774667,0.0008652471731455558,-771.9806318464518,370.45328875348497,0.0,2.2029627314337663,-0.2499884266674053,909.4437927156406,0.11833333969116211,2.3033220767974854,0.1006,2.3167520833333333,0.115,938ed5970a0955505cfd562b8b51a60fd4f3055c4e6c077045620d385d27f235,08c115b7e1af5ddffa1e8f86faebab67bff6f313817863cb2da1773f15baf854,True,N10r,-0.016271186440677977,0.46407684904558805,0.501775,60213,120000,0,33283,0.2773583333333334,0.0,558.4697351015878,0.4653914459179899,-10.273663152758747,193.49481115015723,0.0,19.171195796362987,-0.1006448153196834,2.5000000577942504e-05,0.999975,119997,120000,1,119619,0.9968250000000001,0.01,1.033035026728816,0.0008608625222740133,-759.5742832912605,366.7840174557992,0.0,2.201011678709131,-0.24860889500821942,896.2096402672082,0.1066666692495346,2.305790901184082
4,11,30000,0.4736391365086969,0.4917416666666667,59009,120000,0,33178,0.27648333333333336,0.0,569.9816049100763,0.4749846707583969,-7.713285453408709,220.164195736069,0.0,19.513581931359628,-0.10884435519576073,6.666668962761326e-05,0.9999166666666667,119990,120000,5,119491,0.9957583333333334,0.05,1.0000882820958077,0.0008334069017465064,-892.3246866750798,489.9442603814495,0.0,2.2299345270448216,-0.23601245837751778,1060.0201502267134,0.1066666692495346,2.288674831390381,0.10237708333333333,2.3122502604166666,0.11166666666666666,938ed5970a0955505cfd562b8b51a60fd4f3055c4e6c077045620d385d27f235,08c115b7e1af5ddffa1e8f86faebab67bff6f313817863cb2da1773f15baf854,True,N10r,-0.010457317073170736,0.4717027808279002,0.49309166666666665,59171,120000,0,33033,0.275275,0.0,567.6491862138042,0.47304098851150356,-8.382328274134423,213.23630305639279,0.0,19.022122615810755,-0.12125980954617262,6.666670208913022e-05,0.9999166666666667,119990,120000,3,119410,0.9950833333333334,0.03,1.036521884921634,0.0008637682374346951,-858.5331682035685,473.5347747402187,0.0,2.2223625788051287,-0.23241483291145415,1017.2403168954893,0.1158333346247673,2.3022210597991943
5,11,30000,0.4652613063209426,0.49975,59970,120000,0,33646,0.2803833333333334,0.0,559.8220732260819,0.46651839435506826,-11.20863336209683,206.24782071465788,0.0,18.33367257650151,-0.07661045932210982,1.6666666673134303e-05,0.9999833333333333,119998,120000,2,119548,0.9962333333333334,0.02,1.0170599440259205,0.0008475499533549338,-808.8676357977392,445.74053725722797,0.0,2.168270691953718,-0.22331579858786427,962.3889713156993,0.10583333671092987,2.3234317302703857,0.09929791666666667,2.3176455729166667,0.11166666666666666,938ed5970a0955505cfd562b8b51a60fd4f3055c4e6c077045620d385d27f235,08c115b7e1af5ddffa1e8f86faebab67bff6f313817863cb2da1773f15baf854,True,N10r,-0.013923545966228891,0.4663633204358221,0.4979166666666667,59750,120000,0,33432,0.2786,0.0,561.2276168880593,0.46768968074004946,-10.83125031370707,203.81957575058007,0.0,18.012664598873258,-0.08409051580354572,4.1969164117065326e-05,0.9999416666666666,119993,120000,1,119529,0.996075,0.01,1.0994750167345078,0.0009162291806120899,-803.6886651524068,446.9990652153411,0.0,2.1682231914685337,-0.22105576610541902,959.0087540495884,0.1133333370089531,2.3051445484161377
6,11,30000,0.4612221386582139,0.5033333333333333,60400,120000,0,32976,0.2748,0.0,555.1261395588448,0.46260511629903733,-8.641595234479508,197.6047087511978,0.0,19.43928303154552,-0.10660657877102495,0.00015462057488097074,0.9998416666666666,119981,120000,41,119778,0.9981500000000001,0.41000000000000003,0.7046946908926516,0.0005872455757438763,-814.0364264029931,425.82056113250553,0.0,2.2473907867383605,-0.26089856278616935,941.4707333241163,0.10833333432674408,2.293384313583374,0.10522708333333333,2.3106856770833333,0.11166666666666666,938ed5970a0955505cfd562b8b51a60fd4f3055c4e6c077045620d385d27f235,08c115b7e1af5ddffa1e8f86faebab67bff6f313817863cb2da1773f15baf854,True,N10r,-0.007249061913696058,0.45937963838887363,0.5039083333333333,60469,120000,0,32147,0.2678916666666667,0.0,552.9199168625355,0.4607665973854463,-8.614644518730852,191.16398043732056,0.0,19.058241164130006,-0.1059089527768083,9.166667437605772e-05,0.9999083333333333,119989,120000,29,119741,0.9978416666666667,0.29,0.8052000446424026,0.0006710000372020022,-781.1360419822375,406.88912226787727,0.0,2.242699699244553,-0.25737711805850266,904.026673047854,0.12416666746139526,2.2869644165039062
7,11,30000,0.45433859595221804,0.5084583333333333,61015,120000,0,33143,0.27619166666666667,0.0,546.887346124754,0.4557394551039617,-12.772953733964048,195.04854203820034,0.0,18.872559442340872,-0.15606090852990748,8.341017008232896e-06,0.999975,119997,120000,22,119680,0.9973333333333334,0.22,0.842750890369824,0.00070229240864152,-788.632691720589,419.81768981559355,0.0,2.252099590122153,-0.2802218658407219,953.3907048705022,0.11166667193174362,2.301164150238037,0.10120625,2.3180104166666666,0.11166666666666666,938ed5970a0955505cfd562b8b51a60fd4f3055c4e6c077045620d385d27f235,08c115b7e1af5ddffa1e8f86faebab67bff6f313817863cb2da1773f15baf854,True,N10r,-0.01177532833020638,0.45384228251400677,0.5088916666666666,61067,120000,0,33012,0.2751,0.0,546.3878449899776,0.4553232041583147,-12.826917341514584,194.37478605398428,0.0,18.848667117803647,-0.15993833388201892,1.666666780005789e-05,0.9999833333333333,119998,120000,23,119650,0.9970833333333334,0.23,0.8404037752481663,0.000700336479373472,-786.2461510519664,419.17373295395186,0.0,2.2522329350910115,-0.27960867977933956,949.6625139334204,0.1133333370089531,2.3082292079925537
8,11,30000,0.4750466489041836,0.48736666666666667,58484,120000,0,30756,0.25630000000000003,0.0,571.7667655489654,0.47647230462413787,-8.608344355171191,174.82645290158297,0.0,16.376168111622796,-0.11941651176777668,3.1024291052904795e-16,1.0,120000,120000,2,119409,0.995075,0.02,1.0762992791114787,0.0008969160659262323,-666.3710300068697,344.9254860179465,0.0,2.1357020937616618,-0.21516884814947845,773.9134153428571,0.08416666835546494,2.3114442825317383,0.10211875,2.31870234375,0.1175,938ed5970a0955505cfd562b8b51a60fd4f3055c4e6c077045620d385d27f235,08c115b7e1af5ddffa1e8f86faebab67bff6f313817863cb2da1773f15baf854,True,N10r,-0.017429178470254957,0.47504664841778543,0.48736666666666667,58484,120000,0,30756,0.25630000000000003,0.0,571.7667652171745,0.4764723043476454,-8.608344433404769,174.82645304577778,0.0,16.376168111526987,-0.119416511770105,4.965318244454502e-16,1.0,120000,120000,2,119409,0.995075,0.02,1.0762990825599343,0.0008969159021332786,-666.3651154395104,344.92473734192305,0.0,2.135701150795603,-0.21516884814947845,773.9134151784333,0.11250000447034836,2.326519250869751
9,11,30000,0.4652838535019642,0.49838333333333334,59806,120000,0,32960,0.27466666666666667,0.0,560.0697757623292,0.46672481313527436,-8.198771257873004,219.2615461531117,0.0,19.751127990725212,-0.21614554956555368,0.0001833500254943071,0.999775,119973,120000,1,119669,0.9972416666666667,0.01,1.1135086008975328,0.0009279238340812773,-894.0972040899715,460.9386103908805,0.0,2.2136160971541305,-0.23477700596675277,1078.2212245327873,0.12000000476837158,2.2906835079193115,0.10740833333333333,2.29912578125,0.11083333333333334,938ed5970a0955505cfd562b8b51a60fd4f3055c4e6c077045620d385d27f235,08c115b7e1af5ddffa1e8f86faebab67bff6f313817863cb2da1773f15baf854,True,N10r,-0.0038519212746017,0.4642741123622486,0.4984,59808,120000,0,32897,0.2741416666666667,0.0,558.8115063895871,0.4656762553246559,-8.41726337010786,212.40726095060904,0.0,19.235350672079647,-0.21295784772373735,0.00027056658097592104,0.9997083333333333,119965,120000,2,119547,0.996225,0.02,1.1524018294543001,0.0009603348578785835,-858.1607453310913,448.17887826519814,0.0,2.2035739530649145,-0.22748664878308775,1028.7187344164251,0.12250000238418579,2.289327383041382
0,11,30000,0.46802026804627533,0.5021666666666667,60260,120000,0,37462,0.31218333333333337,0.0,562.9759056429175,0.4691465880357646,-10.475811645715357,226.5288060452541,0.0,21.73161435066299,-0.1105145642790012,0.017056635115643377,0.9806833333333334,117682,120000,0,112757,0.9396416666666667,0.0,20.889583921911004,0.017407986601592505,-1232.4881645314276,640.7210754816508,0.0,2.5086757401384343,-0.2557931880513206,1005.8479412423025,0.7775000333786011,0.6880359649658203,0.5776895833333333,1.276562890625,0.1075,938ed5970a0955505cfd562b8b51a60fd4f3055c4e6c077045620d385d27f235,08c115b7e1af5ddffa1e8f86faebab67bff6f313817863cb2da1773f15baf854,True,R1_10,0.5268230625583566,0.46984970989875924,0.4942416666666667,59309,120000,0,32336,0.2694666666666667,0.0,565.4978183632584,0.471248181969382,-9.2098245431236,182.98778682935307,0.0,18.078041080722034,-0.12795266467262992,0.3421594777622892,0.26631666666666665,31958,120000,0,10,8.333333333333334e-05,0.0,432.4981099948865,0.36041509166240543,-732.4568650228979,370.4939959736273,0.0,2.178306010067101,-0.21331981968600303,812.597173134017,0.11083333939313889,2.2797274589538574
1,11,30000,0.4633167964131756,0.5072833333333333,60874,120000,0,38629,0.32190833333333335,0.0,557.3811997398044,0.4644843331165037,-17.50741249825579,239.95065133266348,0.0,21.892830747148924,-0.15305357560515404,0.019618487678975657,0.9782583333333333,117391,120000,0,112544,0.9378666666666667,0.0,23.91819979051518,0.019931833158762652,-1292.209971028988,662.3312631414286,0.0,2.6418841596386597,-0.2822062175651081,1078.9089592581897,0.8300000429153442,0.5380747318267822,0.6316416666666667,1.1354694010416666,0.115,938ed5970a0955505cfd562b8b51a60fd4f3055c4e6c077045620d385d27f235,08c115b7e1af5ddffa1e8f86faebab67bff6f313817863cb2da1773f15baf854,True,R1_10,0.5837758945386063,0.4598846937508065,0.506725,60807,120000,0,35208,0.2934,0.0,553.3504944014643,0.46112541200122026,-15.485431325795012,197.5898166097163,0.0,18.045111889551944,-0.13036198849702488,0.34191185246495837,0.2991083333333333,35893,120000,0,12,0.0001,0.0,429.60885237476475,0.35800737697897067,-787.0795562006157,397.1931991962703,0.0,2.2791071818778157,-0.25537991082761435,889.7836406893907,0.11500000208616257,2.303271770477295
2,11,30000,0.46087228709763817,0.5068583333333333,60823,120000,0,37077,0.308975,0.0,554.4550018281759,0.4620458348568133,-13.792673472557746,237.38494509303578,0.0,22.16268461388638,-0.09741718592122198,0.017406395324339696,0.9803166666666666,117638,120000,0,112579,0.9381583333333334,0.0,21.251749748193017,0.017709791456827516,-1303.5441068928383,670.9532595650846,0.0,2.5698522172590152,-0.2532357947714627,1158.8207036829895,0.7358333468437195,0.7694034576416016,0.55965625,1.30829921875,0.10833333333333334,938ed5970a0955505cfd562b8b51a60fd4f3055c4e6c077045620d385d27f235,08c115b7e1af5ddffa1e8f86faebab67bff6f313817863cb2da1773f15baf854,True,R1_10,0.5061565420560747,0.4539760956550878,0.5083583333333334,61003,120000,0,31992,0.2666,0.0,546.5929022102233,0.45549408517518614,-13.461212215391113,190.20410545796597,0.0,18.20909121038862,-0.1562212327681482,0.3818591831007169,0.232975,27957,120000,0,10,8.333333333333334e-05,0.0,481.92292929618026,0.40160244108015025,-788.3285659371377,399.64114120115903,0.0,2.171278817598252,-0.2315861289051827,947.1043454358557,0.11416666954755783,2.306556463241577
3,11,30000,0.46910637701171565,0.5029333333333333,60352,120000,0,39376,0.32813333333333333,0.0,564.2229553602772,0.47018579613356437,-13.217231396294292,245.92749105369546,0.0,22.84991543405614,-0.0517592350114137,0.01854076516892049,0.9790416666666667,117485,120000,0,112703,0.9391916666666668,0.0,22.602243686516857,0.018835203072097382,-1300.3840707466866,675.5959812845762,0.0,2.5742259734943076,-0.2840928755886853,1084.2830648045724,0.7750000357627869,0.6831377744674683,0.5752666666666667,1.2798643229166666,0.115,938ed5970a0955505cfd562b8b51a60fd4f3055c4e6c077045620d385d27f235,08c115b7e1af5ddffa1e8f86faebab67bff6f313817863cb2da1773f15baf854,True,R1_10,0.520075329566855,0.46407684904558805,0.501775,60213,120000,0,33283,0.2773583333333334,0.0,558.4697351015878,0.4653914459179899,-10.273663152758747,193.49481115015723,0.0,19.171195796362987,-0.1006448153196834,0.3652557796146802,0.244525,29343,120000,0,6,5e-05,0.0,460.80796760635246,0.3840066396719604,-759.5742832912605,366.7840174557992,0.0,2.201011678709131,-0.24860889500821942,896.2096402672082,0.1066666692495346,2.305790901184082
4,11,30000,0.4761395996340207,0.4941833333333333,59302,120000,0,37423,0.31185833333333335,0.0,572.6813569443256,0.4772344641202713,-9.135079514015747,258.85745720775367,0.0,22.718406112279634,-0.1093378846719861,0.01580421359040327,0.9821916666666667,117863,120000,0,113351,0.9445916666666667,0.0,19.41750669166307,0.016181255576385892,-1425.964026316058,806.9531774498892,0.0,2.569054666184232,-0.26787876682356,1211.7725148354655,0.7491666674613953,0.7350219488143921,0.5575020833333333,1.3181372395833333,0.11166666666666666,938ed5970a0955505cfd562b8b51a60fd4f3055c4e6c077045620d385d27f235,08c115b7e1af5ddffa1e8f86faebab67bff6f313817863cb2da1773f15baf854,True,R1_10,0.5018785178236397,0.4717027808279002,0.49309166666666665,59171,120000,0,33033,0.275275,0.0,567.6491862138042,0.47304098851150356,-8.382328274134423,213.23630305639279,0.0,19.022122615810755,-0.12125980954617262,0.3680862827602832,0.22430833333333333,26917,120000,0,2,1.6666666666666667e-05,0.0,465.6227617710608,0.3880189681425507,-858.5331682035685,473.5347747402187,0.0,2.2223625788051287,-0.23241483291145415,1017.2403168954893,0.1158333346247673,2.3022210597991943
