label,P1,P1_low,P1_high,P2,P2_low,P2_high,rho1,rho2
RESPONSE_BOTH_WAYS,0.46740104166666674,0.4287652948060891,0.5060367885272443,0.6785741666666667,0.6615939943309624,0.695554339002371,0.5720407642389648,0.7809498600016016
