arm,seed,layer,actual_batch_G,full_same_state_G,max_abs_difference,mean_abs_difference,actual_Q,full_Q,note
N1,0,1,0.48154444059734464,0.48154444037974,3.7789344787597656e-05,9.788047835083896e-08,0.31845833333333334,0.31845833333333334,Both at each pre-update state; includes learning during epoch.
N1,5,2,0.055104992362638064,0.05510499517783525,3.886222839355469e-05,5.20454031728226e-08,0.8111333333333334,0.8111333333333334,Both at each pre-update state; includes learning during epoch.
N1,6,1,0.4802125367045318,0.4802125337113522,5.710124969482422e-05,1.0295615932541952e-07,0.31514166666666665,0.31514166666666665,Both at each pre-update state; includes learning during epoch.
N1,6,2,0.05181358388700641,0.05181358636490039,4.220008850097656e-05,4.316507813524619e-08,0.8347833333333333,0.8347833333333333,Both at each pre-update state; includes learning during epoch.
N1,7,1,0.48115489632953484,0.4811548947567614,3.445148468017578e-05,9.796332041322094e-08,0.3105,0.3105,Both at each pre-update state; includes learning during epoch.
N1,7,2,0.05499749611423054,0.054997494166576524,2.944469451904297e-05,5.091877740796923e-08,0.8131916666666666,0.8131916666666666,Both at each pre-update state; includes learning during epoch.
N1,8,1,0.4715571449067042,0.4715571442320089,4.774332046508789e-05,9.544536228386956e-08,0.3373083333333333,0.3373083333333333,Both at each pre-update state; includes learning during epoch.
N1,8,2,0.05693196283344089,0.056931962512909086,3.057718276977539e-05,5.052796233204232e-08,0.8132166666666667,0.8132166666666667,Both at each pre-update state; includes learning during epoch.
N1,9,1,0.47931509968987857,0.47931510244442854,6.35981559753418e-05,9.997883885962839e-08,0.31680833333333336,0.31680833333333336,Both at each pre-update state; includes learning during epoch.
N1,9,2,0.07322592240399642,0.07322591808318754,3.6835670471191406e-05,5.305464550766067e-08,0.792575,0.792575,Both at each pre-update state; includes learning during epoch.
N10,0,1,0.46989778303166785,0.46989778281324535,0.0002110004425048828,9.81218066559563e-08,0.4944,0.4944,Both at each pre-update state; includes learning during epoch.
N10,0,2,0.00012500000018081825,0.00012500000018080825,1.2008172234345693e-12,1.0007226068504967e-17,0.999875,0.999875,Both at each pre-update state; includes learning during epoch.
N10,1,1,0.45989135639853096,0.45989135818076743,0.00023788213729858398,7.395594353071077e-08,0.5067916666666666,0.5067916666666666,Both at each pre-update state; includes learning during epoch.
N10,1,2,1.6666666675294125e-05,1.666666667529456e-05,3.9968028886505635e-14,4.320360619072322e-19,0.9999833333333333,0.9999833333333333,Both at each pre-update state; includes learning during epoch.
N10,2,1,0.4539127023499425,0.45391271028976976,0.0001785755157470703,9.333051143147024e-08,0.5082166666666666,0.5082166666666666,Both at each pre-update state; includes learning during epoch.
N10,2,2,8.333333334314454e-06,8.333333334314488e-06,4.898859096158503e-15,5.62900114083401e-20,0.9999916666666666,0.9999916666666666,Both at each pre-update state; includes learning during epoch.
N10,3,1,0.46323566865349114,0.4632356689589686,0.00023257732391357422,8.862981492468236e-08,0.502075,0.502075,Both at each pre-update state; includes learning during epoch.
N10,3,2,2.5000000578220775e-05,2.50000005782336e-05,1.3926637620897964e-12,1.670744564498558e-17,0.999975,0.999975,Both at each pre-update state; includes learning during epoch.
N10,4,1,0.4717504412439121,0.47175044113135606,0.0002351999282836914,8.535263140954843e-08,0.49288333333333334,0.49288333333333334,Both at each pre-update state; includes learning during epoch.
N10,4,2,6.666666676612952e-05,6.666666676611986e-05,1.1288747714388592e-12,9.87597929178971e-18,0.9999333333333333,0.9999333333333333,Both at each pre-update state; includes learning during epoch.
N10,5,1,0.46646948848800834,0.4664694782306876,0.00015822052955627441,7.54638533436419e-08,0.4981,0.4981,Both at each pre-update state; includes learning during epoch.
N10,5,2,2.5303543866685406e-05,2.5303549237199773e-05,6.444752216339111e-07,5.370739333157106e-12,0.9999666666666667,0.9999666666666667,Both at each pre-update state; includes learning during epoch.
N10,6,1,0.4594437307788116,0.4594437303893283,0.00011628866195678711,8.839662856112929e-08,0.5033583333333334,0.5033583333333334,Both at each pre-update state; includes learning during epoch.
N10,6,2,8.333348071260133e-05,8.333348069248162e-05,2.4938344722613692e-09,2.1446045822157893e-14,0.9999083333333333,0.9999083333333333,Both at each pre-update state; includes learning during epoch.
N10,7,1,0.45403717324233267,0.4540371661098758,0.0002142190933227539,9.21148661838171e-08,0.5082833333333333,0.5082833333333333,Both at each pre-update state; includes learning during epoch.
N10,7,2,3.333340212018521e-05,3.3333402122591086e-05,2.5511326384730637e-10,2.423108836478381e-15,0.99995,0.99995,Both at each pre-update state; includes learning during epoch.
N10,8,1,0.4750466436964768,0.4750466484888915,0.0001118779182434082,7.604878523550463e-08,0.48736666666666667,0.48736666666666667,Both at each pre-update state; includes learning during epoch.
N10,8,2,4.964289803420086e-16,4.964198733431103e-16,1.0998146837692957e-15,1.3159058437110514e-20,1.0,1.0,Both at each pre-update state; includes learning during epoch.
N10,9,1,0.4640812828911182,0.46408127662082777,0.00015670061111450195,8.853466131188466e-08,0.49893333333333334,0.49893333333333334,Both at each pre-update state; includes learning during epoch.
N10,9,2,0.00026178946944105456,0.00026178971179730486,2.9087066650390625e-05,2.4242820706385624e-10,0.999725,0.999725,Both at each pre-update state; includes learning during epoch.
N1r,0,1,0.47538895858923425,0.4753889552834891,5.02467155456543e-05,1.244233155512767e-07,0.2393,0.2393,Both at each pre-update state; includes learning during epoch.
N1r,0,2,0.19834543631622686,0.19834543980263897,3.266334533691406e-05,1.6648668760046372e-07,0.421,0.421,Both at each pre-update state; includes learning during epoch.
N1r,1,1,0.4596714321193739,0.45967143553807494,4.506111145019531e-05,1.2865150750979482e-07,0.26824166666666666,0.26824166666666666,Both at each pre-update state; includes learning during epoch.
N1r,1,2,0.20794077636299335,0.2079407782069863,3.629922866821289e-05,1.6605040303768168e-07,0.4467,0.4467,Both at each pre-update state; includes learning during epoch.
N1r,2,1,0.45742249999830775,0.45742249517514744,4.374980926513672e-05,1.2281699828381281e-07,0.2524416666666667,0.2524416666666667,Both at each pre-update state; includes learning during epoch.
N1r,2,2,0.23604756493060958,0.23604756842512703,4.392862319946289e-05,1.7756447065460959e-07,0.3567666666666667,0.3567666666666667,Both at each pre-update state; includes learning during epoch.
N1r,3,1,0.4617102793118,0.46171027745396037,5.626678466796875e-05,1.2367924688891348e-07,0.24606666666666666,0.24606666666666666,Both at each pre-update state; includes learning during epoch.
N1r,3,2,0.23777540206960174,0.23777540238788492,3.701448440551758e-05,1.7485914755694086e-07,0.36044166666666666,0.36044166666666666,Both at each pre-update state; includes learning during epoch.
N1r,4,1,0.48585648492576183,0.4858564842207285,5.036592483520508e-05,1.3659862724757266e-07,0.213925,0.213925,Both at each pre-update state; includes learning during epoch.
N1r,4,2,0.2197804467236605,0.21978044754704473,4.565715789794922e-05,1.7585390036368386e-07,0.378125,0.378125,Both at each pre-update state; includes learning during epoch.
N1r,5,1,0.4634082723505299,0.4634082753234123,5.2928924560546875e-05,1.2673506262662406e-07,0.2516583333333333,0.2516583333333333,Both at each pre-update state; includes learning during epoch.
N1r,5,2,0.1985078863069873,0.1985078899268343,4.780292510986328e-05,1.7142206821942023e-07,0.41204166666666664,0.41204166666666664,Both at each pre-update state; includes learning during epoch.
N1r,6,1,0.47502965649303913,0.47502965735167646,4.303455352783203e-05,1.327957002053211e-07,0.235925,0.235925,Both at each pre-update state; includes learning during epoch.
N1r,6,2,0.20590722159813035,0.20590722268095524,3.7550926208496094e-05,1.7215259363295784e-07,0.41486666666666666,0.41486666666666666,Both at each pre-update state; includes learning during epoch.
N1r,7,1,0.4778740971448074,0.47787409451401347,4.380941390991211e-05,1.3266324163281935e-07,0.23535,0.23535,Both at each pre-update state; includes learning during epoch.
N1r,7,2,0.20048819488276065,0.20048819246898342,3.1828880310058594e-05,1.686934518665342e-07,0.41573333333333334,0.41573333333333334,Both at each pre-update state; includes learning during epoch.
N1r,8,1,0.46206809533504467,0.46206809274444277,5.2094459533691406e-05,1.226424970704945e-07,0.26448333333333335,0.26448333333333335,Both at each pre-update state; includes learning during epoch.
N1r,8,2,0.2092575157254726,0.20925751253793315,3.629922866821289e-05,1.7299146384031222e-07,0.41825833333333334,0.41825833333333334,Both at each pre-update state; includes learning during epoch.
N1r,9,1,0.47485640490144204,0.47485640305730153,3.0159950256347656e-05,1.2273448033680652e-07,0.23945,0.23945,Both at each pre-update state; includes learning during epoch.
N1r,9,2,0.2184829244647777,0.21848292333267666,3.49879264831543e-05,1.6682412586118662e-07,0.40718333333333334,0.40718333333333334,Both at each pre-update state; includes learning during epoch.
N10r,0,1,0.4698073822767731,0.4698073810708499,0.00014531612396240234,8.141137797781463e-08,0.4942416666666667,0.4942416666666667,Both at each pre-update state; includes learning during epoch.
N10r,0,2,0.00013333333339666368,0.0001333333333966684,5.648814749292796e-13,4.708134352110535e-18,0.9998666666666667,0.9998666666666667,Both at each pre-update state; includes learning during epoch.
N10r,1,1,0.45988846045666554,0.45988846572235736,0.00020635128021240234,7.238776484785766e-08,0.5067833333333334,0.5067833333333334,Both at each pre-update state; includes learning during epoch.
N10r,1,2,1.6666666675294345e-05,1.6666666675294887e-05,5.4511950509095186e-14,5.383657026042301e-19,0.9999833333333333,0.9999833333333333,Both at each pre-update state; includes learning during epoch.
N10r,2,1,0.453966937848624,0.4539669452669854,0.00017768144607543945,9.150009308298278e-08,0.50825,0.50825,Both at each pre-update state; includes learning during epoch.
N10r,2,2,8.333333334858383e-06,8.333333334858373e-06,5.7592819402429996e-15,9.493789815866776e-20,0.9999916666666666,0.9999916666666666,Both at each pre-update state; includes learning during epoch.
N10r,3,1,0.46414707961373564,0.4641470794684867,0.00016221404075622559,8.735427447963421e-08,0.5015083333333333,0.5015083333333333,Both at each pre-update state; includes learning during epoch.
N10r,3,2,2.5000000576918692e-05,2.5000000576927918e-05,8.633094239485217e-13,1.0206469736280634e-17,0.999975,0.999975,Both at each pre-update state; includes learning during epoch.
N10r,4,1,0.471698712757892,0.47169870035954664,0.00022482872009277344,9.135647989394322e-08,0.49311666666666665,0.49311666666666665,Both at each pre-update state; includes learning during epoch.
N10r,4,2,6.66666780401037e-05,6.666667804067951e-05,6.900791049702093e-11,5.758055480720797e-16,0.999925,0.999925,Both at each pre-update state; includes learning during epoch.
N10r,5,1,0.4661466035769569,0.4661465963057741,0.00013741850852966309,7.875191083494442e-08,0.49816666666666665,0.49816666666666665,Both at each pre-update state; includes learning during epoch.
N10r,5,2,4.196916839414705e-05,4.196917609302477e-05,9.238719940185547e-07,7.69900794565285e-12,0.99995,0.99995,Both at each pre-update state; includes learning during epoch.
N10r,6,1,0.4593915610114816,0.4593915532583524,0.00019478797912597656,9.198021017364266e-08,0.5037,0.5037,Both at each pre-update state; includes learning during epoch.
N10r,6,2,9.166667653816513e-05,9.16666765377744e-05,9.850964488578029e-11,1.251451402043988e-15,0.9999083333333333,0.9999083333333333,Both at each pre-update state; includes learning during epoch.
N10r,7,1,0.45395477169819315,0.45395475832141235,0.00019818544387817383,8.832073550639186e-08,0.5088083333333333,0.5088083333333333,Both at each pre-update state; includes learning during epoch.
N10r,7,2,2.5000000004789583e-05,2.5000000004790366e-05,8.837375276016246e-14,8.93733990162734e-19,0.999975,0.999975,Both at each pre-update state; includes learning during epoch.
N10r,8,1,0.47504664369650834,0.4750466484818136,0.0001118779182434082,7.604168417768879e-08,0.48736666666666667,0.48736666666666667,Both at each pre-update state; includes learning during epoch.
N10r,8,2,4.965420843126256e-16,4.965317774633397e-16,1.304512053934559e-15,1.435890885812991e-20,1.0,1.0,Both at each pre-update state; includes learning during epoch.
N10r,9,1,0.46426277050637765,0.46426277651056136,0.00019943714141845703,9.120868726694404e-08,0.4987,0.4987,Both at each pre-update state; includes learning during epoch.
N10r,9,2,0.0002627333710260662,0.00026273375296350857,4.583597183227539e-05,3.819954216177517e-10,0.9997166666666667,0.9997166666666667,Both at each pre-update state; includes learning during epoch.
R1_10,0,1,0.472405201002052,0.4724052143995431,0.00013077259063720703,7.248979167894192e-08,0.49623333333333336,0.49623333333333336,Both at each pre-update state; includes learning during epoch.
R1_10,0,2,0.028182719730455743,0.02818270294810221,0.0005661845207214355,2.4403719849828477e-07,0.9532666666666667,0.9532666666666667,Both at each pre-update state; includes learning during epoch.
R1_10,1,1,0.46313694992509064,0.46313694135559,0.00026232004165649414,8.094368641225983e-08,0.5074,0.5074,Both at each pre-update state; includes learning during epoch.
R1_10,1,2,0.031739675943906615,0.031739667224971936,0.0005469322204589844,2.4651192446562184e-07,0.9488083333333334,0.9488083333333334,Both at each pre-update state; includes learning during epoch.
R1_10,2,1,0.4582739236387938,0.4582739228814842,0.0002116560935974121,7.903347776168357e-08,0.5080666666666667,0.5080666666666667,Both at each pre-update state; includes learning during epoch.
R1_10,2,2,0.024077119012810747,0.024077131186929075,0.0006668567657470703,2.7224991289631477e-07,0.9566916666666667,0.9566916666666667,Both at each pre-update state; includes learning during epoch.
R1_10,3,1,0.46959175277434173,0.46959175290144145,0.000260770320892334,8.347854051318903e-08,0.5002416666666667,0.5002416666666667,Both at each pre-update state; includes learning during epoch.
R1_10,3,2,0.02341336700910098,0.02341336570720867,0.0010047554969787598,2.4665716809289777e-07,0.9594833333333334,0.9594833333333334,Both at each pre-update state; includes learning during epoch.
R1_10,4,1,0.4753850431945611,0.4753850528603987,0.0004132390022277832,8.605080631162356e-08,0.492375,0.492375,Both at each pre-update state; includes learning during epoch.
R1_10,4,2,0.029905173929996996,0.02990511901571065,0.0006847381591796875,3.312199999080667e-07,0.9513166666666667,0.9513166666666667,Both at each pre-update state; includes learning during epoch.
R1_10,5,1,0.47223223374129525,0.47223224287957793,0.0001157522201538086,6.592532102479992e-08,0.496375,0.496375,Both at each pre-update state; includes learning during epoch.
R1_10,5,2,0.0315272627863801,0.03152723553653887,0.0007706284523010254,2.8223658260202026e-07,0.9500833333333333,0.9500833333333333,Both at each pre-update state; includes learning during epoch.
R1_10,6,1,0.4639074474961546,0.46390744822378327,0.0002244710922241211,9.976810798459328e-08,0.5038,0.5038,Both at each pre-update state; includes learning during epoch.
R1_10,6,2,0.03492958161258677,0.03492956630309192,0.0009086132049560547,3.210938145095201e-07,0.9443,0.9443,Both at each pre-update state; includes learning during epoch.
R1_10,7,1,0.4581356436658013,0.45813564770749543,0.00014907121658325195,8.483855588619911e-08,0.5078666666666667,0.5078666666666667,Both at each pre-update state; includes learning during epoch.
R1_10,7,2,0.02632707709215743,0.02632705731219279,0.0011470317840576172,3.1194304775531417e-07,0.9540583333333333,0.9540583333333333,Both at each pre-update state; includes learning during epoch.
R1_10,8,1,0.4805259110080068,0.4805259111242295,0.0001558065414428711,7.121161296638812e-08,0.4861333333333333,0.4861333333333333,Both at each pre-update state; includes learning during epoch.
R1_10,8,2,0.03751600651224626,0.03751599880462675,0.0008974075317382812,2.6704877193615404e-07,0.9438166666666666,0.9438166666666666,Both at each pre-update state; includes learning during epoch.
R1_10,9,1,0.468789282732351,0.4687892781976806,0.00017458200454711914,8.649318802365993e-08,0.4976,0.4976,Both at each pre-update state; includes learning during epoch.
R1_10,9,2,0.03216805642035137,0.032168045231594236,0.0008978843688964844,3.0800459444001175e-07,0.9501833333333334,0.9501833333333334,Both at each pre-update state; includes learning during epoch.
R1_10r,0,1,0.47048857933104443,0.4704885746672627,0.0001506805419921875,8.752721373160757e-08,0.49473333333333336,0.49473333333333336,Both at each pre-update state; includes learning during epoch.
R1_10r,0,2,0.09944982760743445,0.09944984069033971,0.0009485483169555664,1.5313244288587709e-06,0.750425,0.750425,Both at each pre-update state; includes learning during epoch.
R1_10r,1,1,0.4603353378484699,0.46033533845019386,0.00020182132720947266,7.479227144793788e-08,0.506975,0.506975,Both at each pre-update state; includes learning during epoch.
R1_10r,1,2,0.13297362588197784,0.1329736459370241,0.001096487045288086,2.041304483801442e-06,0.7041416666666667,0.7041416666666667,Both at each pre-update state; includes learning during epoch.
R1_10r,2,1,0.4547233127753397,0.45472331084689227,0.00019803643226623535,9.338469335510748e-08,0.5082916666666667,0.5082916666666667,Both at each pre-update state; includes learning during epoch.
R1_10r,2,2,0.10309414765120237,0.10309419786695895,0.0010485053062438965,1.8532205008883973e-06,0.7278083333333333,0.7278083333333333,Both at each pre-update state; includes learning during epoch.
R1_10r,3,1,0.46485959274781224,0.46485960578063956,0.00027865171432495117,8.799548844328868e-08,0.5013166666666666,0.5013166666666666,Both at each pre-update state; includes learning during epoch.
R1_10r,3,2,0.1036243524593032,0.10362428530839198,0.0014744997024536133,1.6640894623659858e-06,0.7504583333333333,0.7504583333333333,Both at each pre-update state; includes learning during epoch.
R1_10r,4,1,0.4726713507722835,0.47267135856981257,0.0002942681312561035,9.023884649989813e-08,0.49290833333333334,0.49290833333333334,Both at each pre-update state; includes learning during epoch.
R1_10r,4,2,0.10298222367307988,0.10298220262303732,0.0011594891548156738,1.9393338570984914e-06,0.7365666666666667,0.7365583333333333,Both at each pre-update state; includes learning during epoch.
R1_10r,5,1,0.46662706497706263,0.466627062441549,0.0001666545867919922,8.840763529295379e-08,0.49795833333333334,0.49795833333333334,Both at each pre-update state; includes learning during epoch.
R1_10r,5,2,0.12091100886885701,0.12091095658674961,0.0019153356552124023,2.058024280794417e-06,0.7082583333333333,0.7082583333333333,Both at each pre-update state; includes learning during epoch.
R1_10r,6,1,0.4595829718918861,0.4595829757316151,0.00021064281463623047,9.009731305124716e-08,0.5045166666666666,0.5045166666666666,Both at each pre-update state; includes learning during epoch.
R1_10r,6,2,0.11474630653732723,0.11474630728146928,0.0009086132049560547,1.9500973754156718e-06,0.71535,0.7153583333333333,Both at each pre-update state; includes learning during epoch.
R1_10r,7,1,0.4540671429083441,0.4540671448504747,0.0001658797264099121,7.979537346886733e-08,0.5092166666666667,0.5092166666666667,Both at each pre-update state; includes learning during epoch.
R1_10r,7,2,0.09844796396401204,0.0984479335999373,0.0012764334678649902,1.792073079326886e-06,0.7484333333333333,0.7484416666666667,Both at each pre-update state; includes learning during epoch.
R1_10r,8,1,0.4759153638317121,0.47591536473265994,0.00025403499603271484,8.310448750678609e-08,0.48704166666666665,0.48704166666666665,Both at each pre-update state; includes learning during epoch.
R1_10r,8,2,0.11496126081787562,0.11496121033458563,0.0018151402473449707,1.7146271443730306e-06,0.7111083333333333,0.7111083333333333,Both at each pre-update state; includes learning during epoch.
R1_10r,9,1,0.46504989961316084,0.46504989763336174,0.00016552209854125977,8.695293570603823e-08,0.49838333333333334,0.49838333333333334,Both at each pre-update state; includes learning during epoch.
R1_10r,9,2,0.10608581248794717,0.10608590182555802,0.0012227296829223633,1.755018264071996e-06,0.7567333333333334,0.7567416666666666,Both at each pre-update state; includes learning during epoch.
S1_10r,0,1,0.47967535843614195,0.4796753583275427,4.470348358154297e-05,1.3779478247249528e-07,0.2251,0.2251,Both at each pre-update state; includes learning during epoch.
S1_10r,0,2,0.00013333333346838669,0.00013333333346838644,3.019806626980426e-14,2.518642896875144e-19,0.9998666666666667,0.9998666666666667,Both at each pre-update state; includes learning during epoch.
S1_10r,1,1,0.46317195757428675,0.4631719578293344,4.225969314575195e-05,1.409450802707291e-07,0.25178333333333336,0.25178333333333336,Both at each pre-update state; includes learning during epoch.
S1_10r,1,2,1.6666666675294962e-05,1.6666666675294904e-05,7.216449660063518e-15,6.280286803584255e-20,0.9999833333333333,0.9999833333333333,Both at each pre-update state; includes learning during epoch.
S1_10r,2,1,0.4606544205666123,0.4606544203496493,3.0040740966796875e-05,1.3112492819506704e-07,0.24251666666666666,0.24251666666666666,Both at each pre-update state; includes learning during epoch.
S1_10r,2,2,8.33333333523135e-06,8.333333335231352e-06,1.0685896612017132e-15,1.60846722892154e-20,0.9999916666666666,0.9999916666666666,Both at each pre-update state; includes learning during epoch.
S1_10r,3,1,0.4650590134009057,0.4650590127923254,5.0902366638183594e-05,1.3138291495597982e-07,0.23419166666666666,0.23419166666666666,Both at each pre-update state; includes learning during epoch.
S1_10r,3,2,2.50000005172729e-05,2.500000051727365e-05,8.526512829121202e-14,7.488837899220104e-19,0.999975,0.999975,Both at each pre-update state; includes learning during epoch.
S1_10r,4,1,0.48472150710856465,0.48472150385308155,3.790855407714844e-05,1.486101379797783e-07,0.19860833333333333,0.19860833333333333,Both at each pre-update state; includes learning during epoch.
S1_10r,4,2,6.666672336964008e-05,6.666672336895812e-05,6.389200279954821e-11,6.824176597629786e-16,0.9999166666666667,0.9999166666666667,Both at each pre-update state; includes learning during epoch.
S1_10r,5,1,0.4646190111987,0.4646190087337971,4.696846008300781e-05,1.4153932652734717e-07,0.23518333333333333,0.23518333333333333,Both at each pre-update state; includes learning during epoch.
S1_10r,5,2,4.1887692276988624e-05,4.188769174147479e-05,6.332993507385254e-08,5.355219329615314e-13,0.9999416666666666,0.9999416666666666,Both at each pre-update state; includes learning during epoch.
S1_10r,6,1,0.47582250747062954,0.4758225108653149,3.838539123535156e-05,1.3829315598606582e-07,0.231025,0.231025,Both at each pre-update state; includes learning during epoch.
S1_10r,6,2,0.00010000000037577126,0.0001000000003757748,4.156675004196586e-13,3.597064676811939e-18,0.9999,0.9999,Both at each pre-update state; includes learning during epoch.
S1_10r,7,1,0.4792378527762448,0.47923785029374366,3.9517879486083984e-05,1.377814543055645e-07,0.22525833333333334,0.22525833333333334,Both at each pre-update state; includes learning during epoch.
S1_10r,7,2,1.666667843600628e-05,1.666667843590612e-05,1.2050804798491299e-11,1.0070463953742367e-16,0.999975,0.999975,Both at each pre-update state; includes learning during epoch.
S1_10r,8,1,0.4632059165613523,0.46320591327251776,4.214048385620117e-05,1.3206996848008743e-07,0.2502916666666667,0.2502916666666667,Both at each pre-update state; includes learning during epoch.
S1_10r,8,2,4.965327176766509e-16,4.965318249819044e-16,1.0061396160665481e-16,1.1059310114029386e-21,1.0,1.0,Both at each pre-update state; includes learning during epoch.
S1_10r,9,1,0.4734124033620491,0.47341240063917006,5.1081180572509766e-05,1.37085917695114e-07,0.22738333333333333,0.22738333333333333,Both at each pre-update state; includes learning during epoch.
S1_10r,9,2,0.00026897921806903833,0.0002689792015943305,1.2814998626708984e-06,1.6474708705637132e-11,0.9997083333333333,0.9997083333333333,Both at each pre-update state; includes learning during epoch.
S1_10,0,1,0.4787407386181228,0.4787407360396788,4.690885543823242e-05,1.3902668736060431e-07,0.22208333333333333,0.22208333333333333,Both at each pre-update state; includes learning during epoch.
S1_10,0,2,0.00013333333409241098,0.00013333333409240667,5.186961971048731e-13,4.3225090303120136e-18,0.9998666666666667,0.9998666666666667,Both at each pre-update state; includes learning during epoch.
S1_10,1,1,0.463011583718246,0.4630115820653576,4.369020462036133e-05,1.407261158691828e-07,0.25150833333333333,0.25150833333333333,Both at each pre-update state; includes learning during epoch.
S1_10,1,2,1.6666666675316304e-05,1.66666666753163e-05,6.036837696399289e-16,5.08355919953195e-21,0.9999833333333333,0.9999833333333333,Both at each pre-update state; includes learning during epoch.
S1_10,2,1,0.460351079904925,0.4603510812914266,4.2378902435302734e-05,1.296543605656797e-07,0.24225,0.24225,Both at each pre-update state; includes learning during epoch.
S1_10,2,2,8.333333335232256e-06,8.333333335232251e-06,1.2351231148954867e-15,1.3124167709108456e-20,0.9999916666666666,0.9999916666666666,Both at each pre-update state; includes learning during epoch.
S1_10,3,1,0.4648827849651226,0.4648827843684549,4.369020462036133e-05,1.32587316972157e-07,0.23343333333333333,0.23343333333333333,Both at each pre-update state; includes learning during epoch.
S1_10,3,2,2.5000000554909208e-05,2.500000055490871e-05,5.1514348342607263e-14,5.132045835649284e-19,0.999975,0.999975,Both at each pre-update state; includes learning during epoch.
S1_10,4,1,0.48472726470071803,0.48472726701533636,5.65648078918457e-05,1.5075098753933124e-07,0.19613333333333333,0.19613333333333333,Both at each pre-update state; includes learning during epoch.
S1_10,4,2,6.666685680370064e-05,6.666685680393935e-05,2.864908310584724e-11,2.387637363779919e-16,0.9999166666666667,0.9999166666666667,Both at each pre-update state; includes learning during epoch.
S1_10,5,1,0.46428364141834766,0.46428364113612547,4.792213439941406e-05,1.4368567902034262e-07,0.233075,0.233075,Both at each pre-update state; includes learning during epoch.
S1_10,5,2,4.196975470717801e-05,4.19697547063574e-05,9.640643838793039e-11,8.224072937942371e-16,0.9999416666666666,0.9999416666666666,Both at each pre-update state; includes learning during epoch.
S1_10,6,1,0.4750907988042994,0.4750907944231215,4.851818084716797e-05,1.4126384356630982e-07,0.2279,0.2279,Both at each pre-update state; includes learning during epoch.
S1_10,6,2,0.00010000000002649818,0.00010000000002649797,1.7985612998927536e-14,2.0338666030193474e-19,0.9999,0.9999,Both at each pre-update state; includes learning during epoch.
S1_10,7,1,0.47865147390550256,0.47865147259213564,4.5239925384521484e-05,1.3927963238223402e-07,0.22550833333333334,0.22550833333333334,Both at each pre-update state; includes learning during epoch.
S1_10,7,2,1.6666667725341015e-05,1.666666772537325e-05,3.879563337250147e-12,3.244901552661999e-17,0.9999833333333333,0.9999833333333333,Both at each pre-update state; includes learning during epoch.
S1_10,8,1,0.4632077786049974,0.46320777595557067,3.713369369506836e-05,1.3455654253325267e-07,0.2502666666666667,0.2502666666666667,Both at each pre-update state; includes learning during epoch.
S1_10,8,2,4.989329650533074e-16,4.98932578081625e-16,4.380176776841438e-17,4.61918961469177e-22,1.0,1.0,Both at each pre-update state; includes learning during epoch.
S1_10,9,1,0.4733037113839593,0.47330370986518183,6.383657455444336e-05,1.3890980536426175e-07,0.22516666666666665,0.22516666666666665,Both at each pre-update state; includes learning during epoch.
S1_10,9,2,0.0002718864779829143,0.00027188647085443047,8.940696716308594e-07,8.09087927231149e-12,0.9997083333333333,0.9997083333333333,Both at each pre-update state; includes learning during epoch.
S1u5r,0,1,0.47072239409093597,0.4707223968909638,4.124641418457031e-05,1.2167830905806627e-07,0.24034166666666668,0.24034166666666668,Both at each pre-update state; includes learning during epoch.
S1u5r,0,2,0.08795943152329104,0.08795943038599333,3.230571746826172e-05,9.789220916876571e-08,0.5584916666666667,0.5584916666666667,Both at each pre-update state; includes learning during epoch.
