act,arm,lam,lr,seed,task,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,reg_loss,wt_q10_l1,wt_med_l1,wt_q90_l1,wt_max_l1,wt_ratio0_med_l1,rowmean_abs_med_l1,b_med_l1,exceed_t1_frac_l1,exceed_2x0_frac_l1,bind_frac_l1,proj_rows_l1,proj_removed_l1,wt_q10_l2,wt_med_l2,wt_q90_l2,wt_max_l2,wt_ratio0_med_l2,rowmean_abs_med_l2,b_med_l2,exceed_t1_frac_l2,exceed_2x0_frac_l2,bind_frac_l2,proj_rows_l2,proj_removed_l2
R,l2,0.001,0.001,5,1,0.9494583333,1,1,0.2399999946,0.2399999946,-0.0002465640137,0.7240365744,-0.6611329913,0.3741666675,48.18018664,0.07999999821,0.07999999821,0.6093965769,0.372182101,-9.050678636e-05,0.959166646,15.59957188,1.220430493,0.9515228868,2.705230713,0.2713647437,0.0002269900566,1.225559428,1.575962187,1.720047413,2.114202282,0.0005330102901,-3.944322771e-07,0,0.55,nan,nan,nan,9.464210106e-05,0.9420430098,1.079405936,1.230635104,1.610285033,0.01333249249,0.06773117185,0,0.08,nan,nan,nan
R,l2,0.001,0.001,5,2,0.9482020833,1,1,0.3000000119,0.3000000119,-0.2370644957,0.8060532212,-1.029543519,0.2708333433,50.16625717,0.1000000015,0.1000000015,0.422367245,0.3302750885,-0.002032119548,0.9316666722,17.21986201,1.227049828,0.9281427264,2.787419081,0.2994218027,0.0001912719906,1.232401706,1.727923141,2.007498442,2.199177715,0.0009893247284,-1.845248426e-05,0.53,0.55,nan,nan,nan,0.00013897256,0.9238285795,1.213398875,1.437226509,1.556361398,0.01139317114,0.09191477299,0.61,0.19,nan,nan,nan
R,l2,0.001,0.001,5,3,0.9482583333,1,1,0.3000000119,0.3000000119,-0.1643322259,0.7418270111,-0.7947614193,0.2816666663,51.66511911,0.05000000075,0.05000000075,0.3905297518,0.3030947447,-4.481558062e-05,0.9308333397,17.13626976,1.1458956,0.8832672238,2.786079407,0.2832716921,0.0002171052239,1.14894509,1.636167645,1.888517289,1.977031581,0.000426884584,-1.116761496e-05,0.45,0.49,nan,nan,nan,0.0002011187336,0.8837949041,1.194494714,1.43892807,1.466959136,0.01048462268,0.08449627832,0.54,0.21,nan,nan,nan
R,l2,0.001,0.001,5,4,0.9494354167,1,1,0.3000000119,0.3000000119,-0.1656359285,0.8075369596,-0.9209749103,0.2533333302,49.93466805,0.0700000003,0.0700000003,0.3862144351,0.3236019313,-0.009084234945,0.8999999762,18.20517945,1.229512572,0.8841207027,2.778869152,0.3053534229,0.0002147856771,1.255694528,1.767234385,1.975056526,2.224720183,0.001005890379,-8.96966958e-06,0.56,0.56,nan,nan,nan,0.002686170319,0.8910457461,1.250257282,1.563364182,1.501396215,0.00995322962,0.08993418142,0.59,0.16,nan,nan,nan
R,l2,0.001,0.001,5,5,0.9415708333,1,1,0.2800000012,0.2800000012,-0.07372435927,0.7156094909,-0.701646626,0.2666666806,50.25081428,0.03999999911,0.03999999911,0.3418266177,0.2941122055,-0.001661439892,0.9075000286,15.73747272,1.122805357,0.8645295501,2.822636604,0.2811443237,0.0002323453554,1.152192951,1.652704732,1.877971995,2.00792136,0.0005114276253,-6.657026097e-05,0.53,0.5,nan,nan,nan,0.0006431508549,0.8635843827,1.281647202,1.734774562,1.514211365,0.007608884091,0.0710138157,0.53,0.17,nan,nan,nan
R,l2,0.001,0.001,5,6,0.9498291667,0.9991666675,0.9991666675,0.2599999905,0.2599999905,-0.1607053578,0.7189602852,-0.9212411642,0.2524999976,51.00025863,0.03999999911,0.03999999911,0.2954352796,0.2873405516,-8.470351167e-05,0.8924999833,15.15264071,1.071029067,0.8656532764,2.885279417,0.2928431429,0.0002487646462,1.072517721,1.685599345,1.978430533,1.875217908,0.0006145674483,-1.44489868e-05,0.54,0.46,nan,nan,nan,0.0001690765376,0.862911817,1.31340989,1.699480783,1.511316989,0.006680914525,0.08046070486,0.58,0.21,nan,nan,nan
R,l2,0.001,0.001,5,7,0.94295625,1,1,0.3199999928,0.3199999928,-0.1254561543,0.6866295338,-0.8879718781,0.2549999952,45.12371432,0,0,0.3722842336,0.302182585,-3.052474858e-05,0.9033333063,15.54589186,0.9848402739,0.8656513095,2.8441329,0.2881325459,0.0002048844154,1.019396134,1.728423364,2.116944983,1.789675038,0.0003861298364,-2.421353565e-05,0.54,0.48,nan,nan,nan,0.0002867325472,0.8626277084,1.265306761,1.547622133,1.505906686,0.009192456145,0.08097834885,0.5,0.17,nan,nan,nan
R,l2,0.001,0.001,5,8,0.9480020833,0.9791666865,0.9791666865,0.3300000131,0.3300000131,-0.07867810875,0.7211776376,-1.915627599,0.2458333373,47.23308365,0.0700000003,0.0700000003,0.3596278429,0.3124081194,-0.001476570731,0.8841666579,15.01639989,1.091634393,0.8976140022,2.868626356,0.285322593,0.0001981194364,1.101908957,1.637842862,1.921774843,1.910177511,0.0003225820136,-7.866692977e-05,0.54,0.49,nan,nan,nan,0.0001555339282,0.9099785723,1.285291902,1.647894179,1.572588902,0.008010361185,0.08127326146,0.58,0.17,nan,nan,nan
R,l2,0.001,0.001,5,9,0.9423770833,1,1,0.3300000131,0.3300000131,-0.3028919399,0.7833686471,-1.490703583,0.2574999928,49.75517676,0.1199999973,0.1199999973,0.3514071107,0.3228688538,-0.003783453256,0.8908333182,15.44957628,1.285475016,0.8859140873,2.851147652,0.3071506024,0.0001915916631,1.281731062,1.784738077,2.140330236,2.197154487,0.0009848106109,-9.734879768e-06,0.6,0.54,nan,nan,nan,8.788911684e-05,0.8820904056,1.350986554,1.671276074,1.547827289,0.00858558657,0.07990625128,0.54,0.26,nan,nan,nan
R,l2,0.001,0.001,5,10,0.9426666667,1,1,0.2599999905,0.2599999905,-0.2770191729,0.8137247562,-3.05162406,0.2416666597,49.1124065,0.1899999976,0.1899999976,0.327809602,0.3212387562,-0.02287486754,0.8675000072,14.7970498,1.25139451,0.9175670147,2.790203571,0.3116002944,0.0002448209044,1.277461284,1.818152351,2.151583528,2.264139123,0.00105344074,-1.36915487e-05,0.56,0.54,nan,nan,nan,0.0001154913135,0.9084095497,1.333959929,1.753088058,1.540065239,0.008218748813,0.07904084027,0.55,0.23,nan,nan,nan
