arm,iv,seed,window,diag_net_median,diag_net_mean,diag_U_median,diag_U_mean,diag_D_median,diag_D_mean,diag_frozenD_median,diag_frozenD_mean,diag_sgd_median,diag_sgd_mean,train_current_median,train_current_mean,train_history_median,train_history_mean,train_actual_median,train_actual_mean
LR,l2,0,w1,-0.008012387082561849,-0.009857499216812685,0.0316631284708034,0.03170563966512451,0.0398185031561356,0.041563138881937245,-0.008012387082561849,-0.009857499216812688,-0.00038676182489540004,-0.00045131839601411015,-0.0050468629509991,-0.006991098767765405,0.0001739625657299043,-6.814593837529952e-05,-0.005431071536510949,-0.007033642026041294
LR,l2,0,w11_20,0.00876989718919305,0.007323215548863077,0.1684092641532593,0.16445294416346065,0.15625337735090514,0.1571297286145974,0.0112809072046356,0.009140402128266154,0.0004960802013757105,0.0004823341300238468,0.0093504051925903,0.009875949362608754,-0.054098606770121745,-0.05272030503732964,-0.04491338532529814,-0.04247962898918199
LR,l2,0,w21_30,0.008503238137679149,0.006646386225147219,0.13392213543893586,0.13504174001702723,0.12704583449963003,0.12839535379187986,0.014149942924329705,0.009638513424058128,0.00043973311335271354,0.0003325187345023787,0.0062593622086206495,0.007403297562109908,0.027825070313012998,0.03137339189117292,0.024354950571579402,0.03914410861350236
LR,l2,0,w2_5,-0.01695851303583405,-0.01899940072766822,0.1041255116372837,0.10251967369228385,0.11820204221194655,0.12151907441995224,-0.01945959600600215,-0.022015672266591766,-0.001060559659602,-0.0010759357882856677,-0.0170404248709954,-0.016865525547679058,-0.03895384526500025,-0.04514311938090444,-0.05281281368133465,-0.061901192284974337
LR,l2,0,w31_40,0.00439215622422039,0.002903006362919143,0.11836593828120726,0.11729253793299774,0.10626292857883825,0.1143895315700785,0.008354889824962495,0.003883828988793377,0.00031508766259896005,0.00022667638924542822,0.0049530764844013826,0.0046171312219962304,0.041673441952226054,0.042751907641376485,0.0468490222377162,0.047716722479822685
LR,l2,0,w6_10,-0.002350765223892875,-0.005583920969590665,0.09677406029494065,0.09824998611680816,0.1054830739432492,0.10383390708639886,-0.005398352158198771,-0.008097478322925076,-0.000266494084491509,-0.00036824710626869744,-0.0030501852421148004,-0.00434501260120967,-0.08307756108717995,-0.08174487556642562,-0.08797820195335655,-0.08593284799297121
LR,l2,1,w1,-0.0081404771031059,-0.008573518950271874,0.03150059981509105,0.0325038327002294,0.038587399386571505,0.04107735165050129,-0.0081404771031059,-0.008573518950271874,-0.0003126300501501,-0.00035108225821646845,-0.00598921612801355,-0.008882719972190065,-8.044799834610957e-05,-2.3911116960400927e-05,-0.0069494610420976505,-0.008880342544140276
LR,l2,1,w11_20,0.0073438239201779314,0.005594293118090579,0.16567778782313414,0.16484709007096882,0.15953485242678306,0.15925279695287814,0.008056884525722839,0.00598420756477379,0.00018488321530195877,0.0003084496972261943,-0.0007929887417447508,0.001322483099634161,-0.0974022273007094,-0.0875931971328889,-0.0937711248996365,-0.08591145700418261
LR,l2,1,w21_30,0.00952246584287221,0.008254701133144747,0.13492208031946823,0.13491448370843834,0.12908526859506603,0.12665978257529348,0.01187070373649365,0.011237059824946535,0.0004649848378855062,0.00046667234272266,0.0117065539143991,0.01123155478603835,0.024375350271495948,0.021040071677256016,0.040065752408514496,0.0326486841044612
LR,l2,1,w2_5,-0.0110240889527883,-0.011380688336269833,0.10667552702275525,0.1070391474476888,0.11760394757733035,0.11841983578395872,-0.0122419986875855,-0.013657636424151196,-0.0006645752162959227,-0.0006947214843199057,-0.007873624585041698,-0.006524887286399206,-0.040383703592132156,-0.03915483676793712,-0.036241829347247304,-0.04556891294022483
LR,l2,1,w31_40,-0.00021599791638017535,-0.0005267884414370909,0.11391977538188969,0.11449101536258588,0.11422800415293174,0.11501780380402302,-0.001212078492708813,-0.001408608369354352,6.82353138492141e-05,0.0001037207825047203,0.00015657694730099992,-0.0007342435373771151,0.031537527562174344,0.03309227391202552,0.03611210512927113,0.03270578157721817
LR,l2,1,w6_10,-0.007967858550900802,-0.009375432039976764,0.10180306172193965,0.10105863488531326,0.10751063597938779,0.11043406692529016,-0.009900920856609562,-0.013448611975687762,-0.0004302837589005503,-0.0005201902174305197,-0.003685795878313701,-0.0077853186060620585,-0.04493763210175225,-0.049296878603373506,-0.0529759803876632,-0.05693071980479149
LR,l2,2,w1,-0.00973568191743285,-0.009925647903438176,0.032071320131052794,0.032165546765529206,0.04303833594133735,0.04209119466896745,-0.00973568191743285,-0.009925647903438176,-0.00044979290240679997,-0.00044244641505958505,-0.009480446156594349,-0.009643858895955435,0.00014293902209734576,-9.365672988111541e-05,-0.009552205370821049,-0.009710711627198835
LR,l2,2,w11_20,0.0020880889174667,0.003283713756932173,0.16143140863907487,0.1599765808895929,0.15181342452287175,0.15669286713266067,0.0007346320397581215,0.002659130535488525,0.00034112198828166733,0.0003038246785216531,0.004634061186344931,0.002658529442870491,-0.08551018499060264,-0.08654041781316027,-0.0778222555009536,-0.08349490896629037
LR,l2,2,w21_30,0.011905879609409298,0.01338146193590072,0.1373541708711249,0.1359408144684086,0.12343639402819635,0.12255935253250758,0.017354965703010063,0.018610402255063798,0.000623321346334627,0.0005907329712172448,0.014037883678664632,0.014636601741351642,0.03003732793091114,0.02890362923766653,0.04907245220947651,0.04395129274311139
LR,l2,2,w2_5,-0.0144767167506554,-0.014166387125001439,0.10472369786642324,0.10431217982486465,0.117273018030183,0.11847856694986628,-0.0163250932263167,-0.016791986567355754,-0.00094429863748759,-0.0008926554476360796,-0.013427784621749699,-0.013407409114795928,-0.0531060636592903,-0.05144968422903674,-0.0699635594519029,-0.06474240143326385
LR,l2,2,w31_40,-0.0009558321704525518,-0.000539299659363919,0.1156554662085065,0.11499465496007147,0.11440375679152985,0.11553395461943541,-0.0027312027830531382,-0.0014834765948359056,4.6053637728117494e-05,6.568639016676234e-05,0.0015645241528139055,0.0007250416276180281,0.047337538522591704,0.04162080112065986,0.04446061834195056,0.04272150899864697
LR,l2,2,w6_10,-0.005289253148020499,-0.006109648296136307,0.09768202342629245,0.09830696347688037,0.10407630697021769,0.1044166117730168,-0.00625371737876745,-0.008532282611865404,-0.00039401239624159624,-0.00038360548092714,-0.0054784599084938,-0.0063072388946547805,-0.06916211062499165,-0.07370753585080066,-0.07544491953737303,-0.07985082019356375
LR,none,0,w1,-0.0006299334415706,-0.000535044984603185,0.03225018061563665,0.03356905120723642,0.034509179153642905,0.034104096191839614,-0.0006299334415706,-0.0005350449846031801,-0.00013927743469150001,-0.0001303142983507119,0.00217797491933175,0.0017938280350006351,-0.0003558360447737,-0.00048652576173427995,0.0011990644926267,0.0013073022672618001
LR,none,0,w11_20,-0.0080582497146998,-0.011664909301668556,0.17822110708941202,0.1787709460975678,0.18805925306453952,0.19043585539923655,-0.01027011080392265,-0.015829198803774557,-0.00031155719795051206,-0.0004070163775796219,-0.0116353263116763,-0.008745215394361275,0.030967582868630304,0.03531311100424149,0.010673648313388549,0.02656789328246928
LR,none,0,w21_30,-0.0033049269030366495,-0.005860262701784297,0.13911323621566946,0.13977559201124043,0.14525638063596405,0.1456358547130249,-0.0072796726513001,-0.008999127841315731,-0.00015929204429801765,-0.00016322778269258772,-0.004586945393674999,-0.0071675241031078155,-0.050908850391280444,-0.047652629475847856,-0.05379964721217137,-0.054820155937861784
LR,none,0,w2_5,0.004480197294950954,0.005170819176749759,0.11525693321637255,0.11697345179284135,0.11002270839966295,0.11180263261609161,0.0034052167268394723,0.0042197016678820875,-0.00020417839090923137,-0.00024182147432446946,0.0046402060677104996,0.006880650777081469,0.00550621350438485,0.010087451408604854,0.015439762984733114,0.016968102182677143
LR,none,0,w31_40,0.0003677398068093999,0.003974224306762856,0.1226747158564605,0.12295319912094431,0.11832837422367234,0.1189789748141814,0.0008519149094327611,0.00654620933668734,1.720857165084943e-05,0.0001617333812010875,0.0061195862595567006,0.0036350975233214095,-0.017361700721008646,-0.025970345508809178,0.0008802712720402319,-0.022335247781109305
LR,none,0,w6_10,0.00799340867731775,0.006646870122603602,0.1145545823975126,0.11693245770039988,0.10841165628947685,0.11028558757779619,0.0086772066428044,0.006827955340092953,3.961248780320609e-05,1.033500173301429e-05,0.0059454072655661504,0.009188280732150894,0.0340774242014751,0.037707648198157584,0.04580376942382605,0.046895930453530396
LR,none,1,w1,0.0013337163806601499,-0.00038745210345059525,0.0328111911481751,0.03289568820964993,0.03079538806312935,0.033283140313100514,0.0013337163806601499,-0.00038745210345059525,-4.290238873762376e-05,-0.0001335004685124771,0.0017350766657902,0.001031659102362885,-0.00050505799994875,-0.00046361647623853144,0.00069859878115965,0.0005680432499945087
LR,none,1,w11_20,-0.00464133795747395,-0.009161874903794089,0.17174528681420376,0.17361795704387356,0.17902987390190744,0.18277983194766784,-0.006279333005460188,-0.014737923077572703,-9.746148194398087e-05,-0.0003378579112611422,-0.012783205938087398,-0.010133204017479348,0.02790210175539061,0.024793040149645708,0.008565022933111401,0.014659833821371976
LR,none,1,w21_30,-0.0052729284279967245,-0.007662066632260647,0.13241061718045488,0.13359181964362657,0.1384976675120077,0.14125388627588734,-0.007279989223518087,-0.01120843809372454,-0.0002421258152712641,-0.00023999455691948367,-0.004703831708976636,-0.0021408526414317,-0.0492604005935217,-0.03492218971611152,-0.04374429933846345,-0.03706304232110354
LR,none,1,w2_5,0.00751802425238585,0.006141084840793489,0.116569050498674,0.11646033657798746,0.10748957468239584,0.11031925173719385,0.0070334825316994,0.00548357562675788,-0.00010181775569661319,-0.00022738910975273317,0.00764675173204845,0.009553446116516113,0.011297655278816952,0.012635181032746409,0.01733761502756665,0.022188627507562973
LR,none,1,w31_40,-0.0008496105132815136,-0.002681132996594853,0.11465740217510415,0.11681289761776623,0.11881180116732284,0.11949403061436112,-0.0011623153254708477,-0.004133139792007985,-8.461673543858909e-05,-8.012032551753201e-05,-0.0014864951336803502,-0.0010438809207757675,-0.021536544669091,-0.021404584757937238,-0.01818820097415473,-0.022448463791981215
LR,none,1,w6_10,0.004241626051397051,0.0061448969550652235,0.11464020175927139,0.1167879822580709,0.10936899623383975,0.1106430853030056,0.0039641480924391004,0.006052937712915473,-0.00010763853246674905,-4.401381842596286e-05,0.012079076658935699,0.007892389702876904,0.045160723769767604,0.04609062936845062,0.059968185378805695,0.05398301860098498
LR,none,2,w1,0.00169763101178525,0.00093110910408581,0.0331173860130819,0.03305006358700189,0.031358958319840105,0.03211895448291604,0.00169763101178525,0.0009311091040858151,-8.05461611878137e-05,-0.00011488638387638044,0.0041730246992386505,0.0023374528162779648,0.00044510703872290003,0.0002360933349545272,0.00407269627428775,0.00257354564985979
LR,none,2,w11_20,-0.0053420745310046,-0.006028715716296212,0.17714552359152463,0.1778906561712297,0.17935537828867573,0.183919371887526,-0.007843661306515953,-0.010275828286434925,-0.00011700955150477225,-0.00023544443563591543,-0.006939268724831192,-0.0041592891332248,0.0368450089167425,0.04132609384120249,0.0398564619754682,0.03716680267930546
LR,none,2,w21_30,-0.0045371546902208,-0.008194087723181207,0.13453643497673712,0.13665816678583445,0.1424465127499789,0.14485225450901576,-0.00859732703580617,-0.013119865960010574,-5.072748631096336e-05,-0.00020821066991360873,-0.00337301702087125,-0.00540211105000196,-0.04302321454611441,-0.04419233698310765,-0.0423437525021735,-0.049594447899818025
LR,none,2,w2_5,0.009558223164408599,0.008525570517269819,0.11607247391302924,0.1161443349269173,0.10799613105986329,0.10761876440964738,0.00877420568459665,0.008083648621677342,-0.0002000763840693182,-0.00019041175781509836,0.0134257244867418,0.008878492554468815,0.0187334741022316,0.017173828305229618,0.0308429743627005,0.0260523197745743
LR,none,2,w31_40,0.0029738792484318376,0.0020095579037795095,0.11586137078088174,0.11695333703273707,0.11550330774552965,0.1149437791289574,0.004044763638853493,0.0035492548767993167,9.745751888049791e-05,0.00010144070019114247,0.0007119610146025497,-0.00015079792542222105,-0.021968696851286273,-0.025341206281776503,-0.017788653957020766,-0.02549200289127802
LR,none,2,w6_10,0.0103261462427404,0.009023269901454254,0.11666728663390816,0.11728137483399506,0.10892151642066794,0.10825810493254066,0.0116515507073285,0.010320671471534908,6.333678730343886e-05,3.0964775766419104e-05,0.0051794824105324,0.0045162276528529655,0.0418739789846688,0.039164234303597986,0.0542638976586647,0.04368046323594044
SNA,l2,0,w1,-0.004555206657964149,-0.006801706705572256,0.03544022373538875,0.0356353472920171,0.040151797609451756,0.042437053997589416,-0.004555206657964149,-0.006801706705572256,-0.00022785128046805,-0.000336044211608564,-0.003469246191361,-0.004355597231654665,0.0001648594018669044,0.00014103116340135043,-0.0030045604791841,-0.0041993253556997494
SNA,l2,0,w11_20,0.00485309448769646,-0.00030963743357702533,0.16916685282990007,0.16945767286111696,0.1693428246415023,0.16976731029469386,0.0032134774243125996,-0.0020053945896642525,1.3683689348110727e-06,-0.00015452118367043291,0.0023194672072849995,0.0016000825985039344,-0.07895429117860214,-0.08685685898020569,-0.08587716078599239,-0.08501846054251674
SNA,l2,0,w21_30,0.0070075471934994485,0.006314455756641235,0.12755740247733,0.12971677132853893,0.12164626501231729,0.12340231557189751,0.008730487363499254,0.007418350787499273,0.00024534060891937025,0.00023653707263267834,0.006535883189720003,0.005047928139189422,0.01601130168007315,0.008326214174384136,0.023128094348250947,0.013619472470150695
SNA,l2,0,w2_5,-0.013992348620720999,-0.01383267212957956,0.11956167920425309,0.11826656859950957,0.13233929057115834,0.13209924072908927,-0.01658323685435735,-0.015742740563908567,-0.0007756509030295499,-0.000723324794063584,-0.0126987423061338,-0.012714129161255796,-0.02302046915913695,-0.02899055303123178,-0.0337118922626943,-0.041640740934955
SNA,l2,0,w31_40,0.004724910421727551,0.00365096072516309,0.11360057404039889,0.11320632803089639,0.10651120643353025,0.10955536730573323,0.0047735193952718495,0.004796569247256711,0.00017410236483413332,0.00018171754989464013,0.0037543497814460005,0.0050887572248978505,0.02449073572417175,0.030537782710675986,0.030693044299463804,0.03585313860246031
