arm,iv,pair,N_A_med,N_B_med,N_A_seeds,N_B_seeds,corner_sign_flip,suff_r_med,nec_r_med,SUFFICIENT_r,NECESSARY_r,suff_J_med,nec_J_med,SUFFICIENT_J,NECESSARY_J,suff_g_med,nec_g_med,SUFFICIENT_g,NECESSARY_g,suff_D_med,nec_D_med,SUFFICIENT_D,NECESSARY_D,verdict,sufficient,necessary,J_gate2_only,J_weights_only,dU_med,dD_med,dnet_med,ud_label,alpha_only
LR,none,1_15,0.0013337163806601499,-0.0006406509599026,-0.000629933;0.00133372;0.00169763,-0.00115901;-0.000640651;-0.000459184,0,-0.0033365511784857497,0.0113621447901669,0,1,0.0046600365485277,-0.0011824867643769501,0,0,0.0129560263619449,-0.00142715214793595,0,0,0.0010003867438024999,-0.0009697343971402999,0,0,INTERACTION_ONLY,-,r,0.00562428320877785,-0.00015699491279338911,-0.015474169446405749,-0.013132313380512753,-0.0023418560658929957,BOTH,
LR,none,1_40,0.0013337163806601499,-9.285932844487206e-06,-0.000629933;0.00133372;0.00169763,-3.44346e-05;-9.28593e-06;0.000251124,0,-0.00276207024753805,0.020903112888316748,0,0,0.01123498343925955,-0.0006799142923768499,0,0,0.02195955521961995,-0.00125378872105055,0,0,0.0001052915440943,9.19639707682e-05,0,0,INTERACTION_ONLY,-,-,0.01107575362434125,0.00073692650070475,-0.02196502471471835,-0.020870272156920854,-0.0010947525577974966,BOTH,
SNA,none,1_15,-0.00420930866460015,-0.00116653607598035,-0.00297677;-0.00420931;-0.00449188,-0.000977499;-0.001481;-0.00116654,0,-0.0032690218878992,0.0076790948109946005,0,1,0.0022781328721534497,-0.0017063937427138501,1,0,0.0073414230934618005,-0.0015767178035229,1,0,-0.0035135978679555497,-0.0016961886504663,0,0,INTERACTION_ONLY,J+g,r,0.0002733685307835,-0.00141064877531315,-0.02125029817054725,-0.024275218541181608,0.003024920370634357,BOTH,-0.00402043223243885
SNA,none,1_40,-0.00420930866460015,6.626464297770606e-05,-0.00297677;-0.00420931;-0.00449188,-0.000262432;6.62646e-05;0.000241951,0,-0.0012390509949238,0.01271948915811545,0,0,0.0061943448270618,-0.00028192477138655003,1,0,0.01049260746713105,-0.0006607583521484,1,0,-0.0035102891603454,0.0001274037588225,0,0,INTERACTION_ONLY,J+g,-,0.00218031470926825,0.00150838620914515,-0.027413212086223597,-0.031091652488511506,0.0036784404022879094,BOTH,-0.0038732738507216502
LR,l2,1_15,-0.0081404771031059,0.00065874209561005,-0.00801239;-0.00814048;-0.00973568,0.000658742;0.00142771;0.000244426,1,-0.00334140642883195,0.01277931517468525,0,0,-0.00010861603038950002,0.00013031155751061534,0,0,0.01172614895527625,-0.00207813172747475,1,1,-0.0067988618412413,0.0009025432204253501,0,0,SINGLE_FACTOR_g,g,g,-0.001378586578832,-0.0055075338463245,-0.014953322324305698,-0.024248747173299404,0.009295424848993705,BOTH,
LR,l2,1_40,-0.0081404771031059,-0.0001244082455597,-0.00801239;-0.00814048;-0.00973568,-0.000433198;0.000128202;-0.000124408,0,-0.0010187807103554,0.02093988772611525,0,0,0.0015675908760564498,-0.00014593915627278615,1,0,0.01643320158879215,-0.00094217794696555,1,0,-0.00649844222649755,-9.634330080236106e-05,0,0,INTERACTION_ONLY,J+g,-,-0.00164384633326945,-0.0052541428807346,-0.021028508004301002,-0.0286829165370365,0.0076544085327354995,BOTH,
SNA,l2,1_15,-0.00573991452158795,-3.1639550568888474e-05,-0.00455521;-0.00573991;-0.00994117,-3.16396e-05;0.000367164;-8.26786e-05,0,-0.0017768984551485498,0.0142123357945751,0,0,-0.00086105803936495,2.2802246420900005e-05,0,0,0.01677698150985195,-0.0014558029983097998,1,0,-0.0058923346729266995,-0.00011204009171460851,0,0,INTERACTION_ONLY,g,-,-0.0030346127693115,-0.0031614708818056498,-0.0183132427579566,-0.024006274083631256,0.005693031325674655,BOTH,-0.0058255955153335
SNA,l2,1_40,-0.00573991452158795,-0.00026293992731765,-0.00455521;-0.00573991;-0.00994117,-0.000378017;0.000115365;-0.00026294,0,-0.00134732057618925,0.02077608603430645,0,0,-0.00013215516260979999,-2.7280537304931463e-05,0,0,0.01850441681550645,-0.0012471208525578,1,0,-0.00595745206583425,-0.0004828653904945,0,0,INTERACTION_ONLY,g,-,-0.00526997392528565,-0.00283358386381585,-0.0249726269146166,-0.030327362985625154,0.0053547360710085555,BOTH,-0.005868216387826549
