pair,cell,r,J,g,D,n_swapped,net,arm,iv,seed,task
1_40,BABA,B,A,B,A,2,-0.00174852368335618,LR,none,0,26
1_40,BABB,B,A,B,B,3,-0.0013918664992983078,LR,none,0,26
1_40,BBAA,B,B,A,A,2,-0.003215080364114272,LR,none,0,26
1_40,BBAB,B,B,A,B,3,-0.002042512599678961,LR,none,0,26
1_40,BBBA,B,B,B,A,3,-0.0007867730084354593,LR,none,0,26
1_40,BBBB,B,B,B,B,4,-0.0006163748689592624,LR,none,0,26
1_40,J:gate2_only,A,gate2_only,A,A,1,0.012026471613572816,LR,none,0,26
1_40,J:weights_only,A,weights_only,A,A,1,-0.0001281134329562797,LR,none,0,26
1_15,AAAA,A,A,A,A,0,0.004623806753254759,LR,none,0,27
1_15,AAAB,A,A,A,B,1,0.003538261258821505,LR,none,0,27
1_15,AABA,A,A,B,A,1,0.015148754953127523,LR,none,0,27
1_15,AABB,A,A,B,B,2,0.0112830393241265,LR,none,0,27
1_15,ABAA,A,B,A,A,1,0.007853045284182925,LR,none,0,27
1_15,ABAB,A,B,A,B,2,0.006095261621179134,LR,none,0,27
1_15,ABBA,A,B,B,A,2,0.016223229298239418,LR,none,0,27
1_15,ABBB,A,B,B,B,3,0.012289740892411322,LR,none,0,27
1_15,BAAA,B,A,A,A,1,-0.00787192886393269,LR,none,0,27
1_15,BAAB,B,A,A,B,2,-0.006448402283627404,LR,none,0,27
1_15,BABA,B,A,B,A,2,-0.006536841917228145,LR,none,0,27
1_15,BABB,B,A,B,B,3,-0.005474223808080146,LR,none,0,27
1_15,BBAA,B,B,A,A,2,-0.005783507173920237,LR,none,0,27
1_15,BBAB,B,B,A,B,3,-0.004666727490251792,LR,none,0,27
1_15,BBBA,B,B,B,A,3,-0.004916837847354717,LR,none,0,27
1_15,BBBB,B,B,B,B,4,-0.004097013933658612,LR,none,0,27
1_15,J:gate2_only,A,gate2_only,A,A,1,0.009053680243099403,LR,none,0,27
1_15,J:weights_only,A,weights_only,A,A,1,0.002778640866356444,LR,none,0,27
1_40,AAAA,A,A,A,A,0,0.004623806753254759,LR,none,0,27
1_40,AAAB,A,A,A,B,1,0.0028549445597555096,LR,none,0,27
1_40,AABA,A,A,B,A,1,0.021202805560715802,LR,none,0,27
1_40,AABB,A,A,B,B,2,0.014123987426240743,LR,none,0,27
1_40,ABAA,A,B,A,A,1,0.01660206556255048,LR,none,0,27
1_40,ABAB,A,B,A,B,2,0.01198566122426891,LR,none,0,27
1_40,ABBA,A,B,B,A,2,0.03610971239591653,LR,none,0,27
1_40,ABBB,A,B,B,B,3,0.024876886228307346,LR,none,0,27
1_40,BAAA,B,A,A,A,1,-0.0030399802472953147,LR,none,0,27
1_40,BAAB,B,A,A,B,2,-0.0023556316458855993,LR,none,0,27
1_40,BABA,B,A,B,A,2,-0.001365522408974395,LR,none,0,27
1_40,BABB,B,A,B,B,3,-0.0011802557938316437,LR,none,0,27
1_40,BBAA,B,B,A,A,2,-0.0016739704065003907,LR,none,0,27
1_40,BBAB,B,B,A,B,3,-0.0013401012294494842,LR,none,0,27
1_40,BBBA,B,B,B,A,3,0.00036956548827651967,LR,none,0,27
1_40,BBBB,B,B,B,B,4,1.1110052364397288e-05,LR,none,0,27
1_40,J:gate2_only,A,gate2_only,A,A,1,0.01643095233783545,LR,none,0,27
1_40,J:weights_only,A,weights_only,A,A,1,0.003726831942667396,LR,none,0,27
1_15,AAAA,A,A,A,A,0,0.001822001309044697,LR,none,0,28
1_15,AAAB,A,A,A,B,1,0.0020943432468172344,LR,none,0,28
1_15,AABA,A,A,B,A,1,0.010392993922440636,LR,none,0,28
1_15,AABB,A,A,B,B,2,0.008138348610189665,LR,none,0,28
1_15,ABAA,A,B,A,A,1,0.007912637060910192,LR,none,0,28
1_15,ABAB,A,B,A,B,2,0.006359306676266776,LR,none,0,28
1_15,ABBA,A,B,B,A,2,0.01650586392805474,LR,none,0,28
1_15,ABBB,A,B,B,B,3,0.012529719508884105,LR,none,0,28
1_15,BAAA,B,A,A,A,1,-0.005821670553319216,LR,none,0,28
1_15,BAAB,B,A,A,B,2,-0.004349448425454597,LR,none,0,28
1_15,BABA,B,A,B,A,2,-0.003555000405771278,LR,none,0,28
1_15,BABB,B,A,B,B,3,-0.002830784074053269,LR,none,0,28
1_15,BBAA,B,B,A,A,2,-0.0030918098739165707,LR,none,0,28
1_15,BBAB,B,B,A,B,3,-0.0022375827028774916,LR,none,0,28
1_15,BBBA,B,B,B,A,3,-0.0009908617379229187,LR,none,0,28
1_15,BBBB,B,B,B,B,4,-0.0007761410573260087,LR,none,0,28
1_15,J:gate2_only,A,gate2_only,A,A,1,0.008496195324544572,LR,none,0,28
1_15,J:weights_only,A,weights_only,A,A,1,0.0013175155373999175,LR,none,0,28
1_40,AAAA,A,A,A,A,0,0.001822001309044697,LR,none,0,28
1_40,AAAB,A,A,A,B,1,0.0015311257244516414,LR,none,0,28
1_40,AABA,A,A,B,A,1,0.01813758831552879,LR,none,0,28
1_40,AABB,A,A,B,B,2,0.011957075603813747,LR,none,0,28
1_40,ABAA,A,B,A,A,1,0.014001907581325685,LR,none,0,28
1_40,ABAB,A,B,A,B,2,0.00976279201835593,LR,none,0,28
1_40,ABBA,A,B,B,A,2,0.03214963844688982,LR,none,0,28
1_40,ABBB,A,B,B,B,3,0.020912280726019493,LR,none,0,28
1_40,BAAA,B,A,A,A,1,-0.002141790598212468,LR,none,0,28
1_40,BAAB,B,A,A,B,2,-0.0014703273830384126,LR,none,0,28
1_40,BABA,B,A,B,A,2,0.0009255888646502016,LR,none,0,28
1_40,BABB,B,A,B,B,3,0.000504449072336895,LR,none,0,28
1_40,BBAA,B,B,A,A,2,0.00040089371353442776,LR,none,0,28
1_40,BBAB,B,B,A,B,3,0.00020516607254854582,LR,none,0,28
1_40,BBBA,B,B,B,A,3,0.003987356778512145,LR,none,0,28
1_40,BBBB,B,B,B,B,4,0.0023793217674731347,LR,none,0,28
1_40,J:gate2_only,A,gate2_only,A,A,1,0.012601515078498693,LR,none,0,28
1_40,J:weights_only,A,weights_only,A,A,1,0.003500314729657863,LR,none,0,28
1_15,AAAA,A,A,A,A,0,0.0037185751412078163,LR,none,0,29
1_15,AAAB,A,A,A,B,1,0.002349099418027577,LR,none,0,29
1_15,AABA,A,A,B,A,1,0.016483047961871975,LR,none,0,29
1_15,AABB,A,A,B,B,2,0.011540338409722871,LR,none,0,29
1_15,ABAA,A,B,A,A,1,0.010825540063193721,LR,none,0,29
1_15,ABAB,A,B,A,B,2,0.007422760315090018,LR,none,0,29
1_15,ABBA,A,B,B,A,2,0.02442109100667813,LR,none,0,29
1_15,ABBB,A,B,B,B,3,0.016891361763088072,LR,none,0,29
1_15,BAAA,B,A,A,A,1,-0.005850024837290044,LR,none,0,29
1_15,BAAB,B,A,A,B,2,-0.003953898633441293,LR,none,0,29
1_15,BABA,B,A,B,A,2,-0.006874827040273153,LR,none,0,29
1_15,BABB,B,A,B,B,3,-0.004478786039229491,LR,none,0,29
1_15,BBAA,B,B,A,A,2,-0.005328655007669221,LR,none,0,29
1_15,BBAB,B,B,A,B,3,-0.003411400610024165,LR,none,0,29
1_15,BBBA,B,B,B,A,3,-0.006736852462715731,LR,none,0,29
1_15,BBBB,B,B,B,B,4,-0.004249214648785262,LR,none,0,29
1_15,J:gate2_only,A,gate2_only,A,A,1,0.011655519393051593,LR,none,0,29
1_15,J:weights_only,A,weights_only,A,A,1,0.00251947607009565,LR,none,0,29
1_40,AAAA,A,A,A,A,0,0.0037185751412078163,LR,none,0,29
1_40,AAAB,A,A,A,B,1,0.0016906256496086209,LR,none,0,29
1_40,AABA,A,A,B,A,1,0.020309857996983992,LR,none,0,29
1_40,AABB,A,A,B,B,2,0.01249352294621327,LR,none,0,29
1_40,ABAA,A,B,A,A,1,0.013158342040104536,LR,none,0,29
1_40,ABAB,A,B,A,B,2,0.008158516086802929,LR,none,0,29
1_40,ABBA,A,B,B,A,2,0.0324743774915914,LR,none,0,29
1_40,ABBB,A,B,B,B,3,0.020453826445851777,LR,none,0,29
1_40,BAAA,B,A,A,A,1,-0.0044978388497820074,LR,none,0,29
1_40,BAAB,B,A,A,B,2,-0.0029607230561984567,LR,none,0,29
1_40,BABA,B,A,B,A,2,-0.003114135439032033,LR,none,0,29
1_40,BABB,B,A,B,B,3,-0.002037745474162344,LR,none,0,29
1_40,BBAA,B,B,A,A,2,-0.002349705886289759,LR,none,0,29
1_40,BBAB,B,B,A,B,3,-0.0015000885363068341,LR,none,0,29
1_40,BBBA,B,B,B,A,3,-0.0012688276676091252,LR,none,0,29
1_40,BBBB,B,B,B,B,4,-0.0008239323696027011,LR,none,0,29
1_40,J:gate2_only,A,gate2_only,A,A,1,0.012959509906819211,LR,none,0,29
1_40,J:weights_only,A,weights_only,A,A,1,0.003583662334069012,LR,none,0,29
1_15,AAAA,A,A,A,A,0,-0.007506140149917007,LR,none,0,30
1_15,AAAB,A,A,A,B,1,-0.0057792178204117564,LR,none,0,30
1_15,AABA,A,A,B,A,1,0.005952061453215596,LR,none,0,30
1_15,AABB,A,A,B,B,2,0.003942442268828585,LR,none,0,30
1_15,ABAA,A,B,A,A,1,0.004805792825659616,LR,none,0,30
1_15,ABAB,A,B,A,B,2,0.0031968416536553744,LR,none,0,30
1_15,ABBA,A,B,B,A,2,0.01738433604451279,LR,none,0,30
1_15,ABBB,A,B,B,B,3,0.012399522076534488,LR,none,0,30
1_15,BAAA,B,A,A,A,1,-0.007010274857350597,LR,none,0,30
1_15,BAAB,B,A,A,B,2,-0.005341528187070079,LR,none,0,30
1_15,BABA,B,A,B,A,2,-0.003205176327586938,LR,none,0,30
1_15,BABB,B,A,B,B,3,-0.0027080684946507484,LR,none,0,30
1_15,BBAA,B,B,A,A,2,-0.004191561126129868,LR,none,0,30
1_15,BBAB,B,B,A,B,3,-0.0032199325972371794,LR,none,0,30
1_15,BBBA,B,B,B,A,3,-0.0016307146295405869,LR,none,0,30
1_15,BBBB,B,B,B,B,4,-0.0014772950119879846,LR,none,0,30
1_15,J:gate2_only,A,gate2_only,A,A,1,0.005893367182138044,LR,none,0,30
1_15,J:weights_only,A,weights_only,A,A,1,-0.00846058753971028,LR,none,0,30
1_40,AAAA,A,A,A,A,0,-0.007506140149917007,LR,none,0,30
1_40,AAAB,A,A,A,B,1,-0.0058366358739793366,LR,none,0,30
1_40,AABA,A,A,B,A,1,0.011157408135484374,LR,none,0,30
1_40,AABB,A,A,B,B,2,0.006375451930814251,LR,none,0,30
1_40,ABAA,A,B,A,A,1,0.011829736723304824,LR,none,0,30
1_40,ABAB,A,B,A,B,2,0.0069418618903146325,LR,none,0,30
1_40,ABBA,A,B,B,A,2,0.041064346994129426,LR,none,0,30
1_40,ABBB,A,B,B,B,3,0.024485654092443986,LR,none,0,30
1_40,BAAA,B,A,A,A,1,-0.0015417140002034833,LR,none,0,30
1_40,BAAB,B,A,A,B,2,-0.001085719641917058,LR,none,0,30
1_40,BABA,B,A,B,A,2,0.0015084353270022242,LR,none,0,30
1_40,BABB,B,A,B,B,3,0.0009536211693653295,LR,none,0,30
1_40,BBAA,B,B,A,A,2,0.000675086228399963,LR,none,0,30
1_40,BBAB,B,B,A,B,3,0.00043657832821347644,LR,none,0,30
1_40,BBBA,B,B,B,A,3,0.004217090252659197,LR,none,0,30
1_40,BBBB,B,B,B,B,4,0.002594012493929804,LR,none,0,30
1_40,J:gate2_only,A,gate2_only,A,A,1,0.011037673531679395,LR,none,0,30
1_40,J:weights_only,A,weights_only,A,A,1,-0.006445747431802318,LR,none,0,30
1_15,AAAA,A,A,A,A,0,-0.0032856060780042428,LR,none,0,31
1_15,AAAB,A,A,A,B,1,-0.0021702444814953926,LR,none,0,31
1_15,AABA,A,A,B,A,1,0.008423862720920224,LR,none,0,31
1_15,AABB,A,A,B,B,2,0.006070074259073227,LR,none,0,31
