pair,cell,r,J,g,D,n_swapped,net,arm,iv,seed,task
1_15,AAAA,A,A,A,A,0,-0.010406672710869416,SNA,none,1,21
1_15,AAAB,A,A,A,B,1,-0.008319189756770816,SNA,none,1,21
1_15,AABA,A,A,B,A,1,0.0027738025539387283,SNA,none,1,21
1_15,AABB,A,A,B,B,2,0.002115412912564873,SNA,none,1,21
1_15,ABAA,A,B,A,A,1,-0.0022453712698145374,SNA,none,1,21
1_15,ABAB,A,B,A,B,2,-0.0018941081079977646,SNA,none,1,21
1_15,ABBA,A,B,B,A,2,0.007889107338147273,SNA,none,1,21
1_15,ABBB,A,B,B,B,3,0.006044969748599285,SNA,none,1,21
1_15,BAAA,B,A,A,A,1,-0.006006595695696284,SNA,none,1,21
1_15,BAAB,B,A,A,B,2,-0.00481457858624964,SNA,none,1,21
1_15,BABA,B,A,B,A,2,-0.006055626446799736,SNA,none,1,21
1_15,BABB,B,A,B,B,3,-0.004751066720323262,SNA,none,1,21
1_15,BBAA,B,B,A,A,2,-0.00627463705340177,SNA,none,1,21
1_15,BBAB,B,B,A,B,3,-0.004835980942592542,SNA,none,1,21
1_15,BBBA,B,B,B,A,3,-0.007719405355172205,SNA,none,1,21
1_15,BBBB,B,B,B,B,4,-0.005854635760656939,SNA,none,1,21
1_15,J:gate2_only,A,gate2_only,A,A,1,-0.003896564332432274,SNA,none,1,21
1_15,J:weights_only,A,weights_only,A,A,1,-0.008464570007612271,SNA,none,1,21
1_15,alpha_only,A,alpha,alpha,A,1,-0.01028917022561018,SNA,none,1,21
1_40,AAAA,A,A,A,A,0,-0.010406672710869416,SNA,none,1,21
1_40,AAAB,A,A,A,B,1,-0.008114478141022674,SNA,none,1,21
1_40,AABA,A,A,B,A,1,0.009024978108571587,SNA,none,1,21
1_40,AABB,A,A,B,B,2,0.006265007672650615,SNA,none,1,21
1_40,ABAA,A,B,A,A,1,0.001519498208725189,SNA,none,1,21
1_40,ABAB,A,B,A,B,2,0.0009365237756051625,SNA,none,1,21
1_40,ABBA,A,B,B,A,2,0.019636607348523367,SNA,none,1,21
1_40,ABBB,A,B,B,B,3,0.013954260546366792,SNA,none,1,21
1_40,BAAA,B,A,A,A,1,-0.003101760825867812,SNA,none,1,21
1_40,BAAB,B,A,A,B,2,-0.0022382360953422777,SNA,none,1,21
1_40,BABA,B,A,B,A,2,-0.0019834622647531912,SNA,none,1,21
1_40,BABB,B,A,B,B,3,-0.0013910995913292818,SNA,none,1,21
1_40,BBAA,B,B,A,A,2,-0.002283115937446717,SNA,none,1,21
1_40,BBAB,B,B,A,B,3,-0.0015867438054432315,SNA,none,1,21
