pair,cell,r,J,g,D,n_swapped,net,arm,iv,seed,task
1_15,AAAA,A,A,A,A,0,-3.5285658106385676e-05,SNA,none,0,21
1_15,AAAB,A,A,A,B,1,-0.0005460631850916487,SNA,none,0,21
1_15,AABA,A,A,B,A,1,0.011970053831656731,SNA,none,0,21
1_15,AABB,A,A,B,B,2,0.009071691000867936,SNA,none,0,21
1_15,ABAA,A,B,A,A,1,-0.0006792811692846577,SNA,none,0,21
1_15,ABAB,A,B,A,B,2,-0.0009073806462666452,SNA,none,0,21
1_15,ABBA,A,B,B,A,2,0.010882220436390214,SNA,none,0,21
1_15,ABBB,A,B,B,B,3,0.008398743094314815,SNA,none,0,21
1_15,BAAA,B,A,A,A,1,-0.0009136058932260062,SNA,none,0,21
1_15,BAAB,B,A,A,B,2,-0.0008819282784452712,SNA,none,0,21
1_15,BABA,B,A,B,A,2,0.0009545812469436743,SNA,none,0,21
1_15,BABB,B,A,B,B,3,0.0007279227357487796,SNA,none,0,21
1_15,BBAA,B,B,A,A,2,0.00028348071198922183,SNA,none,0,21
1_15,BBAB,B,B,A,B,3,0.00017378201112738602,SNA,none,0,21
1_15,BBBA,B,B,B,A,3,0.002010880433617879,SNA,none,0,21
1_15,BBBB,B,B,B,B,4,0.0016588934891904172,SNA,none,0,21
1_15,J:gate2_only,A,gate2_only,A,A,1,-0.002179609190411895,SNA,none,0,21
1_15,J:weights_only,A,weights_only,A,A,1,0.0005057903190647523,SNA,none,0,21
1_15,alpha_only,A,alpha,alpha,A,1,0.0003311069896420871,SNA,none,0,21
1_40,AAAA,A,A,A,A,0,-3.5285658106385676e-05,SNA,none,0,21
1_40,AAAB,A,A,A,B,1,-0.0008757099312069849,SNA,none,0,21
1_40,AABA,A,A,B,A,1,0.01217606501845034,SNA,none,0,21
1_40,AABB,A,A,B,B,2,0.008440325006438341,SNA,none,0,21
1_40,ABAA,A,B,A,A,1,0.003331069323225938,SNA,none,0,21
1_40,ABAB,A,B,A,B,2,0.0018969028402653536,SNA,none,0,21
1_40,ABBA,A,B,B,A,2,0.013974446806632632,SNA,none,0,21
1_40,ABBB,A,B,B,B,3,0.00998885756535308,SNA,none,0,21
1_40,BAAA,B,A,A,A,1,0.00015708657268463669,SNA,none,0,21
1_40,BAAB,B,A,A,B,2,8.11645847954124e-05,SNA,none,0,21
1_40,BABA,B,A,B,A,2,-0.00028068139157077805,SNA,none,0,21
1_40,BABB,B,A,B,B,3,-0.00021142977595674925,SNA,none,0,21
1_40,BBAA,B,B,A,A,2,-0.00026315439872337017,SNA,none,0,21
1_40,BBAB,B,B,A,B,3,-0.00016209799827015224,SNA,none,0,21
1_40,BBBA,B,B,B,A,3,-0.0003094188163859356,SNA,none,0,21
1_40,BBBB,B,B,B,B,4,-0.0001605770541915915,SNA,none,0,21
1_40,J:gate2_only,A,gate2_only,A,A,1,-0.0002745442923435287,SNA,none,0,21
1_40,J:weights_only,A,weights_only,A,A,1,0.002735168734965642,SNA,none,0,21
1_40,alpha_only,A,alpha,alpha,A,1,0.0010398702633966056,SNA,none,0,21
1_15,AAAA,A,A,A,A,0,0.00436875184478914,SNA,none,0,22
1_15,AAAB,A,A,A,B,1,0.00286702389374216,SNA,none,0,22
1_15,AABA,A,A,B,A,1,0.018020857774473868,SNA,none,0,22
1_15,AABB,A,A,B,B,2,0.014138010715883538,SNA,none,0,22
1_15,ABAA,A,B,A,A,1,0.004349177024293346,SNA,none,0,22
1_15,ABAB,A,B,A,B,2,0.003156550275584085,SNA,none,0,22
1_15,ABBA,A,B,B,A,2,0.01358386779590027,SNA,none,0,22
1_15,ABBB,A,B,B,B,3,0.010478122600848065,SNA,none,0,22
1_15,BAAA,B,A,A,A,1,-0.004716042879278588,SNA,none,0,22
1_15,BAAB,B,A,A,B,2,-0.004091329561850954,SNA,none,0,22
1_15,BABA,B,A,B,A,2,-0.0035566740723545266,SNA,none,0,22
1_15,BABB,B,A,B,B,3,-0.003029672001507498,SNA,none,0,22
1_15,BBAA,B,B,A,A,2,-0.0028744390353314165,SNA,none,0,22
1_15,BBAB,B,B,A,B,3,-0.0023119641502251727,SNA,none,0,22
1_15,BBBA,B,B,B,A,3,-0.0037143568923569703,SNA,none,0,22
1_15,BBBB,B,B,B,B,4,-0.0029476128787818993,SNA,none,0,22
1_15,J:gate2_only,A,gate2_only,A,A,1,0.005650170026712645,SNA,none,0,22
1_15,J:weights_only,A,weights_only,A,A,1,0.0020386173700610716,SNA,none,0,22
1_15,alpha_only,A,alpha,alpha,A,1,0.004710559584072151,SNA,none,0,22
1_40,AAAA,A,A,A,A,0,0.00436875184478914,SNA,none,0,22
1_40,AAAB,A,A,A,B,1,0.002303442905116441,SNA,none,0,22
1_40,AABA,A,A,B,A,1,0.022047061592623467,SNA,none,0,22
1_40,AABB,A,A,B,B,2,0.01598827943303265,SNA,none,0,22
1_40,ABAA,A,B,A,A,1,0.007686593619597607,SNA,none,0,22
1_40,ABAB,A,B,A,B,2,0.0055602225775308114,SNA,none,0,22
1_40,ABBA,A,B,B,A,2,0.02238367707169436,SNA,none,0,22
1_40,ABBB,A,B,B,B,3,0.01633842709408169,SNA,none,0,22
1_40,BAAA,B,A,A,A,1,-0.0030168595530119806,SNA,none,0,22
1_40,BAAB,B,A,A,B,2,-0.002305279951669448,SNA,none,0,22
1_40,BABA,B,A,B,A,2,-0.0024150123900430888,SNA,none,0,22
1_40,BABB,B,A,B,B,3,-0.0017444706836467377,SNA,none,0,22
1_40,BBAA,B,B,A,A,2,-0.002521736480165434,SNA,none,0,22
