pair,cell,r,J,g,D,n_swapped,net,arm,iv,seed,task
1_15,AAAA,A,A,A,A,0,-0.00570015542790285,SNA,l2,2,21
1_15,AAAB,A,A,A,B,1,-0.006530437523032713,SNA,l2,2,21
1_15,AABA,A,A,B,A,1,0.020049503755881982,SNA,l2,2,21
1_15,AABB,A,A,B,B,2,0.015187899802146647,SNA,l2,2,21
1_15,ABAA,A,B,A,A,1,-0.0014667441787072455,SNA,l2,2,21
1_15,ABAB,A,B,A,B,2,-0.002016654999986791,SNA,l2,2,21
1_15,ABBA,A,B,B,A,2,0.01657733422530729,SNA,l2,2,21
1_15,ABBB,A,B,B,B,3,0.012900760016185875,SNA,l2,2,21
1_15,BAAA,B,A,A,A,1,-0.004345027690780587,SNA,l2,2,21
1_15,BAAB,B,A,A,B,2,-0.0037011269042834163,SNA,l2,2,21
1_15,BABA,B,A,B,A,2,0.00038896996118723595,SNA,l2,2,21
1_15,BABB,B,A,B,B,3,0.00023580466993954974,SNA,l2,2,21
1_15,BBAA,B,B,A,A,2,-0.003367222390846479,SNA,l2,2,21
1_15,BBAB,B,B,A,B,3,-0.0028378975135981118,SNA,l2,2,21
1_15,BBBA,B,B,B,A,3,1.90764472185187e-05,SNA,l2,2,21
1_15,BBBB,B,B,B,B,4,-5.126276604867863e-05,SNA,l2,2,21
1_15,J:gate2_only,A,gate2_only,A,A,1,-0.004405795060249943,SNA,l2,2,21
1_15,J:weights_only,A,weights_only,A,A,1,-0.002075494516176507,SNA,l2,2,21
1_15,alpha_only,A,alpha,alpha,A,1,-0.00590076637745832,SNA,l2,2,21
1_40,AAAA,A,A,A,A,0,-0.00570015542790285,SNA,l2,2,21
1_40,AAAB,A,A,A,B,1,-0.0067300609481846605,SNA,l2,2,21
1_40,AABA,A,A,B,A,1,0.01967433258851036,SNA,l2,2,21
1_40,AABB,A,A,B,B,2,0.012338309492007813,SNA,l2,2,21
1_40,ABAA,A,B,A,A,1,-0.0023656561817884452,SNA,l2,2,21
1_40,ABAB,A,B,A,B,2,-0.002672939573083715,SNA,l2,2,21
1_40,ABBA,A,B,B,A,2,0.02491162325014949,SNA,l2,2,21
1_40,ABBB,A,B,B,B,3,0.017675752642481616,SNA,l2,2,21
1_40,BAAA,B,A,A,A,1,-0.0009553168169561998,SNA,l2,2,21
1_40,BAAB,B,A,A,B,2,-0.0008427929210840438,SNA,l2,2,21
1_40,BABA,B,A,B,A,2,0.0004207112936646429,SNA,l2,2,21
1_40,BABB,B,A,B,B,3,0.00020569547226523542,SNA,l2,2,21
1_40,BBAA,B,B,A,A,2,-0.0007663049720974297,SNA,l2,2,21
1_40,BBAB,B,B,A,B,3,-0.0006266796917342496,SNA,l2,2,21
1_40,BBBA,B,B,B,A,3,0.0010552445657820767,SNA,l2,2,21
1_40,BBBB,B,B,B,B,4,0.000767230872720707,SNA,l2,2,21
1_40,J:gate2_only,A,gate2_only,A,A,1,-0.006478776227107836,SNA,l2,2,21
1_40,J:weights_only,A,weights_only,A,A,1,-0.00019373916082470453,SNA,l2,2,21
1_40,alpha_only,A,alpha,alpha,A,1,-0.006063091867982746,SNA,l2,2,21
1_15,AAAA,A,A,A,A,0,-0.013430784580505109,SNA,l2,2,22
1_15,AAAB,A,A,A,B,1,-0.013481836402068448,SNA,l2,2,22
1_15,AABA,A,A,B,A,1,0.018007086109797434,SNA,l2,2,22
1_15,AABB,A,A,B,B,2,0.010863706334907235,SNA,l2,2,22
1_15,ABAA,A,B,A,A,1,-0.00469937505829708,SNA,l2,2,22
1_15,ABAB,A,B,A,B,2,-0.004574349267313395,SNA,l2,2,22
1_15,ABBA,A,B,B,A,2,0.012783328551974229,SNA,l2,2,22
1_15,ABBB,A,B,B,B,3,0.009002537000970659,SNA,l2,2,22
1_15,BAAA,B,A,A,A,1,-0.0015311300740246103,SNA,l2,2,22
1_15,BAAB,B,A,A,B,2,-0.0008115799691856342,SNA,l2,2,22
1_15,BABA,B,A,B,A,2,-0.0021505481280653465,SNA,l2,2,22
1_15,BABB,B,A,B,B,3,-0.0010339889415725578,SNA,l2,2,22
1_15,BBAA,B,B,A,A,2,-0.0019131586636498318,SNA,l2,2,22
1_15,BBAB,B,B,A,B,3,-0.0012352424446307306,SNA,l2,2,22
1_15,BBBA,B,B,B,A,3,-0.0013231554789659991,SNA,l2,2,22
1_15,BBBB,B,B,B,B,4,-0.0005809227173098055,SNA,l2,2,22
1_15,J:gate2_only,A,gate2_only,A,A,1,-0.007350078109050473,SNA,l2,2,22
1_15,J:weights_only,A,weights_only,A,A,1,-0.008711747889841057,SNA,l2,2,22
1_15,alpha_only,A,alpha,alpha,A,1,-0.013676598294202398,SNA,l2,2,22
1_40,AAAA,A,A,A,A,0,-0.013430784580505109,SNA,l2,2,22
1_40,AAAB,A,A,A,B,1,-0.01316313306025746,SNA,l2,2,22
1_40,AABA,A,A,B,A,1,0.019279391731133935,SNA,l2,2,22
1_40,AABB,A,A,B,B,2,0.010872396968445526,SNA,l2,2,22
1_40,ABAA,A,B,A,A,1,-0.00504814354909745,SNA,l2,2,22
1_40,ABAB,A,B,A,B,2,-0.004514118108026307,SNA,l2,2,22
1_40,ABBA,A,B,B,A,2,0.026463462623557456,SNA,l2,2,22
1_40,ABBB,A,B,B,B,3,0.017745190155304163,SNA,l2,2,22
1_40,BAAA,B,A,A,A,1,0.0017742181219462141,SNA,l2,2,22
1_40,BAAB,B,A,A,B,2,0.0017210229350544033,SNA,l2,2,22
1_40,BABA,B,A,B,A,2,0.00025872461221908174,SNA,l2,2,22
1_40,BABB,B,A,B,B,3,0.00041954077934041765,SNA,l2,2,22
1_40,BBAA,B,B,A,A,2,0.00012437248533105806,SNA,l2,2,22
1_40,BBAB,B,B,A,B,3,0.0003084542269080437,SNA,l2,2,22
1_40,BBBA,B,B,B,A,3,-0.0005056908636637415,SNA,l2,2,22
1_40,BBBB,B,B,B,B,4,-0.0002187287220675724,SNA,l2,2,22
1_40,J:gate2_only,A,gate2_only,A,A,1,-0.010308309558983555,SNA,l2,2,22
1_40,J:weights_only,A,weights_only,A,A,1,-0.006066061736762275,SNA,l2,2,22
1_40,alpha_only,A,alpha,alpha,A,1,-0.013696559642620405,SNA,l2,2,22
1_15,AAAA,A,A,A,A,0,-0.008076475975062145,SNA,l2,2,23
1_15,AAAB,A,A,A,B,1,-0.008355809417822421,SNA,l2,2,23
1_15,AABA,A,A,B,A,1,0.014830632037495151,SNA,l2,2,23
1_15,AABB,A,A,B,B,2,0.0105495042238427,SNA,l2,2,23
1_15,ABAA,A,B,A,A,1,-0.003984786691116342,SNA,l2,2,23
1_15,ABAB,A,B,A,B,2,-0.00416373482712021,SNA,l2,2,23
1_15,ABBA,A,B,B,A,2,0.013633024537673526,SNA,l2,2,23
1_15,ABBB,A,B,B,B,3,0.010056087617223614,SNA,l2,2,23
1_15,BAAA,B,A,A,A,1,-0.004351704293544059,SNA,l2,2,23
1_15,BAAB,B,A,A,B,2,-0.0037431763161088222,SNA,l2,2,23
1_15,BABA,B,A,B,A,2,0.0008695507487589452,SNA,l2,2,23
1_15,BABB,B,A,B,B,3,0.0006539134620729812,SNA,l2,2,23
1_15,BBAA,B,B,A,A,2,-0.003609416403098228,SNA,l2,2,23
1_15,BBAB,B,B,A,B,3,-0.0030073385054106504,SNA,l2,2,23
1_15,BBBA,B,B,B,A,3,-6.818695664336169e-06,SNA,l2,2,23
1_15,BBBB,B,B,B,B,4,4.0568205496602335e-05,SNA,l2,2,23
1_15,J:gate2_only,A,gate2_only,A,A,1,-0.005990767206642034,SNA,l2,2,23
1_15,J:weights_only,A,weights_only,A,A,1,-0.005514556412782749,SNA,l2,2,23
1_15,alpha_only,A,alpha,alpha,A,1,-0.0082226234393477,SNA,l2,2,23
1_40,AAAA,A,A,A,A,0,-0.008076475975062145,SNA,l2,2,23
1_40,AAAB,A,A,A,B,1,-0.008255805533569345,SNA,l2,2,23
1_40,AABA,A,A,B,A,1,0.01955499656344555,SNA,l2,2,23
1_40,AABB,A,A,B,B,2,0.0124986602214478,SNA,l2,2,23
1_40,ABAA,A,B,A,A,1,-0.001879348107068267,SNA,l2,2,23
1_40,ABAB,A,B,A,B,2,-0.0020170259320315474,SNA,l2,2,23
1_40,ABBA,A,B,B,A,2,0.028712312842073297,SNA,l2,2,23
1_40,ABBB,A,B,B,B,3,0.02034800666704733,SNA,l2,2,23
1_40,BAAA,B,A,A,A,1,-0.0020143761227245597,SNA,l2,2,23
1_40,BAAB,B,A,A,B,2,-0.0015085337295976389,SNA,l2,2,23
1_40,BABA,B,A,B,A,2,-0.00011824824740505412,SNA,l2,2,23
1_40,BABB,B,A,B,B,3,-7.353324623734402e-05,SNA,l2,2,23
1_40,BBAA,B,B,A,A,2,-0.0024947475808874842,SNA,l2,2,23
1_40,BBAB,B,B,A,B,3,-0.0017466345441097277,SNA,l2,2,23
1_40,BBBA,B,B,B,A,3,-0.0010979743758076478,SNA,l2,2,23
1_40,BBBB,B,B,B,B,4,-0.0006067494339500342,SNA,l2,2,23
1_40,J:gate2_only,A,gate2_only,A,A,1,-0.00605947974801035,SNA,l2,2,23
1_40,J:weights_only,A,weights_only,A,A,1,-0.0034548789887268315,SNA,l2,2,23
1_40,alpha_only,A,alpha,alpha,A,1,-0.008244902812759016,SNA,l2,2,23
1_15,AAAA,A,A,A,A,0,0.0005252411409413546,SNA,l2,2,24
1_15,AAAB,A,A,A,B,1,-0.00036056230761929,SNA,l2,2,24
1_15,AABA,A,A,B,A,1,0.02105376102325509,SNA,l2,2,24
1_15,AABB,A,A,B,B,2,0.016492551371724225,SNA,l2,2,24
1_15,ABAA,A,B,A,A,1,0.005955692737031172,SNA,l2,2,24
1_15,ABAB,A,B,A,B,2,0.0049405162966357765,SNA,l2,2,24
1_15,ABBA,A,B,B,A,2,0.02276509101290368,SNA,l2,2,24
1_15,ABBB,A,B,B,B,3,0.018472211921702442,SNA,l2,2,24
1_15,BAAA,B,A,A,A,1,-0.00191652752570824,SNA,l2,2,24
1_15,BAAB,B,A,A,B,2,-0.0016256306917398777,SNA,l2,2,24
1_15,BABA,B,A,B,A,2,0.0015520931713770545,SNA,l2,2,24
1_15,BABB,B,A,B,B,3,0.0014709899988781922,SNA,l2,2,24
1_15,BBAA,B,B,A,A,2,-0.0007387579312477143,SNA,l2,2,24
1_15,BBAB,B,B,A,B,3,-0.0004625956572925605,SNA,l2,2,24
1_15,BBBA,B,B,B,A,3,0.0021660038421325344,SNA,l2,2,24
1_15,BBBB,B,B,B,B,4,0.0020426596761024384,SNA,l2,2,24
1_15,J:gate2_only,A,gate2_only,A,A,1,0.005177064927577315,SNA,l2,2,24
1_15,J:weights_only,A,weights_only,A,A,1,0.0014470271455549247,SNA,l2,2,24
1_15,alpha_only,A,alpha,alpha,A,1,0.0003215308167994316,SNA,l2,2,24
1_40,AAAA,A,A,A,A,0,0.0005252411409413546,SNA,l2,2,24
1_40,AAAB,A,A,A,B,1,-0.0008743714453639112,SNA,l2,2,24
1_40,AABA,A,A,B,A,1,0.024776433754475954,SNA,l2,2,24
1_40,AABB,A,A,B,B,2,0.017245499655912336,SNA,l2,2,24
1_40,ABAA,A,B,A,A,1,0.008741400109112731,SNA,l2,2,24
1_40,ABAB,A,B,A,B,2,0.006748287815744075,SNA,l2,2,24
1_40,ABBA,A,B,B,A,2,0.03009736457191015,SNA,l2,2,24
1_40,ABBB,A,B,B,B,3,0.02182868824240634,SNA,l2,2,24
1_40,BAAA,B,A,A,A,1,-3.5848079657873796e-05,SNA,l2,2,24
1_40,BAAB,B,A,A,B,2,-0.00034505656139616013,SNA,l2,2,24
1_40,BABA,B,A,B,A,2,0.0009989935703419988,SNA,l2,2,24
1_40,BABB,B,A,B,B,3,0.0005326612032170158,SNA,l2,2,24
1_40,BBAA,B,B,A,A,2,0.000428901443717765,SNA,l2,2,24
1_40,BBAB,B,B,A,B,3,8.897619598082391e-06,SNA,l2,2,24
1_40,BBBA,B,B,B,A,3,0.001429990432359578,SNA,l2,2,24
1_40,BBBB,B,B,B,B,4,0.0007341062510013534,SNA,l2,2,24
1_40,J:gate2_only,A,gate2_only,A,A,1,0.006211347111633491,SNA,l2,2,24
1_40,J:weights_only,A,weights_only,A,A,1,0.0030088481444522142,SNA,l2,2,24
1_40,alpha_only,A,alpha,alpha,A,1,9.61966755914883e-05,SNA,l2,2,24
