arm,iv,seed,step,diag_net,diag_U,diag_D,diag_net_pos,diag_net_neg,diag_frozenD,diag_sgd,train_current,train_history,train_actual,diag_block_negfrac
LR,l2,0,11,-6.289841025535461e-05,0.0177881018755318,0.0175386577099354,-0.00053857228477385,0.0006567873440087,-0.00011543906721195999,1.55993317050717e-05,0.00109110552615105,-0.013459438201454,-0.01191272862674015,0.5
LR,l2,0,12,-0.00014125998219850002,0.017576489111540652,0.01724980138574615,-0.00038567838651275006,0.0006124720412259499,9.945585375679999e-05,2.1044749626792322e-05,-0.0013070071795724,-0.0108302382416054,-0.0109701846539914,0.5
LR,l2,0,13,0.0003917629939166,0.01735511594983185,0.016707025740602503,-3.597475255859208e-05,0.0004903703457963999,0.00032344991266,3.497343863851469e-05,0.0027609876766166,-0.01004584106331785,-0.0096973442284315,0.375
LR,l2,0,14,0.0004758916561354,0.0171282839959951,0.01637766740556855,0.000117212162484,0.0006448643308778,0.00053955209723515,4.32785056067931e-05,0.00195172022619635,-0.00877945116482245,-0.007129475090422751,0.3125
LR,l2,0,15,0.00065874209561005,0.0168434278359815,0.015569755982836199,0.00019721802975005,0.000918846168149,0.0009025432204253501,5.8544673710183975e-05,0.0007297062636241001,-0.00650586768097185,-0.0056033266254214,0.25
LR,l2,0,16,0.00105964817546995,0.016717388359431297,0.01521401968234595,0.00021515168874714998,0.0012835638542212,0.00149024274110485,6.156597621278532e-05,0.0007390525958906,-0.00514740915646685,-0.0019315501742015,0.25
LR,l2,0,17,0.0014346657619415,0.0162865444425168,0.0148613903634103,0.00028588466486475,0.00108395752905375,0.00190433151281775,7.202819628995535e-05,0.0007084108054591499,-0.0018535435240213,-0.00160861604399365,0.1875
LR,l2,0,18,0.0011753895129744999,0.015778608370085198,0.01466383763513285,0.00037767085324135,0.00074522826102385,0.0013563920207958998,6.503740377473521e-05,0.00068568368392125,-0.0017057901591426999,-0.0003719210290689,0.125
LR,l2,0,19,0.0007880576245481,0.0153769013072486,0.014246128890398151,0.000273995375323,0.00038289551341895,0.0009320873909196,6.0236109805489514e-05,0.0017703369309704999,-0.0004374483315959,0.0007615025303756615,0.1875
LR,l2,0,20,0.00080190310679575,0.0149774343952096,0.013809721193976651,0.00020881766563869716,0.0009176442077075001,0.0011967070270804,5.683679903667375e-05,0.0009973533713669,0.00047646391325574994,0.00049491766083745,0.3125
LR,l2,0,21,0.0009463025992235,0.01454398922707155,0.013702798009946799,0.00020515496611715002,0.0011007810568275,0.0014255844237005002,5.110347382293205e-05,0.0018716638235457,0.0003389318860374,0.0029986702154985497,0.25
LR,l2,0,22,0.0008662003929178,0.014184569254662,0.0134003253390926,7.966927573656784e-05,0.0010186605681258,0.0011984218346446501,4.883327898642878e-05,0.00069998549307555,0.0025504262847147498,0.00449489845640255,0.3125
LR,l2,0,23,0.0010047677275414001,0.014051052953655701,0.013092632053392301,2.3765732515951786e-06,0.0009374987618724999,0.00158814560801925,5.1428511413036854e-05,0.00137215703193025,0.0037154328656917,0.0047307913146194,0.125
LR,l2,0,24,0.0008293860288765,0.01344159489931275,0.0130773043346823,-0.00011233786248585,0.0012131940598155999,0.001427103100289,4.343738250644026e-05,0.0008333724036673,0.00417746972927735,0.0055783704412967,0.25
LR,l2,0,25,0.000815219397334,0.01326788471141645,0.0128274863724044,-6.533210917518726e-05,0.00095716617546175,0.0013586170967124999,4.0473312275534644e-05,0.0026260070184602998,0.00490221379475895,0.00714218209200325,0.1875
LR,l2,0,26,0.0008926308323065,0.0132477427125978,0.01268887192747805,-0.00025540761215605,0.00116984162484465,0.0012803656965971002,3.5482232937880976e-05,0.00122804644114805,0.00628435277098595,0.0033533313033570497,0.1875
LR,l2,0,27,0.0005016429441787,0.013102554635307049,0.0125015188919295,-0.00043116752635945,0.00096586913581815,0.0010246130381059001,1.87597191415136e-05,-0.0003103974557847,0.00287141433053745,0.0018039455227756,0.375
LR,l2,0,28,3.059997233785e-05,0.012885386763432899,0.01229245118166105,-0.0004692849116725,0.00043690988201949995,0.0005264893047214,9.364844249997969e-06,0.000574071686058,0.0015768548036199002,0.0027645129097594,0.4375
LR,l2,0,29,4.034525285915677e-05,0.012832157494153,0.0122351028210143,-0.00037070769950515,0.00066807832932985,0.00025808833274380003,1.0128457260861549e-05,0.00024952014693992034,0.0022288969475025002,0.0037139210406466,0.4375
LR,l2,0,30,0.00022796887694062748,0.0126020789471154,0.01167264208240725,-0.0004075819783092,0.0005511573451355,0.00011858977328431395,1.4728765486289799e-05,0.00085110562283385,0.0032962278878236,0.0030523286819479,0.4375
LR,l2,0,31,0.0002176930741299,0.01258209690380405,0.01137818240369795,-0.00046382651681815,0.00074493792026685,-9.058930418699991e-06,8.923556117795452e-06,0.000434104052507,0.00269546760432365,0.0039931100462341,0.3125
LR,l2,0,32,0.0004570027285386,0.0124324488624288,0.0111664553714218,-0.00040542747861635,0.00070162882273875,0.0007822329164261,1.6405740556040623e-05,0.00095422551662505,0.0035299559054177997,0.0055349565376268,0.25
LR,l2,0,33,0.0007653426621656,0.0121344729580022,0.010980899281644651,-0.0002459258397708,0.0009125115581827,0.0013949456977038,2.096977454472009e-05,0.00036667940366519997,0.0049387799520068994,0.0051080229672254,0.1875
LR,l2,0,34,0.00069058071479525,0.0120385953308139,0.010740640745332649,-0.00011014682965832182,0.0008850582305799,0.00148499439209145,3.723871873453831e-05,0.00222433981928365,0.0045059402866068,0.006005719884950951,0.25
LR,l2,0,35,0.00050089100386725,0.012051157723815,0.01085622751359715,-0.00013970132439395,0.00080277135789585,0.0012427279574166502,4.295613539683602e-05,0.0009169538915565,0.005349592815134649,0.00527564021588985,0.3125
LR,l2,0,36,0.0003918894135251,0.01172154955737505,0.01083741842614025,-0.00010880477496475,0.00062509457069775,0.0010126833812659501,4.4410546712932036e-05,5.101868588804191e-06,0.004649285149042,0.0045450179606876,0.4375
LR,l2,0,37,0.0001838457895356,0.01153474264656135,0.01079368002256335,-0.00018487373333045002,0.00059661885898455,0.00048643089563159996,3.655135852561967e-05,0.0019280735817876,0.00405365166042335,0.0055158697340931505,0.4375
LR,l2,0,38,0.00011096688324598207,0.011171890292784249,0.010892455461555199,-0.00015266732565680355,0.00038762525902755,0.00023937157125959545,2.6722478485242496e-05,-0.00014332193042645,0.0049261000760861505,0.0048295699916867,0.4375
LR,l2,0,39,-0.0001359670194165824,0.01082431000390845,0.010963594625866449,-0.0001511168335980606,-6.109996602077228e-05,-0.0001613091926245,7.166866726298696e-06,-2.812211117661532e-05,0.0042838449734270995,0.0049606829386304,0.5
LR,l2,0,40,-0.00043319841898905003,0.0106346204665024,0.011135586619099101,-0.00019334237107385,6.955211236976187e-05,-0.00070534933683735,3.9489031718116706e-07,-0.0007628857971650441,0.0044276766617495,0.00412826470814675,0.5
LR,l2,1,1,-0.0081404771031059,0.03150059981509105,0.038587399386571505,-0.00786984893134865,0.0006098392185642,-0.0081404771031059,-0.0003126300501501,-0.00598921612801355,-8.044799834610957e-05,-0.0069494610420976505,1.0
LR,l2,1,2,-0.0038585084755552498,0.02975265700337565,0.03490770478963085,-0.004923559319407,0.00123013729367685,-0.0040199963128224,-0.00019586560084159998,-0.0029543890476205004,-0.00603552748565965,-0.009448976331925901,1.0
LR,l2,1,3,-0.00183343277310105,0.02760421301331525,0.03074454393026585,-0.0036944752735651003,0.0014355050189897999,-0.0023379420345534504,-0.00015590435673975,-0.0025796085494798,-0.008190447689245501,-0.0106842442877635,0.875
LR,l2,1,4,-0.00172286988751685,0.024893657210744602,0.026756798318045498,-0.0035887421534817497,0.0018007755750057502,-0.0021300879613396,-0.00012983629216794406,-0.0021812690092641,-0.009531436996117,-0.01308443926848145,0.75
LR,l2,1,5,-0.0004896599313003,0.02356968767525385,0.02501797263957875,-0.0021851315427506004,0.0017678066127126998,-0.0007717963291475501,-0.00011318958183165,0.0011522550551565998,-0.01192976389898395,-0.00993519128708355,0.6875
LR,l2,1,6,-0.00102234102262255,0.0217988157275004,0.023181268457771652,-0.0023012715722626,0.0012271067186746501,-0.0009265566276867999,-8.300215985700192e-05,0.00021305400635307032,-0.0093522283476535,-0.00871846741416725,0.6875
LR,l2,1,7,-0.0013183891581944,0.0209962208002977,0.02230344868881865,-0.0024988275123939497,0.00080996386661825,-0.00148482765665075,-0.00010374749273294999,-0.0010573828804418,-0.0080233609210407,-0.0113147093479972,0.75
LR,l2,1,8,-0.00148131111103435,0.02045848555082245,0.021778707918617052,-0.0022446654890538502,0.00072204487779315,-0.00188906653347025,-9.090251804268293e-05,-0.0011666159641049,-0.01045094112549135,-0.011031681246876299,0.8125
LR,l2,1,9,-0.00151891216827165,0.01953304701785745,0.020826629265707698,-0.00180209790929755,0.00011640248358522745,-0.002416310174354,-8.573318670661223e-05,-0.00196993834847825,-0.010096428139039,-0.01017673447085305,0.75
LR,l2,1,10,-0.0012200663426329,0.018515674318465,0.0196618405919179,-0.0014394495024573,0.00013903970099899999,-0.0024815187446722,-7.100877054732889e-05,-0.0023663877448019,-0.0091851617332733,-0.01224035730295035,0.6875
LR,l2,1,11,-0.0011884570092839,0.01806397288412865,0.018731064427044752,-0.00125045244631005,0.0003293674602402,-0.00201299523230905,-4.5158829560917616e-05,-0.00182507551762,-0.0112007541276719,-0.013819985084170601,0.75
LR,l2,1,12,-0.00040569028395754997,0.017863325355487653,0.01832778669936485,-0.0008912729501531,0.0005651936054976,-0.000735322051832,-1.1543871148397628e-05,0.00085413990163225,-0.0123926878627724,-0.01366499860603535,0.5
LR,l2,1,13,0.00026369540107805,0.017519272620830452,0.017733302958397798,-0.0005213150566561,0.00054575438220665,0.00040221078307655,2.7861814093246558e-06,0.000427395768652,-0.012377582702952201,-0.0114288770407712,0.5
LR,l2,1,14,0.000370664965921,0.016948525268962747,0.017097825465711453,-0.00024563870205080004,0.0006304567600602,0.00062358091951215,1.6271617414806574e-05,-0.00042374937678955,-0.010366103492804351,-0.0142462795052864,0.375
LR,l2,1,15,0.00142770502433955,0.01654727749078535,0.01582194342023625,-0.00014026720347224338,0.00081856826259105,0.00165567878714505,2.4490784430973842e-05,-0.00060132522881485,-0.01289499605415375,-0.011986556544237699,0.1875
LR,l2,1,16,0.0011907594377217,0.0164066761954461,0.015347639693574201,-2.2040893980001326e-07,0.0010023244724802001,0.0014226930627820999,4.056527305193338e-05,0.00203169707854835,-0.01091861044719735,-0.00996841163586615,0.1875
LR,l2,1,17,0.0011171808365556999,0.01592108457682625,0.01468159404302605,0.0002019459700429,0.00115347145669215,0.0015932276830874,4.823265545619375e-05,0.00212881508437345,-0.00901256291289235,-0.00587616304157835,0.25
LR,l2,1,18,0.0014369691149141999,0.0155674879463665,0.014042802908536201,5.362899590533466e-05,0.00118858336566585,0.0022119033289978,5.3397831737360914e-05,0.00205500196481535,-0.00540081538978705,-0.0026788220319705,0.125
LR,l2,1,19,0.0013382241433632,0.015185855021377401,0.01377811875167035,-6.202101121004439e-05,0.001358896065512,0.00195340793941935,5.362547883616854e-05,0.0005324378617367,-0.00256161558579205,-0.0012090905310413501,0.125
LR,l2,1,20,0.0012569758760620502,0.014807115387165,0.01327336758299375,7.629510398025008e-05,0.00124774270521075,0.0018182597926428,6.291753246166816e-05,0.00053481725672475,-0.0012711777315296,-0.0004020086550066,0.125
LR,l2,1,21,0.0014229409864925501,0.01423290169727965,0.0130784886973891,0.00010614735345555555,0.0013121356844619,0.0019174872827255,7.111909376481404e-05,0.00035125636455955,-0.00049278049056845,0.00072528609512395,0.0625
LR,l2,1,22,0.0018167021221711,0.01381884111974715,0.012971875058076801,-2.7192276992959053e-05,0.0011597903241968,0.0024384049293899998,6.721718603207413e-05,0.0013931886463038,0.00054083731440365,0.00211051736830835,0.0625
LR,l2,1,23,0.001608313744035,0.0135232969143035,0.01260632110847835,-2.0166076627450007e-05,0.0009732934288289501,0.0021744921365930998,6.541467191080622e-05,0.0016909089473509,0.0017631781570936,0.00418507448485985,0.125
LR,l2,1,24,0.0010935400216395001,0.0134107116300681,0.012423112551661,0.00012611373037159422,0.00106868676861045,0.00178791330946585,6.013752489632357e-05,0.00097996936029145,0.0036183390728378997,0.00307262583142595,0.1875
LR,l2,1,25,0.00108624792556345,0.01347661275547445,0.01247539482096455,0.00015317408187455,0.0009223557753963,0.0014951950667665501,5.8994335904367226e-05,0.002303021498332,0.0026961905899959,0.0054233977414087,0.0625
LR,l2,1,26,0.0006025295669668,0.013419063007476351,0.012679243534462849,2.041238296321803e-05,0.0006658192615872499,0.0009218457310049999,4.243245250508366e-05,2.6325482714214168e-05,0.00474373680452065,0.0055147900152469,0.375
LR,l2,1,27,0.00061387973752365,0.01322841837800685,0.01274954479399595,-3.893190124019605e-05,0.0005132103650602,0.0007430572327617,3.358623265752669e-05,0.0010814849276359999,0.004909296288001051,0.00434127693800985,0.375
LR,l2,1,28,0.0008883970284682,0.013070296858012899,0.01205780467643665,8.109545797599068e-05,0.00055611317791955,0.0012887696017881,4.6863310822828794e-05,0.00241692565733795,0.0038495949551611503,0.00554669467663245,0.375
LR,l2,1,29,0.0006163825227621,0.01283857434552455,0.0118464635976333,2.9642161375542566e-05,0.00059863781513945,0.00129599829418745,3.880826071872444e-05,0.00075496940615375,0.00490656948625085,0.0043364598916998,0.25
LR,l2,1,30,0.0004561605014434,0.01263606947775065,0.01168906755254825,3.707827458089658e-05,0.0004914247706702,0.0009908050057420002,3.495321997631864e-05,0.00095139245191765,0.00388205914528225,0.00536312828084175,0.25
LR,l2,1,31,0.0003308706335575,0.012207216412659299,0.01136252068092745,9.35171870141521e-05,0.00051838133261545,0.00062497255894945,2.8809393308874637e-05,0.00164559426252455,0.00476580483337855,0.00670640378297695,0.3125
LR,l2,1,32,0.00023914160803864998,0.0118853096387569,0.011216785259394148,0.0002440583366083,0.00043505231198935,0.0004893987112962,2.333684925496846e-05,0.0016897114933165,0.00595595561153775,0.007936574101873,0.375
LR,l2,1,33,0.0003124647792167,0.01166322204601985,0.01106115516940135,4.240822231202628e-05,0.0002822810562242,0.0006564031586432,2.583643525818149e-05,-0.00081599844558285,0.0069758509483094,0.005459049520124,0.3125
LR,l2,1,34,0.00016559743026530003,0.0114225259642222,0.01151508188234775,-0.00012811497750895,0.00016654411606439998,0.00028555117669250003,1.89883834231119e-05,-0.00064669752377875,0.00483472056460185,0.0043306249506181,0.375
LR,l2,1,35,-0.00022639889149275,0.0113126483948588,0.0116135073847429,-0.0002448843840636,-2.711205094408243e-05,-0.00033306730123895,7.446455884516444e-06,0.00028469547292550004,0.00383765047077565,0.00385983852155615,0.5
LR,l2,1,36,-0.00044724590833735,0.01116277173167575,0.01159106959583045,-0.0002683617092793,-0.00020507060577205,-0.00088601325222775,-9.102649737392515e-06,0.00031025844513615,0.00340117900342815,0.0035568843781989,0.625
LR,l2,1,37,-0.0006934938797997,0.011194622372371999,0.0115410900118115,-0.00029767992499359997,-0.00023342754808829998,-0.00108831069721705,-1.2742816417686674e-05,-0.0004654667440698,0.00315738141316755,0.0037120390369211505,0.625
LR,l2,1,38,-0.00061504838020225,0.011093205600064049,0.0112522974144158,-0.0003150292867492,-0.00011289786302645,-0.0008983599137921999,-8.691724316020606e-06,-0.0006024181499122,0.00329736477700315,0.0022935820354707996,0.75
LR,l2,1,39,-0.0002856855984753,0.010863023436795651,0.01088480131645185,-0.00019865238230435,0.00010378483427555,-0.00044647249250349995,6.925303932008962e-06,-0.00107986121918995,0.0019922481249353497,0.0008494662484749,0.625
LR,l2,1,40,0.00012820202471888403,0.0105162155885082,0.0103967185791578,-6.292527107504494e-05,0.0004061438833746,0.00017387030395763672,2.5666596975706835e-05,0.00058645086489955,0.0007569247236152499,0.0011843996102513,0.5
LR,l2,2,1,-0.00973568191743285,0.032071320131052794,0.04303833594133735,-0.01031805236435455,0.00028756645699675,-0.00973568191743285,-0.00044979290240679997,-0.009480446156594349,0.00014293902209734576,-0.009552205370821049,1.0
LR,l2,2,2,-0.00673568345596155,0.03003541553957855,0.03552943575095815,-0.00795524183719985,0.00112010734036105,-0.00770476664364365,-0.00036609097621025,-0.0057252099460487,-0.00834386935830525,-0.0154340974513019,1.0
LR,l2,2,3,-0.0034488355090938503,0.0273482370708447,0.02988509021884895,-0.00541505336574815,0.0014378499583905,-0.00425397246767165,-0.00023805864085725,-0.00274596363779805,-0.0135992352936265,-0.0167916226254516,1.0
LR,l2,2,4,-0.00197358394678,0.0247914644534326,0.02640989405419595,-0.00376941520152545,0.0014011571764301,-0.0028678815981299,-0.00016994583435430002,-0.00352209510184645,-0.01477719475550005,-0.0187546300728049,0.8125
LR,l2,2,5,-0.00165611266550145,0.0233061432179423,0.024882450926582297,-0.00318757038753565,0.00133653074218455,-0.00188073136581015,-0.0001182659689316,-0.0017432593089572001,-0.016721544505578702,-0.01697804426678155,0.875
LR,l2,2,6,-0.00109320853260085,0.021704228375588948,0.02291107846898845,-0.00267114522411925,0.0012598634380051,-0.0012164798416199499,-0.0001067423202962745,-0.0008307702686496999,-0.0152112228634032,-0.01636273387337245,0.75
LR,l2,2,7,-0.00114298733702305,0.0203276216305639,0.022073262219075053,-0.00164717390835835,0.0008719345557751,-0.00152403214045685,-9.302169595307126e-05,-0.0015919494537867001,-0.014733281356273598,-0.015500365589866949,0.75
LR,l2,2,8,-0.00077775143210985,0.019521812458850298,0.02084110964672475,-0.0012956728741896,0.0005579722748295,-0.0010333407642168,-7.921087489238689e-05,-0.002034524252751,-0.0140021594601022,-0.016485299992127347,0.75
LR,l2,2,9,-0.0011202301396114,0.0186147959737153,0.019504572775763097,-0.00117928519875775,-0.00010852729248948493,-0.0013537915710622002,-3.8593870040485865e-05,-0.0013575786237696001,-0.01484051482588015,-0.01526499602788035,0.75
LR,l2,2,10,-0.0006413699937719,0.0179388450337669,0.019249104307451602,-0.00101995589831435,0.00011485096604459302,-0.0011007939782179499,-3.11365211522106e-05,-0.0009465979888647999,-0.013743900912473,-0.0153910524170784,0.75
LR,l2,2,11,-0.00019310185964495,0.0175534300142769,0.01746719004591135,-0.0007775547635035,-0.0001886864048177,-0.00048339684908840005,2.464000253237168e-06,0.00062192942771625,-0.013920632707346,-0.01226442895041845,0.5625
LR,l2,2,12,-0.00040542498429675,0.01697210753987025,0.0173429732396806,-0.00055278671884085,4.221244330265004e-05,-0.0006547425245563,-2.4274888920418434e-06,-0.0006045352060242,-0.01109766800231815,-0.01103171320795125,0.5
LR,l2,2,13,1.794086570744999e-05,0.016760517657954152,0.01651658313588885,-0.00016583616841265,0.0003327074974899,-0.00048554962055835,1.0111470072407801e-05,0.0005898143703677999,-0.0099669475785172,-0.01005827672729805,0.4375
LR,l2,2,14,0.00047499612935875,0.0164216315619687,0.0157890181978066,-5.167523748156353e-05,0.0002443468476391,0.00061184596106205,2.8005989780531197e-05,3.337861142044405e-05,-0.00913973131872515,-0.0110409874792015,0.375
LR,l2,2,15,0.00024442600938945,0.01597230525348665,0.0154627693728744,-5.734314975398054e-05,3.717279683581279e-06,0.000481307898081239,2.6986133104873175e-05,8.992669422409999e-05,-0.010095321320930752,-0.008304078309622352,0.375
LR,l2,2,16,0.00014641857840776943,0.0156690183174411,0.015331421830799899,0.00010149744190748557,5.2519029174190255e-05,0.00035457755307029997,3.922236197646422e-05,0.0011181249329222502,-0.00752036763100205,-0.0080922332951199,0.4375
LR,l2,2,17,0.00060923330938065,0.01553284156716385,0.0149576229695772,4.712892744937729e-05,0.00043806164687315,0.0004809480535045,4.5182722424089065e-05,0.0006092640964589,-0.0073503301642803,-0.0048046207501791,0.375
LR,l2,2,18,0.0007738026732312,0.0151023333953227,0.01474602091286625,6.028526703882875e-05,0.00070087704395715,0.0009463740593632,4.8231332813490274e-05,0.0013484642300513,-0.004387617167001,-0.005017931222674301,0.375
LR,l2,2,19,0.00067647805059605,0.015063727920122599,0.01417185451396875,4.0445168270098874e-05,0.00084039865768415,0.00084418944430665,5.083062032072296e-05,0.00034551685003115005,-0.004594419503938,-0.0044871926805259005,0.25
LR,l2,2,20,0.0010192650544158,0.014830801341597751,0.0135699737733317,4.721338670485341e-05,0.0009853532236106,0.00103060730876865,6.218178189837978e-05,0.0009640547276665501,-0.0041037113373311,-0.0051248010569876,0.25
LR,l2,2,21,0.0013881312430001,0.014703721099929401,0.01292495918132445,0.00015035211153215,0.0010793824505949,0.0018109190050944498,6.998072115013745e-05,0.0011496422403466,-0.0046480245115431505,-0.00267476134044845,0.1875
LR,l2,2,22,0.0019296837027803,0.0144577400298617,0.01244327725170285,0.00015577933875175,0.0015695106312291,0.0025174226157221,7.60839526061956e-05,0.0021300396322434002,-0.0026225369149244,-0.00057842807701155,0.1875
LR,l2,2,23,0.00204411593848735,0.014271832425250802,0.0120897681368556,2.9415022434877824e-05,0.0017507112455022499,0.0029188499907303,7.724710620048007e-05,0.00174493136924205,-0.0005788923998548501,0.00057464853876285,0.0625
LR,l2,2,24,0.0020137384536314,0.0140895832132279,0.01187284721022055,7.961280703844063e-05,0.00155819126231805,0.00269664357412065,7.543198960400328e-05,0.00341719247485285,0.00048229699068815,0.00453853483560235,0.0
LR,l2,2,25,0.0015902625311755999,0.013835622334620198,0.01196568939251135,0.0002451412906187,0.00137066518598705,0.0022980188785386,7.345108786857891e-05,0.0026291160373115,0.0040020564142753,0.006168716449169,0.125
LR,l2,2,26,0.0012476835260384,0.013644503900394199,0.01213978775648035,0.00016505140972295,0.0012215331433986,0.0016433630863447002,6.480243910427178e-05,0.0020965269870573504,0.0054189127455927,0.006187285536944099,0.125
LR,l2,2,27,0.00101406254110595,0.013117767693201849,0.01211670326343625,-6.733986477350847e-06,0.0009888568514289501,0.00122273178572985,4.980815897990438e-05,0.00063028309056525,0.00543843274227945,0.006914856627864599,0.125
LR,l2,2,28,0.00078474416186555,0.012964360021788,0.0120467570319536,-0.0001540407661215,0.0008319835363227,0.00094376088693745,3.9666846100677574e-05,0.00121044319102285,0.0061483327880986,0.007533879811253599,0.25
LR,l2,2,29,0.00060697302405195,0.0128084201592509,0.0121246842087292,-0.00016040452066695,0.0007151091162305499,0.0005658290479891,3.6597553873564284e-05,0.0004259111386966,0.006661020538130049,0.0066866045377227,0.375
LR,l2,2,30,0.00042047088808734996,0.012404730719456549,0.012231742470419651,-8.72359679199179e-05,0.000457573674522,0.0006981617525642499,2.4187689142536934e-05,0.0015533377511270001,0.00591701134677585,0.0070068067244164495,0.375
LR,l2,2,31,-3.787156094436034e-05,0.0122382909062643,0.01241649859953595,-6.162594665209097e-05,0.00020732720624135593,-6.579047342075e-05,1.4131168548378526e-05,9.160147544833117e-05,0.006236043664999949,0.00693490993531235,0.5
LR,l2,2,32,-0.00010219907383700888,0.01198352542203635,0.01248263453225965,-0.00021286393485695,0.00014377663814705,-0.00028246944299215,6.3392037138882034e-06,0.00105962758177315,0.00620544362323095,0.0062216694823017,0.5
LR,l2,2,33,-0.00039062302330270004,0.0119548118884868,0.01224062218998935,-0.00030407845350385003,2.039718336319671e-05,-0.00095239565614695,-5.639084688254339e-06,-0.000351240507422,0.005533116160206,0.003629388591571,0.5625
LR,l2,2,34,-0.00031228584848425,0.01181671891792455,0.011839049698229,-0.000303772459809,-6.919159222122594e-06,-0.0009293342170526,-9.750942474710413e-06,0.00117188654243345,0.00317973397703035,0.0045876913781946,0.625
LR,l2,2,35,-0.00020109764397260968,0.0115527934046018,0.011619382082739601,-0.00032613140757175,0.00010269779035276611,-0.00062184462698695,-5.07986522484846e-06,-0.0007455586867377,0.00408077686764805,0.00318456763683,0.5
LR,l2,2,36,-0.000150203118477,0.0112452242375087,0.0113803209504054,-0.0001803249824021,2.1067104547060726e-05,-0.0003731407434898,-7.131816538615622e-07,8.82467375247764e-05,0.00284614065645875,0.0017860493267221,0.5625
LR,l2,2,37,-3.435626596037772e-05,0.01128820462483175,0.01109038109327385,-0.00016062751000485,0.0002351986363983,0.0001701642348792279,1.0544830736049708e-05,5.348637758425001e-05,0.0015640325001311998,0.0014983915314163,0.5625
LR,l2,2,38,7.672705861904819e-06,0.011000929515923099,0.0109555337630634,-0.00015338073784615,0.0002029816963806,0.0001484103909751042,1.4114671624074356e-05,0.0015639534062084999,0.0013318926873139999,0.0018756542953019002,0.5
LR,l2,2,39,3.6162972314008506e-05,0.01085822935299815,0.01067757049732985,-0.00020517607052389998,0.00018325810713765002,0.0001854988819731,1.7773932750408247e-05,0.0008517798472895499,0.00168042386570775,0.0034392878881708,0.5
LR,l2,2,40,-0.0001244082455597,0.01064933680761005,0.01057451158767805,-0.00016249369249995,0.0001452151327479,-9.634330080236077e-05,8.558287218453402e-06,0.0007534410043003,0.00303962241951555,0.0035929458586354502,0.5
LR,none,0,1,-0.0006299334415706,0.03225018061563665,0.034509179153642905,-0.0066333901982416,0.0055067210962649,-0.0006299334415706,-0.00013927743469150001,0.00217797491933175,-0.0003558360447737,0.0011990644926267,0.5625
LR,none,0,2,-0.0004550791469521,0.03079343203207285,0.0314252424564124,-0.0053699994937617,0.005462145770173401,-0.0005985473482641,-0.00011254328413213177,-0.00046070964871195,0.0011447668978622,0.00110415782659715,0.5
LR,none,0,3,0.000370604865560404,0.0292838375012797,0.028748311068796502,-0.0038778127768795,0.0051617972869592,-0.0001394998068165772,-7.300518843995479e-05,-0.00014058669001549998,0.0011088478501450499,0.001510381598826,0.4375
