pair,cell,r,J,g,D,n_swapped,net,arm,iv,seed,task
1_15,AAAA,A,A,A,A,0,-0.010083021077526268,LR,l2,2,21
1_15,AAAB,A,A,A,B,1,-0.009098417505714785,LR,l2,2,21
1_15,AABA,A,A,B,A,1,0.01986216235828627,LR,l2,2,21
1_15,AABB,A,A,B,B,2,0.013013826073052282,LR,l2,2,21
1_15,ABAA,A,B,A,A,1,-7.284138470858292e-05,LR,l2,2,21
1_15,ABAB,A,B,A,B,2,-0.0008531294223842975,LR,l2,2,21
1_15,ABBA,A,B,B,A,2,0.02197512323587882,LR,l2,2,21
1_15,ABBB,A,B,B,B,3,0.01460145179006374,LR,l2,2,21
1_15,BAAA,B,A,A,A,1,-0.004728174292117768,LR,l2,2,21
1_15,BAAB,B,A,A,B,2,-0.003821283008022025,LR,l2,2,21
1_15,BABA,B,A,B,A,2,-0.001783774647178224,LR,l2,2,21
1_15,BABB,B,A,B,B,3,-0.0009289636198553515,LR,l2,2,21
1_15,BBAA,B,B,A,A,2,-0.0037377207131110745,LR,l2,2,21
1_15,BBAB,B,B,A,B,3,-0.0028988372767087254,LR,l2,2,21
1_15,BBBA,B,B,B,A,3,-0.002512132056715587,LR,l2,2,21
1_15,BBBB,B,B,B,B,4,-0.0013788739523764464,LR,l2,2,21
1_15,J:gate2_only,A,gate2_only,A,A,1,-0.0018624143202267379,LR,l2,2,21
1_15,J:weights_only,A,weights_only,A,A,1,-0.006550828339703101,LR,l2,2,21
1_40,AAAA,A,A,A,A,0,-0.010083021077526268,LR,l2,2,21
1_40,AAAB,A,A,A,B,1,-0.009160274340457224,LR,l2,2,21
1_40,AABA,A,A,B,A,1,0.024437570800984406,LR,l2,2,21
1_40,AABB,A,A,B,B,2,0.01373628735958383,LR,l2,2,21
1_40,ABAA,A,B,A,A,1,0.0012033634511389455,LR,l2,2,21
1_40,ABAB,A,B,A,B,2,-0.0005266666684715915,LR,l2,2,21
1_40,ABBA,A,B,B,A,2,0.040111491688723404,LR,l2,2,21
1_40,ABBB,A,B,B,B,3,0.023922888529292113,LR,l2,2,21
1_40,BAAA,B,A,A,A,1,-0.0004285941146074407,LR,l2,2,21
1_40,BAAB,B,A,A,B,2,-0.0003561976811045572,LR,l2,2,21
1_40,BABA,B,A,B,A,2,0.0017479111271097247,LR,l2,2,21
1_40,BABB,B,A,B,B,3,0.001003403206689163,LR,l2,2,21
1_40,BBAA,B,B,A,A,2,-0.0003253825182170258,LR,l2,2,21
1_40,BBAB,B,B,A,B,3,-0.00023870248472671954,LR,l2,2,21
1_40,BBBA,B,B,B,A,3,0.0010769746219611688,LR,l2,2,21
1_40,BBBB,B,B,B,B,4,0.0005744988907965833,LR,l2,2,21
1_40,J:gate2_only,A,gate2_only,A,A,1,-0.0012766057754006255,LR,l2,2,21
1_40,J:weights_only,A,weights_only,A,A,1,-0.006893580294523145,LR,l2,2,21
1_15,AAAA,A,A,A,A,0,-0.01817309994156218,LR,l2,2,22
1_15,AAAB,A,A,A,B,1,-0.014283404588268808,LR,l2,2,22
1_15,AABA,A,A,B,A,1,0.011462670060322325,LR,l2,2,22
1_15,AABB,A,A,B,B,2,0.006207956434331623,LR,l2,2,22
1_15,ABAA,A,B,A,A,1,-0.006582922507841432,LR,l2,2,22
1_15,ABAB,A,B,A,B,2,-0.005215169573491733,LR,l2,2,22
1_15,ABBA,A,B,B,A,2,0.01590977016744476,LR,l2,2,22
1_15,ABBB,A,B,B,B,3,0.009721603782544051,LR,l2,2,22
1_15,BAAA,B,A,A,A,1,-0.005870060617021313,LR,l2,2,22
1_15,BAAB,B,A,A,B,2,-0.004546874039185396,LR,l2,2,22
1_15,BABA,B,A,B,A,2,-0.0036329197837995323,LR,l2,2,22
1_15,BABB,B,A,B,B,3,-0.0019470612572083915,LR,l2,2,22
1_15,BBAA,B,B,A,A,2,-0.004150673347229789,LR,l2,2,22
1_15,BBAB,B,B,A,B,3,-0.003019879823923188,LR,l2,2,22
1_15,BBBA,B,B,B,A,3,-0.0030162103178410916,LR,l2,2,22
1_15,BBBB,B,B,B,B,4,-0.0014001104399737542,LR,l2,2,22
1_15,J:gate2_only,A,gate2_only,A,A,1,-0.008250916163290453,LR,l2,2,22
1_15,J:weights_only,A,weights_only,A,A,1,-0.014050881607040233,LR,l2,2,22
1_40,AAAA,A,A,A,A,0,-0.01817309994156218,LR,l2,2,22
