pair,cell,r,J,g,D,n_swapped,net,arm,iv,seed,task
1_15,BBAA,B,B,A,A,2,-0.0004760191506632766,LR,none,2,22
1_15,BBAB,B,B,A,B,3,-0.0003477973414986029,LR,none,2,22
1_15,BBBA,B,B,B,A,3,0.0009374433558545026,LR,none,2,22
1_15,BBBB,B,B,B,B,4,0.0004790669266129037,LR,none,2,22
1_15,J:gate2_only,A,gate2_only,A,A,1,0.0015640030635339268,LR,none,2,22
1_15,J:weights_only,A,weights_only,A,A,1,-0.0035525157533956384,LR,none,2,22
1_40,AAAA,A,A,A,A,0,-0.001457578559570205,LR,none,2,22
1_40,AAAB,A,A,A,B,1,-0.0029356456277514877,LR,none,2,22
1_40,AABA,A,A,B,A,1,0.026691179634008518,LR,none,2,22
1_40,AABB,A,A,B,B,2,0.0138632883362992,LR,none,2,22
1_40,ABAA,A,B,A,A,1,0.011048142535376431,LR,none,2,22
1_40,ABAB,A,B,A,B,2,0.0058754548237601924,LR,none,2,22
1_40,ABBA,A,B,B,A,2,0.043395379080823145,LR,none,2,22
1_40,ABBB,A,B,B,B,3,0.024150548657381764,LR,none,2,22
1_40,BAAA,B,A,A,A,1,-0.0011443397874557246,LR,none,2,22
1_40,BAAB,B,A,A,B,2,-0.000759191867995642,LR,none,2,22
1_40,BABA,B,A,B,A,2,0.0008679005012400415,LR,none,2,22
1_40,BABB,B,A,B,B,3,0.0005273947783513169,LR,none,2,22
1_40,BBAA,B,B,A,A,2,-0.0008239123719024143,LR,none,2,22
1_40,BBAB,B,B,A,B,3,-0.0005424526115435847,LR,none,2,22
1_40,BBBA,B,B,B,A,3,0.0022057500444294166,LR,none,2,22
1_40,BBBB,B,B,B,B,4,0.0013245980017123397,LR,none,2,22
1_40,J:gate2_only,A,gate2_only,A,A,1,0.007726112749299284,LR,none,2,22
1_40,J:weights_only,A,weights_only,A,A,1,0.000674314546185236,LR,none,2,22
1_15,AAAA,A,A,A,A,0,0.0037806099011164695,LR,none,2,23
1_15,AAAB,A,A,A,B,1,0.002978127769410431,LR,none,2,23
1_15,AABA,A,A,B,A,1,0.018043538848557045,LR,none,2,23
1_15,AABB,A,A,B,B,2,0.012651868494244357,LR,none,2,23
1_15,ABAA,A,B,A,A,1,0.0070142532199407425,LR,none,2,23
1_15,ABAB,A,B,A,B,2,0.005266049436132994,LR,none,2,23
1_15,ABBA,A,B,B,A,2,0.01651604311494586,LR,none,2,23
1_15,ABBB,A,B,B,B,3,0.011495908565691165,LR,none,2,23
1_15,BAAA,B,A,A,A,1,-0.0014851793332401487,LR,none,2,23
1_15,BAAB,B,A,A,B,2,-0.001303043901693656,LR,none,2,23
1_15,BABA,B,A,B,A,2,0.001096360220307873,LR,none,2,23
1_15,BABB,B,A,B,B,3,0.0005645040396908461,LR,none,2,23
1_15,BBAA,B,B,A,A,2,0.0002882068032472831,LR,none,2,23
1_15,BBAB,B,B,A,B,3,8.332425060752512e-05,LR,none,2,23
1_15,BBBA,B,B,B,A,3,0.0022229557016295166,LR,none,2,23
1_15,BBBB,B,B,B,B,4,0.0013756355323134256,LR,none,2,23
1_15,J:gate2_only,A,gate2_only,A,A,1,0.006650310004207347,LR,none,2,23
1_15,J:weights_only,A,weights_only,A,A,1,0.0029872442145854206,LR,none,2,23
1_40,AAAA,A,A,A,A,0,0.0037806099011164695,LR,none,2,23
1_40,AAAB,A,A,A,B,1,0.0024049649777916015,LR,none,2,23
1_40,AABA,A,A,B,A,1,0.02217424669305566,LR,none,2,23
1_40,AABB,A,A,B,B,2,0.014207289513378121,LR,none,2,23
1_40,ABAA,A,B,A,A,1,0.012885063937985228,LR,none,2,23
1_40,ABAB,A,B,A,B,2,0.008707970898198357,LR,none,2,23
1_40,ABBA,A,B,B,A,2,0.03065726483919879,LR,none,2,23
1_40,ABBB,A,B,B,B,3,0.019267317987898665,LR,none,2,23
1_40,BAAA,B,A,A,A,1,-0.00200869742704652,LR,none,2,23
1_40,BAAB,B,A,A,B,2,-0.001448188093216981,LR,none,2,23
1_40,BABA,B,A,B,A,2,-0.0013803309668776772,LR,none,2,23
1_40,BABB,B,A,B,B,3,-0.0009068166328826721,LR,none,2,23
1_40,BBAA,B,B,A,A,2,-0.0008890473669528645,LR,none,2,23
1_40,BBAB,B,B,A,B,3,-0.0006151809802068098,LR,none,2,23
1_40,BBBA,B,B,B,A,3,-3.43695415068658e-06,LR,none,2,23
1_40,BBBB,B,B,B,B,4,1.3003014460902023e-05,LR,none,2,23
1_40,J:gate2_only,A,gate2_only,A,A,1,0.00991223728383042,LR,none,2,23
1_40,J:weights_only,A,weights_only,A,A,1,0.005079170485839471,LR,none,2,23
1_15,AAAA,A,A,A,A,0,0.002808174286433156,LR,none,2,24
1_15,AAAB,A,A,A,B,1,0.0027551139339616094,LR,none,2,24
1_15,AABA,A,A,B,A,1,0.01570299872473583,LR,none,2,24
1_15,AABB,A,A,B,B,2,0.012514649852341323,LR,none,2,24
1_15,ABAA,A,B,A,A,1,0.00819216627746293,LR,none,2,24
1_15,ABAB,A,B,A,B,2,0.006644372241336429,LR,none,2,24
1_15,ABBA,A,B,B,A,2,0.021382786477391065,LR,none,2,24
1_15,ABBB,A,B,B,B,3,0.016556824896827048,LR,none,2,24
1_15,BAAA,B,A,A,A,1,-0.004638595327733896,LR,none,2,24
1_15,BAAB,B,A,A,B,2,-0.003567612967944025,LR,none,2,24
1_15,BABA,B,A,B,A,2,-0.0034138790030932738,LR,none,2,24
1_15,BABB,B,A,B,B,3,-0.002679712473906064,LR,none,2,24
1_15,BBAA,B,B,A,A,2,-0.004411880009353484,LR,none,2,24
1_15,BBAB,B,B,A,B,3,-0.003332566904940887,LR,none,2,24
1_15,BBBA,B,B,B,A,3,-0.004538954702855394,LR,none,2,24
1_15,BBBB,B,B,B,B,4,-0.003433734630141861,LR,none,2,24
1_15,J:gate2_only,A,gate2_only,A,A,1,0.009085862943837196,LR,none,2,24
1_15,J:weights_only,A,weights_only,A,A,1,0.001708161980191697,LR,none,2,24
1_40,AAAA,A,A,A,A,0,0.002808174286433156,LR,none,2,24
1_40,AAAB,A,A,A,B,1,0.0019949163037256126,LR,none,2,24
1_40,AABA,A,A,B,A,1,0.022241971461153906,LR,none,2,24
1_40,AABB,A,A,B,B,2,0.014474901819275816,LR,none,2,24
1_40,ABAA,A,B,A,A,1,0.015693742346344415,LR,none,2,24
1_40,ABAB,A,B,A,B,2,0.010223019933501028,LR,none,2,24
1_40,ABBA,A,B,B,A,2,0.040048765711024184,LR,none,2,24
1_40,ABBB,A,B,B,B,3,0.024872243216057008,LR,none,2,24
1_40,BAAA,B,A,A,A,1,-0.0015900255940092772,LR,none,2,24
1_40,BAAB,B,A,A,B,2,-0.0009528194520633377,LR,none,2,24
1_40,BABA,B,A,B,A,2,0.00029837462118720434,LR,none,2,24
1_40,BABB,B,A,B,B,3,0.00036440153064821887,LR,none,2,24
1_40,BBAA,B,B,A,A,2,-0.0011822635098182371,LR,none,2,24
1_40,BBAB,B,B,A,B,3,-0.0006594167432874385,LR,none,2,24
1_40,BBBA,B,B,B,A,3,0.0008976411280145396,LR,none,2,24
1_40,BBBB,B,B,B,B,4,0.0008274030081458102,LR,none,2,24
1_40,J:gate2_only,A,gate2_only,A,A,1,0.014907776752436883,LR,none,2,24
1_40,J:weights_only,A,weights_only,A,A,1,0.0027012806638874788,LR,none,2,24
1_15,AAAA,A,A,A,A,0,0.003978003719401079,LR,none,2,25
1_15,AAAB,A,A,A,B,1,0.0033056665924211413,LR,none,2,25
1_15,AABA,A,A,B,A,1,0.020540457163343517,LR,none,2,25
1_15,AABB,A,A,B,B,2,0.014544483459417074,LR,none,2,25
1_15,ABAA,A,B,A,A,1,0.004474763305552552,LR,none,2,25
1_15,ABAB,A,B,A,B,2,0.0034221718140748946,LR,none,2,25
1_15,ABBA,A,B,B,A,2,0.015465364987628018,LR,none,2,25
1_15,ABBB,A,B,B,B,3,0.010959858103674393,LR,none,2,25
1_15,BAAA,B,A,A,A,1,-0.0026703616582002387,LR,none,2,25
1_15,BAAB,B,A,A,B,2,-0.0017380294093030735,LR,none,2,25
1_15,BABA,B,A,B,A,2,-0.0015024107201182196,LR,none,2,25
1_15,BABB,B,A,B,B,3,-0.0009307709529386449,LR,none,2,25
1_15,BBAA,B,B,A,A,2,-0.002369466507760849,LR,none,2,25
1_15,BBAB,B,B,A,B,3,-0.0016230897475516131,LR,none,2,25
1_15,BBBA,B,B,B,A,3,-0.002050483231585766,LR,none,2,25
1_15,BBBB,B,B,B,B,4,-0.0013342343055821775,LR,none,2,25
1_15,J:gate2_only,A,gate2_only,A,A,1,0.0045982564133484555,LR,none,2,25
1_15,J:weights_only,A,weights_only,A,A,1,0.0037984442382784332,LR,none,2,25
1_40,AAAA,A,A,A,A,0,0.003978003719401079,LR,none,2,25
1_40,AAAB,A,A,A,B,1,0.0023405181064931548,LR,none,2,25
1_40,AABA,A,A,B,A,1,0.028215417284518783,LR,none,2,25
1_40,AABB,A,A,B,B,2,0.01640319640124547,LR,none,2,25
1_40,ABAA,A,B,A,A,1,0.014214140277567509,LR,none,2,25
1_40,ABAB,A,B,A,B,2,0.009682200349836302,LR,none,2,25
1_40,ABBA,A,B,B,A,2,0.03971800013384841,LR,none,2,25
1_40,ABBB,A,B,B,B,3,0.024296460889091705,LR,none,2,25
1_40,BAAA,B,A,A,A,1,-0.0036808021929717115,LR,none,2,25
1_40,BAAB,B,A,A,B,2,-0.0024863817737912257,LR,none,2,25
1_40,BABA,B,A,B,A,2,-0.0016296707064244096,LR,none,2,25
1_40,BABB,B,A,B,B,3,-0.001190940072312346,LR,none,2,25
1_40,BBAA,B,B,A,A,2,-0.0036139689520595175,LR,none,2,25
1_40,BBAB,B,B,A,B,3,-0.0025055556525739897,LR,none,2,25
1_40,BBBA,B,B,B,A,3,-0.0018554833267058412,LR,none,2,25
1_40,BBBB,B,B,B,B,4,-0.0013740931730164326,LR,none,2,25
1_40,J:gate2_only,A,gate2_only,A,A,1,0.012503931787409037,LR,none,2,25
1_40,J:weights_only,A,weights_only,A,A,1,0.005423345490880958,LR,none,2,25
1_15,AAAA,A,A,A,A,0,0.0014764453967178214,LR,none,2,26
1_15,AAAB,A,A,A,B,1,-1.3807362236489956e-05,LR,none,2,26
1_15,AABA,A,A,B,A,1,0.026746812716541096,LR,none,2,26
1_15,AABB,A,A,B,B,2,0.016675928583718056,LR,none,2,26
1_15,ABAA,A,B,A,A,1,0.005408482940095633,LR,none,2,26
1_15,ABAB,A,B,A,B,2,0.003497360530778273,LR,none,2,26
1_15,ABBA,A,B,B,A,2,0.01975854327077196,LR,none,2,26
1_15,ABBB,A,B,B,B,3,0.013222596111361215,LR,none,2,26
1_15,BAAA,B,A,A,A,1,-0.01203255602209039,LR,none,2,26
1_15,BAAB,B,A,A,B,2,-0.008137643384875798,LR,none,2,26
1_15,BABA,B,A,B,A,2,-0.013749896761549883,LR,none,2,26
1_15,BABB,B,A,B,B,3,-0.008520366964199744,LR,none,2,26
1_15,BBAA,B,B,A,A,2,-0.013579440060144034,LR,none,2,26
1_15,BBAB,B,B,A,B,3,-0.009039543207125349,LR,none,2,26
1_15,BBBA,B,B,B,A,3,-0.017878930782627086,LR,none,2,26
1_15,BBBB,B,B,B,B,4,-0.010756438773627424,LR,none,2,26
1_15,J:gate2_only,A,gate2_only,A,A,1,0.006913573109998474,LR,none,2,26
1_15,J:weights_only,A,weights_only,A,A,1,-0.0011611304121043392,LR,none,2,26
1_40,AAAA,A,A,A,A,0,0.0014764453967178214,LR,none,2,26
1_40,AAAB,A,A,A,B,1,-0.0007344579133842018,LR,none,2,26
1_40,AABA,A,A,B,A,1,0.03306196089172391,LR,none,2,26
1_40,AABB,A,A,B,B,2,0.01915271123375563,LR,none,2,26
1_40,ABAA,A,B,A,A,1,0.012035536926052866,LR,none,2,26
1_40,ABAB,A,B,A,B,2,0.007076834485278455,LR,none,2,26
1_40,ABBA,A,B,B,A,2,0.04026184423494142,LR,none,2,26
1_40,ABBB,A,B,B,B,3,0.023792568192532167,LR,none,2,26
1_40,BAAA,B,A,A,A,1,-0.001750191106641624,LR,none,2,26
1_40,BAAB,B,A,A,B,2,-0.0009540751310989855,LR,none,2,26
1_40,BABA,B,A,B,A,2,0.0013811155777762746,LR,none,2,26
1_40,BABB,B,A,B,B,3,0.0009183541447956145,LR,none,2,26
1_40,BBAA,B,B,A,A,2,-0.0001715152744404938,LR,none,2,26
1_40,BBAB,B,B,A,B,3,-1.696390405781161e-05,LR,none,2,26
1_40,BBBA,B,B,B,A,3,0.003321922835282951,LR,none,2,26
1_40,BBBB,B,B,B,B,4,0.002013491928676843,LR,none,2,26
1_40,J:gate2_only,A,gate2_only,A,A,1,0.011812229385269166,LR,none,2,26
1_40,J:weights_only,A,weights_only,A,A,1,0.00025694321697958684,LR,none,2,26
1_15,AAAA,A,A,A,A,0,-0.004389568665861447,LR,none,2,27
1_15,AAAB,A,A,A,B,1,-0.003222249454260279,LR,none,2,27
1_15,AABA,A,A,B,A,1,0.008843067136503374,LR,none,2,27
1_15,AABB,A,A,B,B,2,0.00697481991641087,LR,none,2,27
1_15,ABAA,A,B,A,A,1,0.0006316964042981025,LR,none,2,27
1_15,ABAB,A,B,A,B,2,0.0003816408156644384,LR,none,2,27
1_15,ABBA,A,B,B,A,2,0.010344438788700696,LR,none,2,27
1_15,ABBB,A,B,B,B,3,0.007574434182619095,LR,none,2,27
1_15,BAAA,B,A,A,A,1,-0.007866981359325023,LR,none,2,27
1_15,BAAB,B,A,A,B,2,-0.005733800529438797,LR,none,2,27
1_15,BABA,B,A,B,A,2,-0.0047681644251144455,LR,none,2,27
1_15,BABB,B,A,B,B,3,-0.003403831396713836,LR,none,2,27
1_15,BBAA,B,B,A,A,2,-0.005698250351500125,LR,none,2,27
1_15,BBAB,B,B,A,B,3,-0.004088944935668067,LR,none,2,27
1_15,BBBA,B,B,B,A,3,-0.0037751064069791417,LR,none,2,27
1_15,BBBB,B,B,B,B,4,-0.002678175931587935,LR,none,2,27
1_15,J:gate2_only,A,gate2_only,A,A,1,0.0018337185114622493,LR,none,2,27
1_15,J:weights_only,A,weights_only,A,A,1,-0.00575187705453301,LR,none,2,27
1_40,AAAA,A,A,A,A,0,-0.004389568665861447,LR,none,2,27
1_40,AAAB,A,A,A,B,1,-0.00349308560533154,LR,none,2,27
1_40,AABA,A,A,B,A,1,0.01988491301850445,LR,none,2,27
1_40,AABB,A,A,B,B,2,0.012148766709933702,LR,none,2,27
1_40,ABAA,A,B,A,A,1,0.009418351526024653,LR,none,2,27
1_40,ABAB,A,B,A,B,2,0.005947495878626562,LR,none,2,27
1_40,ABBA,A,B,B,A,2,0.03293163013553333,LR,none,2,27
1_40,ABBB,A,B,B,B,3,0.020458795752328066,LR,none,2,27
1_40,BAAA,B,A,A,A,1,-0.005220601521597028,LR,none,2,27
1_40,BAAB,B,A,A,B,2,-0.003378443404712029,LR,none,2,27
1_40,BABA,B,A,B,A,2,-0.0025436370926102563,LR,none,2,27
1_40,BABB,B,A,B,B,3,-0.0015111586625157624,LR,none,2,27
1_40,BBAA,B,B,A,A,2,-0.0038943529544774634,LR,none,2,27
1_40,BBAB,B,B,A,B,3,-0.002399232216337851,LR,none,2,27
1_40,BBBA,B,B,B,A,3,-0.0019580193579567195,LR,none,2,27
1_40,BBBB,B,B,B,B,4,-0.0010340611120853182,LR,none,2,27
1_40,J:gate2_only,A,gate2_only,A,A,1,0.009145849491651703,LR,none,2,27
1_40,J:weights_only,A,weights_only,A,A,1,-0.004856687025050277,LR,none,2,27
1_15,AAAA,A,A,A,A,0,-0.003111567093246953,LR,none,2,28
1_15,AAAB,A,A,A,B,1,-0.0028449155004043724,LR,none,2,28
1_15,AABA,A,A,B,A,1,0.012537817144636977,LR,none,2,28
1_15,AABB,A,A,B,B,2,0.008463805482905087,LR,none,2,28
1_15,ABAA,A,B,A,A,1,0.00201657986694796,LR,none,2,28
1_15,ABAB,A,B,A,B,2,0.000943197471711709,LR,none,2,28
1_15,ABBA,A,B,B,A,2,0.01212367547334753,LR,none,2,28
1_15,ABBB,A,B,B,B,3,0.008353118152309538,LR,none,2,28
1_15,BAAA,B,A,A,A,1,-0.0024359335991360254,LR,none,2,28
1_15,BAAB,B,A,A,B,2,-0.002030842837064754,LR,none,2,28
1_15,BABA,B,A,B,A,2,-0.002838712528437615,LR,none,2,28
1_15,BABB,B,A,B,B,3,-0.0021286544111146803,LR,none,2,28
1_15,BBAA,B,B,A,A,2,-0.0013943500189217061,LR,none,2,28
1_15,BBAB,B,B,A,B,3,-0.001243876839978607,LR,none,2,28
1_15,BBBA,B,B,B,A,3,-0.0009522257873099897,LR,none,2,28
1_15,BBBB,B,B,B,B,4,-0.0008180209941126252,LR,none,2,28
1_15,J:gate2_only,A,gate2_only,A,A,1,0.0032716506290113505,LR,none,2,28
1_15,J:weights_only,A,weights_only,A,A,1,-0.00506801858300407,LR,none,2,28
1_40,AAAA,A,A,A,A,0,-0.003111567093246953,LR,none,2,28
1_40,AAAB,A,A,A,B,1,-0.003105240606991328,LR,none,2,28
1_40,AABA,A,A,B,A,1,0.01942541007160824,LR,none,2,28
1_40,AABB,A,A,B,B,2,0.011518315722495993,LR,none,2,28
1_40,ABAA,A,B,A,A,1,0.008597205764962437,LR,none,2,28
1_40,ABAB,A,B,A,B,2,0.005127632593973803,LR,none,2,28
1_40,ABBA,A,B,B,A,2,0.029386728386801828,LR,none,2,28
1_40,ABBB,A,B,B,B,3,0.018109688924764788,LR,none,2,28
1_40,BAAA,B,A,A,A,1,-0.0011619230638236857,LR,none,2,28
1_40,BAAB,B,A,A,B,2,-0.0008215536112508903,LR,none,2,28
1_40,BABA,B,A,B,A,2,-0.0014301714576125384,LR,none,2,28
1_40,BABB,B,A,B,B,3,-0.0007351992280366052,LR,none,2,28
1_40,BBAA,B,B,A,A,2,-0.0007049031280269752,LR,none,2,28
1_40,BBAB,B,B,A,B,3,-0.000521895388885965,LR,none,2,28
1_40,BBBA,B,B,B,A,3,-0.00012628053839340973,LR,none,2,28
1_40,BBBB,B,B,B,B,4,3.439027951695943e-05,LR,none,2,28
1_40,J:gate2_only,A,gate2_only,A,A,1,0.007727693397753994,LR,none,2,28
1_40,J:weights_only,A,weights_only,A,A,1,-0.003700034866350801,LR,none,2,28
1_15,AAAA,A,A,A,A,0,0.005720639104263598,LR,none,2,29
1_15,AAAB,A,A,A,B,1,0.004141578358612329,LR,none,2,29
1_15,AABA,A,A,B,A,1,0.01661779518834334,LR,none,2,29
1_15,AABB,A,A,B,B,2,0.011693331862496017,LR,none,2,29
1_15,ABAA,A,B,A,A,1,0.009160536564721619,LR,none,2,29
1_15,ABAB,A,B,A,B,2,0.006763326981601607,LR,none,2,29
1_15,ABBA,A,B,B,A,2,0.019628710675170337,LR,none,2,29
1_15,ABBB,A,B,B,B,3,0.013951718021596705,LR,none,2,29
1_15,BAAA,B,A,A,A,1,0.0007324331544241354,LR,none,2,29
1_15,BAAB,B,A,A,B,2,0.000679741206687093,LR,none,2,29
1_15,BABA,B,A,B,A,2,0.0020280947293383838,LR,none,2,29
1_15,BABB,B,A,B,B,3,0.0015251530316734174,LR,none,2,29
1_15,BBAA,B,B,A,A,2,0.002101241763907831,LR,none,2,29
1_15,BBAB,B,B,A,B,3,0.0016700296068610787,LR,none,2,29
1_15,BBBA,B,B,B,A,3,0.003717497949992043,LR,none,2,29
1_15,BBBB,B,B,B,B,4,0.0027455648635791243,LR,none,2,29
1_15,J:gate2_only,A,gate2_only,A,A,1,0.009042732525436706,LR,none,2,29
1_15,J:weights_only,A,weights_only,A,A,1,0.005411474596210658,LR,none,2,29
1_40,AAAA,A,A,A,A,0,0.005720639104263598,LR,none,2,29
1_40,AAAB,A,A,A,B,1,0.002815089751491979,LR,none,2,29
1_40,AABA,A,A,B,A,1,0.024374756868182176,LR,none,2,29
1_40,AABB,A,A,B,B,2,0.013782268266659105,LR,none,2,29
1_40,ABAA,A,B,A,A,1,0.014570251345890491,LR,none,2,29
1_40,ABAB,A,B,A,B,2,0.008517942001990549,LR,none,2,29
1_40,ABBA,A,B,B,A,2,0.036703522410718614,LR,none,2,29
1_40,ABBB,A,B,B,B,3,0.021347430024305596,LR,none,2,29
1_40,BAAA,B,A,A,A,1,-0.0014016785291993733,LR,none,2,29
1_40,BAAB,B,A,A,B,2,-0.0008174625796965132,LR,none,2,29
1_40,BABA,B,A,B,A,2,0.0008061998886359724,LR,none,2,29
1_40,BABB,B,A,B,B,3,0.0005104584150689333,LR,none,2,29
1_40,BBAA,B,B,A,A,2,-0.0008877493987640274,LR,none,2,29
1_40,BBAB,B,B,A,B,3,-0.0005003948120724656,LR,none,2,29
1_40,BBBA,B,B,B,A,3,0.0006615510471748515,LR,none,2,29
1_40,BBBB,B,B,B,B,4,0.0004678574255730892,LR,none,2,29
1_40,J:gate2_only,A,gate2_only,A,A,1,0.013493435551046165,LR,none,2,29
1_40,J:weights_only,A,weights_only,A,A,1,0.006044667367792931,LR,none,2,29
1_15,AAAA,A,A,A,A,0,0.004954867444954056,LR,none,2,30
1_15,AAAB,A,A,A,B,1,0.003921419591593651,LR,none,2,30
1_15,AABA,A,A,B,A,1,0.019241554118090726,LR,none,2,30
1_15,AABB,A,A,B,B,2,0.014083389865807434,LR,none,2,30
1_15,ABAA,A,B,A,A,1,0.004845309791502906,LR,none,2,30
1_15,ABAB,A,B,A,B,2,0.0035662199762559023,LR,none,2,30
1_15,ABBA,A,B,B,A,2,0.01579920549074974,LR,none,2,30
1_15,ABBB,A,B,B,B,3,0.011452874151849741,LR,none,2,30
1_15,BAAA,B,A,A,A,1,-0.004342841031693099,LR,none,2,30
1_15,BAAB,B,A,A,B,2,-0.0031530427649257876,LR,none,2,30
1_15,BABA,B,A,B,A,2,-0.002073728842361967,LR,none,2,30
1_15,BABB,B,A,B,B,3,-0.0014677232398309062,LR,none,2,30
1_15,BBAA,B,B,A,A,2,-0.0018775250137512494,LR,none,2,30
1_15,BBAB,B,B,A,B,3,-0.0011782208547138904,LR,none,2,30
1_15,BBBA,B,B,B,A,3,-0.0004865241600486151,LR,none,2,30
1_15,BBBB,B,B,B,B,4,-0.00010034782314615571,LR,none,2,30
1_15,J:gate2_only,A,gate2_only,A,A,1,0.006944092938277726,LR,none,2,30
1_15,J:weights_only,A,weights_only,A,A,1,0.0021264085331177225,LR,none,2,30
1_40,AAAA,A,A,A,A,0,0.004954867444954056,LR,none,2,30
1_40,AAAB,A,A,A,B,1,0.003064588753880976,LR,none,2,30
1_40,AABA,A,A,B,A,1,0.030141952169492395,LR,none,2,30
1_40,AABB,A,A,B,B,2,0.01926858345571002,LR,none,2,30
1_40,ABAA,A,B,A,A,1,0.012810954304381976,LR,none,2,30
1_40,ABAB,A,B,A,B,2,0.008738587396088864,LR,none,2,30
1_40,ABBA,A,B,B,A,2,0.0399350496898483,LR,none,2,30
1_40,ABBB,A,B,B,B,3,0.025977032545994212,LR,none,2,30
1_40,BAAA,B,A,A,A,1,-0.0014469031609938793,LR,none,2,30
1_40,BAAB,B,A,A,B,2,-0.0009923900824981562,LR,none,2,30
1_40,BABA,B,A,B,A,2,-0.00019412016388814838,LR,none,2,30
1_40,BABB,B,A,B,B,3,-0.00016613975896052167,LR,none,2,30
1_40,BBAA,B,B,A,A,2,-0.0007167374405542088,LR,none,2,30
1_40,BBAB,B,B,A,B,3,-0.0004427815334089504,LR,none,2,30
1_40,BBBA,B,B,B,A,3,0.000662041522765467,LR,none,2,30
1_40,BBBB,B,B,B,B,4,0.0004776673736776399,LR,none,2,30
1_40,J:gate2_only,A,gate2_only,A,A,1,0.014084650355254136,LR,none,2,30
1_40,J:weights_only,A,weights_only,A,A,1,0.0031354052199714156,LR,none,2,30
1_15,AAAA,A,A,A,A,0,-0.0014245238291257295,LR,none,2,31
1_15,AAAB,A,A,A,B,1,-0.0012985420318093832,LR,none,2,31
1_15,AABA,A,A,B,A,1,0.01676380120257156,LR,none,2,31
1_15,AABB,A,A,B,B,2,0.01168693599681905,LR,none,2,31
