pair,cell,r,J,g,D,n_swapped,net,arm,iv,seed,task
1_15,AAAA,A,A,A,A,0,-0.014252755984683832,LR,l2,1,21
1_15,AAAB,A,A,A,B,1,-0.011210875603073704,LR,l2,1,21
1_15,AABA,A,A,B,A,1,0.010236828321650803,LR,l2,1,21
1_15,AABB,A,A,B,B,2,0.007346431800769405,LR,l2,1,21
1_15,ABAA,A,B,A,A,1,-0.0016581772500516806,LR,l2,1,21
1_15,ABAB,A,B,A,B,2,-0.0011135813559152122,LR,l2,1,21
1_15,ABBA,A,B,B,A,2,0.014845852395494043,LR,l2,1,21
1_15,ABBB,A,B,B,B,3,0.01096813035620679,LR,l2,1,21
1_15,BAAA,B,A,A,A,1,-0.004679370943017397,LR,l2,1,21
1_15,BAAB,B,A,A,B,2,-0.003490695469088845,LR,l2,1,21
1_15,BABA,B,A,B,A,2,-0.0012324658612959565,LR,l2,1,21
1_15,BABB,B,A,B,B,3,-0.0012491781163484585,LR,l2,1,21
1_15,BBAA,B,B,A,A,2,-0.00309093034147846,LR,l2,1,21
1_15,BBAB,B,B,A,B,3,-0.002137530109649237,LR,l2,1,21
1_15,BBBA,B,B,B,A,3,-0.0003575040326426493,LR,l2,1,21
1_15,BBBB,B,B,B,B,4,-0.0006140322234823131,LR,l2,1,21
1_15,J:gate2_only,A,gate2_only,A,A,1,-0.002886606465953068,LR,l2,1,21
1_15,J:weights_only,A,weights_only,A,A,1,-0.011672528182142438,LR,l2,1,21
1_40,AAAA,A,A,A,A,0,-0.014252755984683832,LR,l2,1,21
1_40,AAAB,A,A,A,B,1,-0.01107821892486351,LR,l2,1,21
1_40,AABA,A,A,B,A,1,0.01740382013057885,LR,l2,1,21
1_40,AABB,A,A,B,B,2,0.010171444671921628,LR,l2,1,21
1_40,ABAA,A,B,A,A,1,-0.00012859994907673367,LR,l2,1,21
1_40,ABAB,A,B,A,B,2,0.00011672016057122272,LR,l2,1,21
1_40,ABBA,A,B,B,A,2,0.031417630077037115,LR,l2,1,21
1_40,ABBB,A,B,B,B,3,0.01978542073652865,LR,l2,1,21
1_40,BAAA,B,A,A,A,1,-0.0020747479143078925,LR,l2,1,21
1_40,BAAB,B,A,A,B,2,-0.0013584777281740058,LR,l2,1,21
1_40,BABA,B,A,B,A,2,0.0004458345611546632,LR,l2,1,21
1_40,BABB,B,A,B,B,3,0.00015763953387449076,LR,l2,1,21
1_40,BBAA,B,B,A,A,2,-0.00221460026352178,LR,l2,1,21
1_40,BBAB,B,B,A,B,3,-0.0012686776990762088,LR,l2,1,21
1_40,BBBA,B,B,B,A,3,0.0007784099009394945,LR,l2,1,21
1_40,BBBB,B,B,B,B,4,0.00023304221988264026,LR,l2,1,21
1_40,J:gate2_only,A,gate2_only,A,A,1,-0.0021347471966719047,LR,l2,1,21
1_40,J:weights_only,A,weights_only,A,A,1,-0.012149543740643323,LR,l2,1,21
1_15,AAAA,A,A,A,A,0,-0.009393753016011334,LR,l2,1,22
1_15,AAAB,A,A,A,B,1,-0.008244103165578512,LR,l2,1,22
1_15,AABA,A,A,B,A,1,0.015244190435963258,LR,l2,1,22
1_15,AABB,A,A,B,B,2,0.010445972697451544,LR,l2,1,22
1_15,ABAA,A,B,A,A,1,-0.0011084281756414695,LR,l2,1,22
1_15,ABAB,A,B,A,B,2,-0.0008299323167338788,LR,l2,1,22
1_15,ABBA,A,B,B,A,2,0.02084575702523046,LR,l2,1,22
1_15,ABBB,A,B,B,B,3,0.014958631276006922,LR,l2,1,22
