pair,cell,r,J,g,D,n_swapped,net,arm,iv,seed,task
1_15,ABAB,A,B,A,B,2,0.0001600552477139422,SNA,none,2,22
1_15,ABBA,A,B,B,A,2,0.01633930474413808,SNA,none,2,22
1_15,ABBB,A,B,B,B,3,0.010784545160682356,SNA,none,2,22
1_15,BAAA,B,A,A,A,1,-0.0030984386342691457,SNA,none,2,22
1_15,BAAB,B,A,A,B,2,-0.002164847958957939,SNA,none,2,22
1_15,BABA,B,A,B,A,2,-0.002571919985878297,SNA,none,2,22
1_15,BABB,B,A,B,B,3,-0.0017538000763871295,SNA,none,2,22
1_15,BBAA,B,B,A,A,2,-0.0019302934177996306,SNA,none,2,22
1_15,BBAB,B,B,A,B,3,-0.001145244942119441,SNA,none,2,22
1_15,BBBA,B,B,B,A,3,-0.002398626162773928,SNA,none,2,22
1_15,BBBB,B,B,B,B,4,-0.0014270364578735366,SNA,none,2,22
1_15,J:gate2_only,A,gate2_only,A,A,1,-0.001789026291150886,SNA,none,2,22
1_15,J:weights_only,A,weights_only,A,A,1,-0.00790587534682559,SNA,none,2,22
1_15,alpha_only,A,alpha,alpha,A,1,-0.013189825991601997,SNA,none,2,22
1_40,AAAA,A,A,A,A,0,-0.01329487047452273,SNA,none,2,22
1_40,AAAB,A,A,A,B,1,-0.011016761860024937,SNA,none,2,22
1_40,AABA,A,A,B,A,1,0.007727465419253017,SNA,none,2,22
1_40,AABB,A,A,B,B,2,0.0037812390521240924,SNA,none,2,22
1_40,ABAA,A,B,A,A,1,0.005849033238467691,SNA,none,2,22
1_40,ABAB,A,B,A,B,2,0.002483584128123009,SNA,none,2,22
1_40,ABBA,A,B,B,A,2,0.022495217579415697,SNA,none,2,22
1_40,ABBB,A,B,B,B,3,0.013951032131479328,SNA,none,2,22
1_40,BAAA,B,A,A,A,1,7.248541584960479e-05,SNA,none,2,22
1_40,BAAB,B,A,A,B,2,-3.2269526643514055e-05,SNA,none,2,22
1_40,BABA,B,A,B,A,2,-0.00023615025477478468,SNA,none,2,22
1_40,BABB,B,A,B,B,3,-0.00032834105178049266,SNA,none,2,22
1_40,BBAA,B,B,A,A,2,0.0003012445645437132,SNA,none,2,22
1_40,BBAB,B,B,A,B,3,0.0001025274180942748,SNA,none,2,22
1_40,BBBA,B,B,B,A,3,0.0008512600944311946,SNA,none,2,22
1_40,BBBB,B,B,B,B,4,0.0004122276681622752,SNA,none,2,22
1_40,J:gate2_only,A,gate2_only,A,A,1,-0.0010454989062919117,SNA,none,2,22
1_40,J:weights_only,A,weights_only,A,A,1,-0.003516251157643019,SNA,none,2,22
1_40,alpha_only,A,alpha,alpha,A,1,-0.01294579328793401,SNA,none,2,22
1_15,AAAA,A,A,A,A,0,-0.0076709960952954116,SNA,none,2,23
1_15,AAAB,A,A,A,B,1,-0.006405467016640162,SNA,none,2,23
1_15,AABA,A,A,B,A,1,0.004440243232391779,SNA,none,2,23
1_15,AABB,A,A,B,B,2,0.003328182226537936,SNA,none,2,23
1_15,ABAA,A,B,A,A,1,0.00406550355472664,SNA,none,2,23
1_15,ABAB,A,B,A,B,2,0.002922608559243401,SNA,none,2,23
1_15,ABBA,A,B,B,A,2,0.01117237551546348,SNA,none,2,23
1_15,ABBB,A,B,B,B,3,0.00874552733247908,SNA,none,2,23
1_15,BAAA,B,A,A,A,1,0.001544267737219784,SNA,none,2,23
1_15,BAAB,B,A,A,B,2,0.0011230340957718895,SNA,none,2,23
1_15,BABA,B,A,B,A,2,0.003327688663330183,SNA,none,2,23
1_15,BABB,B,A,B,B,3,0.002600992845999015,SNA,none,2,23
1_15,BBAA,B,B,A,A,2,0.0033074298994827224,SNA,none,2,23
1_15,BBAB,B,B,A,B,3,0.0026288777979698173,SNA,none,2,23
1_15,BBBA,B,B,B,A,3,0.004536845597953618,SNA,none,2,23
1_15,BBBB,B,B,B,B,4,0.0036556315853938713,SNA,none,2,23
1_15,J:gate2_only,A,gate2_only,A,A,1,0.0016827805991344207,SNA,none,2,23
1_15,J:weights_only,A,weights_only,A,A,1,-0.004557473021995235,SNA,none,2,23
1_15,alpha_only,A,alpha,alpha,A,1,-0.007708012046428709,SNA,none,2,23
1_40,AAAA,A,A,A,A,0,-0.0076709960952954116,SNA,none,2,23
1_40,AAAB,A,A,A,B,1,-0.0061280483695400215,SNA,none,2,23
1_40,AABA,A,A,B,A,1,0.006610316943163884,SNA,none,2,23
1_40,AABB,A,A,B,B,2,0.004421571943301235,SNA,none,2,23
1_40,ABAA,A,B,A,A,1,0.010026523214221601,SNA,none,2,23
1_40,ABAB,A,B,A,B,2,0.007162578088856072,SNA,none,2,23
1_40,ABBA,A,B,B,A,2,0.019665251391798134,SNA,none,2,23
1_40,ABBB,A,B,B,B,3,0.014280963202164619,SNA,none,2,23
1_40,BAAA,B,A,A,A,1,0.0008222266438996761,SNA,none,2,23
1_40,BAAB,B,A,A,B,2,0.0006554261763149011,SNA,none,2,23
1_40,BABA,B,A,B,A,2,0.0018263750391732136,SNA,none,2,23
1_40,BABB,B,A,B,B,3,0.0013509710533677146,SNA,none,2,23
1_40,BBAA,B,B,A,A,2,0.0025637641563500107,SNA,none,2,23
1_40,BBAB,B,B,A,B,3,0.0020579852085302764,SNA,none,2,23
1_40,BBBA,B,B,B,A,3,0.002816332502285131,SNA,none,2,23
1_40,BBBB,B,B,B,B,4,0.002170572295335304,SNA,none,2,23
1_40,J:gate2_only,A,gate2_only,A,A,1,0.0037083075049178732,SNA,none,2,23
1_40,J:weights_only,A,weights_only,A,A,1,0.0002995248306303783,SNA,none,2,23
1_40,alpha_only,A,alpha,alpha,A,1,-0.007739858846429003,SNA,none,2,23
1_15,AAAA,A,A,A,A,0,0.0004131764463643928,SNA,none,2,24
1_15,AAAB,A,A,A,B,1,0.0003964281060383272,SNA,none,2,24
1_15,AABA,A,A,B,A,1,0.00753737721172666,SNA,none,2,24
1_15,AABB,A,A,B,B,2,0.006438702257498343,SNA,none,2,24
1_15,ABAA,A,B,A,A,1,0.00338741895801478,SNA,none,2,24
1_15,ABAB,A,B,A,B,2,0.0027417593476805895,SNA,none,2,24
1_15,ABBA,A,B,B,A,2,0.01025783250306618,SNA,none,2,24
1_15,ABBB,A,B,B,B,3,0.008497186715023393,SNA,none,2,24
1_15,BAAA,B,A,A,A,1,-0.0037970016861855437,SNA,none,2,24
1_15,BAAB,B,A,A,B,2,-0.002981092826777437,SNA,none,2,24
1_15,BABA,B,A,B,A,2,-0.0022887871159900895,SNA,none,2,24
1_15,BABB,B,A,B,B,3,-0.0016589874090406848,SNA,none,2,24
1_15,BBAA,B,B,A,A,2,-0.0036832853768959638,SNA,none,2,24
1_15,BBAB,B,B,A,B,3,-0.002873660623241718,SNA,none,2,24
1_15,BBBA,B,B,B,A,3,-0.002681837037786869,SNA,none,2,24
1_15,BBBB,B,B,B,B,4,-0.001999095425475542,SNA,none,2,24
1_15,J:gate2_only,A,gate2_only,A,A,1,0.0020517140269832716,SNA,none,2,24
1_15,J:weights_only,A,weights_only,A,A,1,0.0011222767075441138,SNA,none,2,24
1_15,alpha_only,A,alpha,alpha,A,1,0.0005292369854964096,SNA,none,2,24
1_40,AAAA,A,A,A,A,0,0.0004131764463643928,SNA,none,2,24
1_40,AAAB,A,A,A,B,1,0.00017345643607663823,SNA,none,2,24
1_40,AABA,A,A,B,A,1,0.011205447814074341,SNA,none,2,24
1_40,AABB,A,A,B,B,2,0.008446796673445618,SNA,none,2,24
1_40,ABAA,A,B,A,A,1,0.008220295146221716,SNA,none,2,24
1_40,ABAB,A,B,A,B,2,0.005878751194978782,SNA,none,2,24
1_40,ABBA,A,B,B,A,2,0.017338777301991723,SNA,none,2,24
1_40,ABBB,A,B,B,B,3,0.012604326170371745,SNA,none,2,24
1_40,BAAA,B,A,A,A,1,-0.0021222175482345867,SNA,none,2,24
1_40,BAAB,B,A,A,B,2,-0.0016139383739413402,SNA,none,2,24
1_40,BABA,B,A,B,A,2,-0.0007234667470543954,SNA,none,2,24
1_40,BABB,B,A,B,B,3,-0.000501774246726453,SNA,none,2,24
1_40,BBAA,B,B,A,A,2,-0.0017368871384727978,SNA,none,2,24
1_40,BBAB,B,B,A,B,3,-0.001347819156473278,SNA,none,2,24
1_40,BBBA,B,B,B,A,3,-0.0003449714343312223,SNA,none,2,24
1_40,BBBB,B,B,B,B,4,-0.0002446020558722257,SNA,none,2,24
1_40,J:gate2_only,A,gate2_only,A,A,1,0.004514487301394093,SNA,none,2,24
1_40,J:weights_only,A,weights_only,A,A,1,0.003567540685435783,SNA,none,2,24
1_40,alpha_only,A,alpha,alpha,A,1,0.0010036197857076566,SNA,none,2,24
1_15,AAAA,A,A,A,A,0,-0.0034416348661772357,SNA,none,2,25
1_15,AAAB,A,A,A,B,1,-0.002595583278977689,SNA,none,2,25
1_15,AABA,A,A,B,A,1,0.006732717535234666,SNA,none,2,25
1_15,AABB,A,A,B,B,2,0.005353293660965819,SNA,none,2,25
1_15,ABAA,A,B,A,A,1,0.0023493665558280176,SNA,none,2,25
1_15,ABAB,A,B,A,B,2,0.0018250205499222422,SNA,none,2,25
1_15,ABBA,A,B,B,A,2,0.00991447110670273,SNA,none,2,25
1_15,ABBB,A,B,B,B,3,0.007797963561756176,SNA,none,2,25
1_15,BAAA,B,A,A,A,1,-0.0053587542256631785,SNA,none,2,25
1_15,BAAB,B,A,A,B,2,-0.004031348260911711,SNA,none,2,25
1_15,BABA,B,A,B,A,2,-0.002657423878472862,SNA,none,2,25
1_15,BABB,B,A,B,B,3,-0.0019419471648674553,SNA,none,2,25
1_15,BBAA,B,B,A,A,2,-0.003066896050444331,SNA,none,2,25
1_15,BBAB,B,B,A,B,3,-0.0021826339075098748,SNA,none,2,25
1_15,BBBA,B,B,B,A,3,-0.0014368161449837536,SNA,none,2,25
1_15,BBBB,B,B,B,B,4,-0.0009060356940872184,SNA,none,2,25
1_15,J:gate2_only,A,gate2_only,A,A,1,0.00042782857983294565,SNA,none,2,25
1_15,J:weights_only,A,weights_only,A,A,1,-0.0009869391777278897,SNA,none,2,25
1_15,alpha_only,A,alpha,alpha,A,1,-0.00342179028830027,SNA,none,2,25
1_40,AAAA,A,A,A,A,0,-0.0034416348661772357,SNA,none,2,25
1_40,AAAB,A,A,A,B,1,-0.0026973355018287694,SNA,none,2,25
1_40,AABA,A,A,B,A,1,0.010577709218537507,SNA,none,2,25
1_40,AABB,A,A,B,B,2,0.007435052985571185,SNA,none,2,25
1_40,ABAA,A,B,A,A,1,0.006999773708974321,SNA,none,2,25
1_40,ABAB,A,B,A,B,2,0.004790463462728831,SNA,none,2,25
1_40,ABBA,A,B,B,A,2,0.01878062851939966,SNA,none,2,25
1_40,ABBB,A,B,B,B,3,0.013223529865455184,SNA,none,2,25
1_40,BAAA,B,A,A,A,1,-0.0013523973917132094,SNA,none,2,25
1_40,BAAB,B,A,A,B,2,-0.0008397773687249327,SNA,none,2,25
1_40,BABA,B,A,B,A,2,-0.0005254881507777705,SNA,none,2,25
1_40,BABB,B,A,B,B,3,-0.00028814540651003154,SNA,none,2,25
1_40,BBAA,B,B,A,A,2,-0.0003214030332949772,SNA,none,2,25
1_40,BBAB,B,B,A,B,3,-0.00010144035789642437,SNA,none,2,25
1_40,BBBA,B,B,B,A,3,0.00020403939702712913,SNA,none,2,25
1_40,BBBB,B,B,B,B,4,0.0002273110643206732,SNA,none,2,25
1_40,J:gate2_only,A,gate2_only,A,A,1,0.0031177057874017555,SNA,none,2,25
1_40,J:weights_only,A,weights_only,A,A,1,0.0015758541888928367,SNA,none,2,25
1_40,alpha_only,A,alpha,alpha,A,1,-0.00331588036419086,SNA,none,2,25
1_15,AAAA,A,A,A,A,0,-0.008539328924160969,SNA,none,2,26
1_15,AAAB,A,A,A,B,1,-0.006639572389567843,SNA,none,2,26
1_15,AABA,A,A,B,A,1,0.005702056609783196,SNA,none,2,26
1_15,AABB,A,A,B,B,2,0.0045100125024466545,SNA,none,2,26
1_15,ABAA,A,B,A,A,1,-1.0342237545456213e-05,SNA,none,2,26
1_15,ABAB,A,B,A,B,2,-0.000453974904504151,SNA,none,2,26
1_15,ABBA,A,B,B,A,2,0.009098103519880057,SNA,none,2,26
1_15,ABBB,A,B,B,B,3,0.006732852107464449,SNA,none,2,26
1_15,BAAA,B,A,A,A,1,-0.00695488626672345,SNA,none,2,26
1_15,BAAB,B,A,A,B,2,-0.005350299364217606,SNA,none,2,26
1_15,BABA,B,A,B,A,2,-0.004895935347262857,SNA,none,2,26
1_15,BABB,B,A,B,B,3,-0.003797684436327629,SNA,none,2,26
1_15,BBAA,B,B,A,A,2,-0.005736944809721816,SNA,none,2,26
1_15,BBAB,B,B,A,B,3,-0.004487879169154517,SNA,none,2,26
1_15,BBBA,B,B,B,A,3,-0.004538746528916749,SNA,none,2,26
1_15,BBBB,B,B,B,B,4,-0.0035420787495892493,SNA,none,2,26
1_15,J:gate2_only,A,gate2_only,A,A,1,-0.0010470722734622529,SNA,none,2,26
1_15,J:weights_only,A,weights_only,A,A,1,-0.00843454668926272,SNA,none,2,26
1_15,alpha_only,A,alpha,alpha,A,1,-0.008324516214270444,SNA,none,2,26
1_40,AAAA,A,A,A,A,0,-0.008539328924160969,SNA,none,2,26
1_40,AAAB,A,A,A,B,1,-0.006123105898295412,SNA,none,2,26
1_40,AABA,A,A,B,A,1,0.008456635814376194,SNA,none,2,26
1_40,AABB,A,A,B,B,2,0.006251615213766743,SNA,none,2,26
1_40,ABAA,A,B,A,A,1,0.0041220474450867906,SNA,none,2,26
1_40,ABAB,A,B,A,B,2,0.00241193265965999,SNA,none,2,26
1_40,ABBA,A,B,B,A,2,0.017654120542928718,SNA,none,2,26
1_40,ABBB,A,B,B,B,3,0.012375017866946664,SNA,none,2,26
1_40,BAAA,B,A,A,A,1,-5.862098371821816e-05,SNA,none,2,26
1_40,BAAB,B,A,A,B,2,-4.546600627931911e-05,SNA,none,2,26
1_40,BABA,B,A,B,A,2,0.0009377553728403501,SNA,none,2,26
1_40,BABB,B,A,B,B,3,0.0006527480371909715,SNA,none,2,26
1_40,BBAA,B,B,A,A,2,-0.0003393547521718536,SNA,none,2,26
1_40,BBAB,B,B,A,B,3,-0.00029237394838727574,SNA,none,2,26
1_40,BBBA,B,B,B,A,3,0.0012487699213300327,SNA,none,2,26
1_40,BBBB,B,B,B,B,4,0.0008699605788349744,SNA,none,2,26
1_40,J:gate2_only,A,gate2_only,A,A,1,0.002405757635204996,SNA,none,2,26
1_40,J:weights_only,A,weights_only,A,A,1,-0.0069033184553030005,SNA,none,2,26
1_40,alpha_only,A,alpha,alpha,A,1,-0.007899800368786727,SNA,none,2,26
1_15,AAAA,A,A,A,A,0,-0.015041529456337459,SNA,none,2,27
1_15,AAAB,A,A,A,B,1,-0.013100532192625478,SNA,none,2,27
1_15,AABA,A,A,B,A,1,0.0028327559013755004,SNA,none,2,27
1_15,AABB,A,A,B,B,2,0.002384481882447357,SNA,none,2,27
1_15,ABAA,A,B,A,A,1,-0.0034727999250224527,SNA,none,2,27
1_15,ABAB,A,B,A,B,2,-0.0031227962107523754,SNA,none,2,27
1_15,ABBA,A,B,B,A,2,0.0029674885954940316,SNA,none,2,27
1_15,ABBB,A,B,B,B,3,0.00248538645613563,SNA,none,2,27
1_15,BAAA,B,A,A,A,1,-0.0028158969183782957,SNA,none,2,27
1_15,BAAB,B,A,A,B,2,-0.002340816744671544,SNA,none,2,27
1_15,BABA,B,A,B,A,2,-0.00020398978271733142,SNA,none,2,27
1_15,BABB,B,A,B,B,3,-6.980207367311579e-05,SNA,none,2,27
1_15,BBAA,B,B,A,A,2,-0.0009212970486926086,SNA,none,2,27
1_15,BBAB,B,B,A,B,3,-0.0007178572946162231,SNA,none,2,27
1_15,BBBA,B,B,B,A,3,0.00048330252489888896,SNA,none,2,27
1_15,BBBB,B,B,B,B,4,0.0004895500171677455,SNA,none,2,27
1_15,J:gate2_only,A,gate2_only,A,A,1,-0.005505908949667514,SNA,none,2,27
1_15,J:weights_only,A,weights_only,A,A,1,-0.011473606839828433,SNA,none,2,27
1_15,alpha_only,A,alpha,alpha,A,1,-0.015040075471070587,SNA,none,2,27
1_40,AAAA,A,A,A,A,0,-0.015041529456337459,SNA,none,2,27
1_40,AAAB,A,A,A,B,1,-0.012790771212808187,SNA,none,2,27
1_40,AABA,A,A,B,A,1,0.0071889114384056894,SNA,none,2,27
1_40,AABB,A,A,B,B,2,0.0053098118841023835,SNA,none,2,27
1_40,ABAA,A,B,A,A,1,0.002735089246372974,SNA,none,2,27
1_40,ABAB,A,B,A,B,2,0.0016063934337362362,SNA,none,2,27
1_40,ABBA,A,B,B,A,2,0.01563313229184196,SNA,none,2,27
1_40,ABBB,A,B,B,B,3,0.011801964284290043,SNA,none,2,27
1_40,BAAA,B,A,A,A,1,0.00031735339652277337,SNA,none,2,27
1_40,BAAB,B,A,A,B,2,0.000276090702071979,SNA,none,2,27
1_40,BABA,B,A,B,A,2,0.0010186454287054187,SNA,none,2,27
1_40,BABB,B,A,B,B,3,0.0008208055308874225,SNA,none,2,27
1_40,BBAA,B,B,A,A,2,-0.0005306213033909592,SNA,none,2,27
1_40,BBAB,B,B,A,B,3,-0.00039579387247859097,SNA,none,2,27
1_40,BBBA,B,B,B,A,3,0.00026491798416445776,SNA,none,2,27
1_40,BBBB,B,B,B,B,4,0.00025659132667266925,SNA,none,2,27
1_40,J:gate2_only,A,gate2_only,A,A,1,-0.0031757830085579358,SNA,none,2,27
1_40,J:weights_only,A,weights_only,A,A,1,-0.0075551702127519375,SNA,none,2,27
1_40,alpha_only,A,alpha,alpha,A,1,-0.015043550005235719,SNA,none,2,27
1_15,AAAA,A,A,A,A,0,-0.005399753892609147,SNA,none,2,28
1_15,AAAB,A,A,A,B,1,-0.004990903044201243,SNA,none,2,28
1_15,AABA,A,A,B,A,1,0.007765438409599051,SNA,none,2,28
1_15,AABB,A,A,B,B,2,0.005932883605570326,SNA,none,2,28
1_15,ABAA,A,B,A,A,1,-0.0016383280693703344,SNA,none,2,28
1_15,ABAB,A,B,A,B,2,-0.0019335681864183735,SNA,none,2,28
1_15,ABBA,A,B,B,A,2,0.009525639276736242,SNA,none,2,28
1_15,ABBB,A,B,B,B,3,0.007289353980249738,SNA,none,2,28
1_15,BAAA,B,A,A,A,1,0.001169903022906414,SNA,none,2,28
1_15,BAAB,B,A,A,B,2,0.0007617486867451572,SNA,none,2,28
1_15,BABA,B,A,B,A,2,0.001526138982733734,SNA,none,2,28
1_15,BABB,B,A,B,B,3,0.0011047644944886948,SNA,none,2,28
1_15,BBAA,B,B,A,A,2,0.001757191934489729,SNA,none,2,28
1_15,BBAB,B,B,A,B,3,0.0013563285694994536,SNA,none,2,28
1_15,BBBA,B,B,B,A,3,0.002816675132639937,SNA,none,2,28
1_15,BBBB,B,B,B,B,4,0.002273645650112125,SNA,none,2,28
1_15,J:gate2_only,A,gate2_only,A,A,1,-0.0031770689951753773,SNA,none,2,28
1_15,J:weights_only,A,weights_only,A,A,1,-0.003526871450330592,SNA,none,2,28
1_15,alpha_only,A,alpha,alpha,A,1,-0.005216006119538974,SNA,none,2,28
1_40,AAAA,A,A,A,A,0,-0.005399753892609147,SNA,none,2,28
1_40,AAAB,A,A,A,B,1,-0.005111056665812868,SNA,none,2,28
1_40,AABA,A,A,B,A,1,0.010017110533701756,SNA,none,2,28
1_40,AABB,A,A,B,B,2,0.006675630633995807,SNA,none,2,28
1_40,ABAA,A,B,A,A,1,0.008940151826678342,SNA,none,2,28
1_40,ABAB,A,B,A,B,2,0.005806097701428761,SNA,none,2,28
1_40,ABBA,A,B,B,A,2,0.025826578016847544,SNA,none,2,28
1_40,ABBB,A,B,B,B,3,0.018339770657961125,SNA,none,2,28
1_40,BAAA,B,A,A,A,1,-0.001011177579081924,SNA,none,2,28
1_40,BAAB,B,A,A,B,2,-0.0007418542050163387,SNA,none,2,28
1_40,BABA,B,A,B,A,2,-0.00040853955640116844,SNA,none,2,28
1_40,BABB,B,A,B,B,3,-0.00030435929166228425,SNA,none,2,28
1_40,BBAA,B,B,A,A,2,-0.0016075802890222462,SNA,none,2,28
1_40,BBAB,B,B,A,B,3,-0.001143078234225465,SNA,none,2,28
1_40,BBBA,B,B,B,A,3,-0.00109382112595912,SNA,none,2,28
1_40,BBBB,B,B,B,B,4,-0.0007723772001202032,SNA,none,2,28
1_40,J:gate2_only,A,gate2_only,A,A,1,0.003332027528894547,SNA,none,2,28
1_40,J:weights_only,A,weights_only,A,A,1,0.0008149177518369361,SNA,none,2,28
1_40,alpha_only,A,alpha,alpha,A,1,-0.004990233654724528,SNA,none,2,28
1_15,AAAA,A,A,A,A,0,-0.003925016283053646,SNA,none,2,29
1_15,AAAB,A,A,A,B,1,-0.0034234385447902034,SNA,none,2,29
1_15,AABA,A,A,B,A,1,0.010369843648571955,SNA,none,2,29
1_15,AABB,A,A,B,B,2,0.008007509892250582,SNA,none,2,29
1_15,ABAA,A,B,A,A,1,0.0006972626859275697,SNA,none,2,29
1_15,ABAB,A,B,A,B,2,0.0005155150091224792,SNA,none,2,29
1_15,ABBA,A,B,B,A,2,0.010669629234252081,SNA,none,2,29
1_15,ABBB,A,B,B,B,3,0.008531341456705121,SNA,none,2,29
1_15,BAAA,B,A,A,A,1,-0.0016358716473164883,SNA,none,2,29
1_15,BAAB,B,A,A,B,2,-0.0013486955835824532,SNA,none,2,29
1_15,BABA,B,A,B,A,2,0.0011949132539925726,SNA,none,2,29
1_15,BABB,B,A,B,B,3,0.0009547219700811571,SNA,none,2,29
1_15,BBAA,B,B,A,A,2,-0.0011153928545113178,SNA,none,2,29
1_15,BBAB,B,B,A,B,3,-0.0009038770412310705,SNA,none,2,29
1_15,BBBA,B,B,B,A,3,0.0007333213882090559,SNA,none,2,29
1_15,BBBB,B,B,B,B,4,0.0005948031627292968,SNA,none,2,29
1_15,J:gate2_only,A,gate2_only,A,A,1,-0.000875361595339461,SNA,none,2,29
1_15,J:weights_only,A,weights_only,A,A,1,-0.002518798054691204,SNA,none,2,29
1_15,alpha_only,A,alpha,alpha,A,1,-0.003837547279460507,SNA,none,2,29
1_40,AAAA,A,A,A,A,0,-0.003925016283053646,SNA,none,2,29
1_40,AAAB,A,A,A,B,1,-0.0035993398572333026,SNA,none,2,29
1_40,AABA,A,A,B,A,1,0.012503669661817023,SNA,none,2,29
1_40,AABB,A,A,B,B,2,0.00828591464700767,SNA,none,2,29
1_40,ABAA,A,B,A,A,1,0.00468845953323788,SNA,none,2,29
1_40,ABAB,A,B,A,B,2,0.0030582286019253395,SNA,none,2,29
1_40,ABBA,A,B,B,A,2,0.016759017174381406,SNA,none,2,29
1_40,ABBB,A,B,B,B,3,0.011724289580582182,SNA,none,2,29
1_40,BAAA,B,A,A,A,1,-0.0018100527773522784,SNA,none,2,29
1_40,BAAB,B,A,A,B,2,-0.0013253943379639983,SNA,none,2,29
1_40,BABA,B,A,B,A,2,-0.0005149371269631058,SNA,none,2,29
1_40,BABB,B,A,B,B,3,-0.0003482710161421233,SNA,none,2,29
1_40,BBAA,B,B,A,A,2,-0.000817474056716328,SNA,none,2,29
1_40,BBAB,B,B,A,B,3,-0.0005658554774124216,SNA,none,2,29
1_40,BBBA,B,B,B,A,3,-4.674628905624034e-06,SNA,none,2,29
1_40,BBBB,B,B,B,B,4,3.062701211989358e-05,SNA,none,2,29
1_40,J:gate2_only,A,gate2_only,A,A,1,3.628942324457457e-05,SNA,none,2,29
1_40,J:weights_only,A,weights_only,A,A,1,0.0005264961197962995,SNA,none,2,29
1_40,alpha_only,A,alpha,alpha,A,1,-0.003789619990931309,SNA,none,2,29
1_15,AAAA,A,A,A,A,0,-0.008269899567365162,SNA,none,2,30
1_15,AAAB,A,A,A,B,1,-0.007553964773213361,SNA,none,2,30
1_15,AABA,A,A,B,A,1,0.006222575168414859,SNA,none,2,30
1_15,AABB,A,A,B,B,2,0.0046199525405871775,SNA,none,2,30
1_15,ABAA,A,B,A,A,1,0.0007109123305700694,SNA,none,2,30
1_15,ABAB,A,B,A,B,2,0.0003356170411425701,SNA,none,2,30
1_15,ABBA,A,B,B,A,2,0.008811881445155403,SNA,none,2,30
1_15,ABBB,A,B,B,B,3,0.006928409211341865,SNA,none,2,30
1_15,BAAA,B,A,A,A,1,-0.0013980382487442722,SNA,none,2,30
