arm,iv,step,diag_net,diag_U,diag_D,diag_net_pos,diag_net_neg,diag_frozenD,diag_sgd,train_current,train_history,train_actual,diag_block_negfrac
LR,l2,27,0.00061387973752365,0.013117767693201849,0.0125015188919295,-3.893190124019605e-05,0.00096586913581815,0.0010246130381059001,3.358623265752669e-05,0.00063028309056525,0.004909296288001051,0.00434127693800985,0.375
LR,l2,28,0.00078474416186555,0.012964360021788,0.01205780467643665,-0.0001540407661215,0.00055611317791955,0.00094376088693745,3.9666846100677574e-05,0.00121044319102285,0.0038495949551611503,0.00554669467663245,0.375
LR,l2,29,0.00060697302405195,0.012832157494153,0.0121246842087292,-0.00016040452066695,0.00066807832932985,0.0005658290479891,3.6597553873564284e-05,0.0004259111386966,0.00490656948625085,0.0043364598916998,0.375
LR,l2,30,0.00042047088808734996,0.0126020789471154,0.01168906755254825,-8.72359679199179e-05,0.0004914247706702,0.0006981617525642499,2.4187689142536934e-05,0.00095139245191765,0.00388205914528225,0.00536312828084175,0.375
LR,l2,31,0.0002176930741299,0.0122382909062643,0.01137818240369795,-6.162594665209097e-05,0.00051838133261545,-9.058930418699991e-06,1.4131168548378526e-05,0.000434104052507,0.00476580483337855,0.00670640378297695,0.3125
LR,l2,32,0.00023914160803864998,0.01198352542203635,0.011216785259394148,-0.00021286393485695,0.00043505231198935,0.0004893987112962,1.6405740556040623e-05,0.00105962758177315,0.00595595561153775,0.0062216694823017,0.375
LR,l2,33,0.0003124647792167,0.0119548118884868,0.01106115516940135,-0.0002459258397708,0.0002822810562242,0.0006564031586432,2.096977454472009e-05,-0.000351240507422,0.005533116160206,0.0051080229672254,0.3125
LR,l2,34,0.00016559743026530003,0.01181671891792455,0.01151508188234775,-0.00012811497750895,0.00016654411606439998,0.00028555117669250003,1.89883834231119e-05,0.00117188654243345,0.0045059402866068,0.0045876913781946,0.375
LR,l2,35,-0.00020109764397260968,0.0115527934046018,0.0116135073847429,-0.0002448843840636,0.00010269779035276611,-0.00033306730123895,7.446455884516444e-06,0.00028469547292550004,0.00408077686764805,0.00385983852155615,0.5
LR,l2,36,-0.000150203118477,0.0112452242375087,0.0113803209504054,-0.0001803249824021,2.1067104547060726e-05,-0.0003731407434898,-7.131816538615622e-07,8.82467375247764e-05,0.00340117900342815,0.0035568843781989,0.5625
LR,l2,37,-3.435626596037772e-05,0.01128820462483175,0.01109038109327385,-0.00018487373333045002,0.0002351986363983,0.0001701642348792279,1.0544830736049708e-05,5.348637758425001e-05,0.00315738141316755,0.0037120390369211505,0.5625
LR,l2,38,7.672705861904819e-06,0.011093205600064049,0.0109555337630634,-0.00015338073784615,0.0002029816963806,0.0001484103909751042,1.4114671624074356e-05,-0.00014332193042645,0.00329736477700315,0.0022935820354707996,0.5
LR,l2,39,-0.0001359670194165824,0.01085822935299815,0.01088480131645185,-0.00019865238230435,0.00010378483427555,-0.0001613091926245,7.166866726298696e-06,-2.812211117661532e-05,0.0019922481249353497,0.0034392878881708,0.5
LR,l2,40,-0.0001244082455597,0.0106346204665024,0.01057451158767805,-0.00016249369249995,0.0001452151327479,-9.634330080236077e-05,8.558287218453402e-06,0.00058645086489955,0.00303962241951555,0.0035929458586354502,0.5
LR,none,1,0.0013337163806601499,0.0328111911481751,0.031358958319840105,-0.0051261793405364,0.0056440846355267,0.0013337163806601499,-8.05461611878137e-05,0.00217797491933175,-0.0003558360447737,0.0011990644926267,0.4375
LR,none,2,0.00174399634502725,0.030817032980475,0.029355492561556798,-0.00461907101821635,0.00553034537604455,0.0015789541235958502,-8.354013476342495e-05,0.001832372031852,0.0011447668978622,0.00345733138358715,0.25
LR,none,3,0.00184716896687085,0.02946566048670005,0.02744291589847905,-0.0038626407846295,0.0053396373487656495,0.0015480702048417,-6.393954170051871e-05,0.00292219411949315,0.0032980662286097003,0.00574505083929085,0.25
LR,none,4,0.0021125071632173,0.02827944707667335,0.0260338243057863,-0.0032606497783235003,0.0049785539787138,0.0019821616545977,-3.014401369999126e-05,0.0029765377538347997,0.00506699999718185,0.00411526801074945,0.125
LR,none,5,0.0020545905034139,0.026687516581357748,0.0246816986796804,-0.002729419140958,0.00492567633771255,0.00225888745911575,-6.375076959761735e-06,0.003125273318111,0.00345649160987225,0.0072684363088432995,0.1875
LR,none,6,0.0020747952111541002,0.0254471030767938,0.0234213917406998,-0.0022687847829895,0.0044699220151553,0.00190101274109675,-1.0176810922135303e-05,0.0019632434988255,0.0062590659702084,0.010115162171743651,0.1875
LR,none,7,0.0017656525602392499,0.0240839485804496,0.022317201916754452,-0.00191296627316265,0.00381764301240525,0.0019392003453227,2.1665928159716226e-06,0.0028214757551855,0.008824407025326251,0.00983244042903745,0.125
LR,none,8,0.0017198164142519,0.02281295863637115,0.02150249950662375,-0.0015529366726368,0.0030798800766407503,0.0018937262639427501,1.2329781348402703e-05,0.0013816707487802,0.008648979017010599,0.00895596739856625,0.25
LR,none,9,0.0008318282218311,0.02198512265165735,0.0208479418712973,-0.0014492811541436498,0.0023188586769524,0.00104044443747575,-2.3001268595374876e-06,0.00091376896226675,0.00774034935860945,0.011149649096600552,0.25
LR,none,10,0.0003515617765057,0.02131502264281525,0.020371690592945,-0.0012759588792511,0.00165672460996,0.00041499121121509996,-1.2529316129701855e-05,0.00069124480055535,0.0098728801653706,0.01006794560980635,0.375
LR,none,11,-0.0005350991053522,0.020460247979216,0.0197529189847837,-0.0011542313386824,0.0010333790576840499,-0.00084329452149435,-3.201671134760383e-05,0.00220442447147825,0.0087583210058172,0.010818639667621949,0.5
LR,none,12,-0.00064941011149725,0.0196299801068193,0.01941235322201125,-0.0011503388401044499,0.000574231636455,-0.00080676035876255,-4.093890108040381e-05,0.00094928872667025,0.0094469444089352,0.006509544203046,0.625
LR,none,13,-0.00051767273963795,0.0189448426189045,0.0192727835366377,-0.00102197022260375,0.00043817035145510004,-0.00072343256607035,-2.9559484075664393e-05,-0.00026199618292375,0.0057277900680006,0.005026461425349651,0.625
LR,none,14,-0.00062094634974725,0.01821116282958475,0.01871283043430555,-0.0008536811651834,0.00038779816602735003,-0.0009121220065787499,-1.0279751795356865e-05,0.00059627331543295,0.0043859793424746996,0.0023791428323399998,0.5
LR,none,15,-0.0006406509599026,0.017562477960217752,0.018226644939327352,-0.00089355211921825,0.0001998627076503132,-0.0009697343971402999,-1.0215398199078323e-05,-0.0016209102091924998,0.00204383971533385,0.0016110018120767,0.5
LR,none,16,-0.00065221394149975,0.01714050060013585,0.01788208936343995,-0.0009774496783292001,0.00029531552281945,-0.0008657306790404,-1.1997484552188606e-05,-0.0007773779580147,0.00133095913165605,-0.000820445393672472,0.625
LR,none,17,-0.00115254328387635,0.01666341312577255,0.0176321257928432,-0.0009908312021271,-1.3202003140000006e-06,-0.00208344782540785,-3.1980059346909354e-05,-0.00105318514745825,-0.0008268931013292955,-0.00027636138253185,0.6875
LR,none,18,-0.0015166651074677,0.016263475852119548,0.017596543403266447,-0.0009812846098261499,-0.00036826451883984997,-0.00276669045508555,-4.2245010318842826e-05,-0.0004732850231589313,-0.00035709706129229997,-0.0011811103836171,0.8125
LR,none,19,-0.0018354509897204,0.01583627720338075,0.017406677677336453,-0.0010193411667552,-0.0007151717256233499,-0.00249952241611575,-4.07231298781961e-05,-0.00047823437937005,-0.0011468748000174,-0.003666441860001,0.875
LR,none,20,-0.0018430344457293,0.015355887432155949,0.016756479789278952,-0.00101402126932325,-0.0009312098210861499,-0.00252645957082995,-5.3617316833401324e-05,-0.00162562087317005,-0.003421665685891,-0.0042474911282777,0.875
LR,none,21,-0.0017779359009970999,0.01493078955985915,0.0165942381240094,-0.0009218990165516,-0.0006757201215868999,-0.00231045461068325,-4.996942569281621e-05,-0.0007921177669041499,-0.0038535939537967,-0.00395124994939885,0.875
LR,none,22,-0.00132313326219405,0.0144382457001648,0.015796239272061398,-0.0009023295327266,-0.000353217757403,-0.0017998610551645,-3.79591259507315e-05,-0.00031240088265575003,-0.00353615024140005,-0.006133296372691201,0.8125
LR,none,23,-0.0009325835318823,0.014081842770281301,0.01520042685672555,-0.0008443713520141,4.069137273519062e-05,-0.0011766236875879002,-3.0274332565852537e-05,-0.0022783383812388,-0.005632738589671549,-0.007816723365134049,0.6875
LR,none,24,-0.0005820065752336499,0.01377145771393465,0.01477535808751055,-0.000791725075369,0.00013979640904831706,-0.00097913250197835,-1.7506867690876823e-05,-9.074950211240707e-06,-0.00706533682792155,-0.0061229851935736,0.6875
LR,none,25,-0.0005013460935451,0.013583318679169551,0.0143529767424692,-0.0006737645505469,0.000214275263377,-0.00086127924882965,-1.6940453515158354e-05,0.0005534135038549001,-0.0055458372946978005,-0.0052564033308922006,0.625
LR,none,26,-0.00044216834220135,0.01330998005512865,0.014056130000736699,-0.0006363595556336001,0.00012197405184967884,-0.00071694999508705,-1.305958775729181e-05,-0.0006238138299780997,-0.00473252540203235,-0.0057369083785305496,0.625
LR,none,27,-0.0003136405893274,0.0131692849258237,0.013526421921331449,-0.0005861490158688,0.00028309215405914996,-0.00041958016845724996,-5.2499872502386065e-06,-0.00121296213917405,-0.0051774111363197504,-0.00593655279187655,0.5625
LR,none,28,-0.00015081004546855001,0.0130365048294806,0.0131580997626769,-0.00049358731564535,0.0004427857593858,-0.00014877704274215,2.22453386491206e-06,0.00015321694605841224,-0.0054305213124974,-0.00528887373535285,0.4375
LR,none,29,7.048799097480389e-05,0.012767716671299799,0.01286932464767455,-0.0005243061090156,0.0005773694536010999,0.00022398444825385,-1.5891823912642583e-06,-0.0001355965541109,-0.00480034140709325,-0.0035516538626277497,0.5
LR,none,30,6.85847726544e-05,0.0126608676658003,0.012631309601076099,-0.00048384047292105,0.00060957105658285,0.0002812895881229022,3.5263844181585974e-06,0.00033614007588575,-0.00321956581572395,-0.0041112026682505,0.5
LR,none,31,0.00029793632640645,0.01258867856519285,0.01246875048819445,-0.00048045306566945,0.00061981585481695,0.0005908731086252,6.568617092524358e-06,0.0005211222201195499,-0.0037697049198565005,-0.004529344149153999,0.4375
LR,none,32,0.0003254338324368,0.01236276081124575,0.01229951354692745,-0.00044803289305695,0.00066485392279065,0.00042415034073205,1.56793756024288e-06,0.00108388288930075,-0.00414636564284275,-0.00261119632369785,0.4375
LR,none,33,0.0003691199963079,0.0120801032641435,0.012120544093288499,-0.0004312144259841,0.0006850930396621,0.0005500217053258501,7.108641203296593e-06,-0.00061206047386405,-0.0023972171875194497,-0.0034447883190979,0.5
LR,none,34,0.000287735621179,0.01184236337142895,0.01204838381098915,-0.00047180199888585,0.0007116471410758,0.0005138494806384,9.669499228439433e-06,0.00156822356573995,-0.0031636930175422,-0.0016666453643629999,0.5
LR,none,35,0.00019201925103140002,0.01163948466080875,0.01169738220062815,-0.0004706714012841,0.0006050454913107499,0.0002657829758513,8.801283587938217e-06,-0.00018211156114035,-0.0015485734500723,-0.0017423309898115,0.5
LR,none,36,0.0001294838531095,0.01147337055371005,0.011516121053736499,-0.0004339654288598,0.0006594410729815999,0.00031652672413745,7.641505867034045e-06,-0.00025890199928045,-0.00158211011458725,-0.0028955700274974003,0.5
LR,none,37,0.0001944114420113,0.0112685250431009,0.01141928275620065,-0.00040772256361715003,0.0005562065808622,0.0002955067801997,8.987509315690402e-06,0.000252566907573,-0.002629582301975,-0.00200275230694285,0.5
LR,none,38,0.00015809483081063113,0.01110568298607175,0.01124614973230475,-0.00040577522735804996,0.00044631901374595,0.00013547837412115983,9.127028154328518e-06,0.0015200015017293,-0.0018623913502844,-0.00223077234471185,0.5
LR,none,39,2.1505385061180117e-06,0.0110642234220415,0.011113244562562699,-0.0003943415727322,0.0002824964691052,-1.4305738603383584e-05,4.466223581626326e-06,0.0008633041719412499,-0.00204212004674685,-0.00156158150507545,0.5
LR,none,40,-9.285932844487206e-06,0.0108576269176187,0.0109167099083479,-0.0004222240020931,0.0003567022556041,9.19639707682e-05,1.0124412308656546e-06,7.654180012474617e-05,-0.00145479531046145,0.00023509741834144143,0.5
SNA,l2,1,-0.00573991452158795,0.03544022373538875,0.0414212246645034,-0.00887268642965395,0.00277628911454695,-0.00573991452158795,-0.00029881451341935,-0.00462423314699255,0.0001648594018669044,-0.0050478619424475,1.0
SNA,l2,2,-0.0031571169430328,0.0335962326538696,0.0379130109905195,-0.006797569835058401,0.00320823766631385,-0.0033404351453108503,-0.00017962940159114998,-0.0024924344718093,-0.00442155739560165,-0.006400394422092099,0.875
SNA,l2,3,-0.0020903015749204,0.0308374214633367,0.0333911503754391,-0.0057506223849834,0.00320197412927335,-0.0024128010460106,-0.0001284361782859,-0.0004096369559669,-0.005895976937919651,-0.0104787353185157,0.875
SNA,l2,4,-0.00119686830260585,0.028770257134829,0.03054723716557165,-0.0040921738648026,0.0028331830834469,-0.0013258697033916,-7.186027650226865e-05,-0.0021083102159868998,-0.0092739748604024,-0.01165385745823085,0.8125
SNA,l2,5,-0.0011473464938494,0.02693812591126315,0.0279422236421352,-0.00368139320243445,0.0020403258771083998,-0.0014265827275535001,-5.27804878764757e-05,-0.0015173109519437,-0.01057128304007835,-0.01329434844479065,0.75
SNA,l2,6,-0.0013318725807123,0.02507801693863035,0.027007705158671153,-0.0035459621634414,0.0018267400329012,-0.0016649309229124,-7.955108159487289e-05,-0.0001896849612367,-0.012032463362376799,-0.011076351271285801,0.75
SNA,l2,7,-0.0010615287784427499,0.023930239181178502,0.0254806256887911,-0.00301828286274965,0.0016845498332599,-0.0015840207969470498,-9.011052045885127e-05,-0.00103061653665725,-0.0100448232479437,-0.0117049454840255,0.6875
SNA,l2,8,-0.00111859359908575,0.0224917926858713,0.0235803009669197,-0.0023696435765035,0.0011709132235123501,-0.0015603395723215998,-8.314461252343118e-05,-0.0009114812068976999,-0.010798459729874001,-0.0128391242455934,0.75
SNA,l2,9,-0.0013228358965426,0.021297588689777103,0.022331183012547953,-0.00204319520778635,0.0008588652986098999,-0.0020298591171339503,-8.663403375493846e-05,-0.0009545518521772501,-0.011821725045986251,-0.0130681036796649,0.8125
SNA,l2,10,-0.0013451657339195,0.0199594564073121,0.0215571515860992,-0.00133957636584545,0.00033925235838459995,-0.00173487638513885,-8.515560995559372e-05,0.0003775859183012,-0.01179209383043535,-0.0110168964546508,0.75
SNA,l2,11,-0.00048117270362805,0.01937131324364475,0.020353029101177353,-0.00105828911931855,0.0004659260774575,-0.0008198292359325,-5.6381949025301244e-05,0.0007312820824799499,-0.0099852808406128,-0.0115423795130574,0.625
SNA,l2,12,-5.2578085332087185e-05,0.018779521095670798,0.0195551136432462,-0.0008610310060348,8.889727960870312e-05,-0.00028785674487285,-3.237285249798103e-05,-0.0013702567358654001,-0.010422849872906,-0.00986946620230675,0.5
SNA,l2,13,-0.00017429308560329635,0.018277729034585452,0.01899116784389275,-0.00062829914093415,0.00012764755085804998,-0.000392572041259,-2.137821557082827e-05,0.0006785310267721999,-0.00892529916528425,-0.01053060769641425,0.4375
SNA,l2,14,-0.0002194380879183,0.0177929743550058,0.0177494734423976,-0.00057123146995825,0.0003915683805077,-0.00012500005750845,-1.2201107014904561e-05,-0.00039063011877165,-0.0094776422625273,-0.0096887425637299,0.5
SNA,l2,15,-3.1639550568888474e-05,0.01730492097443145,0.01725997404864535,-0.00040635829692520003,0.00047391198052115004,-0.0001120400917146086,-8.929758722730842e-06,-7.833403173045e-05,-0.008764399948142251,-0.00971120750281575,0.5
SNA,l2,16,0.0006175691622655501,0.01680534889354285,0.01647322808903945,-0.00035379358423029997,0.0004933803632885499,0.0006551557936579999,5.659816437150819e-06,0.00071209477663835,-0.0087881667519691,-0.00977184503847615,0.3125
SNA,l2,17,0.0005815329558656499,0.016428138664617398,0.0157703626823987,-0.00026641428666679997,0.00091626408228095,0.00079778529841065,2.8522280590172576e-05,0.00083092226149725,-0.0088016990275009,-0.0075074329237616,0.3125
SNA,l2,18,0.0010848773428946,0.01593395628560735,0.01512467583057105,-0.0003103611800283,0.0011469752883199501,0.00113984959584,4.1727586482536786e-05,0.00072424907834225,-0.0068288677313064,-0.00419100380034885,0.25
SNA,l2,19,0.0009544058329639,0.01543252665913205,0.0144710845109193,-0.0001910859163545779,0.0013069814731973,0.00116682382145345,5.3246921490039735e-05,0.0008386897559543,-0.00378840813957055,-0.00558779651611045,0.1875
SNA,l2,20,0.00118940364255245,0.0151790296640949,0.0141818169592207,-0.00010956362127444367,0.0013951649575987,0.0011348288878035,5.835954690420885e-05,0.0010233830564811502,-0.0050357551916378,-0.00301296341992765,0.125
SNA,l2,21,0.0009540458945474001,0.01489316452829145,0.01382926669216595,-0.00016106067189979972,0.0013230621535945501,0.0012342236972356,5.3445628946741273e-05,0.00129751409319655,-0.0027203413076626,-0.0009372713985174,0.1875
SNA,l2,22,0.00137938554823355,0.014497005336293799,0.0133048131723925,-0.00016231194849739998,0.0013579846182525499,0.00180312702965245,5.1681956893684795e-05,0.00077822127430435,-0.0008695828131532501,-0.000536365704795825,0.125
SNA,l2,23,0.00129025410630265,0.01414010352562795,0.01293007846819285,-0.00018011528892349999,0.0013667919180439,0.0017170857508619999,6.098478552213318e-05,0.0017258328792021,-0.0005357755222406485,0.00158841841987585,0.125
SNA,l2,24,0.00099705224368105,0.014021388817836999,0.01264008530548425,-0.00022268719726725,0.0013226924568138,0.0013146536466030999,4.480987617381336e-05,0.0010520451349246502,0.00137996499664685,0.0020871219478133998,0.125
SNA,l2,25,0.00071882237737345,0.013665687703300601,0.01237370647560155,-0.0002614169616546,0.001180022939488,0.0008734166256478501,2.2702274489946906e-05,0.00157884219677175,0.00187102556302525,0.00396697037979325,0.3125
SNA,l2,26,0.0004894737468705,0.013225095803205252,0.01248838392819425,-0.00037296315144304997,0.0010149624270471,0.00068562046313825,1.699509745841008e-05,-4.627227207165002e-05,0.0035307130264131,0.0028912995173269503,0.375
SNA,l2,27,0.0004120177332385,0.0129280014750053,0.01230231597977115,-0.0003928493678668,0.00084273711248165,0.0005244484272996001,1.059144310047539e-05,0.0006263807265700001,0.0025733878403052498,0.0035388605743727503,0.375
SNA,l2,28,0.0003485933327698,0.0126453632443724,0.01223647507896005,-0.00040651442663739996,0.0008909873800823499,0.00045210841974925,-1.6447181935918716e-06,0.0002928562773570116,0.0031396406731661504,0.00394035468189315,0.375
SNA,l2,29,0.00010328455065942126,0.01240240438591515,0.0120540590119754,-0.0005558963337048001,0.0008623412383566499,0.00017923805940815,-7.59930545693974e-06,-9.128065506518614e-05,0.0034696322893611,0.00347611538106615,0.4375
SNA,l2,30,-1.6162927322062172e-05,0.012138388104175949,0.012073392603766851,-0.0007381623768479,0.0007455048712854001,2.2093240395802284e-05,-1.4529367801168281e-05,0.0002144806939241398,0.00309788479038075,0.0017137232782291501,0.5
SNA,l2,31,0.00015729127637145,0.0120027147125962,0.01190722541669095,-0.00052986163627355,0.0006777022611183,5.14283202018384e-05,-1.121626667798032e-05,-0.0003181719953761,0.00152024682379795,0.0034400577601472002,0.375
SNA,l2,32,-3.1055128672904844e-05,0.0117616227218519,0.01191381651585875,-0.00046118992041695,0.00049820278084375,-6.184451761590007e-05,-1.515401665131443e-05,0.000564739088313,0.0030635502549951,0.0021641289313292997,0.4375
SNA,l2,33,0.00019402039732066117,0.011566792325560751,0.0118914853206131,-0.0003306490882663,0.000570145614189,0.00014034035230405027,-3.84722777675698e-06,-0.000678831861793,0.0019348860307839499,0.00120267901694635,0.4375
SNA,l2,34,7.759797559562572e-05,0.01147747951775905,0.0118205492327087,-0.00037347237962135,0.00031211052122385,6.712192938574898e-05,-1.0070952907656755e-05,0.001078997960994,0.00104536477764365,0.0036479441397178998,0.5
SNA,l2,35,-1.133542147986916e-05,0.0115136343171502,0.01189782068199655,-0.00036598365951665,0.00024932439462795,-0.0001831497523412837,-3.592248492178073e-06,0.0001158109698001569,0.0032423083941534496,0.0040682004867331,0.5
SNA,l2,36,-1.5087297772850004e-05,0.011230237849763399,0.011757038350182849,-0.00045264718095465,0.0004127933934524,-0.0002492415148253,-9.092805820655595e-06,0.0001241273113371644,0.0036379409661026502,0.0036359523414423497,0.4375
SNA,l2,37,0.00011454102154491214,0.0112156443707732,0.0117089192797114,-0.00038271388189615,0.0004290228738534,2.1892894380000588e-07,-1.4418513146790035e-05,0.001128835921663,0.0032604416536512,0.0028237544102052,0.4375
SNA,l2,38,-0.00012093432818266124,0.01120916061246115,0.0114692756834054,-0.0005648596749103,0.00038729401883775,-0.0002292318597139,-1.4346647272273572e-05,0.00027769272520695,0.0025166287306428,0.0033053363569520502,0.5625
SNA,l2,39,-9.364012827080589e-05,0.0111299582639817,0.01139783544580975,-0.00062314639899125,0.00036015983521235,-0.0002195462766962,-3.000974684996729e-06,0.00013043388991595926,0.0029627484830077,0.00325415848158785,0.5
SNA,l2,40,-0.00026293992731765,0.0109680848115693,0.01109386167887825,-0.00064032691014595,0.00018254652877364998,-0.0004828653904945,-1.6600012828605474e-05,-7.67888133335e-06,0.0028726467598427,0.00327133858155235,0.625
SNA,none,1,-0.00420930866460015,0.03788046839564285,0.041674160785409156,-0.0095672446088588,0.0049510127344821,-0.00420930866460015,-0.000212848118752,-0.00261492836548265,-0.00014463099468385,-0.0020859593881084,0.9375
SNA,none,2,-0.0018957101938457499,0.03528843239789095,0.0378433371028249,-0.00738586507147025,0.00482198822258525,-0.0023428896748013,-0.0001363726622868,-7.903833281720028e-05,-0.0017131758469703,-0.00094793129103305,0.75
SNA,none,3,-0.0003143762452396,0.0329209975794889,0.033990269617285795,-0.0049034474398068,0.0044215118053851,-0.0005858179063137001,-6.266984459169806e-05,-0.00019022550585475,-0.0008798206431961,-0.0041835507902331995,0.6875
SNA,none,4,0.00013761274809820002,0.030145248577613297,0.03019948657545685,-0.0036573476371568,0.0038530916311458503,0.0002171913084419,-1.0089428232913054e-05,0.0007126326823463499,-0.00372603143222795,-0.0019513902269749999,0.5
