registered,arm,seed,pred_kind,target_mu_norm,n_units,med_d_wmu,med_d_b,share_of_medians,med_share_unit,share_of_medians_ff,med_share_unit_ff,share_of_medians_incl_nodesc,med_pred,med_pred_meanrecip,med_pred_ff,med_t_sub,med_win_len,frac_routes_same_sign,frac_share_outside01,n_units_ff,n_ok,n_never_submerged,n_submerged_at_start,n_degenerate_denom,n_no_descent
0,E_a0p01_1216,2,oracle,3.041,78,-1.2368006876365487,-0.09374709824432004,0.07045752075883258,0.08426101645347664,0.14092067117215773,0.09187197258767804,0.07045752075883258,0.09758305318051957,0.09758305318051957,0.09758305318051957,56000.0,55.0,0.9358974358974359,0.0641025641025641,78,78,0,22,0,0
0,E_a0p01_1216,3,oracle,3.041,71,-1.1205731563368957,-0.11309923360736462,0.09167687834245417,0.0941272617665944,0.12178451157785082,0.07139551491147353,0.09167687834245417,0.09758305318051957,0.09758305318051957,0.09758305318051957,51000.0,50.0,0.9577464788732394,0.04225352112676056,71,71,0,29,0,0
0,E_a0p01_1216,4,oracle,3.041,72,-1.1013435674578256,-0.1071018787512319,0.08862781442655508,0.08394131152052534,0.07916007957586435,0.09549083316155582,0.08862781442655508,0.09758305318051957,0.09758305318051957,0.09758305318051957,41000.0,40.0,0.9305555555555556,0.06944444444444445,72,72,0,28,0,0
0,E_a0p01_1216,5,oracle,3.041,74,-1.230396749080625,-0.126292177516642,0.09308852975854784,0.09179653213054051,0.16637859206426833,0.1434905759160906,0.09308852975854784,0.09758305318051957,0.09758305318051957,0.09758305318051957,32500.0,31.5,0.9594594594594594,0.04054054054054054,74,74,0,26,0,0
0,E_a0p01_1216,6,oracle,3.041,76,-1.2986514208365083,-0.13003054542079678,0.09101433943443388,0.096011320930013,0.13992182188538393,0.10398733531127714,0.09101433943443388,0.09758305318051957,0.09758305318051957,0.09758305318051957,31000.0,30.0,0.9868421052631579,0.013157894736842105,76,76,0,24,0,0
0,E_a0p01_1216,7,oracle,3.041,65,-1.060728274105955,-0.10717856400402326,0.09176978891353198,0.0906867152956982,0.1654091150922402,0.0997101322790714,0.09176978891353198,0.09758305318051957,0.09758305318051957,0.09758305318051957,41000.0,40.0,0.9692307692307692,0.03076923076923077,65,65,0,35,0,0
0,E_a0p01_1216,8,oracle,3.041,78,-0.9284818418471357,-0.09741648236132026,0.0949572487473192,0.08892003431144108,0.07405799042632004,0.10438242244829035,0.0949572487473192,0.09758305318051957,0.09758305318051957,0.09758305318051957,31500.0,30.5,0.9358974358974359,0.0641025641025641,78,78,0,22,0,0
0,E_a0p01_1216,9,oracle,3.041,73,-1.2410739070776344,-0.1459898484077291,0.10525100077800253,0.10157099686090157,0.13969301225189037,0.09370570616842944,0.10525100077800253,0.09758305318051957,0.09758305318051957,0.09758305318051957,31000.0,30.0,0.958904109589041,0.0410958904109589,73,73,0,27,0,0
0,E_a0p1_1216,0,oracle,3.041,69,-1.1640328354052136,-0.1338477179029885,0.10312791694260347,0.1019202094441783,0.1025283148115747,0.09828223490949976,0.10312791694260347,0.09758305318051957,0.09758305318051957,0.09758305318051957,47000.0,46.0,0.9130434782608695,0.08695652173913043,69,69,0,31,0,0
0,E_a0p1_1216,1,oracle,3.041,81,-1.2006285046457057,-0.1142365236484677,0.08688079855365176,0.10105086491892072,0.0632178041981604,0.09960677116936673,0.08688079855365176,0.09758305318051957,0.09758305318051957,0.09758305318051957,41000.0,40.0,0.9259259259259259,0.07407407407407407,81,81,0,19,0,0
0,E_a0p1_1216,2,oracle,3.041,78,-1.1950749473340827,-0.09424760605212895,0.07309854760905392,0.07998142547229728,0.0822253402054095,0.09152004259261907,0.07309854760905392,0.09758305318051957,0.09758305318051957,0.09758305318051957,51000.0,50.0,0.9358974358974359,0.0641025641025641,78,78,0,22,0,0
0,E_a0p1_1216,3,oracle,3.041,70,-1.263682595500349,-0.11807098647482783,0.08545010341572538,0.08413334360385756,0.10949476111503074,0.09380854845144385,0.08545010341572538,0.09758305318051957,0.09758305318051957,0.09758305318051957,47500.0,46.5,0.9571428571428572,0.04285714285714286,70,70,0,30,0,0
0,E_a0p1_1216,4,oracle,3.041,71,-1.1639347976387704,-0.09465981204508411,0.0752107241813642,0.08245112764232486,0.07518256792531512,0.09129936328933856,0.0752107241813642,0.09758305318051957,0.09758305318051957,0.09758305318051957,33000.0,32.0,1.0,0.0,71,71,0,29,0,0
0,E_a0p1_1216,5,oracle,3.041,75,-1.1491577742881773,-0.09047870506714362,0.07298809495683566,0.09053726239941993,0.1695411280111868,0.13500686546343107,0.07298809495683566,0.09758305318051957,0.09758305318051957,0.09758305318051957,32000.0,31.0,0.92,0.08,75,75,0,25,0,0
0,E_a0p1_1216,6,oracle,3.041,76,-1.3626471141693308,-0.14893934287212285,0.0985318055598578,0.1000524514225331,0.20319627928802253,0.0946579051989681,0.0985318055598578,0.09758305318051957,0.09758305318051957,0.09758305318051957,41000.0,40.0,1.0,0.0,76,76,0,24,0,0
0,E_a0p1_1216,7,oracle,3.041,65,-0.989335433450206,-0.1001336080075319,0.09191046665589554,0.08734129012303332,0.12148437974293112,0.09485001069226202,0.09191046665589554,0.09758305318051957,0.09758305318051957,0.09758305318051957,23000.0,22.0,0.9692307692307692,0.03076923076923077,65,65,0,35,0,0
0,E_a0p1_1216,8,oracle,3.041,80,-1.099597438809508,-0.09957641053166344,0.08303751002106236,0.08740716708689339,0.09993674983574795,0.10388553436975856,0.08303751002106236,0.09758305318051957,0.09758305318051957,0.09758305318051957,31500.0,30.5,0.95,0.05,80,80,0,20,0,0
0,E_a0p1_1216,9,oracle,3.041,74,-1.438656319631931,-0.15091727788259668,0.09494198829080475,0.09942034351827891,0.11096622342496659,0.1076112787906373,0.09494198829080475,0.09758305318051957,0.09758305318051957,0.09758305318051957,21000.0,20.0,0.972972972972973,0.02702702702702703,74,74,0,26,0,0
0,G_b0p3_1216,0,oracle,3.041,70,-1.0689240821900672,-0.1292054115639909,0.10783927132880772,0.09938179611873149,0.10274549255145132,0.10354460104312793,0.10720962882485806,0.09758305318051957,0.09758305318051957,0.09758305318051957,181000.0,180.0,0.8571428571428571,0.14285714285714285,70,70,0,28,0,2
0,G_b0p3_1216,1,oracle,3.041,86,-1.0115222850745162,-0.10336342828468431,0.09271212918609001,0.10485624080119742,0.10230197093344928,0.10368935848142279,0.09326305097151139,0.09758305318051957,0.09758305318051957,0.09758305318051957,172500.0,171.5,0.8837209302325582,0.11627906976744186,86,86,0,13,0,1
0,G_b0p3_1216,2,oracle,3.041,80,-0.966418521496248,-0.1273576713360337,0.11643851106892995,0.07936831403940356,0.08339924593120424,0.09902573823651258,0.11643851106892995,0.09758305318051957,0.09758305318051957,0.09758305318051957,211000.0,210.0,0.775,0.225,80,80,0,20,0,0
0,G_b0p3_1216,3,oracle,3.041,78,-1.1275949848730624,-0.08248894005368695,0.06816794963926183,0.07380781425256651,0.09359122393009575,0.10182566608970263,0.06847686795556512,0.09758305318051957,0.09758305318051957,0.09758305318051957,156000.0,155.0,0.8461538461538461,0.15384615384615385,78,78,0,21,0,1
0,G_b0p3_1216,4,oracle,3.041,80,-1.1198879425924257,-0.1261346117558659,0.10122979822129961,0.0874982504897393,0.08275152530348683,0.09503705126197604,0.10215746963553854,0.09758305318051957,0.09758305318051957,0.09758305318051957,141000.0,140.0,0.85,0.15,80,80,0,19,0,1
0,G_b0p3_1216,5,oracle,3.041,80,-0.9710483162155699,-0.07943739661559279,0.07561968301453731,0.07148966619224942,0.07402176291434522,0.09614619522002799,0.07649316136896464,0.09758305318051957,0.09758305318051957,0.09758305318051957,121500.0,120.5,0.825,0.175,80,80,0,17,0,3
0,G_b0p3_1216,6,oracle,3.041,82,-1.0283927928952643,-0.12086568953817323,0.10516841196790862,0.08937774271006194,0.09476355055263193,0.09596173155073998,0.11220779393854895,0.09758305318051957,0.09758305318051957,0.09758305318051957,151000.0,150.0,0.8414634146341463,0.15853658536585366,82,82,0,16,0,2
0,G_b0p3_1216,7,oracle,3.041,75,-0.8638839370235942,-0.07043935964870207,0.07539077736751319,0.08512181321695067,0.10241168863547456,0.10463784355642794,0.07548987208229287,0.09758305318051957,0.09758305318051957,0.09758305318051957,191000.0,190.0,0.8266666666666667,0.17333333333333334,75,75,0,24,0,1
0,G_b0p3_1216,8,oracle,3.041,84,-0.864523430360427,-0.08216283382457235,0.0867899291802931,0.08393481583030489,0.09889352780721981,0.09818217988229602,0.08303735659410358,0.09758305318051957,0.09758305318051957,0.09758305318051957,167500.0,166.5,0.7976190476190477,0.20238095238095238,84,84,0,15,0,1
0,G_b0p3_1216,9,oracle,3.041,80,-0.7360884690500988,-0.07907984648201499,0.09701045167634414,0.06725453815946145,0.04491545259397573,0.09499993229969976,0.10010557054715649,0.09758305318051957,0.09758305318051957,0.09758305318051957,161000.0,160.0,0.725,0.275,80,80,0,19,0,1
0,G_b1_1216,0,oracle,3.041,70,-1.0867100733471666,-0.12202035268992636,0.10094918607284388,0.10058989710601128,0.10023926082617099,0.09503542200319173,0.10094918607284388,0.09758305318051957,0.09758305318051957,0.09758305318051957,41000.0,40.0,0.9714285714285714,0.02857142857142857,70,70,0,30,0,0
0,G_b1_1216,1,oracle,3.041,84,-0.9614164103630563,-0.09692479921407604,0.09158180588357041,0.0934914290264503,0.09211178027616838,0.09826925924440869,0.09158180588357041,0.09758305318051957,0.09758305318051957,0.09758305318051957,26500.0,25.5,0.9642857142857143,0.03571428571428571,84,84,0,16,0,0
0,G_b1_1216,2,oracle,3.041,81,-1.0433635692303902,-0.08376008055509976,0.07431312489187913,0.07651396692684062,0.08617872480088883,0.09871726982091839,0.07431312489187913,0.09758305318051957,0.09758305318051957,0.09758305318051957,41000.0,40.0,0.9629629629629629,0.037037037037037035,81,81,0,19,0,0
0,G_b1_1216,3,oracle,3.041,79,-1.0955877955672433,-0.10997976192894754,0.09122654408298893,0.08619073683489747,0.09053671562393951,0.0897260233573409,0.09122654408298893,0.09758305318051957,0.09758305318051957,0.09758305318051957,31000.0,30.0,0.9746835443037974,0.02531645569620253,79,79,0,21,0,0
0,G_b1_1216,4,oracle,3.041,75,-0.9760746816563088,-0.10547828778297763,0.09752484692234827,0.0917686055287966,0.08855813670747062,0.0961982155460701,0.09752484692234827,0.09758305318051957,0.09758305318051957,0.09758305318051957,31000.0,30.0,0.9733333333333334,0.02666666666666667,75,75,0,25,0,0
0,G_b1_1216,5,oracle,3.041,82,-0.9389475533672083,-0.09283152862724586,0.08997229178924646,0.08839255766900268,0.09624825955636641,0.09471688671794096,0.08997229178924646,0.09758305318051957,0.09758305318051957,0.09758305318051957,39000.0,38.0,0.975609756097561,0.024390243902439025,82,82,0,18,0,0
0,G_b1_1216,6,oracle,3.041,79,-1.1976047710927702,-0.12231801392748665,0.09267058294293286,0.09277388238882354,0.09493938479602511,0.09782257975002338,0.09267058294293286,0.09758305318051957,0.09758305318051957,0.09758305318051957,31000.0,30.0,0.9873417721518988,0.012658227848101266,79,79,0,21,0,0
0,G_b1_1216,7,oracle,3.041,70,-1.0365823050619731,-0.08844871597426068,0.0786189130080992,0.07517410404513687,0.09785918841584056,0.09504939409672639,0.0786189130080992,0.09758305318051957,0.09758305318051957,0.09758305318051957,31000.0,30.0,0.9714285714285714,0.02857142857142857,70,70,0,30,0,0
0,G_b1_1216,8,oracle,3.041,84,-0.8388879858523184,-0.07163186892200912,0.07867139694582838,0.08232532687415306,0.09203280075603419,0.0961743848910412,0.07867139694582838,0.09758305318051957,0.09758305318051957,0.09758305318051957,31000.0,30.0,0.9761904761904762,0.023809523809523808,84,84,0,16,0,0
0,G_b1_1216,9,oracle,3.041,76,-0.9262712652422671,-0.11168712537686618,0.10760270005645002,0.08622340961764793,0.09258215574826208,0.10147341204379703,0.10760270005645002,0.09758305318051957,0.09758305318051957,0.09758305318051957,31000.0,30.0,0.9473684210526315,0.05263157894736842,76,76,0,24,0,0
0,G_b3_1216,0,oracle,3.041,70,-1.3295260939076068,-0.1547493977637322,0.10425921510667788,0.1000425641124151,0.12044754771184937,0.09529629306198102,0.10425921510667788,0.09758305318051957,0.09758305318051957,0.09758305318051957,49000.0,48.0,0.9714285714285714,0.02857142857142857,70,70,0,30,0,0
0,G_b3_1216,1,oracle,3.041,82,-1.2601374988026919,-0.1020725199179372,0.07493155865481187,0.0868764514970971,0.14580493657333343,0.09513625621848523,0.07493155865481187,0.09758305318051957,0.09758305318051957,0.09758305318051957,61000.0,60.0,0.9390243902439024,0.06097560975609756,82,82,0,18,0,0
0,G_b3_1216,2,oracle,3.041,80,-1.2278099393955468,-0.09780716007952062,0.07378236152675714,0.07894383021235175,0.10043476350752166,0.09136639912338868,0.07378236152675714,0.09758305318051957,0.09758305318051957,0.09758305318051957,51000.0,50.0,0.975,0.025,80,80,0,20,0,0
0,G_b3_1216,3,oracle,3.041,75,-1.2639280867079776,-0.11960728547075267,0.08645047165104308,0.08828938744343272,0.10098160888792783,0.0932580003077549,0.08645047165104308,0.09758305318051957,0.09758305318051957,0.09758305318051957,51000.0,50.0,0.9733333333333334,0.02666666666666667,75,75,0,25,0,0
0,G_b3_1216,4,oracle,3.041,72,-1.1461223721673957,-0.10648898263606954,0.08501358560076096,0.08962136040797897,0.10040785154943153,0.10832564054413493,0.08501358560076096,0.09758305318051957,0.09758305318051957,0.09758305318051957,31000.0,30.0,0.9861111111111112,0.013888888888888888,72,72,0,28,0,0
0,G_b3_1216,5,oracle,3.041,81,-1.0207962291064483,-0.10916940770996385,0.09661303331094202,0.10196017546694458,0.13480325666930185,0.09816342601260145,0.09661303331094202,0.09758305318051957,0.09758305318051957,0.09758305318051957,51000.0,50.0,0.9629629629629629,0.037037037037037035,81,81,0,19,0,0
0,G_b3_1216,6,oracle,3.041,78,-1.2583377250776415,-0.13810940839563624,0.09890056349797297,0.10039366305382841,0.1299365020370389,0.10063849902741732,0.09890056349797297,0.09758305318051957,0.09758305318051957,0.09758305318051957,39000.0,38.0,0.9871794871794872,0.01282051282051282,78,78,0,22,0,0
0,G_b3_1216,7,oracle,3.041,67,-1.0366403591717557,-0.09480266572857543,0.08378916449365766,0.08183907067072245,0.08757071944204911,0.0952059364823469,0.08378916449365766,0.09758305318051957,0.09758305318051957,0.09758305318051957,31000.0,30.0,0.9701492537313433,0.029850746268656716,67,67,0,33,0,0
0,G_b3_1216,8,oracle,3.041,80,-1.071652824675347,-0.1023026105175111,0.0871435213387847,0.08547130961977278,0.09811791285699019,0.09196757624880608,0.0871435213387847,0.09758305318051957,0.09758305318051957,0.09758305318051957,56000.0,55.0,0.975,0.025,80,80,0,20,0,0
0,G_b3_1216,9,oracle,3.041,78,-1.2319513865454086,-0.12729314622574098,0.0936499232895372,0.09654363793058196,0.0674217903806228,0.10333948053421699,0.0936499232895372,0.09758305318051957,0.09758305318051957,0.09758305318051957,41000.0,40.0,0.9615384615384616,0.038461538461538464,78,78,0,22,0,0
0,LR_a0p00001_1216,0,oracle,3.041,68,-1.2197160877913893,-0.13692366881005677,0.10092853916729365,0.10230858414721061,0.09969858352880077,0.08758067653375015,0.10092853916729365,0.09758305318051957,0.09758305318051957,0.09758305318051957,41000.0,40.0,0.9705882352941176,0.029411764705882353,68,68,0,32,0,0
0,LR_a0p00001_1216,1,oracle,3.041,81,-1.2517960806318946,-0.12570135905078805,0.09125342481924638,0.09909419147094431,0.05008951542906922,0.08307096489096097,0.09125342481924638,0.09758305318051957,0.09758305318051957,0.09758305318051957,51000.0,50.0,0.9506172839506173,0.04938271604938271,81,81,0,19,0,0
0,LR_a0p00001_1216,2,oracle,3.041,78,-1.2018801614707595,-0.09487629322311497,0.07316431152487492,0.07634964991607185,0.12612278265665655,0.09039275239708136,0.07316431152487492,0.09758305318051957,0.09758305318051957,0.09758305318051957,56000.0,55.0,0.8974358974358975,0.10256410256410256,78,78,0,22,0,0
0,LR_a0p00001_1216,3,oracle,3.041,71,-1.2311374444456198,-0.10833734666354644,0.08088046701785,0.08458723986666813,0.11890829689327957,0.0958115958398147,0.08088046701785,0.09758305318051957,0.09758305318051957,0.09758305318051957,41000.0,40.0,0.9154929577464789,0.08450704225352113,71,71,0,29,0,0
0,LR_a0p00001_1216,4,oracle,3.041,72,-1.1813939014859338,-0.12202211758267789,0.09361716888355556,0.08207358340468479,0.08616381630530966,0.09636752712529735,0.09361716888355556,0.09758305318051957,0.09758305318051957,0.09758305318051957,31500.0,30.5,0.9444444444444444,0.05555555555555555,72,72,0,28,0,0
0,LR_a0p00001_1216,5,oracle,3.041,74,-1.1110199779103267,-0.11402035908200037,0.09307477936762382,0.0956350503201667,0.1541409381832458,0.12428427343391243,0.09307477936762382,0.09758305318051957,0.09758305318051957,0.09758305318051957,32000.0,31.0,0.972972972972973,0.02702702702702703,74,74,0,26,0,0
0,LR_a0p00001_1216,6,oracle,3.041,76,-1.2271908983464446,-0.13031488501381128,0.0959958230831553,0.0982202091676356,0.14001843889754345,0.1052968484416236,0.0959958230831553,0.09758305318051957,0.09758305318051957,0.09758305318051957,31500.0,30.5,1.0,0.0,76,76,0,24,0,0
0,LR_a0p00001_1216,7,oracle,3.041,65,-1.0153413968216611,-0.1072107799848796,0.09550627774815333,0.09129737164847594,0.13719813983339788,0.10829748950271156,0.09550627774815333,0.09758305318051957,0.09758305318051957,0.09758305318051957,41000.0,40.0,0.9846153846153847,0.015384615384615385,65,65,0,35,0,0
0,LR_a0p00001_1216,8,oracle,3.041,78,-1.0567203691685165,-0.11098591686369594,0.0950460900924141,0.09012533657152055,0.05299711547915956,0.10051502569316806,0.0950460900924141,0.09758305318051957,0.09758305318051957,0.09758305318051957,41000.0,40.0,0.9487179487179487,0.05128205128205128,78,78,0,22,0,0
0,LR_a0p00001_1216,9,oracle,3.041,73,-1.2820835524919634,-0.13303988277803747,0.0940129175040154,0.09719073472337617,0.08519525600050402,0.08742958459169127,0.0940129175040154,0.09758305318051957,0.09758305318051957,0.09758305318051957,31000.0,30.0,0.958904109589041,0.0410958904109589,73,73,0,27,0,0
0,LR_a0p0001_1216,0,oracle,3.041,68,-1.2384992649482114,-0.1349646545061646,0.09826589005685772,0.1003302547462599,0.14217099058798338,0.09848858817300926,0.09826589005685772,0.09758305318051957,0.09758305318051957,0.09758305318051957,41000.0,40.0,0.9411764705882353,0.058823529411764705,68,68,0,32,0,0
0,LR_a0p0001_1216,1,oracle,3.041,81,-1.104823908109413,-0.1053237725743994,0.08703381765346573,0.10413680335993432,0.12197299003993545,0.11012297756856573,0.08703381765346573,0.09758305318051957,0.09758305318051957,0.09758305318051957,51000.0,50.0,0.9382716049382716,0.06172839506172839,81,81,0,19,0,0
0,LR_a0p0001_1216,2,oracle,3.041,78,-1.1102724713613457,-0.08366903117086938,0.07007799879090962,0.07976627971718978,0.1114548378701511,0.09043945799997183,0.07007799879090962,0.09758305318051957,0.09758305318051957,0.09758305318051957,51000.0,50.0,0.9102564102564102,0.08974358974358974,78,78,0,22,0,0
0,LR_a0p0001_1216,3,oracle,3.041,71,-1.1806821677770998,-0.09367807513829618,0.07350988518284732,0.08750803868476795,0.10588228004434229,0.08900234240977781,0.07350988518284732,0.09758305318051957,0.09758305318051957,0.09758305318051957,41000.0,40.0,0.9014084507042254,0.09859154929577464,71,71,0,29,0,0
0,LR_a0p0001_1216,4,oracle,3.041,72,-1.1924230797810562,-0.1100617599718956,0.08450137507379472,0.08130898288386343,0.09935778062359733,0.10426669262683423,0.08450137507379472,0.09758305318051957,0.09758305318051957,0.09758305318051957,31500.0,30.5,0.9305555555555556,0.06944444444444445,72,72,0,28,0,0
0,LR_a0p0001_1216,5,oracle,3.041,74,-1.0708546135692547,-0.10956085438796515,0.09281550213635104,0.09584150270756978,0.1665510097621176,0.10391888017830206,0.09281550213635104,0.09758305318051957,0.09758305318051957,0.09758305318051957,36000.0,35.0,0.9594594594594594,0.04054054054054054,74,74,0,26,0,0
0,LR_a0p0001_1216,6,oracle,3.041,76,-1.3850949967776849,-0.1287378444868339,0.08504099064154136,0.10019744867392828,0.1636402445364429,0.07661945675039752,0.08504099064154136,0.09758305318051957,0.09758305318051957,0.09758305318051957,36000.0,35.0,0.9868421052631579,0.013157894736842105,76,76,0,24,0,0
0,LR_a0p0001_1216,7,oracle,3.041,65,-0.9955310006312521,-0.10201628199100465,0.0929493276565431,0.09185204530749902,0.1257691125435652,0.11563008183113775,0.0929493276565431,0.09758305318051957,0.09758305318051957,0.09758305318051957,31000.0,30.0,0.9846153846153847,0.015384615384615385,65,65,0,35,0,0
0,LR_a0p0001_1216,8,oracle,3.041,78,-1.0529107458371705,-0.09745835036373163,0.08471920072052366,0.08222230917539644,0.08841208804933993,0.09186793185280182,0.08471920072052366,0.09758305318051957,0.09758305318051957,0.09758305318051957,31500.0,30.5,0.9487179487179487,0.05128205128205128,78,78,0,22,0,0
0,LR_a0p0001_1216,9,oracle,3.041,73,-1.2872178830164707,-0.1553917731026111,0.10771574447979719,0.10683701934328171,0.08675292962249723,0.08623743799590192,0.10771574447979719,0.09758305318051957,0.09758305318051957,0.09758305318051957,31000.0,30.0,0.9726027397260274,0.0273972602739726,73,73,0,27,0,0
0,LR_a0p001_1216,0,oracle,3.041,68,-1.3039598552820348,-0.13538467593654202,0.09405995090134725,0.10025116312395936,0.11995787757939348,0.0888220455707335,0.09405995090134725,0.09758305318051957,0.09758305318051957,0.09758305318051957,41000.0,40.0,0.9558823529411765,0.04411764705882353,68,68,0,32,0,0
0,LR_a0p001_1216,1,oracle,3.041,81,-1.0769947971968317,-0.10840783609315174,0.09145233277597425,0.1003555118531051,0.06889307122439751,0.08721278650974705,0.09145233277597425,0.09758305318051957,0.09758305318051957,0.09758305318051957,41000.0,40.0,0.9382716049382716,0.06172839506172839,81,81,0,19,0,0
0,LR_a0p001_1216,2,oracle,3.041,78,-1.1494079864168878,-0.09302497176461566,0.0748732325169258,0.08367816139735816,0.10300501697328272,0.08945929984798645,0.0748732325169258,0.09758305318051957,0.09758305318051957,0.09758305318051957,51000.0,50.0,0.9230769230769231,0.07692307692307693,78,78,0,22,0,0
0,LR_a0p001_1216,3,oracle,3.041,71,-1.127374167993418,-0.11766768573253827,0.09450902022321724,0.09676969347114148,0.11638789741880669,0.08984508357582492,0.09450902022321724,0.09758305318051957,0.09758305318051957,0.09758305318051957,51000.0,50.0,0.9577464788732394,0.04225352112676056,71,71,0,29,0,0
0,LR_a0p001_1216,4,oracle,3.041,72,-1.12479926666352,-0.0970227078651722,0.07940821976343805,0.08302622474019244,0.08834728193557849,0.09607027151917541,0.07940821976343805,0.09758305318051957,0.09758305318051957,0.09758305318051957,31000.0,30.0,0.9305555555555556,0.06944444444444445,72,72,0,28,0,0
0,LR_a0p001_1216,5,oracle,3.041,74,-1.1700146220803447,-0.11941240256434443,0.09260888773232388,0.08775381096555632,0.1481731725011454,0.1374583454013526,0.09260888773232388,0.09758305318051957,0.09758305318051957,0.09758305318051957,32000.0,31.0,0.9594594594594594,0.04054054054054054,74,74,0,26,0,0
0,LR_a0p001_1216,6,oracle,3.041,76,-1.1728638208256208,-0.1268964581681673,0.09763066329923888,0.09614011520369359,0.23259551334195486,0.09218211835091117,0.09763066329923888,0.09758305318051957,0.09758305318051957,0.09758305318051957,31000.0,30.0,0.9868421052631579,0.013157894736842105,76,76,0,24,0,0
0,LR_a0p001_1216,7,oracle,3.041,65,-0.9901750615524172,-0.09616511607758049,0.08852210206141697,0.0786722865484273,0.12635337971852004,0.10684523429094374,0.08852210206141697,0.09758305318051957,0.09758305318051957,0.09758305318051957,31000.0,30.0,0.9846153846153847,0.015384615384615385,65,65,0,35,0,0
