registered,arm,n_seeds,n_seeds_with_units,pred_kind,start_record,seedmed_n_units,seedmed_n_units_ff,seedmed_med_d_wmu,seedmed_med_d_b,seedmed_share_of_medians,seedmed_med_share_unit,seedmed_share_of_medians_ff,seedmed_med_share_unit_ff,seedmed_share_of_medians_incl_nodesc,seedmed_med_pred,seedmed_med_pred_meanrecip,seedmed_med_pred_ff,seedmed_med_t_sub,seedmed_med_win_len,seedmed_frac_routes_same_sign,seedmed_frac_share_outside01,seedmed_med_frac_db_ff,seedmed_med_frac_dwmu_ff,seedmed_frac_share_ff_outside01,diff_share_minus_pred,diff_medshare_minus_pred,diff_ff_minus_pred,n_ok_total,n_never_submerged_total,n_submerged_at_start_total,n_degenerate_denom_total,n_no_descent_total,seed_share_of_medians
0,E_a0p001_1216,10,10,oracle,1,73.5,73.5,-1.2039933884498137,-0.1102468612846037,0.08647224797463343,0.09041219652605542,0.1223535442692405,0.09610309108170702,0.08647224797463343,0.09758305318051957,0.09758305318051957,0.09758305318051957,41000.0,40.0,0.9488655321988655,0.05113446780113447,0.18071232424011222,0.11548104895725228,0.23344017094017094,-0.011110805205886143,-0.007170856654464153,0.024770491088720925,736,0,264,0,0,"[0.0882, 0.0848, 0.0745, 0.0831, 0.0896, 0.0833, 0.0931, 0.0822, 0.0938, 0.1062]"
0,E_a0p01_1216,10,10,oracle,1,73.5,73.5,-1.1987374014627148,-0.11783150065346126,0.0924291593360399,0.09296189694856746,0.13387168710140102,0.09459826966499263,0.0924291593360399,0.09758305318051957,0.09758305318051957,0.09758305318051957,41000.0,40.0,0.9541818814119283,0.04581811858807164,0.18388254337432186,0.09801598703346331,0.23985042735042733,-0.005153893844479673,-0.0046211562319521116,0.03628863392088144,736,0,264,0,0,"[0.0932, 0.095, 0.0705, 0.0917, 0.0886, 0.0931, 0.091, 0.0918, 0.095, 0.1053]"
0,E_a0p1_1216,10,10,oracle,1,74.5,74.5,-1.1795538913696482,-0.1071850658279998,0.08616545098468857,0.08897221474315667,0.10601153796330273,0.0965661228008809,0.08616545098468857,0.09758305318051957,0.09758305318051957,0.09758305318051957,37000.0,36.0,0.9535714285714285,0.04642857142857143,0.19775471907430664,0.11524106179834809,0.2516666666666667,-0.011417602195831003,-0.008610838437362905,0.008428484782783158,739,0,261,0,0,"[0.1031, 0.0869, 0.0731, 0.0855, 0.0752, 0.073, 0.0985, 0.0919, 0.083, 0.0949]"
0,G_b0p3_1216,10,10,oracle,1,80.0,80.0,-0.991285300645043,-0.09292618416918563,0.09486129043121708,0.08452831452362777,0.09417738724136385,0.0986039590594043,0.09668431075933394,0.09758305318051957,0.09758305318051957,0.09758305318051957,164250.0,163.25,0.8340650406504064,0.1659349593495935,0.7042425785754405,0.5170266514699784,0.06821705426356589,-0.0027217627493024976,-0.013054738656891801,-0.0034056659391557276,795,0,192,0,13,"[0.1078, 0.0927, 0.1164, 0.0682, 0.1012, 0.0756, 0.1052, 0.0754, 0.0868, 0.097]"
0,G_b1_1216,10,10,oracle,1,79.0,79.0,-1.006328493359141,-0.10120154349852684,0.09140417498327967,0.08730798364332532,0.09234696801221523,0.09618630021855565,0.09140417498327967,0.09758305318051957,0.09758305318051957,0.09758305318051957,31000.0,30.0,0.9723809523809523,0.02761904761904762,0.616070049064653,0.5063838098270235,0.0779746835443038,-0.006178878197239904,-0.010275069537194259,-0.005236085168304344,780,0,220,0,0,"[0.1009, 0.0916, 0.0743, 0.0912, 0.0975, 0.09, 0.0927, 0.0786, 0.0787, 0.1076]"
0,G_b3_1216,10,10,oracle,1,78.0,78.0,-1.2298806629704777,-0.1078291951730167,0.08679699649491389,0.08895537392570585,0.10070818619772474,0.09525111477216397,0.08679699649491389,0.09758305318051957,0.09758305318051957,0.09758305318051957,50000.0,49.0,0.9723809523809523,0.02761904761904762,0.21497909076541094,0.14273169201303987,0.2,-0.010786056685605686,-0.008627679254813725,0.00312513301720517,763,0,237,0,0,"[0.1043, 0.0749, 0.0738, 0.0865, 0.085, 0.0966, 0.0989, 0.0838, 0.0871, 0.0936]"
0,LR_a0p00001_1216,10,10,oracle,1,73.5,73.5,-1.2107981246310744,-0.11802123833233913,0.09381504319378547,0.09346621098432131,0.10930344021104017,0.09608956148255603,0.09381504319378547,0.09758305318051957,0.09758305318051957,0.09758305318051957,41000.0,40.0,0.9547606967698292,0.04523930323017081,0.1663769910885996,0.11233226269729123,0.26248992747784045,-0.0037680099867341,-0.0041168421961982615,0.011720387030520599,736,0,264,0,0,"[0.1009, 0.0913, 0.0732, 0.0809, 0.0936, 0.0931, 0.096, 0.0955, 0.095, 0.094]"
0,LR_a0p0001_1216,10,10,oracle,1,73.5,73.5,-1.1454773195692227,-0.10744231348118227,0.08603740414750355,0.0938467740075344,0.11671391395504327,0.09517826001290554,0.08603740414750355,0.09758305318051957,0.09758305318051957,0.09758305318051957,36000.0,35.0,0.944947209653092,0.05505279034690799,0.16342518745491677,0.09986306785788435,0.2549656915854099,-0.011545649033016026,-0.003736279172985177,0.019130860774523695,736,0,264,0,0,"[0.0983, 0.087, 0.0701, 0.0735, 0.0845, 0.0928, 0.085, 0.0929, 0.0847, 0.1077]"
0,LR_a0p001_1216,10,10,oracle,1,73.5,73.5,-1.1383910772051529,-0.11303776091284501,0.09333441931683556,0.09194696308462495,0.11817288749910008,0.09332638412712266,0.09333441931683556,0.09758305318051957,0.09758305318051957,0.09758305318051957,35750.0,34.75,0.956814415907208,0.04318558409279205,0.1745266887645626,0.11437293266058735,0.26984286865431106,-0.004248633863684015,-0.005636090095894622,0.02058983431858051,736,0,264,0,0,"[0.0941, 0.0915, 0.0749, 0.0945, 0.0794, 0.0926, 0.0976, 0.0885, 0.0958, 0.1055]"
0,LR_a0p01_1216,10,10,oracle,1,74.0,74.0,-1.1483958444456122,-0.10820951620252195,0.08611707331911472,0.09274591949797789,0.09796125065768566,0.0969636731410595,0.08611707331911472,0.09758305318051957,0.09758305318051957,0.09758305318051957,32000.0,31.0,0.9512820512820512,0.04871794871794872,0.19310169300451116,0.11945497584030794,0.2727732793522267,-0.011465979861404851,-0.004837133682541683,0.0003781974771660812,737,0,263,0,0,"[0.0909, 0.0816, 0.0784, 0.0823, 0.0844, 0.1024, 0.0777, 0.0878, 0.0992, 0.0963]"
