registered,arm,seed,unit,t_sub,win_len,d_wmu,d_b,share_unit,routes_same_sign,share_in_unit_interval,d_wmu_ff,d_b_ff,n_ff_intervals,share_unit_ff,pred,pred_meanrecip,pred_ff
0,E_a0p001_1216,0,1,41000,40,-0.7486315279761975,-0.06890896515573708,0.08428813708266872,1,1,-0.13521183804273917,-0.015244457328517313,36,0.10132149865116012,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_a0p001_1216,0,2,41000,40,-0.5630324423592743,-0.0919856966341781,0.14043228905924635,1,1,-0.3040674044302367,-0.032813727805753146,36,0.09740446901243101,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_a0p001_1216,0,3,31000,30,-0.5177960275998945,-0.06270265903164851,0.10801516088777553,1,1,0.05751696184455213,0.012380486387760126,27,0.17712358177386028,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_a0p001_1216,0,4,71000,70,-0.8589612726837359,-0.24276693238805147,0.2203510187635008,1,1,-0.11102053953497126,-0.0109998525205183,63,0.09014765757772722,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_a0p001_1216,0,5,121000,120,-0.4932718875769524,-0.12946110313293546,0.20789183336080455,1,1,-0.05946862737081682,-0.01133319032919089,108,0.16006920016108084,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_a0p001_1216,0,6,131000,130,-1.8351656828432255,-0.13582862155838615,0.06891375650099778,1,1,0.270299706264308,0.029028479551070047,117,0.0969787708831886,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_a0p001_1216,0,7,51000,50,-1.4111881530076857,-0.14514880720639223,0.09326309849149034,1,1,0.07243841254088235,-0.0008140201124744451,45,-0.011365124154988094,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_a0p001_1216,0,8,21000,20,-0.8050541565091756,-0.010770637679869022,0.013202145554518692,1,1,-0.11269748293567794,-0.010694629506614317,18,0.08667190548031145,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_a0p001_1216,0,10,121000,120,-1.9355515165777888,-0.2844061454790996,0.12811331960970138,1,1,0.1639886362115106,0.007465279513304779,108,0.04354102664698892,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_a0p001_1216,0,11,21000,20,-1.3703938645365703,-0.12625014518080613,0.08435549426656708,1,1,0.015330771404711951,-0.016384241154581924,18,15.552645110696522,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_a0p001_1216,0,12,11000,10,-0.848072575855217,-0.09859371437908493,0.10414833125058544,1,1,0.011456750398416038,-0.029729638510537004,9,1.626980821428903,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_a0p001_1216,0,13,31000,30,-1.7336715332558352,-0.2010191686080991,0.10390248343801502,1,1,-0.1685081430336668,-0.0054947815371959585,27,0.03157867346625089,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_a0p001_1216,0,16,141000,140,-1.5163412745141787,-0.1632036801794624,0.09717136759178426,1,1,0.3902903737643756,-0.0013577455018996681,126,-0.003490952939498244,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_a0p001_1216,0,20,101000,100,-1.6569991250449974,-0.16802073447404942,0.09206515402979146,1,1,0.25876429012637026,0.04773724297021101,90,0.15574879018686213,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_a0p001_1216,0,21,22000,21,-1.0426721236960113,-0.1430861397609129,0.12067058199852965,1,1,-0.4834308798843381,-0.07296196788428366,19,0.1311339068733414,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_a0p001_1216,0,22,53000,52,-2.139729801852944,-0.10671491145863055,0.04750391177057627,1,1,-0.7573742596591775,-0.024863332275068206,47,0.03178488547653204,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_a0p001_1216,0,24,91000,90,-1.585321233330852,-0.3671430377541949,0.1880408482712781,1,1,0.102748184759625,-0.06429131977743019,81,-1.6717774526653828,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_a0p001_1216,0,25,41000,40,-1.2263003412945181,-0.1351876460151793,0.09929404245593845,1,1,-0.4997715472647688,-0.0533483737603726,36,0.09644992294166117,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_a0p001_1216,0,26,21000,20,-1.0817663736763805,-0.04930165282453297,0.04358858324114527,1,1,0.017150619733643957,0.006347224726217682,18,0.2701194459372575,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_a0p001_1216,0,27,51000,50,-1.4919808649392674,-0.32709073404827427,0.17981190747539916,1,1,0.012383328400141558,-0.0420931804180813,45,1.4168088212847414,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_a0p001_1216,0,29,51000,50,-2.451793249333292,-0.16889403082920396,0.06444646490547001,1,1,-0.5912431743994127,-0.04801579305065928,45,0.07511164566402342,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_a0p001_1216,0,30,141000,140,-0.7157272011289564,-0.0934296813477058,0.11546547198824637,1,1,0.14607809456709875,0.008161236245195491,126,0.05291280895874432,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_a0p001_1216,0,32,161000,160,-2.7664407503847634,-0.3227704689507629,0.10448313373023072,1,1,-0.09862515475868028,-0.04109973017953328,144,0.29414753283001527,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_a0p001_1216,0,34,91000,90,-1.8759485972864507,-0.11828357804275336,0.059312842058235934,1,1,-0.2481584894066043,0.02446208011014754,81,-0.10935392386083781,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_a0p001_1216,0,36,21000,20,-1.0183760488277738,-0.12397990396994185,0.10853001086597024,1,1,0.001769521300003074,0.007027916728129413,18,0.7988594754126723,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_a0p001_1216,0,37,42000,41,-0.3700470272606182,-0.07947087428033382,0.17679134470041535,1,1,-0.2024366616859048,-0.0073682199559445966,37,0.035119392352951195,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_a0p001_1216,0,38,21000,20,-0.9630680436913543,-0.009212533173663884,0.00947517968873594,1,1,-0.09279454512836338,-0.009548848343343908,18,0.09330204930114688,0.09758305318051957,0.09758305318051957,0.09758305318051957
0,E_a0p001_1216,0,40,51000,50,-2.1847112004701934,-0.17796602612755175,0.07532388433092183,1,1,-0.4729485931814401,-0.03164216932910824,45,0.06270857827772217,0.09758305318051957,0.09758305318051957,0.09758305318051957
