run_id,gname,ckpt,finite,n_alive,d,inter_abs_cos_Eg,inter_abs_cos_W,vcos_Eg_mean,vcos_W_mean,cos_self_median,cos_self_iqr_lo,cos_self_iqr_hi,cos_mu_absmean,exp_g,width_g,exp,width,period,enc,c,kappa,lr,batch,seed,git_hash
A_w100_T10000_std_lr0.01_s4,A_w100,50000,True,39,20,0.867407500743866,0.18954186141490936,0.8104208707809448,-0.0027716404292732477,0.09665635973215103,-0.07907695695757866,0.16026772558689117,0.6351550221443176,A,100,A,100,10000,std,,1,0.01,1,4,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_s0,A_w100,100000,True,31,20,0.6431555151939392,0.2204769402742386,0.547596275806427,0.01873820647597313,0.09920758754014969,-0.06345614977180958,0.21939300745725632,0.40760836005210876,A,100,A,100,10000,std,,1,0.01,1,0,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_s1,A_w100,100000,True,41,20,0.5837752223014832,0.20559252798557281,0.33775925636291504,0.008020482026040554,0.04815366119146347,-0.09602632373571396,0.1726975440979004,0.5665947794914246,A,100,A,100,10000,std,,1,0.01,1,1,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_s2,A_w100,100000,True,18,20,0.858334481716156,0.2497490793466568,0.7331061959266663,0.021902963519096375,0.14500410854816437,0.03410949744284153,0.24400853365659714,0.7051923274993896,A,100,A,100,10000,std,,1,0.01,1,2,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_s3,A_w100,100000,True,42,20,0.8836933374404907,0.2063860148191452,0.8123301267623901,-0.01498473808169365,0.12285458296537399,-0.0966683030128479,0.17933765426278114,0.7162498235702515,A,100,A,100,10000,std,,1,0.01,1,3,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_s4,A_w100,100000,True,31,20,0.8954973220825195,0.2041540890932083,0.8954973220825195,-0.0159018374979496,0.05093158036470413,-0.0960984081029892,0.1217392235994339,0.7365020513534546,A,100,A,100,10000,std,,1,0.01,1,4,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_s0,A_w100,300000,True,9,20,0.6346098780632019,0.29692772030830383,0.484701007604599,-0.07772419601678848,0.1396646946668625,0.08963198959827423,0.15434379875659943,0.5181868076324463,A,100,A,100,10000,std,,1,0.01,1,0,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_s1,A_w100,300000,True,28,20,0.5793470144271851,0.2474745512008667,0.45745202898979187,-0.01680973917245865,0.03346092998981476,-0.028412824496626854,0.1309082880616188,0.5739608407020569,A,100,A,100,10000,std,,1,0.01,1,1,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_s2,A_w100,300000,True,10,20,0.7791714072227478,0.26735639572143555,0.6074525713920593,0.014646519906818867,0.04953399673104286,-0.02207392267882824,0.16101669892668724,0.7129462361335754,A,100,A,100,10000,std,,1,0.01,1,2,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_s3,A_w100,300000,True,21,20,0.6212911605834961,0.2634112536907196,0.5159764289855957,0.00863470695912838,0.0020463746041059494,-0.1048709899187088,0.17488032579421997,0.6148594617843628,A,100,A,100,10000,std,,1,0.01,1,3,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_s4,A_w100,300000,True,16,20,0.5526924729347229,0.2697758972644806,0.4283996522426605,-0.020015060901641846,0.03271445631980896,-0.01602218486368656,0.19887913390994072,0.484116792678833,A,100,A,100,10000,std,,1,0.01,1,4,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_s0,A_w100,1000000,True,3,20,0.74155193567276,0.5438532829284668,0.74155193567276,-0.19487690925598145,0.12185832858085632,0.11084228381514549,0.16923163831233978,0.3155739903450012,A,100,A,100,10000,std,,1,0.01,1,0,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_s1,A_w100,1000000,True,8,20,0.47208741307258606,0.3289312720298767,0.16465114057064056,-0.00761670945212245,0.13777941465377808,0.026319868862628937,0.184209693223238,0.503781259059906,A,100,A,100,10000,std,,1,0.01,1,1,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_s2,A_w100,1000000,True,0,20,,,,,,,,,A,100,A,100,10000,std,,1,0.01,1,2,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_s3,A_w100,1000000,True,3,20,0.9594002366065979,0.20671696960926056,0.9594002366065979,-0.18917475640773773,0.184809610247612,0.061996378004550934,0.25647177547216415,0.6257912516593933,A,100,A,100,10000,std,,1,0.01,1,3,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_s4,A_w100,1000000,True,2,20,0.0818398967385292,0.1426018476486206,-0.0818398967385292,-0.1426018476486206,0.0707918256521225,0.04500287026166916,0.09658077731728554,0.5932643413543701,A,100,A,100,10000,std,,1,0.01,1,4,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b128_s0,A_w100_b128,0,True,68,20,0.9635114669799805,0.17777591943740845,0.9635114669799805,0.004422871395945549,0.09986163675785065,-0.15751966461539268,0.18649601936340332,0.7264158129692078,A,100,A,100,10000,std,,1,0.01,128,0,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b128_s1,A_w100_b128,0,True,83,20,0.929112434387207,0.18103967607021332,0.8984910845756531,-0.002786011202260852,0.06482210755348206,-0.13899150490760803,0.14506914466619492,0.7730767130851746,A,100,A,100,10000,std,,1,0.01,128,1,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b128_s2,A_w100_b128,0,True,78,20,0.9553503394126892,0.1761021912097931,0.9553503394126892,-0.006904929876327515,0.0018527759239077568,-0.17303736880421638,0.18574707210063934,0.8592192530632019,A,100,A,100,10000,std,,1,0.01,128,2,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b128_s3,A_w100_b128,0,True,79,20,0.9504035711288452,0.17886969447135925,0.9504035711288452,-0.0033490201458334923,0.09891071915626526,-0.14558661729097366,0.25260861217975616,0.6903472542762756,A,100,A,100,10000,std,,1,0.01,128,3,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b128_s4,A_w100_b128,0,True,68,20,0.9486727118492126,0.18164625763893127,0.9486727118492126,-0.0016088829142972827,0.01540304720401764,-0.1731828935444355,0.20547227561473846,0.7922617197036743,A,100,A,100,10000,std,,1,0.01,128,4,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b128_s0,A_w100_b128,10000,True,66,20,0.9216950535774231,0.18195615708827972,0.9216950535774231,-0.0019849215168505907,0.06153316795825958,-0.13838831707835197,0.14001398906111717,0.7845119833946228,A,100,A,100,10000,std,,1,0.01,128,0,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b128_s1,A_w100_b128,10000,True,81,20,0.9458536505699158,0.18391233682632446,0.9458536505699158,9.112880798056722e-05,0.04564744979143143,-0.1481398046016693,0.1593652218580246,0.7650750279426575,A,100,A,100,10000,std,,1,0.01,128,1,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b128_s2,A_w100_b128,10000,True,79,20,0.8000731468200684,0.179770827293396,0.7355940937995911,-0.004980045836418867,0.06047172099351883,-0.08766039460897446,0.148415245115757,0.43232399225234985,A,100,A,100,10000,std,,1,0.01,128,2,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b128_s3,A_w100_b128,10000,True,77,20,0.9270349144935608,0.18090736865997314,0.8732760548591614,0.0008493741042912006,0.08165867626667023,-0.13359537720680237,0.18805505335330963,0.6897598505020142,A,100,A,100,10000,std,,1,0.01,128,3,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b128_s4,A_w100_b128,10000,True,68,20,0.841106116771698,0.18173053860664368,0.7518538236618042,0.0044274041429162025,0.06334280222654343,-0.12818431854248047,0.1452578566968441,0.753627598285675,A,100,A,100,10000,std,,1,0.01,128,4,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b128_s0,A_w100_b128,50000,True,59,20,0.8471543192863464,0.19387060403823853,0.813246488571167,-0.0058947280049324036,-0.042958348989486694,-0.1492333561182022,0.15876205265522003,0.6252726912498474,A,100,A,100,10000,std,,1,0.01,128,0,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b128_s1,A_w100_b128,50000,True,69,20,0.6717485189437866,0.18199695646762848,0.641599714756012,0.003338620997965336,0.00614648312330246,-0.11054736375808716,0.12731409072875977,0.4198823869228363,A,100,A,100,10000,std,,1,0.01,128,1,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b128_s2,A_w100_b128,50000,True,75,20,0.6928896307945251,0.1859762966632843,0.6631835103034973,-0.0059907990507781506,0.025871749967336655,-0.07262725383043289,0.1746547818183899,0.3676883280277252,A,100,A,100,10000,std,,1,0.01,128,2,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b128_s3,A_w100_b128,50000,True,74,20,0.788024365901947,0.18472395837306976,0.7521923780441284,0.0042535061948001385,0.05099525302648544,-0.09453278221189976,0.21796437352895737,0.6133807897567749,A,100,A,100,10000,std,,1,0.01,128,3,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b128_s4,A_w100_b128,50000,True,74,20,0.9200702905654907,0.18684746325016022,0.9200702905654907,0.007535923738032579,0.09695509076118469,-0.08793515339493752,0.1940637081861496,0.7010594606399536,A,100,A,100,10000,std,,1,0.01,128,4,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b128_s0,A_w100_b128,100000,True,65,20,0.8378164768218994,0.19411949813365936,0.8351395726203918,-0.006627686321735382,-0.0558757521212101,-0.16135835647583008,0.13734020292758942,0.4677531123161316,A,100,A,100,10000,std,,1,0.01,128,0,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b128_s1,A_w100_b128,100000,True,76,20,0.8955585360527039,0.1890154778957367,0.8955585360527039,-0.0027954087127000093,-0.04051964730024338,-0.13662882149219513,0.15200991183519363,0.7887069582939148,A,100,A,100,10000,std,,1,0.01,128,1,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b128_s2,A_w100_b128,100000,True,65,20,0.9107578992843628,0.18792736530303955,0.9107578992843628,-0.003601952688768506,0.10950405150651932,-0.16376931965351105,0.2213752716779709,0.629176914691925,A,100,A,100,10000,std,,1,0.01,128,2,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b128_s3,A_w100_b128,100000,True,73,20,0.8919942378997803,0.18746310472488403,0.8919942378997803,-0.00040559773333370686,-0.004244178533554077,-0.119012251496315,0.16013169288635254,0.6835970878601074,A,100,A,100,10000,std,,1,0.01,128,3,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b128_s4,A_w100_b128,100000,True,73,20,0.6098917126655579,0.19076789915561676,0.5260137319564819,-5.6289645726792514e-05,0.047647640109062195,-0.10832736641168594,0.13723161816596985,0.4881869852542877,A,100,A,100,10000,std,,1,0.01,128,4,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b128_s0,A_w100_b128,300000,True,60,20,0.6289975643157959,0.19881796836853027,0.5598272681236267,-0.009328932501375675,0.027592016384005547,-0.0774135310202837,0.11838840134441853,0.6142053604125977,A,100,A,100,10000,std,,1,0.01,128,0,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b128_s1,A_w100_b128,300000,True,65,20,0.751171886920929,0.19916489720344543,0.6347691416740417,-0.0009481813758611679,0.047922562807798386,-0.11447339504957199,0.19789639115333557,0.6522281765937805,A,100,A,100,10000,std,,1,0.01,128,1,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b128_s2,A_w100_b128,300000,True,61,20,0.5772506594657898,0.2027992308139801,0.5124157667160034,-0.0063003660179674625,0.10884533822536469,-0.04760831966996193,0.22174835205078125,0.41010233759880066,A,100,A,100,10000,std,,1,0.01,128,2,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b128_s3,A_w100_b128,300000,True,61,20,0.9234052896499634,0.19999553263187408,0.9234052896499634,0.0007978956564329565,0.09174209088087082,-0.1504853367805481,0.1571684181690216,0.795604407787323,A,100,A,100,10000,std,,1,0.01,128,3,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b128_s4,A_w100_b128,300000,True,67,20,0.6832590103149414,0.20422790944576263,0.588370144367218,-0.0059524960815906525,0.0829596072435379,-0.08641192317008972,0.1731022149324417,0.5488300323486328,A,100,A,100,10000,std,,1,0.01,128,4,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b128_s0,A_w100_b128,1000000,True,26,20,0.7899124026298523,0.23205125331878662,0.6328087449073792,-0.016672929748892784,0.04903562739491463,-0.10551855154335499,0.15427137538790703,0.7288814187049866,A,100,A,100,10000,std,,1,0.01,128,0,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b128_s1,A_w100_b128,1000000,True,40,20,0.5950015187263489,0.2267533540725708,0.3724139928817749,-0.005002110730856657,0.060706399381160736,-0.0759151354432106,0.16872496157884598,0.576707661151886,A,100,A,100,10000,std,,1,0.01,128,1,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b128_s2,A_w100_b128,1000000,True,54,20,0.6786981821060181,0.22508063912391663,0.5362748503684998,-0.0031414285767823458,0.015967661514878273,-0.10140251740813255,0.08938551507890224,0.6453524231910706,A,100,A,100,10000,std,,1,0.01,128,2,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b128_s3,A_w100_b128,1000000,True,45,20,0.7927009463310242,0.23649674654006958,0.7487020492553711,-0.010286523960530758,0.10116122663021088,-0.11721984297037125,0.18354935944080353,0.6554787755012512,A,100,A,100,10000,std,,1,0.01,128,3,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b128_s4,A_w100_b128,1000000,True,29,20,0.6139295101165771,0.24141767621040344,0.4271327555179596,-0.009838765487074852,0.09974593669176102,-0.0805506631731987,0.17382735013961792,0.5060498714447021,A,100,A,100,10000,std,,1,0.01,128,4,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b32_s0,A_w100_b32,0,True,68,20,0.9635114669799805,0.17777591943740845,0.9635114669799805,0.004422871395945549,0.09986163675785065,-0.15751966461539268,0.18649601936340332,0.7264158129692078,A,100,A,100,10000,std,,1,0.01,32,0,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b32_s1,A_w100_b32,0,True,83,20,0.929112434387207,0.18103967607021332,0.8984910845756531,-0.002786011202260852,0.06482210755348206,-0.13899150490760803,0.14506914466619492,0.7730767130851746,A,100,A,100,10000,std,,1,0.01,32,1,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b32_s2,A_w100_b32,0,True,78,20,0.9553503394126892,0.1761021912097931,0.9553503394126892,-0.006904929876327515,0.0018527759239077568,-0.17303736880421638,0.18574707210063934,0.8592192530632019,A,100,A,100,10000,std,,1,0.01,32,2,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b32_s3,A_w100_b32,0,True,79,20,0.9504035711288452,0.17886969447135925,0.9504035711288452,-0.0033490201458334923,0.09891071915626526,-0.14558661729097366,0.25260861217975616,0.6903472542762756,A,100,A,100,10000,std,,1,0.01,32,3,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b32_s4,A_w100_b32,0,True,68,20,0.9486727118492126,0.18164625763893127,0.9486727118492126,-0.0016088829142972827,0.01540304720401764,-0.1731828935444355,0.20547227561473846,0.7922617197036743,A,100,A,100,10000,std,,1,0.01,32,4,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b32_s0,A_w100_b32,10000,True,66,20,0.8524377346038818,0.1827002316713333,0.8355235457420349,-0.003971452824771404,0.04969340190291405,-0.1300729587674141,0.1711188554763794,0.7473052740097046,A,100,A,100,10000,std,,1,0.01,32,0,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b32_s1,A_w100_b32,10000,True,81,20,0.9437543749809265,0.18425238132476807,0.9437543749809265,6.367071182467043e-05,0.04800791293382645,-0.15439347922801971,0.1581835299730301,0.7627114653587341,A,100,A,100,10000,std,,1,0.01,32,1,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b32_s2,A_w100_b32,10000,True,79,20,0.7933329343795776,0.18026742339134216,0.7263537645339966,-0.0034008347429335117,0.05948224663734436,-0.08040205761790276,0.1467355191707611,0.4087379574775696,A,100,A,100,10000,std,,1,0.01,32,2,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b32_s3,A_w100_b32,10000,True,77,20,0.9281607270240784,0.18086861073970795,0.8765890002250671,0.0009070270461961627,0.08375559747219086,-0.13398173451423645,0.18568676710128784,0.6941772699356079,A,100,A,100,10000,std,,1,0.01,32,3,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b32_s4,A_w100_b32,10000,True,68,20,0.9355950951576233,0.1817956566810608,0.9355950951576233,0.002535879611968994,0.10700343549251556,-0.13453331217169762,0.17514347657561302,0.835258960723877,A,100,A,100,10000,std,,1,0.01,32,4,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b32_s0,A_w100_b32,50000,True,58,20,0.9578413367271423,0.18846529722213745,0.9578413367271423,0.00041178104584105313,0.07257737964391708,-0.17191727086901665,0.16990376636385918,0.7405622005462646,A,100,A,100,10000,std,,1,0.01,32,0,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b32_s1,A_w100_b32,50000,True,71,20,0.9342895150184631,0.19009171426296234,0.9342895150184631,0.005507195368409157,0.10428415983915329,-0.11557439342141151,0.18453805148601532,0.7849955558776855,A,100,A,100,10000,std,,1,0.01,32,1,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b32_s2,A_w100_b32,50000,True,79,20,0.8369410634040833,0.19003558158874512,0.8085148334503174,0.0010885840747505426,0.02413751929998398,-0.15122589468955994,0.207549050450325,0.6285704374313354,A,100,A,100,10000,std,,1,0.01,32,2,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b32_s3,A_w100_b32,50000,True,74,20,0.9579629898071289,0.1850094050168991,0.9579629898071289,-0.0015983133343979716,0.07033103704452515,-0.1332274079322815,0.16841258108615875,0.7583566904067993,A,100,A,100,10000,std,,1,0.01,32,3,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b32_s4,A_w100_b32,50000,True,71,20,0.9303547143936157,0.18910838663578033,0.9303547143936157,0.008145603351294994,0.0,-0.11546780914068222,0.14885420352220535,0.7544111013412476,A,100,A,100,10000,std,,1,0.01,32,4,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b32_s0,A_w100_b32,100000,True,65,20,0.8492382168769836,0.19594722986221313,0.8094565868377686,-0.0023971691261976957,0.04500387981534004,-0.12343522906303406,0.1514395773410797,0.7462924122810364,A,100,A,100,10000,std,,1,0.01,32,0,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b32_s1,A_w100_b32,100000,True,70,20,0.8518727421760559,0.1956910490989685,0.8514832258224487,0.0015304433181881905,0.06795139610767365,-0.06808944046497345,0.15098054707050323,0.6660338640213013,A,100,A,100,10000,std,,1,0.01,32,1,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b32_s2,A_w100_b32,100000,True,68,20,0.9001526832580566,0.18814876675605774,0.9001526832580566,-0.003877192735671997,-0.07542131841182709,-0.17282555252313614,0.21009621769189835,0.706149160861969,A,100,A,100,10000,std,,1,0.01,32,2,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b32_s3,A_w100_b32,100000,True,72,20,0.6098642349243164,0.19247788190841675,0.5064529776573181,-0.0020127331372350454,0.03772623836994171,-0.05514620244503021,0.171011533588171,0.6211855411529541,A,100,A,100,10000,std,,1,0.01,32,3,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b32_s4,A_w100_b32,100000,True,70,20,0.6383143067359924,0.19475007057189941,0.5863326191902161,-0.000951794208958745,0.05971205234527588,-0.0843684021383524,0.14877265691757202,0.5590052008628845,A,100,A,100,10000,std,,1,0.01,32,4,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b32_s0,A_w100_b32,300000,True,58,20,0.626272976398468,0.20998777449131012,0.5466737151145935,-0.009405354037880898,0.08444877713918686,-0.09137539193034172,0.15419694408774376,0.5996251106262207,A,100,A,100,10000,std,,1,0.01,32,0,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b32_s1,A_w100_b32,300000,True,79,20,0.6247477531433105,0.1981847733259201,0.5004923343658447,0.0013246226590126753,0.053337328135967255,-0.10800714418292046,0.13952946662902832,0.557280421257019,A,100,A,100,10000,std,,1,0.01,32,1,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b32_s2,A_w100_b32,300000,True,69,20,0.9168045520782471,0.20655828714370728,0.9168045520782471,-0.0036814226768910885,-0.0242263525724411,-0.12983259558677673,0.1587028205394745,0.6386799216270447,A,100,A,100,10000,std,,1,0.01,32,2,753f5846d1bd93d8284ec4dfa089a3909766dd3c
A_w100_T10000_std_lr0.01_b32_s3,A_w100_b32,300000,True,60,20,0.5778316855430603,0.19878603518009186,0.37801265716552734,-0.0008835167391225696,0.05829060077667236,-0.08987557701766491,0.13312465324997902,0.5902054905891418,A,100,A,100,10000,std,,1,0.01,32,3,753f5846d1bd93d8284ec4dfa089a3909766dd3c
