arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_c1,zeroout_c1,zbar_c1,zsd_c1,zbar_min_c1,mob_c1,mob_pool_c1,eff_rank_c1,dead_frac_c2,zeroout_c2,zbar_c2,zsd_c2,zbar_min_c2,mob_c2,mob_pool_c2,eff_rank_c2,dead_frac_f1,zeroout_f1,zbar_f1,zsd_f1,zbar_min_f1,mob_f1,eff_rank_f1,dead_frac_f2,zeroout_f2,zbar_f2,zsd_f2,zbar_min_f2,mob_f2,eff_rank_f2,w_norm_c1,w_norm_c2,w_norm_f1,w_norm_f2,w_norm_f3,alpha_med_c1,alpha_min_c1,alpha_max_c1,alpha_clip_frac_c1,two_alpha_W_med_c1,alpha_med_c2,alpha_min_c2,alpha_max_c2,alpha_clip_frac_c2,two_alpha_W_med_c2,alpha_med_f1,alpha_min_f1,alpha_max_f1,alpha_clip_frac_f1,two_alpha_W_med_f1,alpha_med_f2,alpha_min_f2,alpha_max_f2,alpha_clip_frac_f2,two_alpha_W_med_f2
SNAc3,6,0.001,1,none,0.97165625,1,1,0,0,-0.08275318891,0.1654125154,-0.2101372331,0.6861640811,0.9159706831,12.76927026,0,0,-0.2541368306,0.2776875794,-0.331758976,0.6709805727,0.8142562509,14.40464264,0,0,-0.008589180186,0.6114376187,-0.327517271,0.9716604948,79.62907796,0,0,0.1970930547,1.426132321,-1.487113833,0.9914363623,41.44203946,0.6714121699,1.24992156,2.223329782,1.224306107,1.822398543,3,3,3,1,0.9899172783,3,3,3,1,1.662013769,3,3,3,1,3.530679226,2.175041437,1.71739161,3,0.009999999776,6
SNAc3,6,0.001,2,none,0.9726833333,1,1,0,0,-0.0817912817,0.1323619485,-0.2072262168,0.6943302751,0.8385716677,13.23502788,0,0,-0.2618225813,0.2500320077,-0.3233084083,0.5911672115,0.7675454021,14.61739044,0,0,-0.1607201546,0.5922147036,-0.9688314795,0.9653440714,78.62387731,0,0,0.1301432848,1.405163169,-1.923608899,0.9941791892,41.10656399,0.697735548,1.568291306,2.865314007,1.377488732,2.033332825,3,3,3,1,0.7937829494,3,3,3,1,1.498793602,3,3,3,1,3.429158211,2.204528809,1.577770948,3,0.009999999776,6
SNAc3,6,0.001,3,none,0.96278125,1,1,0,0,-0.131959334,0.1534304172,-0.2448861301,0.5400660038,0.7676647305,12.77977854,0,0,-0.3510764539,0.2766146958,-0.4554276764,0.6341541409,0.6492673159,14.3595107,0,0,-0.2342780083,0.7371715307,-1.842070341,0.9852200747,72.52206294,0,0,0.6721968055,1.955855846,-5.616819859,0.995927453,35.27830839,0.7811976075,1.843545198,3.457834482,1.484638095,1.918127775,3,3,3,1,0.9132487178,3,3,3,1,1.653329611,3,2.450256586,3,0.9799999595,4.267186165,1.574785948,1.140915394,2.134226322,0,6
SNAc3,6,0.001,4,none,0.9657770833,1,1,0,0,-0.1281707138,0.1414126903,-0.3179370165,0.522685647,0.7051375508,13.05796369,0,0,-0.3399807811,0.2611171603,-0.5374352932,0.6094880104,0.5633672476,14.32501109,0,0,-0.2717834413,0.7213980556,-3.584053278,0.9707336426,70.04439953,0,0,0.3293455243,1.913160324,-3.964370966,1.001268387,37.98142275,0.8092976213,2.020709515,3.929592371,1.552122235,1.989565492,3,3,3,1,0.845810473,3,3,3,1,1.558358669,3,1.521403551,3,0.969999969,4.176782608,1.613384128,1.025692701,2.322693825,0,6
SNAc3,6,0.001,5,none,0.9606875,1,1,0,0,-0.1398467571,0.1347522885,-0.2391188294,0.5115220547,0.6561038494,12.95896742,0,0,-0.3367702663,0.2812732756,-0.45840469,0.6457385421,0.5917186737,14.36240831,0,0,-0.09188114107,0.8169084191,-3.077992916,0.9873390198,74.91519172,0,0,0.1592935771,2.188974857,-4.912567616,0.9958069324,41.11932081,0.8290068507,2.255605698,4.305096626,1.637598872,1.813239932,3,3,3,1,0.8072296381,3,3,3,1,1.678905129,3,1.999399662,3,0.9599999785,4.729657173,1.411527634,0.8245648742,1.898587227,0,6
SNAc3,6,0.001,6,none,0.9564125,1,1,0,0,-0.155288592,0.1438269764,-0.3152171671,0.4506017566,0.6033180356,12.8683481,0,0,-0.4393015206,0.3100294173,-0.5394231081,0.73271209,0.5630239844,13.95850721,0,0,-0.1648850739,0.9734410048,-2.328160763,0.9905101657,75.2246239,0,0,0.1596773267,2.558226109,-3.753438473,1.000270605,42.95683001,0.8526364565,2.441022873,4.672959328,1.698968172,1.737502813,3,3,3,1,0.858671844,3,3,3,1,1.854048014,3,1.866272211,3,0.7099999785,5.612641335,1.206115723,0.8322001696,1.547713995,0,6
SNAc3,6,0.001,7,none,0.9599875,1,1,0,0,-0.190288797,0.1650683135,-0.2818415761,0.4853294492,0.6316801906,13.03291744,0,0,-0.3905433118,0.3082270622,-0.4718742967,0.6856037378,0.5821332932,14.41474301,0,0,-0.1521477997,1.104080319,-2.596050978,0.9984405637,78.48335459,0,0,-0.1560024768,2.871634245,-4.279835701,0.9991663098,47.38559284,0.8881114721,2.619908571,4.990417957,1.778540492,1.772720695,3,3,3,1,0.9904303551,3,3,3,1,1.846784592,2.825140476,1.375164747,3,0.2599999905,6,1.073860884,0.6662187576,1.427972317,0,6
SNAc3,6,0.001,8,none,0.9597291667,1,1,0,0,-0.2097692639,0.1641397476,-0.347283721,0.4724425972,0.6505150795,12.98184786,0,0,-0.4584105015,0.3561436832,-0.6286984682,0.8170434833,0.6207683682,14.1443681,0,0,-0.173358351,1.373411059,-3.998118639,0.9968692064,78.70148568,0,0,0.3916082978,3.70456171,-4.905594826,1.002339125,50.51421058,0.9567367435,2.846406221,5.497175694,1.829633713,1.641276002,3,3,3,1,0.9829143286,3,3,3,1,2.130580902,2.260564566,0.8248603344,2.648903131,0,6,0.8380617499,0.5770498514,1.121780396,0,6
SNAc3,6,0.001,9,none,0.9623666667,1,1,0,0,-0.2142001837,0.1780100018,-0.3494475484,0.467256695,0.5457354188,12.83493558,0,0,-0.4964798987,0.3527140915,-0.6429938078,0.8560310006,0.6281931996,14.05850553,0,0,-0.1151879132,1.454889178,-6.077001572,0.9999337196,78.0063177,0,0,-0.1269717366,3.779539347,-4.846905231,1.007013083,54.51485192,1.008930564,2.9750278,5.792930126,1.867988586,1.637851238,3,3,3,1,1.067513943,3,3,3,1,2.114303589,2.115096092,0.6579135656,2.463997841,0,6,0.8199584484,0.5470722914,1.04268682,0,6
SNAc3,6,0.001,10,none,0.9691333333,1,1,0,0,-0.2158214301,0.1510162354,-0.3263190389,0.4195559919,0.5375618339,12.86924655,0,0,-0.5062533617,0.3469603062,-0.6506122947,0.8271251917,0.5949012041,14.09894168,0,0,-0.314493984,1.535248637,-5.141700745,0.9909129143,79.61564293,0,0,-0.356187284,3.935574532,-4.367140293,1.009767652,56.44829278,1.00700891,3.101627111,6.125462532,1.891812801,1.638712764,3,3,3,1,0.9007123709,3,3,3,1,2.072959423,2.025352478,0.8089805841,2.425292969,0,6,0.7894489765,0.4848302901,1.019776344,0,6
