arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3
LR,0,0.001,1,l2:1e-3,0.9462125,1,1,0,0,-0.1166043282,0.7916610241,-1.809421062,0.4847501218,65.74560652,0,0,0.5173742175,0.3691173792,0.2894008458,0.9407500625,21.70398648,1.334385633,0.9173641801,2.745622873
LR,0,0.001,2,l2:1e-3,0.9525395833,0.9925000072,0.9925000072,0,0,-0.4332176745,0.8505746722,-3.45193243,0.3602500856,66.14726116,0,0,0.3364837766,0.3567905128,-0.023343632,0.8500000834,28.09801057,1.406199574,0.9360214472,2.843908787
LR,0,0.001,3,l2:1e-3,0.9539479167,1,1,0,0,-0.1666226834,0.7274070382,-0.6780184507,0.3842501044,60.43317981,0,0,0.3219801784,0.3024934828,-3.446177232e-10,0.8935000896,22.63483427,1.114140034,0.9159268737,2.828033924
LR,0,0.001,4,l2:1e-3,0.9566270833,1,1,0,0,-0.2982282043,0.8481464982,-1.342543364,0.3977501094,65.41164878,0,0,0.2500717044,0.3467851877,-0.01219492778,0.8320000172,24.69714305,1.338292837,0.9406521916,2.880755424
LR,0,0.001,5,l2:1e-3,0.9515479167,1,1,0,0,-0.2177955657,0.741785109,-0.7362236977,0.393250078,60.87260009,0,0,0.2380045056,0.2886470556,-0.0003656753397,0.8522500992,21.59083438,1.250092149,0.818680048,2.801023722
LR,0,0.001,6,l2:1e-3,0.95326875,0.9225000143,0.9225000143,0,0,-0.430085361,0.8375662565,-2.668625593,0.334000051,66.80969557,0,0,0.1374885291,0.307569325,-0.1091042385,0.6737501025,23.09575222,1.315178156,0.8346220851,2.901297331
LR,0,0.001,7,l2:1e-3,0.9503916667,1,1,0,0,-0.2338629663,0.7557280064,-0.8247437477,0.3910000622,67.51292765,0,0,0.1760768145,0.3059536219,-0.001250592293,0.7465001345,17.89408252,1.248922706,0.8361959457,2.812366724
LR,0,0.001,8,l2:1e-3,0.9505666667,1,1,0,0,-0.2276425958,0.8117454648,-1.220654488,0.4015001059,62.71804455,0,0,0.1870501786,0.3342886567,-0.006061062217,0.742000103,18.28813928,1.278168201,0.9022316337,2.793250799
LR,0,0.001,9,l2:1e-3,0.94804375,1,1,0,0,-0.1893292367,0.7424225211,-0.6971740127,0.4090000987,60.83897,0,0,0.206631273,0.3071678579,-3.130322148e-05,0.7960000634,17.04987599,1.246694446,0.8937237859,2.799046993
LR,0,0.001,10,l2:1e-3,0.949425,1,1,0,0,-0.1729120612,0.735898912,-0.647436142,0.4157500863,64.63730331,0,0,0.1781946719,0.2897180021,-6.999882771e-06,0.7577500343,16.10986258,1.191956043,0.9004517198,2.884827375
LR,0,0.001,11,l2:1e-3,0.9523,1,1,0,0,-0.2337729484,0.8270717859,-1.508099198,0.4037500918,63.50522423,0,0,0.1697924137,0.3330480456,-0.01846246794,0.7300000787,16.78485262,1.244756222,0.9111527801,2.809311628
LR,0,0.001,12,l2:1e-3,0.9486270833,1,1,0,0,-0.1379083991,0.7186718583,-0.5884428024,0.4105000794,63.10598478,0,0,0.1992500126,0.2920716405,-0.0003990648838,0.8080000281,16.00811239,1.199784875,0.8781080842,2.82298255
LR,0,0.001,13,l2:1e-3,0.9493125,0.9108333588,0.9108333588,0,0,-0.5278745294,0.8746368289,-2.894645214,0.3137500584,70.63966834,0,0,0.1501900256,0.3421667516,-0.2856343091,0.6917501092,18.08617282,1.353686213,0.9474669695,2.884670496
LR,0,0.001,14,l2:1e-3,0.94625625,1,1,0,0,-0.2248878032,0.7689098716,-0.6530165672,0.3857500851,60.24531482,0,0,0.182744503,0.2849784791,-0.0002178898721,0.7510001063,16.4936876,1.215502143,0.8405562639,2.811983585
LR,0,0.001,15,l2:1e-3,0.9513625,1,1,0,0,-0.1292840391,0.7063195705,-0.6178932786,0.4007500708,59.26330404,0,0,0.1798341423,0.3040249646,-0.0003179589112,0.7765000463,16.17853235,1.192137718,0.8584041595,2.789101124
LR,0,0.001,16,l2:1e-3,0.95015,1,1,0,0,-0.2256786376,0.7910172939,-0.6036619544,0.4052501023,63.97984628,0,0,0.1849157214,0.2969335914,-0.002174659399,0.7645000815,16.29238806,1.252217412,0.8785399199,2.816494465
LR,0,0.001,17,l2:1e-3,0.9516458333,1,1,0,0,-0.1600252092,0.7221671343,-0.7878448963,0.4082500935,59.4487335,0,0,0.2213091552,0.3025132418,-8.320716915e-06,0.8005000949,14.83653653,1.155286551,0.8943697214,2.832784176
LR,0,0.001,18,l2:1e-3,0.9518458333,1,1,0,0,-0.1885993779,0.7435657978,-0.7124667168,0.4037501216,60.11821058,0,0,0.198931396,0.3161898255,-5.121358845e-05,0.7810000777,15.19285317,1.210653186,0.9143464565,2.834949732
LR,0,0.001,19,l2:1e-3,0.9530145833,0.9991666675,0.9991666675,0,0,-0.1833832562,0.7020407319,-0.6316565871,0.3970001042,59.43660249,0,0,0.2321347296,0.3041203618,-0.01002025418,0.8290000558,14.14750731,1.176917076,0.8981289268,2.848537445
LR,0,0.001,20,l2:1e-3,0.9502791667,0.9800000191,0.9800000191,0,0,-0.5575335622,0.8727986217,-2.728140593,0.3302500844,61.51207864,0,0,0.167735517,0.3550734222,-0.0946194455,0.736000061,20.08660302,1.377581477,0.9424582124,2.87330842
LR,0,0.001,21,l2:1e-3,0.9405333333,0.9741666913,0.9741666913,0,0,-0.2968379259,0.7614117265,-0.9810954928,0.3445000648,61.51705608,0,0,0.2008899748,0.3059859574,-0.02926589362,0.7840000391,17.02764512,1.194044352,0.9181955457,2.902037859
LR,0,0.001,22,l2:1e-3,0.9526395833,1,1,0,0,-0.2936252356,0.8104115129,-0.9292545915,0.3902500868,61.60579741,0,0,0.226124227,0.3626912236,-0.0235147737,0.7967501283,16.34867468,1.308846235,0.9831712842,2.865408182
LR,0,0.001,23,l2:1e-3,0.94941875,1,1,0,0,-0.196545586,0.8058956861,-1.373881698,0.4195000827,61.13653382,0,0,0.2536633909,0.3457955122,-0.001458932995,0.8207500577,15.98954342,1.331155658,0.9432968497,2.82841754
LR,0,0.001,24,l2:1e-3,0.9487916667,1,1,0,0,-0.3973360658,0.840677321,-2.760869503,0.3730000854,62.77015715,0,0,0.1694402546,0.3680690527,-0.05299829692,0.7165001035,20.07236991,1.373294115,0.9607152939,2.804483891
LR,0,0.001,25,l2:1e-3,0.9483520833,0.9991666675,0.9991666675,0,0,-0.4020243883,0.8429647684,-1.282768965,0.3520000875,63.50064273,0,0,0.177692309,0.3345609605,-0.1497454345,0.7322500944,18.61848697,1.366581321,0.9495120049,2.902933598
LR,0,0.001,26,l2:1e-3,0.94831875,1,1,0,0,-0.3005745411,0.8341252804,-1.998202324,0.3857500851,61.22378258,0,0,0.225096032,0.3528067172,-0.005710859317,0.7855001092,17.98415968,1.379717588,0.9312306046,2.815556526
LR,0,0.001,27,l2:1e-3,0.9489104167,1,1,0,0,-0.1823632419,0.7489894032,-0.6617507339,0.421000123,56.87732347,0,0,0.2793872654,0.32279405,-0.0002180121373,0.8507500291,15.99868982,1.20822227,0.8643246889,2.802090406
LR,0,0.001,28,l2:1e-3,0.95760625,1,1,0,0,-0.1037478,0.7339561582,-0.6253480315,0.420250088,54.73245471,0,0,0.2578225732,0.3042969704,-7.276423275e-06,0.8342500329,15.0285007,1.216023803,0.8705972433,2.791187286
LR,0,0.001,29,l2:1e-3,0.951325,1,1,0,0,-0.1504868716,0.7528436184,-0.9309057593,0.3925000727,60.29555444,0,0,0.2281044126,0.298373878,-0.06247506663,0.8170001507,15.80840369,1.171139598,0.8889033198,2.855207205
LR,0,0.001,30,l2:1e-3,0.9541520833,1,1,0,0,-0.2037815154,0.754009068,-0.5324800014,0.4075000882,60.81445648,0,0,0.2301487327,0.3073223829,-2.022571061e-05,0.8305001259,15.88444605,1.150578141,0.9052428603,2.84049058
LR,0,0.001,31,l2:1e-3,0.9530520833,1,1,0,0,-0.1801441163,0.7681964636,-0.7527506948,0.4052501023,59.32293865,0,0,0.2154847234,0.3114216924,-0.0003668467107,0.8245000243,14.87233901,1.156217575,0.9061026573,2.794854641
