arm,step,group,rank,seed,unit,ok,eps,rel_err_wu,rel_err_W_other,rel_err_b,rel_err_v,rel_err_c,lambda_x,dyhat1
LR_a0p1_q0,200000,pos,1,5,65,True,0.001,1.1978780848948895e-13,1.2350403260092895e-12,8.769917276716168e-12,0.000698717480073138,3.565831335637781e-12,0.0018115085829653998,-0.00039816707313042744
LR_a0p1_q0,200000,pos,1,6,74,False,0.001,3.1249659038722276e-13,1.2938757357083608e-12,1.147815937167601e-11,0.00013747468045453907,3.1994550849883507e-12,0.0020670058375927493,0.0004280362851618963
LR_a0p1_q0,200000,pos,1,7,62,False,0.001,8.188689579769127e-14,1.214396751980007e-12,1.2137689277282798e-11,9.139770534304648e-05,3.372592080050056e-13,0.0013186817689153961,-0.00034533387816571546
LR_a0p1_q0,200000,pos,1,8,74,False,0.001,1.4328874749432177e-13,1.2017637875967374e-12,1.6732501809965836e-11,7.630806196253699e-05,5.062301678616076e-12,0.0009944579216309938,0.00029931343169379865
LR_a0p1_q0,200000,pos,1,9,74,False,0.001,1.1328301399051816e-13,1.3083048390604281e-12,2.950445811476042e-11,0.00012188992042484155,6.158416060643025e-12,0.0003584082532291385,0.00017835936048481366
LR_a0p1_q0,200000,pos,2,0,73,False,0.001,3.4122633012156634e-14,1.2283971205947328e-12,4.5346293303054564e-11,9.405833414605845e-05,8.273204663002298e-12,0.00012096276085950505,0.0001028894841862046
LR_a0p1_q0,200000,pos,2,1,74,False,0.001,9.450388485010232e-14,1.3264614661513732e-12,3.0649913706225436e-11,6.770310485720369e-05,1.1550700733933342e-11,0.00029765652009397964,-0.00016254162813665992
LR_a0p1_q0,200000,pos,2,2,74,False,0.001,9.828273174153675e-14,1.0576940668590106e-12,1.3823840408216232e-11,6.162589986578438e-05,1.5078520920445378e-11,0.0005410859727195582,0.00022106189481508037
LR_a0p1_q0,200000,pos,2,3,73,False,0.001,9.143404764658977e-14,1.2789318909073025e-12,1.246645989950464e-10,8.889790601797783e-05,1.6915991359324108e-11,1.0332631358167722e-05,-2.9896032128168842e-05
LR_a0p1_q0,200000,pos,2,4,73,False,0.001,1.3638131938921904e-13,1.2588729653672915e-12,1.7299997852260062e-11,0.00012006749453585929,2.894047665789647e-12,0.0006271772088923089,0.0002338082671936476
LR_a0p1_q0,200000,pos,2,5,83,True,0.001,9.232466502517545e-14,1.136678337611914e-12,2.664544578448882e-12,0.0006978297755138973,5.281656143676061e-13,0.018686266280413436,-0.00127881114136764
LR_a0p1_q0,200000,pos,2,6,73,False,0.001,1.4599073606014698e-13,1.3034235957547879e-12,2.337276941469388e-11,0.00013748188198458447,1.628694761730618e-11,0.000512543138906175,-0.00021314490060361587
LR_a0p1_q0,200000,pos,2,7,74,False,0.001,1.4417080414872178e-13,1.115933520217413e-12,7.882529997278328e-11,9.126495736979505e-05,2.1471195594212802e-11,3.0638889972316376e-05,-5.263876584728823e-05
LR_a0p1_q0,200000,pos,2,8,73,False,0.001,1.3487658436242434e-13,1.2192504864678977e-12,2.674260778179343e-10,7.475320181921545e-05,7.720539296102868e-11,2.8159253031512843e-06,1.592735153642933e-05
LR_a0p1_q0,200000,pos,2,9,73,False,0.001,1.243010022541635e-13,1.352235598744183e-12,4.16214545923463e-11,0.00012188951120392188,9.127875620063241e-12,0.0001931324394802372,0.0001309285983781288
LR_a0p1_q0,200000,pos,3,0,72,False,0.001,1.1383445417170306e-13,1.2811435198908001e-12,7.267746928968794e-11,9.409150698140322e-05,4.0076816566571987e-11,2.85951828333995e-05,5.002551675604241e-05
LR_a0p1_q0,200000,pos,3,1,73,False,0.001,9.419170344890712e-14,1.3006667452963575e-12,2.4820255440933614e-11,6.768506816453435e-05,2.3203292710582676e-11,0.0004905029307614837,0.00020865447763403024
LR_a0p1_q0,200000,pos,3,2,75,False,0.001,8.615699796108932e-14,1.0642719704530875e-12,2.425350885368772e-12,0.0006205006502387594,4.3910513328235995e-13,0.026632637324410673,-0.0015509144347773804
LR_a0p1_q0,200000,pos,3,3,72,False,0.001,1.1542567076305854e-13,1.3573904486038233e-12,3.946898473707306e-11,8.913317464875503e-05,5.511080434756563e-13,0.00015587622413910406,-0.00011611759240797421
LR_a0p1_q0,200000,pos,3,4,72,False,0.001,1.2889333327902532e-13,1.2901621074827096e-12,8.640452487160259e-10,0.00011876516308621518,5.330404773034386e-11,2.925232087206042e-07,-5.049459503572645e-06
LR_a0p1_q0,200000,pos,3,5,62,False,0.001,2.3710734988193675e-13,1.288936961413214e-12,1.1098227940484212e-12,0.0007003116068165324,3.112476875125822e-13,0.1737277506067163,0.00389923798799919
LR_a0p1_q0,200000,pos,3,6,72,False,0.001,1.2191535535175617e-13,1.3341816167222879e-12,5.0013485300611864e-12,0.0013749214601689803,1.763033004052468e-12,0.011697313050740085,0.0010182461838685686
LR_a0p1_q0,200000,pos,3,7,73,False,0.001,1.5716177431168652e-13,1.141216335268855e-12,1.1847776140772975e-11,9.137627141190838e-05,3.5224997066311756e-12,0.0016517875770125816,-0.00038649713825636563
LR_a0p1_q0,200000,pos,3,8,72,False,0.001,1.2904423560440642e-13,1.2260901758725564e-12,1.4653364966369453e-11,7.630440515551708e-05,4.020456975438645e-12,0.0010035833381459578,0.00030068358639491325
LR_a0p1_q0,200000,pos,3,9,72,False,0.001,9.06980647588181e-14,1.2226901404544888e-12,1.392574712138696e-11,0.0001218899201105065,6.758362157374281e-12,0.001114939541337648,0.0003145810550102712
LR_a0p1_q0,200000,pos,4,0,71,False,0.001,1.2196048316941427e-13,1.2285805959834112e-12,2.6308194825309522e-11,9.404995535511757e-05,1.6744635554698531e-12,0.00034801431526123173,0.00017451939509112525
LR_a0p1_q0,200000,pos,4,1,72,False,0.001,1.622291070846012e-13,1.211895311704347e-12,3.0879203224626226e-11,6.769289520153583e-05,3.7323566438342966e-11,0.0002515073582086134,0.0001494108902100587
LR_a0p1_q0,200000,pos,4,2,73,False,0.001,1.1047986899438102e-13,1.1685052914307485e-12,9.241103127735815e-10,5.096921193590242e-05,1.2282212111556316e-09,1.3443779958437138e-07,3.4845078587584818e-06
LR_a0p1_q0,200000,pos,4,3,71,False,0.001,1.5300835471911268e-13,1.2767078604387276e-12,3.278552208730654e-11,8.9090284910862e-05,9.702197361297859e-12,0.00020539037454678168,-0.0001332901717067845
LR_a0p1_q0,200000,pos,4,4,71,False,0.001,3.1594743781128907e-13,1.3601218961506106e-12,1.3170321509307403e-12,0.0012006675537247684,1.63601485506455e-13,0.166591290221772,-0.0038105781695641624
LR_a0p1_q0,200000,pos,4,5,73,False,0.001,6.945874715065945e-14,1.151224209254082e-12,1.24779764302043e-11,7.002292998148359e-05,3.2232887810161745e-12,0.0011705944510920908,0.0003200725097397225
LR_a0p1_q0,200000,pos,4,6,71,False,0.001,1.5466605409527915e-13,1.2562355702059992e-12,1.3996156447341737e-11,0.00013747978551670824,1.7299377386249712e-11,0.0014668612408439132,-0.00036058217274746057
LR_a0p1_q0,200000,pos,4,7,72,False,0.001,1.8853585674590054e-13,1.2056566985761433e-12,1.66310991514922e-11,9.138940395414839e-05,4.920046628071297e-12,0.0009377083951992147,-0.0002912078560609704
LR_a0p1_q0,200000,pos,4,8,71,False,0.001,3.3423687218906545e-13,1.3455718278297616e-12,7.682226485699293e-12,7.628427409160188e-05,3.0726183884636054e-12,0.0029891050883703143,0.0005189238031959988
LR_a0p1_q0,200000,pos,4,9,71,False,0.001,1.300854968331508e-13,1.318962196225804e-12,1.096702228728115e-11,0.00012188958947391135,3.1549967075515522e-12,0.0015983554341596703,0.0003766548695616993
LR_a0p1_q0,200000,neg,0,0,61,True,0.001,1.0544776432976124e-13,1.109896162624819e-12,1.532230965137395e-11,9.400418371470311e-05,3.187404507227918e-12,0.0011234743514074103,-0.0003135643825081799
LR_a0p1_q0,200000,neg,0,1,1,True,0.001,8.894250496518922e-14,1.3484144891298026e-12,3.7127499961589025e-11,6.767108319402747e-05,8.616633451798895e-15,0.00016337429857279633,0.00012042004179368855
LR_a0p1_q0,200000,neg,0,2,72,True,0.001,9.58162044459285e-14,1.097302206337976e-12,1.3501548651725585e-10,6.113390531241021e-05,8.638550008748025e-11,9.679173212072393e-06,-2.9566497581012215e-05
LR_a0p1_q0,200000,neg,0,3,75,True,0.001,7.508270248096824e-14,1.2625858141344907e-12,1.0345609779641661e-10,8.939489829484048e-05,3.544865785318648e-11,1.834390813112339e-05,3.9834009017667565e-05
LR_a0p1_q0,200000,neg,0,4,39,True,0.001,2.4231055833860684e-13,1.2910547150343539e-12,1.3360484415863524e-11,0.0001200361781892466,8.066006938160896e-13,0.0009315659753969866,-0.00028495188759391273
LR_a0p1_q0,200000,neg,0,5,86,True,0.001,9.278460182107735e-14,1.1540847329663957e-12,1.7280100917656423e-11,6.99992842797459e-05,2.844129863536032e-12,0.00047277323296740774,0.00020340966507606092
LR_a0p1_q0,200000,neg,0,6,1,True,0.001,1.0366686490005169e-13,1.3401785080390448e-12,3.3888205022541117e-10,0.00013755993222872557,1.927854900592612e-11,3.527906060267423e-06,-1.7683500574620017e-05
LR_a0p1_q0,200000,neg,0,7,71,True,0.001,1.4259490116437826e-13,1.2394204943028742e-12,1.054938655831877e-10,9.110803256898938e-05,2.2254769367157593e-11,2.047638138117878e-05,-4.303242195817503e-05
LR_a0p1_q0,200000,neg,0,8,24,True,0.001,1.383662336880968e-13,1.1129678853790657e-12,2.552532468428144e-10,7.5710673701044e-05,2.1038991429103194e-10,2.835097570521635e-06,-1.5981480357942193e-05
LR_a0p1_q0,200000,neg,0,9,71,True,0.001,1.300854968331508e-13,1.318962196225804e-12,1.096702228728115e-11,0.00012188958947391135,3.1549967075515522e-12,0.0015983554341596703,0.0003766548695616993
LR_a0p1_q0,200000,neg,1,0,49,True,0.001,5.533575379918922e-14,1.2508423631054305e-12,6.095020047022716e-10,9.373438687389134e-05,3.2548264156920187e-10,4.884921754010961e-07,6.538437104982437e-06
LR_a0p1_q0,200000,neg,1,1,77,True,0.001,7.358653702861978e-14,1.2110906481739703e-12,1.4711013654605726e-10,6.759386253687367e-05,3.510833436791845e-11,1.3085587286281801e-05,3.4080308307562794e-05
LR_a0p1_q0,200000,neg,1,2,49,True,0.001,1.1986474261599417e-13,1.1357538777453092e-12,7.099068813665048e-10,5.771545414870762e-05,5.650645772061084e-10,3.803682551041881e-07,5.861150629263978e-06
LR_a0p1_q0,200000,neg,1,3,5,True,0.001,1.7771321348433296e-13,1.3242312284739374e-12,3.6485110599641065e-10,8.88382173163195e-05,5.4117810417633254e-11,1.4284446939930214e-06,1.1115776322225643e-05
LR_a0p1_q0,200000,neg,1,4,92,True,0.001,1.2648253287240893e-13,1.2712215737920792e-12,1.1541871754582685e-10,0.00011994908301308413,4.384615118862434e-11,1.8305459061835805e-05,-3.9944320849219476e-05
LR_a0p1_q0,200000,neg,1,5,81,True,0.001,1.5589158603601061e-13,1.209408502279708e-12,6.520832216727164e-11,6.994061824789172e-05,1.1667740073863803e-11,3.5738900541823664e-05,5.5926255008262587e-05
LR_a0p1_q0,200000,neg,1,6,12,True,0.001,1.5001327774352795e-13,1.2844960406475636e-12,1.7038914131047152e-11,0.00013748134957402143,6.9817058566309154e-12,0.0010713354490512615,-0.00030815730857274053
LR_a0p1_q0,200000,neg,1,7,67,True,0.001,9.962908340277489e-14,1.2110448786012997e-12,3.3926165541209296e-10,9.163103946445818e-05,1.342194753733635e-10,2.162243146949214e-06,1.3983679112771712e-05
LR_a0p1_q0,200000,neg,1,8,78,True,0.001,7.885162618206174e-14,1.1854984480168667e-12,7.359071803845753e-11,7.593588848806747e-05,5.539296205580721e-11,2.8924968898313725e-05,5.104690911921995e-05
LR_a0p1_q0,200000,neg,1,9,61,True,0.001,4.1072639011048735e-14,1.34895791535831e-12,1.4228193397881817e-10,0.00012188592862721251,4.785150534196047e-11,1.404840315900781e-05,3.531184314012e-05
LR_a0p1_q0,200000,neg,2,0,68,True,0.001,1.4721057148937282e-13,1.2206929743246365e-12,1.0584292187810997e-10,9.4140982973056e-05,3.359101727550008e-11,2.188158777926137e-05,4.3760730268709335e-05
LR_a0p1_q0,200000,neg,2,1,31,True,0.001,1.3171418912245216e-13,1.2623765652507852e-12,1.1671410327716672e-10,6.760184080053708e-05,1.2742147869824515e-10,1.7609153064483587e-05,3.95344899211809e-05
LR_a0p1_q0,200000,neg,2,2,74,True,0.001,9.828273174153675e-14,1.0576940668590106e-12,1.3823840408216232e-11,6.162589986578438e-05,1.5078520920445378e-11,0.0005410859727195582,0.00022106189481508037
LR_a0p1_q0,200000,neg,2,3,8,True,0.001,5.837983438387502e-14,1.3565311789222259e-12,7.283778659139572e-10,8.476252018948188e-05,1.491447238716197e-10,4.135946264013063e-07,-5.981299204042571e-06
LR_a0p1_q0,200000,neg,2,4,31,True,0.001,2.2957779381246244e-13,1.3058186904048818e-12,2.6591512483806466e-11,0.00012003925028322856,1.0465845482975868e-13,0.00032983031237336505,-0.00016955477007416953
LR_a0p1_q0,200000,neg,2,5,7,True,0.001,7.398431088575382e-14,1.2306691693813922e-12,7.887169293159967e-11,7.008450703479244e-05,2.3085774357602352e-11,4.607030603258704e-05,-6.349736351587459e-05
LR_a0p1_q0,200000,neg,2,6,92,True,0.001,1.2299349461299655e-13,1.264124617199334e-12,1.499646410518973e-11,0.00013748150855972974,2.300361094993083e-12,0.0015075401979696703,-0.0003655478090883097
LR_a0p1_q0,200000,neg,2,7,26,True,0.001,2.344644748887825e-13,1.2447544367727564e-12,8.335146795079924e-11,9.114947986259674e-05,6.108217947043745e-12,2.8198345770855182e-05,-5.049879331888959e-05
LR_a0p1_q0,200000,neg,2,8,98,True,0.001,1.1983031385483254e-13,1.1500707332987418e-12,1.3849608100011817e-11,7.635758273426941e-05,6.978879168913827e-12,0.0010487677029945887,-0.00030737790963971426
LR_a0p1_q0,200000,neg,2,9,36,True,0.001,8.552615695530397e-14,1.2611672657741287e-12,2.6460540379720343e-11,0.00012188955970021724,7.587614566972063e-13,0.00035127881482407546,0.00017657649218918512
LR_a0p1_q0,200000,neg,3,0,56,True,0.001,1.1655042404375292e-13,1.274726729544553e-12,8.405947125315815e-11,9.414581985605132e-05,4.210703726805786e-11,3.2673576662482885e-05,5.34740999614015e-05
LR_a0p1_q0,200000,neg,3,1,13,True,0.001,1.359007738499555e-13,1.0988640876202612e-12,1.1279195192137341e-11,6.768803970461605e-05,9.38807732752932e-12,0.0023329075569253795,0.00045504638707543943
LR_a0p1_q0,200000,neg,3,2,87,True,0.001,1.315672590806031e-13,1.162838630317636e-12,1.7093014308383805e-10,6.152061700040119e-05,2.6666089057211612e-11,5.3638576964571245e-06,2.200996613358336e-05
LR_a0p1_q0,200000,neg,3,3,50,True,0.001,1.2611264916473302e-13,1.3188185050900474e-12,2.376289032365865e-11,8.922316315086872e-05,1.7082963300079342e-12,0.00031701947349271984,0.00016559646215357792
LR_a0p1_q0,200000,neg,3,4,57,True,0.001,6.302990727909327e-14,1.3058628227365988e-12,2.5865956809364075e-11,0.00012002800351588094,3.1754223912722263e-12,0.00026940795202322034,-0.0001532392206187597
LR_a0p1_q0,200000,neg,3,5,2,True,0.001,1.0700274506620737e-13,1.1530797240849014e-12,1.175258505461131e-10,7.011572995971174e-05,8.637668145389609e-12,1.7463917747385966e-05,-3.909452882499646e-05
LR_a0p1_q0,200000,neg,3,6,55,True,0.001,6.917940628520569e-14,1.2394652379062055e-12,6.050632142336183e-11,0.00013746096034084938,3.627013695413073e-11,9.771069959858943e-05,9.306380306721742e-05
LR_a0p1_q0,200000,neg,3,7,31,True,0.001,1.186773781368046e-13,1.1876231324737638e-12,3.229714677740092e-11,9.133224363183701e-05,1.2593126665627463e-11,0.0002238195249380217,-0.00014227158493708566
LR_a0p1_q0,200000,neg,3,8,27,True,0.001,1.1131566356249746e-13,1.2017839333001294e-12,1.3909885250395077e-10,7.631843839130554e-05,5.416162238630078e-11,1.3087307382356639e-05,-3.433666820132342e-05
LR_a0p1_q0,200000,neg,3,9,43,True,0.001,7.141006569742375e-14,1.224439702273212e-12,3.0927415227851024e-10,0.00012188292345359713,5.08062362399932e-11,2.9529459723118314e-06,1.6189545480039668e-05
LR_a0p1_q0,200000,neg,4,0,53,True,0.001,1.5199387760221108e-13,1.2698031302244872e-12,2.720809671247096e-10,9.407529154468733e-05,1.9422322297361968e-11,1.976795205368135e-06,1.315303525514222e-05
LR_a0p1_q0,200000,neg,4,1,90,True,0.001,5.70465516683307e-14,1.2267115022335458e-12,2.0792214321574808e-11,6.768012540841701e-05,9.05996243568483e-12,0.0006396927663128225,0.00023828276198629205
LR_a0p1_q0,200000,neg,4,2,73,True,0.001,1.1047986899438102e-13,1.1685052914307485e-12,9.241103127735815e-10,5.096921193590242e-05,1.2282212111556316e-09,1.3443779958437138e-07,3.4845078587584818e-06
LR_a0p1_q0,200000,neg,4,3,25,True,0.001,1.4648514411478883e-13,1.2438135830639521e-12,2.553848536408248e-11,8.92048163440861e-05,5.60515640088707e-12,0.0002775712094330386,0.00015495132448996884
LR_a0p1_q0,200000,neg,4,4,44,True,0.001,1.3573282900285616e-13,1.2436545239175403e-12,1.490456379990829e-11,0.00012008505473483725,2.904694712600665e-12,0.0008485178492254495,0.0002719538556608242
LR_a0p1_q0,200000,neg,4,5,64,True,0.001,1.6010677856525047e-13,1.1891041325968395e-12,2.6855460545589447e-11,7.004385060693272e-05,1.3031522558900232e-11,0.00024497235429081444,-0.0001464211058862726
LR_a0p1_q0,200000,neg,4,6,95,True,0.001,8.429774864134438e-14,1.2650749248144549e-12,2.2436998056210987e-10,0.00013750433896805148,8.914065450865727e-11,7.810649962500358e-06,-2.6311967391431812e-05
LR_a0p1_q0,200000,neg,4,7,46,True,0.001,9.876053090409432e-14,1.1820710718902372e-12,4.080936769925357e-10,9.130630546521096e-05,1.1012448775916649e-10,1.4232531567671487e-06,1.1345150534441583e-05
LR_a0p1_q0,200000,neg,4,8,11,True,0.001,1.0374668572751119e-13,1.1755284269023947e-12,7.904404757127874e-11,7.643757422194107e-05,2.5958019260382082e-11,2.4160400100147402e-05,-4.665358925414287e-05
LR_a0p1_q0,200000,neg,4,9,60,True,0.001,1.0321064968230618e-13,1.296168024596507e-12,7.962322120374973e-11,0.0001218883760156211,1.2805176278857995e-11,5.286373192453455e-05,6.849924978989959e-05
LR_a0p1_q0,5000000,pos,0,0,62,False,0.001,1.0269192414637653e-13,2.7598575483570914e-12,4.716320694449795e-11,5.758439324142914e-05,1.1840001770715788e-11,0.00277294221687206,0.0004926239866973008
LR_a0p1_q0,5000000,pos,0,1,62,False,0.001,4.983292280061271e-13,2.7869651297887903e-12,5.088292029648324e-10,5.305321055610293e-05,2.8240973649368473e-11,0.00011433237665413772,-0.00010066867451037435
LR_a0p1_q0,5000000,pos,0,2,62,False,0.001,3.33169500441174e-13,2.6506944375776027e-12,1.161205298124426e-10,5.520828932754203e-05,1.9747935597986856e-11,0.0011346657801074738,-0.00031876431207314985
LR_a0p1_q0,5000000,pos,0,3,62,False,0.001,3.348325616797129e-13,3.06908308668248e-12,2.2235398041939627e-10,5.944488133407407e-05,6.685557721116423e-12,0.00036190789184354044,-0.00017693719983176756
LR_a0p1_q0,5000000,pos,0,4,62,False,0.001,2.6186787497057264e-13,2.878125625048381e-12,7.810490689015044e-11,6.02094654190305e-05,1.5044288929692913e-11,0.000922444046660745,0.00028258005615880893
LR_a0p1_q0,5000000,pos,0,5,62,False,0.001,2.924636663212237e-13,2.632866705448465e-12,6.957331055013752e-11,5.731577601303301e-05,5.592379213317279e-12,0.0011846568122921854,0.0003221596766041199
LR_a0p1_q0,5000000,pos,0,6,62,False,0.001,3.0397173330740887e-13,2.8120078316704263e-12,3.011810676817647e-10,5.830367639586379e-05,1.1645805385678185e-11,7.188042198097727e-05,7.987524708412447e-05
LR_a0p1_q0,5000000,pos,0,7,62,False,0.001,1.5904404709256676e-13,3.0256679060656278e-12,8.906717640422018e-11,4.3567589114319405e-05,1.3782323146603126e-12,0.0004066086501464987,-0.0001940226612043193
LR_a0p1_q0,5000000,pos,0,8,62,False,0.001,6.535122641582104e-13,2.8147716171151127e-12,6.12091004274315e-11,6.531824906452181e-05,9.125771679837185e-13,0.002167663033697322,-0.0004419049701613478
LR_a0p1_q0,5000000,pos,0,9,62,False,0.001,3.0244040974144773e-13,2.9539244630179497e-12,7.604044466753602e-11,6.212661260076126e-05,3.777292056738529e-12,0.0006797834229143459,-0.0002454680765438368
LR_a0p1_q0,5000000,pos,1,0,74,False,0.001,2.5083913399919527e-13,2.7556847243994702e-12,3.2079748978174607e-10,5.761357041554245e-05,2.879817943094299e-11,7.819392872089412e-05,8.272402586035256e-05
LR_a0p1_q0,5000000,pos,1,1,74,False,0.001,4.265392223782317e-13,3.070214698393289e-12,1.7747136938380456e-10,5.3047611815655445e-05,1.2537532401315833e-11,0.0012528780426945623,-0.00033324537731109407
LR_a0p1_q0,5000000,pos,1,2,74,False,0.001,1.982271434056191e-13,2.640009050043181e-12,9.903455304755632e-11,5.525835071077462e-05,4.2900462401542024e-11,0.000754793891487362,0.00025998596441251666
LR_a0p1_q0,5000000,pos,1,3,74,False,0.001,1.8007702920676178e-13,2.878362740436044e-12,1.5304997737632909e-10,5.947790943675347e-05,5.78765233436413e-12,0.0008327349483708228,0.0002683944425525562
LR_a0p1_q0,5000000,pos,1,4,74,False,0.001,7.749877283598312e-14,2.988131549167675e-12,1.4613029000899214e-10,6.019179467181808e-05,1.537653943299571e-10,0.0002809139852021847,0.0001559402303490413
LR_a0p1_q0,5000000,pos,1,5,74,False,0.001,6.01478918264536e-13,2.7615724354205323e-12,3.8754579365199874e-11,5.736546446654536e-05,7.696828869962742e-12,0.0037071068323525466,-0.0005698918595519752
LR_a0p1_q0,5000000,pos,1,6,74,False,0.001,7.630735810989376e-13,2.939451511292759e-12,8.69487619387243e-11,5.83261609508582e-05,1.0547343850092628e-11,0.0009533874232142206,-0.0002908985891089828
LR_a0p1_q0,5000000,pos,1,7,74,False,0.001,6.035717837401038e-13,2.9106470132354983e-12,5.157214679850646e-10,4.35771951749901e-05,2.589032757995069e-10,1.4134203629366346e-05,-3.617427386700032e-05
LR_a0p1_q0,5000000,pos,1,8,74,False,0.001,3.686830975195529e-13,2.8844108749641706e-12,1.6400587325210899e-10,6.541755336569048e-05,3.2262695552021876e-12,0.0004150293485400787,0.0001933625678136174
LR_a0p1_q0,5000000,pos,1,9,74,False,0.001,7.553987863896666e-13,3.1445274149276724e-12,7.2350185810754994e-12,0.0006213317239430223,6.827575363731049e-13,0.09641534520587107,0.0029233634644485447
LR_a0p1_q0,5000000,pos,2,0,73,False,0.001,2.0780097017934203e-13,2.9295083798799056e-12,9.373081960418174e-11,5.759647075284226e-05,1.116901331011216e-11,0.0009331933630217227,0.0002857794297951577
LR_a0p1_q0,5000000,pos,2,1,73,False,0.001,3.842075483764324e-13,3.1393621330006295e-12,2.5492169860269855e-10,5.3052143960949125e-05,9.757811588687193e-12,0.000516023590119196,-0.00021386736204429511
LR_a0p1_q0,5000000,pos,2,2,73,False,0.001,3.2318871293472413e-13,2.4820167218658955e-12,7.717675719989223e-11,5.523468462218432e-05,1.953007535209645e-11,0.0021597190069708337,0.00043977885032771426
LR_a0p1_q0,5000000,pos,2,3,73,False,0.001,3.467345254551947e-13,2.740076079643407e-12,5.727971602087806e-10,5.3701236477318914e-05,3.978647161619352e-11,7.603159696393322e-05,-8.109931377332104e-05
LR_a0p1_q0,5000000,pos,2,4,73,False,0.001,1.0601590631042615e-13,3.022046535949449e-12,5.907078977033288e-11,6.019292215979549e-05,6.0619331035806936e-12,0.001508316171689064,0.00036134136820245805
LR_a0p1_q0,5000000,pos,2,5,73,False,0.001,1.7016088288146263e-13,2.5858184591621036e-12,1.3475291453886628e-10,5.7301138527247235e-05,1.8260228614259453e-11,0.00026010390993524204,0.0001509552921080872
LR_a0p1_q0,5000000,pos,2,6,73,False,0.001,2.806300203308415e-13,2.7606815954004384e-12,4.965644723826202e-11,5.832378462240762e-05,1.0808222754085816e-11,0.0031447874669204286,-0.0005283266956869685
LR_a0p1_q0,5000000,pos,2,7,73,False,0.001,6.106902994046819e-13,2.849766535256485e-12,5.942698063484747e-11,4.357771138541934e-05,2.935468340930178e-11,0.0009388545091971856,-0.00029482431524142065
LR_a0p1_q0,5000000,pos,2,8,73,False,0.001,1.9723738537601658e-13,2.877289053136751e-12,6.594008008782307e-11,6.544296121971857e-05,3.19161178368133e-12,0.0016272959742012732,0.00038288316870238516
