arm,step,group,rank,seed,unit,ok,eps,rel_err_wu,rel_err_W_other,rel_err_b,rel_err_v,rel_err_c,lambda_x,dyhat1
LR_a0p1_q0,200000,pos,0,0,62,False,0.01,2.292284686989232e-14,1.3273864154274664e-13,9.44016008827838e-13,0.000664806394770832,1.6783841972977687e-13,0.0038755903624594235,-0.004118120785886334
LR_a0p1_q0,200000,pos,0,1,22,True,0.01,1.4622415393061097e-14,1.1148186694321755e-13,5.936671994528101e-13,0.00477684480926652,5.611228681480497e-13,0.015034466666223434,-0.00816837976914023
LR_a0p1_q0,200000,pos,0,2,32,True,0.01,1.0574391520136885e-14,1.0537685604727579e-13,2.036756068188377e-12,0.004387333816235954,8.057708214307705e-13,0.001096078184413812,-0.002224777172231002
LR_a0p1_q0,200000,pos,0,3,62,False,0.01,1.161029051894556e-14,1.2484305684819794e-13,7.2619552221828e-11,0.0006109990355778065,2.9854730909863813e-12,7.649909302055152e-07,-5.752031149181511e-05
LR_a0p1_q0,200000,pos,0,4,62,False,0.01,1.4380118615442793e-14,1.318254652072681e-13,1.5876501485458085e-12,0.008486031341978369,2.1015221399832508e-13,0.0022539574259827807,0.003134170262846688
LR_a0p1_q0,200000,pos,0,5,39,True,0.01,7.132380287766265e-15,1.165087909019992e-13,1.2790336801264502e-12,0.004916738303703427,5.838696576370556e-13,0.001789298900199236,-0.002798153881254896
LR_a0p1_q0,200000,pos,0,6,62,False,0.01,3.035317971865914e-14,1.2747730902782922e-13,2.325881048837729e-12,0.0009720555241495334,1.9435945641073557e-12,0.001326513208577147,0.0024246582041190174
LR_a0p1_q0,200000,pos,0,7,49,True,0.01,9.454734384635222e-15,1.2006359623026573e-13,4.204523985786799e-13,0.00644204767785093,3.280009013120368e-14,0.035352894483248784,0.012643481445228784
LR_a0p1_q0,200000,pos,0,8,62,False,0.01,1.3404234796257501e-14,1.254018357563288e-13,6.401194975785206e-12,0.0005396316548829139,2.618408260590533e-12,7.998559767846924e-05,-0.0006002385713814902
LR_a0p1_q0,200000,pos,0,9,62,False,0.01,8.45893163032728e-15,1.2659065426649147e-13,2.2568468402961886e-12,0.0008618946761789672,2.2175237675697037e-13,0.001333172462057983,-0.0024324004490950003
LR_a0p1_q0,200000,pos,1,0,74,False,0.01,1.1566168027292289e-14,1.1958620561421192e-13,7.475250718431749e-12,0.0006650734874373667,5.303602159581726e-13,0.00011434305629601684,0.0007073511192033232
