arm,step,group,rank,seed,unit,ok,eps,rel_err_wu,rel_err_W_other,rel_err_b,rel_err_v,rel_err_c,lambda_x,dyhat1
LR_a0p1_q0,200000,pos,4,1,72,False,0.01,1.698081809454649e-14,1.306523191008251e-13,2.5565421489084273e-12,0.0006769289587167881,1.700745399609317e-13,0.0002515073582086134,0.001494108902100587
LR_a0p1_q0,200000,pos,4,2,73,False,0.01,1.078556528764378e-14,1.0812953573311808e-13,1.1391254295869799e-10,0.0005096921042366476,1.1306190092066321e-10,1.3443779958437138e-07,3.4845078587584813e-05
LR_a0p1_q0,200000,pos,4,3,71,False,0.01,1.7036934587960776e-14,1.230156212315202e-13,3.1941463383578856e-12,0.0008909028964968064,1.3728919062942783e-12,0.00020539037454678168,-0.001332901717067845
LR_a0p1_q0,200000,pos,4,4,71,False,0.01,3.557995292194725e-14,1.2612900677846362e-13,1.147766432223638e-13,0.012006675524068701,5.477093210433492e-14,0.166591290221772,-0.038105781695641626
LR_a0p1_q0,200000,pos,4,5,73,False,0.01,1.2732913789574533e-14,1.2165786570555172e-13,1.1037653861186987e-12,0.0007002292293082069,6.215813373440713e-13,0.0011705944510920908,0.003200725097397226
LR_a0p1_q0,200000,pos,4,6,71,False,0.01,1.9477002604367825e-14,1.382879560429223e-13,1.6868241420222873e-12,0.001374797728851369,1.9046263668580754e-12,0.0014668612408439132,-0.0036058217274746052
LR_a0p1_q0,200000,pos,4,7,72,False,0.01,2.1004392164634416e-14,1.2008253765164909e-13,1.4194955274726448e-12,0.0009138940106468554,7.9884221456311e-13,0.0009377083951992147,-0.0029120785606097047
LR_a0p1_q0,200000,pos,4,8,71,False,0.01,4.3395972901628846e-14,1.3093893056612172e-13,7.625063999665135e-13,0.0007628427064357313,1.3658983571325674e-13,0.0029891050883703143,0.005189238031959988
LR_a0p1_q0,200000,pos,4,9,71,False,0.01,2.155875179124579e-14,1.2549717043296457e-13,1.1643575707593478e-12,0.0012188959699083375,2.0743212253077812e-13,0.0015983554341596703,0.0037665486956169935
LR_a0p1_q0,200000,neg,0,0,61,True,0.01,1.3031177123987624e-14,1.2136546104684354e-13,1.4068352754047718e-12,0.0009400417735441292,5.322650825070462e-13,0.0011234743514074103,-0.0031356438250817985
LR_a0p1_q0,200000,neg,0,1,1,True,0.01,1.6444123705608226e-14,1.2648272277643228e-13,3.4832645611813724e-12,0.0006767108569958314,8.862822978993153e-15,0.00016337429857279633,0.0012042004179368853
LR_a0p1_q0,200000,neg,0,2,72,True,0.01,1.3458241959899952e-14,1.0568498215474742e-13,1.3012698883383642e-11,0.000611339077492746,1.1285465517098399e-11,9.679173212072393e-06,-0.0002956649758101221
LR_a0p1_q0,200000,neg,0,3,75,True,0.01,6.693278839284101e-15,1.3525756759392695e-13,9.510499557122904e-12,0.0008939488662742612,6.09428095915255e-13,1.834390813112339e-05,0.0003983400901766757
LR_a0p1_q0,200000,neg,0,4,39,True,0.01,1.3137117801744283e-14,1.2597618737157274e-13,1.2653146445206549e-12,0.0012003617896076933,1.6741386060704687e-13,0.0009315659753969866,-0.0028495188759391273
LR_a0p1_q0,200000,neg,0,5,86,True,0.01,1.2926839219552862e-14,1.234224884002423e-13,1.810179147737099e-12,0.0006999928487149208,1.1509772976301013e-13,0.00047277323296740774,0.0020340966507606095
LR_a0p1_q0,200000,neg,0,6,1,True,0.01,7.037975541497108e-15,1.2139779804736495e-13,2.9386576849704446e-11,0.0013755993029931457,1.9278758566761015e-11,3.527906060267423e-06,-0.00017683500574620014
LR_a0p1_q0,200000,neg,0,7,71,True,0.01,1.5648899408333796e-14,1.2308465996020194e-13,1.2228630862745107e-11,0.0009110803823237692,3.545213055362081e-12,2.047638138117878e-05,-0.0004303242195817504
LR_a0p1_q0,200000,neg,0,8,24,True,0.01,1.0382528223277641e-14,1.2026191359027365e-13,2.6286865624797783e-11,0.000757106765114478,1.981836398808093e-12,2.835097570521635e-06,-0.00015981480357942193
