arm,step,group,rank,seed,unit,mode,t,lr,rel_err,rel_err_vs_pred,cos,surv_emp,surv_pred,surv_PA_emp,surv_PA_pred,eta_lam_max,eta_lam_min_pos,rank_HA,gate_mismatch,v_u,k_u
LR_a0p1_q0,200000,pos,0,1,22,sgd_wonly,1,0.0025,0.0023897614246130264,0.0024049615552893624,0.9999971687924365,0.9933305951169797,0.993679678312152,0.9933305951169837,0.993679678312156,0.006320964191863284,0.0001416588630352724,6,0,-0.36890166997909546,1.0
LR_a0p1_q0,200000,pos,0,2,32,sgd_wonly,1,0.0025,0.00017687324728990616,0.00017694739918466202,0.9999999872257797,0.9995050497951691,0.9995809382048138,0.9995050497951667,0.9995809382048115,0.00041910427234602166,9.392528245957612e-06,6,0,-0.09499046206474304,1.0
LR_a0p1_q0,200000,pos,0,5,39,sgd_wonly,1,0.0025,0.0003019284753971483,0.0003021809055914182,0.9999999557228675,0.9992170772419354,0.9991646388319083,0.9992170772419331,0.9991646388319059,0.0008354458596552371,1.872314207358298e-05,6,0,-0.13411523401737213,1.0
LR_a0p1_q0,200000,pos,0,7,49,sgd_wonly,1,0.0025,0.005729423336696336,0.005807207454725357,0.9999865158171893,0.9840279705744419,0.9866055899267507,0.9840279705744418,0.9866055899267506,0.013395018362181488,0.0003375326969083458,6,0,0.5377517342567444,1.0
LR_a0p1_q0,200000,pos,0,1,22,sgd_wonly,2,0.0025,0.004760440548999942,0.004821190875568151,0.9999886089318845,0.9867170132756558,0.9873993110548543,0.9867170132756595,0.987399311054858,0.006320964191863284,0.0001416588630352724,6,0,-0.36890166997909546,1.0
LR_a0p1_q0,200000,pos,0,2,32,sgd_wonly,2,0.0025,0.00029923276636160257,0.00029948371812710137,0.9999999600729746,0.9990629164026413,0.9991620520572264,0.9990629164026389,0.999162052057224,0.00041910427234602166,9.392528245957612e-06,6,0,-0.09499046206474304,1.0
LR_a0p1_q0,200000,pos,0,5,39,sgd_wonly,2,0.0025,0.00038712979658575585,0.00038777739428415975,0.9999999248324378,0.9983359062732665,0.9983299756304791,0.9983359062732639,0.9983299756304767,0.0008354458596552371,1.872314207358298e-05,6,0,-0.13411523401737213,1.0
LR_a0p1_q0,200000,pos,0,7,49,sgd_wonly,2,0.0025,0.00983255747581413,0.010101348230149597,0.9999572125123343,0.9693993305521368,0.9733906060645248,0.9693993305521367,0.9733906060645247,0.013395018362181488,0.0003375326969083458,6,0,0.5377517342567444,1.0
LR_a0p1_q0,200000,pos,0,1,22,sgd_wonly,5,0.0025,0.006851773729888143,0.00707246710559706,0.9999751165444964,0.9692590874715091,0.9687954185698138,0.9692590874715126,0.9687954185698174,0.006320964191863284,0.0001416588630352724,6,0,-0.36890166997909546,1.0
LR_a0p1_q0,200000,pos,0,2,32,sgd_wonly,5,0.0025,0.00026250006463450254,0.000263050775436616,0.9999999678516028,0.997836568949991,0.99790644676413,0.9978365689499885,0.9979064467641274,0.00041910427234602166,9.392528245957612e-06,6,0,-0.09499046206474304,1.0
LR_a0p1_q0,200000,pos,0,5,39,sgd_wonly,5,0.0025,0.000670719989240393,0.0006735284898917979,0.9999998015642858,0.9955927009471119,0.9958301679980069,0.9955927009471094,0.9958301679980045,0.0008354458596552371,1.872314207358298e-05,6,0,-0.13411523401737213,1.0
LR_a0p1_q0,200000,pos,0,7,49,sgd_wonly,5,0.0025,0.019522956215869133,0.020884671483559287,0.9998083411287632,0.9278209048164526,0.9347983391186155,0.9278209048164525,0.9347983391186153,0.013395018362181488,0.0003375326969083458,6,0,0.5377517342567444,1.0
LR_a0p1_q0,200000,pos,0,1,22,sgd_wonly,10,0.0025,0.006472601220818652,0.006896275550698161,0.9999771686166622,0.9372508470809421,0.9385647619842252,0.9372508470809457,0.9385647619842287,0.006320964191863284,0.0001416588630352724,6,0,-0.36890166997909546,1.0
LR_a0p1_q0,200000,pos,0,2,32,sgd_wonly,10,0.0025,0.0005377167678832038,0.0005399753349397515,0.9999998561198556,0.9958786260578414,0.9958172773636045,0.995878626057839,0.9958172773636019,0.00041910427234602166,9.392528245957612e-06,6,0,-0.09499046206474304,1.0
LR_a0p1_q0,200000,pos,0,5,39,sgd_wonly,10,0.0025,0.0008713640433294758,0.0008786766301648751,0.9999996564781347,0.9919665568769955,0.991677726953968,0.9919665568769931,0.9916777269539656,0.0008354458596552371,1.872314207358298e-05,6,0,-0.13411523401737213,1.0
LR_a0p1_q0,200000,pos,0,7,49,sgd_wonly,10,0.0025,0.01847296685428063,0.02113978608732928,0.999792762155034,0.8686887719076494,0.873848334035552,0.8686887719076491,0.8738483340355517,0.013395018362181488,0.0003375326969083458,6,0,0.5377517342567444,1.0
LR_a0p1_q0,200000,pos,0,1,22,sgd_wonly,20,0.0025,0.015653686175640835,0.017770012821294316,0.9998625623524828,0.8751487124186962,0.880904607839257,0.8751487124186994,0.8809046078392602,0.006320964191863284,0.0001416588630352724,6,0,-0.36890166997909546,1.0
LR_a0p1_q0,200000,pos,0,2,32,sgd_wonly,20,0.0025,0.0005340811263383016,0.000538577139552016,0.9999998572463683,0.9917188618579126,0.99165205337632,0.9917188618579099,0.9916520533763176,0.00041910427234602166,9.392528245957612e-06,6,0,-0.09499046206474304,1.0
LR_a0p1_q0,200000,pos,0,5,39,sgd_wonly,20,0.0025,0.0011360191036014857,0.0011551662992510781,0.9999994548503995,0.9829383061153838,0.9834247279703312,0.9829383061153814,0.9834247279703288,0.0008354458596552371,1.872314207358298e-05,6,0,-0.13411523401737213,1.0
LR_a0p1_q0,200000,pos,0,7,49,sgd_wonly,20,0.0025,0.026420476883515936,0.034599324347439425,0.9994843928906696,0.7533754415116576,0.763612509256159,0.7533754415116575,0.7636125092561588,0.013395018362181488,0.0003375326969083458,6,0,0.5377517342567444,1.0
LR_a0p1_q0,200000,pos,0,1,22,sgd_wonly,50,0.0025,0.013611851041943134,0.01868923349812278,0.9998267296576029,0.726985948506105,0.7283258055131241,0.7269859485061078,0.7283258055131269,0.006320964191863284,0.0001416588630352724,6,0,-0.36890166997909546,1.0
LR_a0p1_q0,200000,pos,0,2,32,sgd_wonly,50,0.0025,0.000908009782024889,0.0009272401465292267,0.9999995733852394,0.9791810021152703,0.979260642912929,0.9791810021152678,0.9792606429129266,0.00041910427234602166,9.392528245957612e-06,6,0,-0.09499046206474304,1.0
LR_a0p1_q0,200000,pos,0,5,39,sgd_wonly,50,0.0025,0.0014862698641463271,0.0015496899423331136,0.9999988351970602,0.9593317467196414,0.9590756341289114,0.959331746719639,0.9590756341289092,0.0008354458596552371,1.872314207358298e-05,6,0,-0.13411523401737213,1.0
LR_a0p1_q0,200000,pos,0,7,49,sgd_wonly,50,0.0025,0.023691840457127144,0.04649499726667518,0.9989360911581201,0.5059958058887936,0.5095567663170514,0.5059958058887933,0.5095567663170513,0.013395018362181488,0.0003375326969083458,6,0,0.5377517342567444,1.0
LR_a0p1_q0,200000,pos,0,1,22,sgd_wonly,100,0.0025,0.022891459684056065,0.043152453688984606,0.9990697997663649,0.5291300809527264,0.5304787498074414,0.5291300809527284,0.5304787498074434,0.006320964191863284,0.0001416588630352724,6,0,-0.36890166997909546,1.0
LR_a0p1_q0,200000,pos,0,2,32,sgd_wonly,100,0.0025,0.0003036812942569027,0.0003166805581377257,0.9999999514964589,0.959006363371645,0.9589514937157286,0.9590063633716426,0.9589514937157263,0.00041910427234602166,9.392528245957612e-06,6,0,-0.09499046206474304,1.0
LR_a0p1_q0,200000,pos,0,5,39,sgd_wonly,100,0.0025,0.0023552678695575413,0.0025605568885383205,0.9999967232409495,0.9197734930841481,0.9198264174876555,0.9197734930841457,0.9198264174876533,0.0008354458596552371,1.872314207358298e-05,6,0,-0.13411523401737213,1.0
LR_a0p1_q0,200000,pos,0,7,49,sgd_wonly,100,0.0025,0.018768818871489547,0.07227319676899663,0.9973931208102874,0.2600690290102689,0.2596926621563375,0.26006902901026885,0.25969266215633746,0.013395018362181488,0.0003375326969083458,6,0,0.5377517342567444,1.0
LR_a0p1_q0,200000,pos,0,1,22,sgd_wonly,200,0.0025,0.02254517854295031,0.0800907102267109,0.9968130087202773,0.28260271062536624,0.28149555022214434,0.28260271062536735,0.2814955502221455,0.006320964191863284,0.0001416588630352724,6,0,-0.36890166997909546,1.0
LR_a0p1_q0,200000,pos,0,2,32,sgd_wonly,200,0.0025,0.0015924586648770958,0.0017317082426915474,0.9999985006784888,0.919599019723965,0.919588314947315,0.9195990197239625,0.9195883149473126,0.00041910427234602166,9.392528245957612e-06,6,0,-0.09499046206474304,1.0
LR_a0p1_q0,200000,pos,0,5,39,sgd_wonly,200,0.0025,0.0021469657703845784,0.002537538583165861,0.9999970378318993,0.8466865590154321,0.8460820200440067,0.8466865590154299,0.8460820200440046,0.0008354458596552371,1.872314207358298e-05,6,0,-0.13411523401737213,1.0
LR_a0p1_q0,200000,pos,0,7,49,sgd_wonly,200,0.0025,0.01849510458483064,0.27320067144008225,0.9659768525189434,0.07135425576522844,0.06769787382783553,0.07135425576522843,0.06769787382783551,0.013395018362181488,0.0003375326969083458,6,0,0.5377517342567444,1.0
LR_a0p1_q0,200000,pos,0,1,22,sgd_wonly,500,0.0025,0.01991069271466854,0.46263011174137075,0.9085751082765233,0.04766075821046247,0.043038038833493476,0.04766075821046262,0.04303803883349363,0.006320964191863284,0.0001416588630352724,6,0,-0.36890166997909546,1.0
LR_a0p1_q0,200000,pos,0,2,32,sgd_wonly,500,0.0025,0.0034371346157645454,0.00423849381433689,0.9999934022394511,0.8091566917429186,0.8109330262883216,0.8091566917429167,0.8109330262883195,0.00041910427234602166,9.392528245957612e-06,6,0,-0.09499046206474304,1.0
LR_a0p1_q0,200000,pos,0,5,39,sgd_wonly,500,0.0025,0.005524434629840536,0.008389768553607997,0.9999650753236372,0.6579659174438464,0.658472828486403,0.6579659174438449,0.6584728284864013,0.0008354458596552371,1.872314207358298e-05,6,0,-0.13411523401737213,1.0
LR_a0p1_q0,200000,pos,0,7,49,sgd_wonly,500,0.0025,0.01585983628594574,2.703665799283509,0.7437479895445127,0.01973030968636502,0.005866049084228054,0.019730309686365022,0.005866049084228055,0.013395018362181488,0.0003375326969083458,6,0,0.5377517342567444,1.0
LR_a0p1_q0,200000,pos,0,1,22,sgd_wonly,1000,0.0025,0.018500519477511246,2.053265015524729,0.3354425702785655,0.019460773934686978,0.009010293039441517,0.019460773934686985,0.009010293039441522,0.006320964191863284,0.0001416588630352724,6,0,-0.36890166997909546,1.0
LR_a0p1_q0,200000,pos,0,2,32,sgd_wonly,1000,0.0025,0.0033932482330617415,0.005159883334052919,0.999987375779526,0.6568413718167432,0.6576211153201513,0.6568413718167416,0.6576211153201496,0.00041910427234602166,9.392528245957612e-06,6,0,-0.09499046206474304,1.0
LR_a0p1_q0,200000,pos,0,5,39,sgd_wonly,1000,0.0025,0.006808928128406545,0.015702438283928793,0.999876710515489,0.43359182745500885,0.4336223461152131,0.4335918274550078,0.4336223461152121,0.0008354458596552371,1.872314207358298e-05,6,0,-0.13411523401737213,1.0
LR_a0p1_q0,200000,pos,0,7,49,sgd_wonly,1000,0.0025,0.013288053834044593,2.737673556348347,0.7600241494087538,0.016597195838815068,0.004853775864997177,0.016597195838815068,0.004853775864997177,0.013395018362181488,0.0003375326969083458,6,0,0.5377517342567444,1.0
