arm,step,group,rank,seed,unit,mode,t,lr,rel_err,rel_err_vs_pred,cos,surv_emp,surv_pred,surv_PA_emp,surv_PA_pred,eta_lam_max,eta_lam_min_pos,rank_HA,gate_mismatch,v_u,k_u
LR_a0p1_q0,200000,pos,0,5,39,natural,5,0.01,0.01490286304323359,0.015154363636478067,0.9999991497237556,0.9982508287321165,0.9834040808787846,0.9982508287321138,0.9834040808787822,0.0033417834386209482,7.489256829433192e-05,6,0,-0.13411523401737213,1.0
LR_a0p1_q0,200000,pos,0,7,49,natural,5,0.01,0.22464921261891663,0.29585463383349614,0.9999915581423132,0.9839440827824688,0.7593229475842749,0.9839440827824687,0.7593229475842748,0.05358007344872595,0.0013501307876333832,6,0,0.5377517342567444,1.0
LR_a0p1_q0,200000,pos,0,1,22,natural,10,0.01,0.2011311351192917,0.2598262846144382,0.999932374386409,0.9749757076261977,0.7740984920665533,0.9749757076262013,0.7740984920665563,0.025283856767453136,0.0005666354521410896,6,0,-0.36890166997909546,1.0
LR_a0p1_q0,200000,pos,0,2,32,natural,10,0.01,0.0152426408712083,0.015500516266092647,0.9999998888175341,0.9985989082855636,0.9833634318717209,0.9985989082855612,0.9833634318717185,0.0016764170893840866,3.757011298383045e-05,6,0,-0.09499046206474304,1.0
LR_a0p1_q0,200000,pos,0,5,39,natural,10,0.01,0.030044438985280846,0.031067053239512823,0.9999985659561372,0.997082020484631,0.9670836417490876,0.9970820204846287,0.9670836417490851,0.0033417834386209482,7.489256829433192e-05,6,0,-0.13411523401737213,1.0
LR_a0p1_q0,200000,pos,0,7,49,natural,10,0.01,0.38309676351253585,0.6644317101672058,0.9998574756534522,0.9594689823732414,0.5765780856788557,0.9594689823732414,0.5765780856788556,0.05358007344872595,0.0013501307876333832,6,0,0.5377517342567444,1.0
LR_a0p1_q0,200000,pos,0,1,22,natural,20,0.01,0.37791665219059495,0.6306582410803974,0.9998843645532607,0.9769790720268003,0.5992415980217366,0.976979072026804,0.5992415980217388,0.025283856767453136,0.0005666354521410896,6,0,-0.36890166997909546,1.0
LR_a0p1_q0,200000,pos,0,2,32,natural,20,0.01,0.03396345297231011,0.035122361116429315,0.9999962179491798,1.000859201648689,0.967003694874685,1.0008592016486866,0.967003694874683,0.0016764170893840866,3.757011298383045e-05,6,0,-0.09499046206474304,1.0
LR_a0p1_q0,200000,pos,0,5,39,natural,20,0.01,0.062118385905790136,0.06641894683426167,0.9999962245194878,0.9973126612160481,0.9352509918712967,0.9973126612160454,0.9352509918712942,0.0033417834386209482,7.489256829433192e-05,6,0,-0.13411523401737213,1.0
LR_a0p1_q0,200000,pos,0,7,49,natural,20,0.01,0.6197537188052686,1.8640842174615622,0.9997749650635359,0.9521096473603734,0.3324708792659729,0.9521096473603731,0.33247087926597285,0.05358007344872595,0.0013501307876333832,6,0,0.5377517342567444,1.0
LR_a0p1_q0,200000,pos,0,1,22,natural,50,0.01,0.6376220857367079,2.2929928236732997,0.999600284353245,0.9155366430896502,0.27807417413337476,0.9155366430896537,0.2780741741333758,0.025283856767453136,0.0005666354521410896,6,0,-0.36890166997909546,1.0
LR_a0p1_q0,200000,pos,0,2,32,natural,50,0.01,0.11435214421938199,0.12435801536775314,0.9994883334198477,1.0295742828422962,0.9195397971028916,1.0295742828422936,0.9195397971028891,0.0016764170893840866,3.757011298383045e-05,6,0,-0.09499046206474304,1.0
LR_a0p1_q0,200000,pos,0,5,39,natural,50,0.01,0.15245913450501572,0.1802321079397987,0.9999913242190139,0.9983154789474968,0.8459044076427286,0.9983154789474945,0.8459044076427265,0.0033417834386209482,7.489256829433192e-05,6,0,-0.13411523401737213,1.0
LR_a0p1_q0,200000,pos,0,7,49,natural,50,0.01,0.8953517490269244,13.984838386818586,0.9966695175974132,0.9591463311873811,0.06402303153326666,0.9591463311873809,0.06402303153326666,0.05358007344872595,0.0013501307876333832,6,0,0.5377517342567444,1.0
LR_a0p1_q0,200000,pos,0,1,22,natural,100,0.01,0.9630050968436662,12.373480953967883,0.9984687273619004,1.0407044436647768,0.07782814718237015,1.0407044436647803,0.07782814718237042,0.025283856767453136,0.0005666354521410896,6,0,-0.36890166997909546,1.0
LR_a0p1_q0,200000,pos,0,2,32,natural,100,0.01,0.8491454429750828,1.0042464572332566,0.9949537333467411,1.686184616730716,0.8455548305487838,1.686184616730712,0.8455548305487819,0.0016764170893840866,3.757011298383045e-05,6,0,-0.09499046206474304,1.0
LR_a0p1_q0,200000,pos,0,5,39,natural,100,0.01,0.2726925485980177,0.38108979761499234,0.999662268623976,0.987375926949653,0.7155598242320665,0.9873759269496506,0.7155598242320649,0.0033417834386209482,7.489256829433192e-05,6,0,-0.13411523401737213,1.0
LR_a0p1_q0,200000,pos,0,7,49,natural,100,0.01,0.9162449515185337,127.31326811579507,0.596039341528669,0.9205162895228837,0.0071967750500692715,0.9205162895228834,0.0071967750500692715,0.05358007344872595,0.0013501307876333832,6,0,0.5377517342567444,1.0
LR_a0p1_q0,200000,pos,0,1,22,natural,200,0.01,6.67734383612278,614.1564440342335,-0.5713472649181663,6.671125968037299,0.01087238260053261,6.6711259680373045,0.010872382600532627,0.025283856767453136,0.0005666354521410896,6,0,-0.36890166997909546,1.0
LR_a0p1_q0,200000,pos,0,2,32,natural,200,0.01,1.7584422797348083,2.4594679926236376,-0.7120305664454692,1.1761804894150893,0.7149685562116178,1.176180489415088,0.714968556211616,0.0016764170893840866,3.757011298383045e-05,6,0,-0.09499046206474304,1.0
LR_a0p1_q0,200000,pos,0,5,39,natural,200,0.01,0.5729261056414072,1.1188902678305523,0.9897273162845089,1.0750182251264144,0.5120485199610053,1.0750182251264118,0.512048519961004,0.0033417834386209482,7.489256829433192e-05,6,0,-0.13411523401737213,1.0
LR_a0p1_q0,200000,pos,0,7,49,natural,200,0.01,0.9996665728385206,192.5351639128801,-0.05885422554297267,0.999347557401947,0.005192124661918163,0.9993475574019469,0.005192124661918164,0.05358007344872595,0.0013501307876333832,6,0,0.5377517342567444,1.0
LR_a0p1_q0,200000,pos,0,1,22,natural,500,0.01,5.725469981455121,746.6125344072744,-0.4896886056006268,5.721710853211084,0.007668596115923093,5.721710853211087,0.0076685961159230955,0.025283856767453136,0.0005666354521410896,6,2,-0.36890166997909546,1.0
LR_a0p1_q0,200000,pos,0,2,32,natural,500,0.01,1.520090761560407,3.516501477451879,-0.6920967425714171,1.188548352988715,0.4322736024163119,1.1885483529887138,0.43227360241631085,0.0016764170893840866,3.757011298383045e-05,6,1,-0.09499046206474304,1.0
LR_a0p1_q0,200000,pos,0,5,39,natural,500,0.01,1.464042622822127,7.795743511144862,0.9911507499551534,1.6499687353717023,0.18780025545082635,1.6499687353716985,0.18780025545082588,0.0033417834386209482,7.489256829433192e-05,6,0,-0.13411523401737213,1.0
LR_a0p1_q0,200000,pos,0,7,49,natural,500,0.01,0.915212000388594,264.36499015942934,0.25708554610861306,0.9160958965994374,0.003461925876934996,0.9160958965994374,0.0034619258769349962,0.05358007344872595,0.0013501307876333832,6,0,0.5377517342567444,1.0
LR_a0p1_q0,200000,pos,0,1,22,natural,1000,0.01,4.960719812923412,858.8297093456421,-0.5614625144993124,4.9574744246653495,0.005776139040070091,4.957474424665357,0.0057761390400700935,0.025283856767453136,0.0005666354521410896,6,2,-0.36890166997909546,1.0
LR_a0p1_q0,200000,pos,0,2,32,natural,1000,0.01,1.3906336213462571,7.435448283529758,-0.17032969572378132,1.3465113110752467,0.18702754270063934,1.3465113110752467,0.18702754270063884,0.0016764170893840866,3.757011298383045e-05,6,2,-0.09499046206474304,1.0
LR_a0p1_q0,200000,pos,0,5,39,natural,1000,0.01,0.30641387015797344,8.413119142547812,0.6681378538566793,0.3295474714601939,0.03642095933342264,0.32954747146019375,0.036420959333422556,0.0033417834386209482,7.489256829433192e-05,6,0,-0.13411523401737213,1.0
LR_a0p1_q0,200000,pos,0,7,49,natural,1000,0.01,0.6605180833997616,374.9231132393944,-0.23342159749643968,0.6601046331251045,0.0017617427682512872,0.6601046331251044,0.0017617427682512876,0.05358007344872595,0.0013501307876333832,6,0,0.5377517342567444,1.0
LR_a0p1_q0,200000,pos,0,1,22,natural,2000,0.01,5.406057998210343,1649.6790496497688,-0.7973940991384901,5.4034445471663926,0.0032770362206867233,5.403444547166397,0.0032770362206867246,0.025283856767453136,0.0005666354521410896,6,11,-0.36890166997909546,1.0
LR_a0p1_q0,200000,pos,0,2,32,natural,2000,0.01,1.5050195502411818,41.643324878082495,0.3991776805970358,1.5190812851693656,0.03614071534027044,1.5190812851693654,0.03614071534027035,0.0016764170893840866,3.757011298383045e-05,6,2,-0.09499046206474304,1.0
LR_a0p1_q0,200000,pos,0,5,39,natural,2000,0.01,0.3743169852828119,42.287682203027636,0.6504721751074128,0.3800143742267563,0.008851678923561628,0.38001437422675627,0.00885167892356163,0.0033417834386209482,7.489256829433192e-05,6,0,-0.13411523401737213,1.0
LR_a0p1_q0,200000,pos,0,7,49,natural,2000,0.01,0.7243467231702894,1587.6491580944496,-0.014289994934721394,0.7243400598696115,0.0004562385332283833,0.7243400598696113,0.0004562385332283834,0.05358007344872595,0.0013501307876333832,6,0,0.5377517342567444,1.0
LR_a0p1_q0,200000,pos,1,2,51,sgd_wonly,1,0.01,0.001985913478061649,0.0019953017298685173,0.9999983731410979,0.9944442708303917,0.9952948209955761,0.9944442708303892,0.9952948209955736,0.004705656937447454,0.00010545827999641762,6,0,-0.1591472327709198,1.0
LR_a0p1_q0,200000,pos,1,5,65,sgd_wonly,1,0.01,0.0012227046572603397,0.0012268550095412974,0.999999270386338,0.9968299789441264,0.9966170800553609,0.996829978944124,0.9966170800553585,0.0033832633445420503,7.582217272385157e-05,6,0,-0.13494502007961273,1.0
LR_a0p1_q0,200000,pos,1,2,51,sgd_wonly,2,0.01,0.0033495032749876227,0.0033812471498349565,0.9999948962672568,0.9895101471669233,0.990611785107491,0.9895101471669209,0.9906117851074886,0.004705656937447454,0.00010545827999641762,6,0,-0.1591472327709198,1.0
LR_a0p1_q0,200000,pos,1,5,65,sgd_wonly,2,0.01,0.0015658030082899934,0.001576450978479838,0.9999987577394038,0.9932702359623324,0.9932456065331557,0.99327023596233,0.9932456065331533,0.0033832633445420503,7.582217272385157e-05,6,0,-0.13494502007961273,1.0
LR_a0p1_q0,200000,pos,1,2,51,sgd_wonly,5,0.01,0.0029290779048887577,0.0029989704198791897,0.9999958109271876,0.9759240295550213,0.9766944967088914,0.9759240295550189,0.976694496708889,0.004705656937447454,0.00010545827999641762,6,0,-0.1591472327709198,1.0
LR_a0p1_q0,200000,pos,1,5,65,sgd_wonly,5,0.01,0.0027007117356934404,0.0027468604248869384,0.999996690574457,0.9822498967463055,0.9831994779292808,0.982249896746303,0.9831994779292783,0.0033832633445420503,7.582217272385157e-05,6,0,-0.13494502007961273,1.0
LR_a0p1_q0,200000,pos,1,2,51,sgd_wonly,10,0.01,0.0058892121786917485,0.006173616814715939,0.9999812114377915,0.9546132235878303,0.9539322499986945,0.954613223587828,0.9539322499986923,0.004705656937447454,0.00010545827999641762,6,0,-0.1591472327709198,1.0
LR_a0p1_q0,200000,pos,1,5,65,sgd_wonly,10,0.01,0.0034873139551859986,0.0036075116613069787,0.9999942015619505,0.96782650216841,0.9666812702478048,0.9678265021684076,0.9666812702478024,0.0033832633445420503,7.582217272385157e-05,6,0,-0.13494502007961273,1.0
LR_a0p1_q0,200000,pos,1,2,51,sgd_wonly,20,0.01,0.005867286131330831,0.006447658027310771,0.9999795213784143,0.9106824447951368,0.9099871777439776,0.9106824447951345,0.9099871777439754,0.004705656937447454,0.00010545827999641762,6,0,-0.1591472327709198,1.0
LR_a0p1_q0,200000,pos,1,5,65,sgd_wonly,20,0.01,0.004472950886457548,0.004786603078595056,0.9999905322781347,0.9326006772947577,0.9344729055266537,0.9326006772947554,0.9344729055266515,0.0033832633445420503,7.582217272385157e-05,6,0,-0.13494502007961273,1.0
LR_a0p1_q0,200000,pos,1,2,51,sgd_wonly,50,0.01,0.009262070248599139,0.011725141701056324,0.999931582017425,0.7892427148564829,0.7899324788343253,0.789242714856481,0.7899324788343234,0.004705656937447454,0.00010545827999641762,6,0,-0.1591472327709198,1.0
LR_a0p1_q0,200000,pos,1,5,65,sgd_wonly,50,0.01,0.005627474287490982,0.006666469059461048,0.9999783860343123,0.8450581458527631,0.8441461645283532,0.8450581458527611,0.8441461645283513,0.0033832633445420503,7.582217272385157e-05,6,0,-0.13494502007961273,1.0
LR_a0p1_q0,200000,pos,1,2,51,sgd_wonly,100,0.01,0.0027919634867082863,0.0044742687755018615,0.9999901054829767,0.6242976008329699,0.624004418776814,0.6242976008329685,0.6240044187768125,0.004705656937447454,0.00010545827999641762,6,0,-0.1591472327709198,1.0
