arm,step,group,rank,seed,unit,mode,t,rel_err,rel_err_vs_pred,cos,surv_emp,surv_pred,surv_PA_emp,surv_PA_pred,eta_lam_max,eta_lam_min_pos,rank_HA,gate_mismatch,v_u,k_u
LR_a0p1_q0,200000,neg,1,3,5,sgd_wonly,20,1.7219984894567823e-06,1.7220539731771866e-06,0.9999999999986185,0.999968230957457,0.9999677804985974,0.9999682309574573,0.9999677804985979,1.6111187354193033e-06,3.844896597775575e-08,6,0,0.04167506471276283,0.1
LR_a0p1_q0,200000,neg,1,4,92,sgd_wonly,20,3.3626209907397494e-05,3.363815508788062e-05,0.999999999481149,0.9996545742267975,0.999644891925496,0.9996545742267968,0.9996448919254953,1.775908197881055e-05,4.5263887722703025e-07,6,0,-0.1384735107421875,0.1
LR_a0p1_q0,200000,neg,1,5,81,sgd_wonly,20,4.57908254535799e-05,4.5821397408666915e-05,0.9999999991453273,0.9993130592225598,0.9993328017734955,0.9993130592225572,0.9993328017734927,3.337387228368862e-05,7.479404501100476e-07,6,0,0.18954278528690338,0.1
LR_a0p1_q0,200000,neg,1,6,12,sgd_wonly,20,0.001628744124642432,0.0016585835303589043,0.9999987680238583,0.9814818545232388,0.9820091028457184,0.9814818545232391,0.982009102845719,0.0009073913784672696,2.165467974035886e-05,6,0,-0.9890308380126953,0.1
LR_a0p1_q0,200000,neg,1,7,67,sgd_wonly,20,3.7412746283375477e-06,3.74139722829622e-06,0.9999999999944807,0.9999655112685506,0.9999672315043843,0.9999655112685505,0.9999672315043843,1.6385242046084473e-06,4.128814748716931e-08,6,0,0.04205538332462311,0.1
LR_a0p1_q0,200000,neg,1,8,78,sgd_wonly,20,4.066034429970209e-05,4.067854578714667e-05,0.999999999184257,0.9995573727936573,0.9995525531433739,0.9995573727936581,0.9995525531433749,2.237904221023817e-05,5.193590926732635e-07,6,0,0.1552722305059433,0.1
LR_a0p1_q0,200000,neg,1,9,61,sgd_wonly,20,2.4060955627139853e-05,2.4066640293395527e-05,0.999999999710402,0.9997638782857573,0.9997637947720839,0.9997638782857604,0.9997637947720871,1.181278395733785e-05,2.647358051532492e-07,6,0,0.11276649683713913,0.1
LR_a0p1_q0,200000,neg,1,0,49,sgd_wonly,50,1.170208718790745e-06,1.1702354068748516e-06,0.9999999999993183,0.9999771183648828,0.9999771942602746,0.9999771183648859,0.9999771942602776,4.561661166475693e-07,1.022311968207203e-08,6,0,0.02215978130698204,0.1
LR_a0p1_q0,200000,neg,1,1,77,sgd_wonly,50,2.6202707069969158e-05,2.621712531823539e-05,0.9999999996623059,0.9994465894081643,0.999450044652447,0.9994465894081679,0.9994500446524507,1.100318760916391e-05,2.465919753958431e-07,6,0,0.10883365571498871,0.1
LR_a0p1_q0,200000,neg,1,2,49,sgd_wonly,50,6.363720975944884e-07,6.363813521413343e-07,0.9999999999997988,0.9999854009582648,0.9999854575455193,0.9999854009582624,0.9999854575455167,2.9088063797971166e-07,6.518913761325073e-09,6,0,0.017695439979434013,0.1
LR_a0p1_q0,200000,neg,1,3,5,sgd_wonly,50,1.5021703052450883e-06,1.5022913100130062e-06,0.9999999999989012,0.9999192098834927,0.9999194531931913,0.9999192098834931,0.9999194531931918,1.6111187354193033e-06,3.844896597775575e-08,6,0,0.04167506471276283,0.1
LR_a0p1_q0,200000,neg,1,4,92,sgd_wonly,50,5.408043462462932e-05,5.412847547300239e-05,0.999999998659356,0.9991282180903752,0.9991124662582263,0.9991282180903746,0.9991124662582255,1.775908197881055e-05,4.5263887722703025e-07,6,0,-0.1384735107421875,0.1
LR_a0p1_q0,200000,neg,1,5,81,sgd_wonly,50,6.067830734699213e-05,6.077963677673966e-05,0.9999999982099481,0.9983434995006335,0.9983328391691492,0.998343499500631,0.9983328391691465,3.337387228368862e-05,7.479404501100476e-07,6,0,0.18954278528690338,0.1
LR_a0p1_q0,200000,neg,1,6,12,sgd_wonly,50,0.0025115401658596997,0.002628156990258204,0.9999966011883012,0.9553082944957257,0.9556279077578819,0.9553082944957259,0.9556279077578824,0.0009073913784672696,2.165467974035886e-05,6,0,-0.9890308380126953,0.1
LR_a0p1_q0,200000,neg,1,7,67,sgd_wonly,50,3.7656502168999408e-06,3.7659587213218476e-06,0.999999999993378,0.9999171121833006,0.9999180807744492,0.9999171121833005,0.9999180807744491,1.6385242046084473e-06,4.128814748716931e-08,6,0,0.04205538332462311,0.1
LR_a0p1_q0,200000,neg,1,8,78,sgd_wonly,50,4.992256274656908e-05,4.99784507350117e-05,0.999999998764668,0.9988869648265597,0.9988817582854069,0.9988869648265605,0.9988817582854078,2.237904221023817e-05,5.193590926732635e-07,6,0,0.1552722305059433,0.1
LR_a0p1_q0,200000,neg,1,9,61,sgd_wonly,50,2.340270454909601e-05,2.341652986599889e-05,0.9999999997320633,0.9994060634148162,0.9994095915585274,0.9994060634148193,0.9994095915585305,1.181278395733785e-05,2.647358051532492e-07,6,0,0.11276649683713913,0.1
LR_a0p1_q0,200000,neg,1,0,49,sgd_wonly,100,1.7268492804444852e-06,1.726928047289272e-06,0.9999999999987026,0.9999537666973745,0.9999543890407534,0.9999537666973776,0.9999543890407565,4.561661166475693e-07,1.022311968207203e-08,6,0,0.02215978130698204,0.1
LR_a0p1_q0,200000,neg,1,1,77,sgd_wonly,100,5.202873730435834e-05,5.2086011508899095e-05,0.9999999986652217,0.9988938101724764,0.998900391815738,0.9988938101724799,0.9989003918157418,1.100318760916391e-05,2.465919753958431e-07,6,0,0.10883365571498871,0.1
LR_a0p1_q0,200000,neg,1,2,49,sgd_wonly,100,2.2153429282443083e-07,2.2154073626971526e-07,0.9999999999999766,0.9999709558811213,0.9999709153025628,0.9999709558811191,0.9999709153025603,2.9088063797971166e-07,6.518913761325073e-09,6,0,0.017695439979434013,0.1
LR_a0p1_q0,200000,neg,1,3,5,sgd_wonly,100,1.1891553195710063e-06,1.1893469080449233e-06,0.9999999999993119,0.9998387161498757,0.9998389128751072,0.9998387161498763,0.9998389128751075,1.6111187354193033e-06,3.844896597775575e-08,6,0,0.04167506471276283,0.1
LR_a0p1_q0,200000,neg,1,4,92,sgd_wonly,100,5.028512047933533e-05,5.0374498930606454e-05,0.9999999987587438,0.9982331272973387,0.998225720291645,0.9982331272973383,0.9982257202916445,1.775908197881055e-05,4.5263887722703025e-07,6,0,-0.1384735107421875,0.1
LR_a0p1_q0,200000,neg,1,5,81,sgd_wonly,100,9.879702741737678e-05,9.912727406302546e-05,0.9999999950896359,0.9966661184554637,0.9966684583151282,0.996666118455461,0.9966684583151258,3.337387228368862e-05,7.479404501100476e-07,6,0,0.18954278528690338,0.1
LR_a0p1_q0,200000,neg,1,6,12,sgd_wonly,100,0.0035252764394516144,0.003860249620661895,0.9999925504960056,0.913264529513319,0.9132249947212364,0.9132645295133196,0.9132249947212366,0.0009073913784672696,2.165467974035886e-05,6,0,-0.9890308380126953,0.1
LR_a0p1_q0,200000,neg,1,7,67,sgd_wonly,100,3.7582508239534903e-06,3.7588666456155326e-06,0.9999999999929352,0.9998361682555202,0.9998361682602492,0.99983616825552,0.9998361682602489,1.6385242046084473e-06,4.128814748716931e-08,6,0,0.04205538332462311,0.1
LR_a0p1_q0,200000,neg,1,8,78,sgd_wonly,100,7.627209736308705e-05,7.644296518255397e-05,0.9999999972642405,0.9977840089172232,0.9977647672475961,0.9977840089172241,0.9977647672475971,2.237904221023817e-05,5.193590926732635e-07,6,0,0.1552722305059433,0.1
LR_a0p1_q0,200000,neg,1,9,61,sgd_wonly,100,3.787877165507492e-05,3.792353918832074e-05,0.999999999288359,0.998815673883711,0.9988195317682901,0.9988156738837141,0.9988195317682932,1.181278395733785e-05,2.647358051532492e-07,6,0,0.11276649683713913,0.1
LR_a0p1_q0,200000,neg,1,0,49,sgd_wonly,200,2.5443677906190807e-06,2.544599908609811e-06,0.9999999999968453,0.9999091870665132,0.9999087801622782,0.9999091870665163,0.9999087801622814,4.561661166475693e-07,1.022311968207203e-08,6,0,0.02215978130698204,0.1
LR_a0p1_q0,200000,neg,1,1,77,sgd_wonly,200,5.71148800225762e-05,5.724069547136529e-05,0.9999999983627978,0.9978034347346622,0.997801993009466,0.997803434734666,0.99780199300947,1.100318760916391e-05,2.465919753958431e-07,6,0,0.10883365571498871,0.1
LR_a0p1_q0,200000,neg,1,2,49,sgd_wonly,200,1.1675132247600079e-06,1.167581141260583e-06,0.9999999999993185,0.9999418392677112,0.9999418314512155,0.9999418392677086,0.9999418314512133,2.9088063797971166e-07,6.518913761325073e-09,6,0,0.017695439979434013,0.1
LR_a0p1_q0,200000,neg,1,3,5,sgd_wonly,200,8.720970593399702e-06,8.723780944574237e-06,0.9999999999639398,0.999675856407575,0.9996778517030181,0.9996758564075753,0.9996778517030187,1.6111187354193033e-06,3.844896597775575e-08,6,0,0.04167506471276283,0.1
LR_a0p1_q0,200000,neg,1,4,92,sgd_wonly,200,6.526002358137024e-05,6.549222042742612e-05,0.9999999978963716,0.9964636086738846,0.9964545888879551,0.9964636086738841,0.9964545888879546,1.775908197881055e-05,4.5263887722703025e-07,6,0,-0.1384735107421875,0.1
LR_a0p1_q0,200000,neg,1,5,81,sgd_wonly,200,9.261606935364569e-05,9.323627537860688e-05,0.9999999960689342,0.9933766472014577,0.9933480180064819,0.9933766472014552,0.9933480180064794,3.337387228368862e-05,7.479404501100476e-07,6,0,0.18954278528690338,0.1
LR_a0p1_q0,200000,neg,1,6,12,sgd_wonly,200,0.0053042392662401685,0.00636014342624002,0.9999805326123298,0.8349920370887043,0.8339810772751582,0.8349920370887047,0.8339810772751585,0.0009073913784672696,2.165467974035886e-05,6,0,-0.9890308380126953,0.1
LR_a0p1_q0,200000,neg,1,7,67,sgd_wonly,200,7.631981135384458e-06,7.634482471541226e-06,0.9999999999709576,0.9996728110370844,0.9996723633637129,0.999672811037084,0.9996723633637129,1.6385242046084473e-06,4.128814748716931e-08,6,0,0.04205538332462311,0.1
LR_a0p1_q0,200000,neg,1,8,78,sgd_wonly,200,6.132699865473604e-05,6.160208079932665e-05,0.9999999984574467,0.9955610514848124,0.9955345316096268,0.9955610514848134,0.9955345316096277,2.237904221023817e-05,5.193590926732635e-07,6,0,0.1552722305059433,0.1
LR_a0p1_q0,200000,neg,1,9,61,sgd_wonly,200,6.0895430270807826e-05,6.103945547126294e-05,0.9999999981765014,0.9976493124940354,0.9976404573182518,0.9976493124940383,0.9976404573182549,1.181278395733785e-05,2.647358051532492e-07,6,0,0.11276649683713913,0.1
LR_a0p1_q0,200000,neg,1,0,49,sgd_wonly,500,3.035981590767582e-06,3.036674055667198e-06,0.9999999999953899,0.9997720059903606,0.9997719660105358,0.9997720059903635,0.9997719660105387,4.561661166475693e-07,1.022311968207203e-08,6,0,0.02215978130698204,0.1
LR_a0p1_q0,200000,neg,1,1,77,sgd_wonly,500,8.432591307693088e-05,8.479107355147505e-05,0.9999999971394438,0.9945521463884223,0.9945140395673634,0.9945521463884259,0.9945140395673673,1.100318760916391e-05,2.465919753958431e-07,6,0,0.10883365571498871,0.1
LR_a0p1_q0,200000,neg,1,2,49,sgd_wonly,500,2.8046466459051766e-06,2.8050545429860278e-06,0.9999999999972421,0.9998530515369936,0.9998545849734469,0.9998530515369912,0.9998545849734445,2.9088063797971166e-07,6.518913761325073e-09,6,0,0.017695439979434013,0.1
LR_a0p1_q0,200000,neg,1,3,5,sgd_wonly,500,9.298491118427413e-06,9.305984074747103e-06,0.9999999999567064,0.9991947048490586,0.9991948238617747,0.9991947048490593,0.9991948238617753,1.6111187354193033e-06,3.844896597775575e-08,6,0,0.04167506471276283,0.1
LR_a0p1_q0,200000,neg,1,4,92,sgd_wonly,500,8.645550411084897e-05,8.722658461593563e-05,0.9999999962002006,0.9911570715386429,0.9911600286944424,0.9911570715386422,0.9911600286944418,1.775908197881055e-05,4.5263887722703025e-07,6,0,-0.1384735107421875,0.1
LR_a0p1_q0,200000,neg,1,5,81,sgd_wonly,500,0.0002817824127213371,0.00028652353597899844,0.9999999594774988,0.9834210175719029,0.9834529361036195,0.9834210175719005,0.9834529361036171,3.337387228368862e-05,7.479404501100476e-07,6,0,0.18954278528690338,0.1
LR_a0p1_q0,200000,neg,1,6,12,sgd_wonly,500,0.007409179282113438,0.011664702325039548,0.9999348328055119,0.6366592007447224,0.6351794564194605,0.6366592007447226,0.6351794564194608,0.0009073913784672696,2.165467974035886e-05,6,0,-0.9890308380126953,0.1
LR_a0p1_q0,200000,neg,1,7,67,sgd_wonly,500,1.1591790008112725e-05,1.1601290192242421e-05,0.9999999999381204,0.9991843979384943,0.9991811096893302,0.9991843979384939,0.99918110968933,1.6385242046084473e-06,4.128814748716931e-08,6,0,0.04205538332462311,0.1
LR_a0p1_q0,200000,neg,1,8,78,sgd_wonly,500,0.00010374181392434723,0.00010490906408372106,0.9999999952104349,0.9889110435635537,0.9888736958091406,0.988911043563555,0.9888736958091415,2.237904221023817e-05,5.193590926732635e-07,6,0,0.1552722305059433,0.1
LR_a0p1_q0,200000,neg,1,9,61,sgd_wonly,500,9.955434502913252e-05,0.00010014403514708721,0.9999999952683563,0.9941352165700089,0.9941115802145523,0.9941352165700119,0.9941115802145554,1.181278395733785e-05,2.647358051532492e-07,6,0,0.11276649683713913,0.1
LR_a0p1_q0,200000,neg,1,0,49,sgd_wonly,1000,4.08002327707893e-06,4.081884681677897e-06,0.9999999999920661,0.9995448748446212,0.9995439840308763,0.9995448748446243,0.9995439840308793,4.561661166475693e-07,1.022311968207203e-08,6,0,0.02215978130698204,0.1
LR_a0p1_q0,200000,neg,1,1,77,sgd_wonly,1000,0.000154172467097461,0.00015587805659575478,0.9999999895569643,0.9891159428861196,0.989058180891253,0.9891159428861233,0.9890581808912566,1.100318760916391e-05,2.465919753958431e-07,6,0,0.10883365571498871,0.1
LR_a0p1_q0,200000,neg,1,2,49,sgd_wonly,1000,3.1099130567615533e-06,3.1108177102485025e-06,0.9999999999955144,0.999708351269394,0.9997091910966146,0.9997083512693915,0.9997091910966123,2.9088063797971166e-07,6.518913761325073e-09,6,0,0.017695439979434013,0.1
LR_a0p1_q0,200000,neg,1,3,5,sgd_wonly,1000,1.626186837858515e-05,1.628808737593864e-05,0.9999999998758538,0.9983944135483261,0.9983902961257302,0.9983944135483268,0.9983902961257306,1.6111187354193033e-06,3.844896597775575e-08,6,0,0.04167506471276283,0.1
LR_a0p1_q0,200000,neg,1,4,92,sgd_wonly,1000,0.00023050884067461313,0.0002346389057994994,0.9999999738811737,0.9823460344560692,0.9823982083840117,0.9823460344560686,0.9823982083840108,1.775908197881055e-05,4.5263887722703025e-07,6,0,-0.1384735107421875,0.1
LR_a0p1_q0,200000,neg,1,5,81,sgd_wonly,1000,0.00038578066530979007,0.0003988717425349452,0.9999999204803286,0.967172205905696,0.9671797326580281,0.9671722059056936,0.9671797326580257,3.337387228368862e-05,7.479404501100476e-07,6,0,0.18954278528690338,0.1
LR_a0p1_q0,200000,neg,1,6,12,sgd_wonly,1000,0.007739883748100786,0.019182630459372917,0.9998273553665151,0.40533726935355685,0.40348396245724283,0.40533726935355696,0.40348396245724305,0.0009073913784672696,2.165467974035886e-05,6,0,-0.9890308380126953,0.1
LR_a0p1_q0,200000,neg,1,7,67,sgd_wonly,1000,8.380888356907068e-06,8.394631291581027e-06,0.9999999999648618,0.9983633289100436,0.9983628900190362,0.9983633289100434,0.9983628900190362,1.6385242046084473e-06,4.128814748716931e-08,6,0,0.04205538332462311,0.1
LR_a0p1_q0,200000,neg,1,8,78,sgd_wonly,1000,0.000270017079956579,0.0002761274469390545,0.9999999664705829,0.9779649052367466,0.9778712074796964,0.9779649052367476,0.9778712074796975,2.237904221023817e-05,5.193590926732635e-07,6,0,0.1552722305059433,0.1
LR_a0p1_q0,200000,neg,1,9,61,sgd_wonly,1000,0.00014204051314508856,0.00014372819245875458,0.9999999899942213,0.9882829536087435,0.9882578408258329,0.9882829536087467,0.988257840825836,1.181278395733785e-05,2.647358051532492e-07,6,0,0.11276649683713913,0.1
LR_a0p1_q0,200000,neg,1,0,49,sgd_wonly,2000,4.233454670281008e-06,4.237318358629179e-06,0.9999999999910243,0.9990882372805548,0.9990881760535402,0.9990882372805576,0.9990881760535435,4.561661166475693e-07,1.022311968207203e-08,6,0,0.02215978130698204,0.1
LR_a0p1_q0,200000,neg,1,1,77,sgd_wonly,2000,0.0003295311525194104,0.0003368625932260317,0.999999948198798,0.9783332638810692,0.9782361091612747,0.978333263881073,0.9782361091612785,1.100318760916391e-05,2.465919753958431e-07,6,0,0.10883365571498871,0.1
LR_a0p1_q0,200000,neg,1,2,49,sgd_wonly,2000,4.329894273030381e-06,4.3324137155295854e-06,0.9999999999908775,0.9994177427339623,0.9994184667798062,0.9994177427339599,0.9994184667798037,2.9088063797971166e-07,6.518913761325073e-09,6,0,0.017695439979434013,0.1
LR_a0p1_q0,200000,neg,1,3,5,sgd_wonly,2000,1.3424530250085135e-05,1.3467853860937655e-05,0.9999999999222986,0.9967882644131355,0.9967831837722729,0.996788264413136,0.9967831837722735,1.6111187354193033e-06,3.844896597775575e-08,6,0,0.04167506471276283,0.1
LR_a0p1_q0,200000,neg,1,4,92,sgd_wonly,2000,0.00028888072050665405,0.0002993252986234857,0.9999999555909445,0.9650793094205006,0.965106263436925,0.9650793094205001,0.9651062634369245,1.775908197881055e-05,4.5263887722703025e-07,6,0,-0.1384735107421875,0.1
LR_a0p1_q0,200000,neg,1,5,81,sgd_wonly,2000,0.0006255827009784962,0.0006687599458896159,0.9999997892097191,0.9355865017704339,0.9354368556662239,0.9355865017704317,0.9354368556662216,3.337387228368862e-05,7.479404501100476e-07,6,0,0.18954278528690338,0.1
LR_a0p1_q0,200000,neg,1,6,12,sgd_wonly,2000,0.0059157157131454,0.03630474574327119,0.9993487068843493,0.16348912877174923,0.16294607198128727,0.1634891287717493,0.16294607198128735,0.0009073913784672696,2.165467974035886e-05,6,0,-0.9890308380126953,0.1
LR_a0p1_q0,200000,neg,1,7,67,sgd_wonly,2000,2.7455266960926734e-05,2.754538277137084e-05,0.9999999996211797,0.996727411014872,0.9967284604032524,0.9967274110148718,0.9967284604032521,1.6385242046084473e-06,4.128814748716931e-08,6,0,0.04205538332462311,0.1
LR_a0p1_q0,200000,neg,1,8,78,sgd_wonly,2000,0.000483425056831617,0.0005055519624834415,0.9999998722881644,0.9562441237652193,0.9562321832495126,0.9562441237652202,0.9562321832495134,2.237904221023817e-05,5.193590926732635e-07,6,0,0.1552722305059433,0.1
LR_a0p1_q0,200000,neg,1,9,61,sgd_wonly,2000,0.00021103347985916912,0.0002160781289722509,0.9999999806500948,0.9767408683403491,0.9766535875839168,0.9767408683403522,0.9766535875839197,1.181278395733785e-05,2.647358051532492e-07,6,0,0.11276649683713913,0.1
LR_a0p1_q0,200000,neg,1,0,49,natural,1,1.6485752998121638e-07,1.6485760517604953e-07,0.999999999999987,0.9999995724884171,0.9999995438801076,0.9999995724884201,0.9999995438801107,4.561661166475693e-07,1.022311968207203e-08,6,0,0.02215978130698204,0.1
LR_a0p1_q0,200000,neg,1,1,77,natural,1,4.159965553236568e-06,4.16001132198329e-06,0.9999999999915348,0.9999883853343982,0.999988997927366,0.9999883853344022,0.9999889979273698,1.100318760916391e-05,2.465919753958431e-07,6,0,0.10883365571498871,0.1
LR_a0p1_q0,200000,neg,1,2,49,natural,1,1.227594312074568e-07,1.2275946691219042e-07,0.9999999999999939,0.9999996564691437,0.9999997091488376,0.9999996564691412,0.9999997091488353,2.9088063797971166e-07,6.518913761325073e-09,6,0,0.017695439979434013,0.1
LR_a0p1_q0,200000,neg,1,3,5,natural,1,6.266878795563545e-07,6.266888891519852e-07,0.9999999999998741,0.999998764395282,0.9999983890002707,0.9999987643952825,0.9999983890002713,1.6111187354193033e-06,3.844896597775575e-08,6,0,0.04167506471276283,0.1
LR_a0p1_q0,200000,neg,1,4,92,natural,1,6.445267373692779e-06,6.445381833358677e-06,0.999999999980854,0.9999840445310595,0.9999822416004424,0.9999840445310588,0.9999822416004418,1.775908197881055e-05,4.5263887722703025e-07,6,0,-0.1384735107421875,0.1
LR_a0p1_q0,200000,neg,1,5,81,natural,1,1.2061251200039878e-05,1.206165370333905e-05,0.9999999999294491,0.9999687226097823,0.9999666295095954,0.9999687226097796,0.9999666295095927,3.337387228368862e-05,7.479404501100476e-07,6,0,0.18954278528690338,0.1
LR_a0p1_q0,200000,neg,1,6,12,natural,1,0.0003412476382825289,0.0003415575417481026,0.999999942559979,0.99905044858282,0.9990926756762929,0.9990504485828204,0.9990926756762932,0.0009073913784672696,2.165467974035886e-05,6,0,-0.9890308380126953,0.1
LR_a0p1_q0,200000,neg,1,7,67,natural,1,7.008425487936848e-07,7.008436970912405e-07,0.9999999999998046,0.9999980445673895,0.9999983615497143,0.9999980445673892,0.9999983615497141,1.6385242046084473e-06,4.128814748716931e-08,6,0,0.04205538332462311,0.1
LR_a0p1_q0,200000,neg,1,8,78,natural,1,9.287807337734803e-06,9.288015176579006e-06,0.9999999999636406,0.9999739421680451,0.9999776229000221,0.999973942168046,0.999977622900023,2.237904221023817e-05,5.193590926732635e-07,6,0,0.1552722305059433,0.1
LR_a0p1_q0,200000,neg,1,9,61,natural,1,4.466048936710837e-06,4.46610168845923e-06,0.9999999999902431,0.9999875307471827,0.9999881884130564,0.999987530747186,0.9999881884130594,1.181278395733785e-05,2.647358051532492e-07,6,0,0.11276649683713913,0.1
LR_a0p1_q0,200000,neg,1,0,49,natural,2,3.765384103781042e-07,3.765387538716578e-07,0.9999999999999791,0.9999994037435906,0.9999990877604227,0.9999994037435938,0.9999990877604257,4.561661166475693e-07,1.022311968207203e-08,6,0,0.02215978130698204,0.1
LR_a0p1_q0,200000,neg,1,1,77,natural,2,1.2230090750350795e-05,1.2230359867485264e-05,0.9999999999933683,0.9999896712557474,0.9999779959758023,0.999989671255751,0.9999779959758062,1.100318760916391e-05,2.465919753958431e-07,6,0,0.10883365571498871,0.1
LR_a0p1_q0,200000,neg,1,2,49,natural,2,2.311863404640026e-07,2.31186474945693e-07,0.999999999999993,0.9999996168496866,0.9999994182977596,0.9999996168496842,0.9999994182977571,2.9088063797971166e-07,6.518913761325073e-09,6,0,0.017695439979434013,0.1
LR_a0p1_q0,200000,neg,1,3,5,natural,2,1.5704614130378371e-06,1.5704664730758858e-06,0.9999999999998277,0.9999982347626899,0.9999967780031377,0.9999982347626902,0.9999967780031381,1.6111187354193033e-06,3.844896597775575e-08,6,0,0.04167506471276283,0.1
LR_a0p1_q0,200000,neg,1,4,92,natural,2,1.3564933052227233e-05,1.3565414848062986e-05,0.9999999999713675,0.9999757416804058,0.9999644835162692,0.9999757416804053,0.9999644835162684,1.775908197881055e-05,4.5263887722703025e-07,6,0,-0.1384735107421875,0.1
LR_a0p1_q0,200000,neg,1,5,81,natural,2,2.4168133083207418e-05,2.416974616885211e-05,0.9999999999277516,0.9999542272068092,0.9999332601330017,0.9999542272068068,0.9999332601329991,3.337387228368862e-05,7.479404501100476e-07,6,0,0.18954278528690338,0.1
LR_a0p1_q0,200000,neg,1,6,12,natural,2,0.000339958586040741,0.00034057633200530155,0.9999999645825676,0.9983982565585994,0.9981861747088434,0.9983982565585997,0.9981861747088436,0.0009073913784672696,2.165467974035886e-05,6,0,-0.9890308380126953,0.1
LR_a0p1_q0,200000,neg,1,7,67,natural,2,1.0241741237310747e-06,1.0241774798560937e-06,0.9999999999997077,0.9999974045464455,0.9999967231021138,0.9999974045464451,0.9999967231021136,1.6385242046084473e-06,4.128814748716931e-08,6,0,0.04205538332462311,0.1
LR_a0p1_q0,200000,neg,1,8,78,natural,2,2.347511325831637e-05,2.3476163903492585e-05,0.9999999999624655,0.9999770641134542,0.9999552463008635,0.999977064113455,0.9999552463008645,2.237904221023817e-05,5.193590926732635e-07,6,0,0.1552722305059433,0.1
LR_a0p1_q0,200000,neg,1,9,61,natural,2,6.410493123015025e-06,6.410644561891689e-06,0.9999999999891637,0.9999807840690039,0.9999763769656543,0.999980784069007,0.9999763769656572,1.181278395733785e-05,2.647358051532492e-07,6,0,0.11276649683713913,0.1
LR_a0p1_q0,200000,neg,1,0,49,natural,5,1.63577845931553e-06,1.6357821898761107e-06,0.9999999999999817,0.9999993438408055,0.9999977194026174,0.9999993438408086,0.9999977194026203,4.561661166475693e-07,1.022311968207203e-08,6,0,0.02215978130698204,0.1
LR_a0p1_q0,200000,neg,1,1,77,natural,5,3.491227485217237e-05,3.491419545247395e-05,0.9999999999895468,0.9999796024361297,0.9999449908475134,0.9999796024361336,0.9999449908475172,1.100318760916391e-05,2.465919753958431e-07,6,0,0.10883365571498871,0.1
LR_a0p1_q0,200000,neg,1,2,49,natural,5,1.0348778238275353e-06,1.0348793288059394e-06,0.9999999999999969,0.9999995773694283,0.999998545745033,0.9999995773694259,0.9999985457450308,2.9088063797971166e-07,6.518913761325073e-09,6,0,0.017695439979434013,0.1
LR_a0p1_q0,200000,neg,1,3,5,natural,5,5.690495318355442e-06,5.690541155509027e-06,0.9999999999999675,0.9999976298295531,0.9999919450273124,0.9999976298295536,0.9999919450273126,1.6111187354193033e-06,3.844896597775575e-08,6,0,0.04167506471276283,0.1
LR_a0p1_q0,200000,neg,1,4,92,natural,5,5.607379308071186e-05,5.60787722500729e-05,0.9999999999642883,0.9999666445038607,0.9999112111559997,0.9999666445038601,0.9999112111559989,1.775908197881055e-05,4.5263887722703025e-07,6,0,-0.1384735107421875,0.1
LR_a0p1_q0,200000,neg,1,5,81,natural,5,0.00011498191713853497,0.0001150011040738836,0.9999999999293051,0.9999475242493983,0.9998331586857088,0.9999475242493958,0.9998331586857065,3.337387228368862e-05,7.479404501100476e-07,6,0,0.18954278528690338,0.1
LR_a0p1_q0,200000,neg,1,6,12,natural,5,0.002680957926731706,0.002693153591398097,0.9999999815329749,0.9981457093332021,0.9954716044768691,0.9981457093332027,0.9954716044768694,0.0009073913784672696,2.165467974035886e-05,6,0,-0.9890308380126953,0.1
LR_a0p1_q0,200000,neg,1,7,67,natural,5,5.686427565179035e-06,5.686474150052348e-06,0.9999999999997838,0.9999974560259769,0.9999918077754189,0.9999974560259767,0.9999918077754189,1.6385242046084473e-06,4.128814748716931e-08,6,0,0.04205538332462311,0.1
LR_a0p1_q0,200000,neg,1,8,78,natural,5,7.490770564144357e-05,7.491608729013382e-05,0.9999999999761212,0.9999627078057303,0.9998881195081932,0.999962707805731,0.9998881195081943,2.237904221023817e-05,5.193590926732635e-07,6,0,0.1552722305059433,0.1
LR_a0p1_q0,200000,neg,1,9,61,natural,5,3.464612204706736e-05,3.4648168247977925e-05,0.9999999999920741,0.9999753600763933,0.9999409434606782,0.9999753600763964,0.9999409434606815,1.181278395733785e-05,2.647358051532492e-07,6,0,0.11276649683713913,0.1
LR_a0p1_q0,200000,neg,1,0,49,natural,10,3.762929257692086e-06,3.7629464212040275e-06,0.9999999999999867,0.9999991982397087,0.9999954388104373,0.9999991982397116,0.9999954388104403,4.561661166475693e-07,1.022311968207203e-08,6,0,0.02215978130698204,0.1
LR_a0p1_q0,200000,neg,1,1,77,natural,10,8.8978481207729e-05,8.898827127716493e-05,0.999999999987946,0.999978827643902,0.9998899847216334,0.9999788276439058,0.9998899847216374,1.100318760916391e-05,2.465919753958431e-07,6,0,0.10883365571498871,0.1
LR_a0p1_q0,200000,neg,1,2,49,natural,10,2.4019824355624616e-06,2.4019894217674738e-06,0.9999999999999977,0.9999994925303481,0.9999970914921821,0.9999994925303455,0.9999970914921796,2.9088063797971166e-07,6.518913761325073e-09,6,0,0.017695439979434013,0.1
LR_a0p1_q0,200000,neg,1,3,5,natural,10,1.3225103140688098e-05,1.3225316198951416e-05,0.999999999999917,0.9999971089520197,0.9999838901195167,0.99999710895202,0.999983890119517,1.6111187354193033e-06,3.844896597775575e-08,6,0,0.04167506471276283,0.1
