arm,step,group,rank,seed,unit,ok,eps,t,q_mu,q_mu0,q_PA,q_PA0,q_NA_dev,dW_other,db,dv,dv_u,dc,dyhat_rms,dyhat_rms0,gate_mismatch_sup,gate_mismatch_stream,gn_q_mu,gn_q_PA,v_u,k_u,ntk_J2_mean,ntk_J2_max,ntk_Jv2_mean,ntk_JW2_mean,ntk_share_mean,ntk_K_cond
LR_a0p1_q0,200000,pos,0,2,32,True,0.01,2,0.009989052460598863,0.010000000000000002,0.009989053066214676,0.009999999999999976,3.437830978271307e-17,0.00033028030329709384,9.539005734960409e-05,0.00018128343782853324,1.2210949465477072e-05,3.4980252894889485e-05,0.0006147155004832579,nan,0,0,0.009978968294979636,0.009978968990458447,-0.09499046206474304,1.0,119.9595452988078,163.66903614412882,21.42243647719253,89.07919137189468,0.000897636766421136,909.4244774080943
LR_a0p1_q0,200000,pos,0,3,62,False,0.01,2,0.009999990597585842,0.009999999999999998,0.009999990597586297,0.010000000000000004,1.4378125289313649e-16,9.247605189177161e-06,3.1931444533242423e-06,3.5989792862535307e-06,-1.1102989275028896e-06,1.1246197657299728e-06,2.9390247013344452e-05,nan,0,0,0.009999977603153706,0.009999977603154209,-0.030498094856739044,1.0,134.80824777911522,217.38186820766123,17.328097269316345,106.26089715872851,8.238233093449245e-07,566.8296853687732
LR_a0p1_q0,200000,pos,0,4,62,False,0.01,2,0.009970135950885188,0.01,0.009970140118645967,0.009999999999999993,5.4767988084316415e-17,0.0006214377600113358,0.00020381474275606572,0.0001420920775304862,-4.762746371372861e-06,-6.736698461776158e-05,0.002660981467548847,nan,0,0,0.009588143680421064,0.009588757771296372,0.15365590155124664,1.0,119.20813800185391,178.02931008911526,8.831441670482665,99.82985868641467,0.0005619291424874417,772.7905975078579
LR_a0p1_q0,200000,pos,0,5,39,True,0.01,2,0.00997714275701733,0.01,0.009977144543039353,0.009999999999999976,7.023747576611423e-17,0.0005078203064634493,0.0001623063017343368,0.0002339592742754743,6.050804662577347e-05,5.672922970059724e-05,0.0009188868495778973,nan,0,0,0.00995241111185286,0.009952414203661901,-0.13411523401737213,1.0,112.96700927470854,176.7915674590476,17.73785292820084,86.0142917711404,0.0019027137192962626,753.6696801153792
LR_a0p1_q0,200000,pos,0,6,62,False,0.01,2,0.009980166772026136,0.010000000000000002,0.009980167338169029,0.010000000000000005,1.3079761618096758e-16,0.0004420091053458785,0.00013687681809727834,0.00011409153527217916,9.738394118885552e-06,-5.783928384905934e-05,0.0009357175320583431,nan,0,0,0.009948750891199674,0.009948751840735924,1.1005325317382812,1.0,83.9831751919354,119.04249082962255,7.835758875530578,68.53450756577394,0.0017626072768968562,720.7598598724375
LR_a0p1_q0,200000,pos,0,7,49,True,0.01,2,0.009577117941081065,0.009999999999999997,0.009577974373061158,0.009999999999999997,4.065769009524935e-17,0.0017994902614025953,0.000536901704454073,0.0009027425526283237,-0.000368860054995368,-0.00023875901030939728,0.0020211670262126847,nan,0,0,0.009130211432798924,0.009131511058358906,0.5377517342567444,1.0,101.41635525032727,133.91514577110155,17.771625530320584,75.38605464971991,0.033859599390416995,1480.2762150850003
LR_a0p1_q0,200000,pos,0,8,62,False,0.01,2,0.009999365625010869,0.009999999999999998,0.009999365628052034,0.010000000000000009,1.1362372377812092e-16,9.416853244200579e-05,2.645947610318553e-05,3.2948828878394046e-05,9.031332809383841e-08,7.29305830482474e-06,0.000305600518342002,nan,0,0,0.009997603826049042,0.009997603845871653,-0.2582041621208191,1.0,114.46931503465329,182.53139950145942,16.566527136374173,88.43059013244938,7.679009812608762e-05,1022.9057309516882
LR_a0p1_q0,200000,pos,0,9,62,False,0.01,2,0.009981764164897686,0.01,0.00998176514741245,0.010000000000000031,1.2540052818521018e-16,0.0004088048723909758,0.0001279687729102005,0.00011710512628051393,-3.2643251870467793e-06,5.4152800288642666e-05,0.013629762753897748,nan,0,0,0.0036732536643416676,0.004074802924202267,-1.098524570465088,1.0,91.26970160683958,128.87573978632324,8.61958800073943,74.48888673654638,0.025090426003635345,806.8201190211656
LR_a0p1_q0,200000,pos,0,0,62,False,0.01,5,0.009948186871782635,0.010000000000000002,0.009948197513871684,0.01000000000000003,1.0687229886179155e-16,0.0007599730413477812,0.0002462295522813778,0.00023073981900028254,-1.9290065980781534e-05,8.936254081196027e-05,0.001291884183967261,nan,0,0,0.00990126260038203,0.009901279718727342,-1.973811149597168,1.0,122.41365215825952,213.18166116038162,15.889053721555213,96.27622637807977,0.0038098217266334337,1606.60387275728
LR_a0p1_q0,200000,pos,0,1,22,True,0.01,5,0.009767976341158231,0.010000000000000002,0.00976811738487839,0.010000000000000038,1.9434570709125535e-16,0.0014069355511752203,0.000449119493132393,0.0006475213986225493,0.0002444740396115863,0.0002069284991169651,0.002136064701481359,nan,0,1,0.009497791331150363,0.009497953611533123,-0.36890166997909546,1.0,114.23519103058557,178.03307665638027,13.961222418823384,90.65803455030539,0.015359169830201679,583.7888719830677
LR_a0p1_q0,200000,pos,0,2,32,True,0.01,5,0.009987914567784731,0.010000000000000002,0.009987914894466857,0.009999999999999976,5.652699381709495e-17,0.0003477976679247552,0.00010414968495229059,0.00017378613661138685,1.559087371437451e-05,3.9543022721577614e-05,0.000543748713080612,nan,0,0,0.009978968294979636,0.009978968990458447,-0.09499046206474304,1.0,119.9595452988078,163.66903614412882,21.42243647719253,89.07919137189468,0.000897636766421136,909.4244774080943
LR_a0p1_q0,200000,pos,0,3,62,False,0.01,5,0.009999987367418653,0.009999999999999998,0.009999987367418752,0.010000000000000004,1.6127556059191267e-16,1.0420247795659966e-05,3.3289324747395558e-06,4.140882554343568e-06,-9.460431314237128e-07,1.3537606383118295e-06,1.6665328092880325e-05,nan,0,0,0.009999977603153706,0.009999977603154209,-0.030498094856739044,1.0,134.80824777911522,217.38186820766123,17.328097269316345,106.26089715872851,8.238233093449245e-07,566.8296853687732
LR_a0p1_q0,200000,pos,0,4,62,False,0.01,5,0.009972938460911239,0.01,0.009972942553080767,0.009999999999999993,5.3937505915998604e-17,0.0005069853408465031,0.00015803492345693696,0.00011584474317583653,-4.767461638549575e-06,-7.173413581529342e-06,0.0021744784903902667,nan,0,0,0.009588143680421064,0.009588757771296372,0.15365590155124664,1.0,119.20813800185391,178.02931008911526,8.831441670482665,99.82985868641467,0.0005619291424874417,772.7905975078579
LR_a0p1_q0,200000,pos,0,5,39,True,0.01,5,0.009973740150943494,0.01,0.009973741883340366,0.009999999999999976,1.3250451697098155e-16,0.0005476060844674165,0.00017463974749921151,0.0002590372872413157,6.281948379735502e-05,6.431427337069695e-05,0.0009760444282354439,nan,0,0,0.00995241111185286,0.009952414203661901,-0.13411523401737213,1.0,112.96700927470854,176.7915674590476,17.73785292820084,86.0142917711404,0.0019027137192962626,753.6696801153792
LR_a0p1_q0,200000,pos,0,6,62,False,0.01,5,0.009976779672063056,0.010000000000000002,0.009976779995713171,0.010000000000000005,2.4069754399217684e-16,0.0004431382708008218,0.00014020446090021258,0.00013004173141853979,1.2340408208633136e-05,-6.84666627550623e-05,0.0006273220337531382,nan,0,0,0.009948750891199674,0.009948751840735924,1.1005325317382812,1.0,83.9831751919354,119.04249082962255,7.835758875530578,68.53450756577394,0.0017626072768968562,720.7598598724375
LR_a0p1_q0,200000,pos,0,7,49,True,0.01,5,0.009589547547616933,0.009999999999999997,0.00959022932953251,0.009999999999999997,1.0779480403207029e-16,0.0017260019118793075,0.0005223936598608123,0.0008720988929828057,-0.0003607826490451549,-0.00023352862957337628,0.0022742910211460826,nan,0,0,0.009130211432798924,0.009131511058358906,0.5377517342567444,1.0,101.41635525032727,133.91514577110155,17.771625530320584,75.38605464971991,0.033859599390416995,1480.2762150850003
LR_a0p1_q0,200000,pos,0,8,62,False,0.01,5,0.009998968765155446,0.009999999999999998,0.009998968767165512,0.010000000000000009,1.2026891966117806e-16,0.00011681501950187856,3.5067733528268286e-05,4.6685371535291334e-05,5.9180274958325896e-08,1.2732928060754656e-05,0.00029382400436087574,nan,0,0,0.009997603826049042,0.009997603845871653,-0.2582041621208191,1.0,114.46931503465329,182.53139950145942,16.566527136374173,88.43059013244938,7.679009812608762e-05,1022.9057309516882
LR_a0p1_q0,200000,pos,0,9,62,False,0.01,5,0.009976612580760897,0.01,0.009976613297935387,0.010000000000000031,1.6884254715043185e-16,0.0004842826912444049,0.00015432401645715412,0.00014271294965468453,-6.0283567946406436e-06,6.959828197991569e-05,0.013417859607305398,nan,0,0,0.0036732536643416676,0.004074802924202267,-1.098524570465088,1.0,91.26970160683958,128.87573978632324,8.61958800073943,74.48888673654638,0.025090426003635345,806.8201190211656
LR_a0p1_q0,200000,pos,0,0,62,False,0.01,10,0.009937447664549258,0.010000000000000002,0.009937452409149748,0.01000000000000003,2.0224861401570527e-16,0.000948437143478341,0.0003021103115459907,0.0002714766604257538,-2.358104689270668e-05,0.0001075046629150922,0.0009240864277337928,nan,0,1,0.00990126260038203,0.009901279718727342,-1.973811149597168,1.0,122.41365215825952,213.18166116038162,15.889053721555213,96.27622637807977,0.0038098217266334337,1606.60387275728
LR_a0p1_q0,200000,pos,0,1,22,True,0.01,10,0.009758107830863203,0.010000000000000002,0.009758278713909992,0.010000000000000038,1.891118527094516e-16,0.0014621782362743763,0.00045617768146925043,0.0006120892054574743,0.00025447293348140887,0.00021145390640586736,0.0020379292323726376,nan,0,1,0.009497791331150363,0.009497953611533123,-0.36890166997909546,1.0,114.23519103058557,178.03307665638027,13.961222418823384,90.65803455030539,0.015359169830201679,583.7888719830677
LR_a0p1_q0,200000,pos,0,2,32,True,0.01,10,0.009985875363499735,0.010000000000000002,0.009985875624765701,0.009999999999999976,8.581190378685636e-17,0.00038232488483978734,0.00011655316938013593,0.0001981651484817987,3.38220784306259e-05,4.681987740534632e-05,0.0007545137382333515,nan,0,0,0.009978968294979636,0.009978968990458447,-0.09499046206474304,1.0,119.9595452988078,163.66903614412882,21.42243647719253,89.07919137189468,0.000897636766421136,909.4244774080943
LR_a0p1_q0,200000,pos,0,3,62,False,0.01,10,0.009999984567430138,0.009999999999999998,0.009999984567430384,0.010000000000000004,1.910842856949387e-16,1.1715979132059596e-05,3.7012214724619953e-06,4.9216263276361445e-06,-4.591584517738001e-07,1.6435988195451223e-06,1.2655907726828982e-05,nan,0,0,0.009999977603153706,0.009999977603154209,-0.030498094856739044,1.0,134.80824777911522,217.38186820766123,17.328097269316345,106.26089715872851,8.238233093449245e-07,566.8296853687732
LR_a0p1_q0,200000,pos,0,4,62,False,0.01,10,0.00995591367937617,0.01,0.009955924791313818,0.009999999999999993,1.7036270828687308e-16,0.0005932441893933951,0.00018228422488333887,0.0001555442204280362,-4.021349240632133e-05,-2.6986160136133197e-05,0.0013634420967200893,nan,0,0,0.009588143680421064,0.009588757771296372,0.15365590155124664,1.0,119.20813800185391,178.02931008911526,8.831441670482665,99.82985868641467,0.0005619291424874417,772.7905975078579
LR_a0p1_q0,200000,pos,0,5,39,True,0.01,10,0.009974947637735328,0.01,0.009974948807590674,0.009999999999999976,2.0505200782903751e-16,0.0005038797205456419,0.00016214717802703232,0.00022613892234767702,5.908486694325421e-05,6.22486843259995e-05,0.0008053594083336283,nan,0,0,0.00995241111185286,0.009952414203661901,-0.13411523401737213,1.0,112.96700927470854,176.7915674590476,17.73785292820084,86.0142917711404,0.0019027137192962626,753.6696801153792
LR_a0p1_q0,200000,pos,0,6,62,False,0.01,10,0.009966081088298502,0.010000000000000002,0.00996608166958272,0.010000000000000005,4.643444034508102e-16,0.0007098359424252874,0.0002202144934130256,0.00018891118901029209,1.716873510537731e-05,-9.991317488744489e-05,0.0005872705934205348,nan,0,1,0.009948750891199674,0.009948751840735924,1.1005325317382812,1.0,83.9831751919354,119.04249082962255,7.835758875530578,68.53450756577394,0.0017626072768968562,720.7598598724375
LR_a0p1_q0,200000,pos,0,7,49,True,0.01,10,0.009530490315319723,0.009999999999999997,0.009531110570092744,0.009999999999999997,6.727850617199019e-17,0.0019365098992782772,0.0005986919202444963,0.0009497187940478906,-0.00039222919271730827,-0.0002700758578265128,0.0016027068212532427,nan,0,0,0.009130211432798924,0.009131511058358906,0.5377517342567444,1.0,101.41635525032727,133.91514577110155,17.771625530320584,75.38605464971991,0.033859599390416995,1480.2762150850003
LR_a0p1_q0,200000,pos,0,8,62,False,0.01,10,0.00999879376558983,0.009999999999999998,0.009998793766850577,0.010000000000000009,1.6460329205275985e-16,0.00011959419829570155,3.541115476736904e-05,4.772145167306663e-05,7.054394208227954e-07,1.4663115787350023e-05,0.0002592771385053604,nan,0,0,0.009997603826049042,0.009997603845871653,-0.2582041621208191,1.0,114.46931503465329,182.53139950145942,16.566527136374173,88.43059013244938,7.679009812608762e-05,1022.9057309516882
LR_a0p1_q0,200000,pos,0,9,62,False,0.01,10,0.0090370510806632,0.01,0.009044538328632215,0.010000000000000031,8.414100490478291e-17,0.002434857657504799,0.0008335415872688767,0.0010751349688431576,0.00013021476465735482,0.00028086211984162945,0.010426838553738991,nan,0,0,0.0036732536643416676,0.004074802924202267,-1.098524570465088,1.0,91.26970160683958,128.87573978632324,8.61958800073943,74.48888673654638,0.025090426003635345,806.8201190211656
LR_a0p1_q0,200000,pos,0,0,62,False,0.01,20,0.009944133527827873,0.010000000000000002,0.009944135316393697,0.01000000000000003,2.8114728988980593e-16,0.0008114367270047134,0.00025672332993012813,0.0002901890451505643,-2.5840264946008773e-05,9.662417372408028e-05,0.0008310332843640376,nan,0,1,0.00990126260038203,0.009901279718727342,-1.973811149597168,1.0,122.41365215825952,213.18166116038162,15.889053721555213,96.27622637807977,0.0038098217266334337,1606.60387275728
LR_a0p1_q0,200000,pos,0,1,22,True,0.01,20,0.00973511498983404,0.010000000000000002,0.009735239902637007,0.010000000000000038,2.2274725453535636e-16,0.001495220342982865,0.00046847410521678995,0.0006527015553150106,0.0002974110196309887,0.0002282461006098968,0.0016752747958635513,nan,0,1,0.009497791331150363,0.009497953611533123,-0.36890166997909546,1.0,114.23519103058557,178.03307665638027,13.961222418823384,90.65803455030539,0.015359169830201679,583.7888719830677
LR_a0p1_q0,200000,pos,0,2,32,True,0.01,20,0.00998744367694495,0.010000000000000002,0.009987443828164548,0.009999999999999976,8.146315920217447e-17,0.00033392151722437996,0.00010186796121223403,0.00017514286983472607,2.489150789813932e-05,4.1927010946407606e-05,0.00040835511264297964,nan,0,0,0.009978968294979636,0.009978968990458447,-0.09499046206474304,1.0,119.9595452988078,163.66903614412882,21.42243647719253,89.07919137189468,0.000897636766421136,909.4244774080943
LR_a0p1_q0,200000,pos,0,3,62,False,0.01,20,0.009999983385363604,0.009999999999999998,0.009999983385363866,0.010000000000000004,2.833142518458728e-16,1.1803945984171688e-05,3.775935549854235e-06,5.273085096097341e-06,-5.897399774253131e-07,1.7885512450244168e-06,1.0237556130786466e-05,nan,0,0,0.009999977603153706,0.009999977603154209,-0.030498094856739044,1.0,134.80824777911522,217.38186820766123,17.328097269316345,106.26089715872851,8.238233093449245e-07,566.8296853687732
LR_a0p1_q0,200000,pos,0,4,62,False,0.01,20,0.00993854179971486,0.01,0.009938558148590376,0.009999999999999993,1.3976171475468217e-16,0.0007210815068755302,0.00022265959346485145,0.00019933559112857293,-9.90020603830466e-06,-4.512910903914369e-05,0.0014403827381468733,nan,0,1,0.009588143680421064,0.009588757771296372,0.15365590155124664,1.0,119.20813800185391,178.02931008911526,8.831441670482665,99.82985868641467,0.0005619291424874417,772.7905975078579
LR_a0p1_q0,200000,pos,0,5,39,True,0.01,20,0.00996469294818807,0.01,0.009964694299250202,0.009999999999999976,3.2818021595163175e-16,0.0008215094120196061,0.00025128990376423915,0.00027334033232713186,9.277188786924184e-05,8.472896674238672e-05,0.0007137723945678622,nan,0,1,0.00995241111185286,0.009952414203661901,-0.13411523401737213,1.0,112.96700927470854,176.7915674590476,17.73785292820084,86.0142917711404,0.0019027137192962626,753.6696801153792
LR_a0p1_q0,200000,pos,0,6,62,False,0.01,20,0.009969735783585515,0.010000000000000002,0.009969736936627435,0.010000000000000005,3.5961720011401567e-16,0.0006518837818437966,0.00020053842145310646,0.00017787110812410504,1.347579014754352e-05,-8.981530538842986e-05,0.0004991496758925021,nan,0,2,0.009948750891199674,0.009948751840735924,1.1005325317382812,1.0,83.9831751919354,119.04249082962255,7.835758875530578,68.53450756577394,0.0017626072768968562,720.7598598724375
LR_a0p1_q0,200000,pos,0,7,49,True,0.01,20,0.00945896392374923,0.009999999999999997,0.009459977184114282,0.009999999999999997,2.231843961580499e-16,0.002790659905339305,0.0008418806776683844,0.001080496507468556,-0.0003780247709117557,-0.0003099069461051096,0.002798550757586773,nan,0,1,0.009130211432798924,0.009131511058358906,0.5377517342567444,1.0,101.41635525032727,133.91514577110155,17.771625530320584,75.38605464971991,0.033859599390416995,1480.2762150850003
LR_a0p1_q0,200000,pos,0,8,62,False,0.01,20,0.009998840822590517,0.009999999999999998,0.009998840826529186,0.010000000000000009,4.3607335143999157e-16,0.00010005281840922072,2.6964658604237646e-05,4.346549670174701e-05,5.983215135563213e-07,1.3638728631581998e-05,0.00019575304957615797,nan,0,0,0.009997603826049042,0.009997603845871653,-0.2582041621208191,1.0,114.46931503465329,182.53139950145942,16.566527136374173,88.43059013244938,7.679009812608762e-05,1022.9057309516882
LR_a0p1_q0,200000,pos,0,9,62,False,0.01,20,0.008163994000889224,0.01,0.008181500285772763,0.010000000000000031,8.918812709042648e-17,0.0027285574559939036,0.0010022957843330326,0.0011029122685748286,0.00018627979362495495,0.0001933803671131662,0.008231709927044655,nan,0,1,0.0036732536643416676,0.004074802924202267,-1.098524570465088,1.0,91.26970160683958,128.87573978632324,8.61958800073943,74.48888673654638,0.025090426003635345,806.8201190211656
LR_a0p1_q0,200000,pos,0,0,62,False,0.01,50,0.009927795411944981,0.010000000000000002,0.009927796967479134,0.01000000000000003,3.8832058920953476e-16,0.0008792960525852267,0.0002728269227291625,0.00032223947079124555,-2.986783716374397e-05,0.00012016237699627452,0.0004481398672021898,nan,0,2,0.00990126260038203,0.009901279718727342,-1.973811149597168,1.0,122.41365215825952,213.18166116038162,15.889053721555213,96.27622637807977,0.0038098217266334337,1606.60387275728
LR_a0p1_q0,200000,pos,0,1,22,True,0.01,50,0.009709657973265312,0.010000000000000002,0.009709731031644252,0.010000000000000038,5.120500250390067e-16,0.0019256891427082905,0.00055737113113076,0.0007041415811078843,0.00035305493801218724,0.0002580038676347485,0.0035066520362122813,nan,0,4,0.009497791331150363,0.009497953611533123,-0.36890166997909546,1.0,114.23519103058557,178.03307665638027,13.961222418823384,90.65803455030539,0.015359169830201679,583.7888719830677
LR_a0p1_q0,200000,pos,0,2,32,True,0.01,50,0.009986067177425194,0.010000000000000002,0.009986067464327236,0.009999999999999976,2.7912947620914505e-16,0.000308063560886522,0.0001010536188889405,0.0001691621976151398,3.07415279025558e-05,4.998911363518488e-05,0.00016684208436712188,nan,0,0,0.009978968294979636,0.009978968990458447,-0.09499046206474304,1.0,119.9595452988078,163.66903614412882,21.42243647719253,89.07919137189468,0.000897636766421136,909.4244774080943
LR_a0p1_q0,200000,pos,0,3,62,False,0.01,50,0.009999983511949478,0.009999999999999998,0.009999983511949775,0.010000000000000004,3.5757520905513856e-16,1.0451586827921938e-05,3.356686416980503e-06,4.844860503740058e-06,-1.1078361085090083e-07,1.7200314240128911e-06,6.910756998519719e-06,nan,0,0,0.009999977603153706,0.009999977603154209,-0.030498094856739044,1.0,134.80824777911522,217.38186820766123,17.328097269316345,106.26089715872851,8.238233093449245e-07,566.8296853687732
LR_a0p1_q0,200000,pos,0,4,62,False,0.01,50,0.009707117232092357,0.01,0.009707529096177208,0.009999999999999993,2.3837118227015803e-16,0.0007057340538786889,0.0002262134304131554,0.00023107343349618279,-3.34005582874608e-05,-8.672119584329785e-06,0.0014539827154872013,nan,0,4,0.009588143680421064,0.009588757771296372,0.15365590155124664,1.0,119.20813800185391,178.02931008911526,8.831441670482665,99.82985868641467,0.0005619291424874417,772.7905975078579
LR_a0p1_q0,200000,pos,0,5,39,True,0.01,50,0.009965756273130401,0.01,0.009965757185832093,0.009999999999999976,3.285928303116504e-16,0.0005760622291267185,0.00016327746319482448,0.00025384670984364893,9.597314307022153e-05,8.165885341018808e-05,0.00043452800032325276,nan,0,2,0.00995241111185286,0.009952414203661901,-0.13411523401737213,1.0,112.96700927470854,176.7915674590476,17.73785292820084,86.0142917711404,0.0019027137192962626,753.6696801153792
LR_a0p1_q0,200000,pos,0,6,62,False,0.01,50,0.009964040472714899,0.010000000000000002,0.009964042287204763,0.010000000000000005,4.95536069810871e-16,0.0006376852846870199,0.0001962953950343022,0.0002150108795407685,1.771366088409998e-05,-0.00010809599236749623,0.0004093494868509756,nan,0,4,0.009948750891199674,0.009948751840735924,1.1005325317382812,1.0,83.9831751919354,119.04249082962255,7.835758875530578,68.53450756577394,0.0017626072768968562,720.7598598724375
LR_a0p1_q0,200000,pos,0,7,49,True,0.01,50,0.009474232622814242,0.009999999999999997,0.009475369738166282,0.009999999999999997,2.914662427510877e-16,0.0021722443593543473,0.000649608084432469,0.001070856130350529,-0.000366040551513902,-0.00030210867342728154,0.0016487608253861637,nan,0,5,0.009130211432798924,0.009131511058358906,0.5377517342567444,1.0,101.41635525032727,133.91514577110155,17.771625530320584,75.38605464971991,0.033859599390416995,1480.2762150850003
LR_a0p1_q0,200000,pos,0,8,62,False,0.01,50,0.009998460383405985,0.009999999999999998,0.009998460389373836,0.010000000000000009,3.6742827565942126e-16,0.00011038994958732884,3.15972583551854e-05,5.263535058465612e-05,8.700070286415951e-08,1.8642362092202713e-05,0.00010144958026688356,nan,0,0,0.009997603826049042,0.009997603845871653,-0.2582041621208191,1.0,114.46931503465329,182.53139950145942,16.566527136374173,88.43059013244938,7.679009812608762e-05,1022.9057309516882
