arm,step,group,rank,seed,unit,mode,t,lr,rel_err,rel_err_vs_pred,cos,surv_emp,surv_pred,surv_PA_emp,surv_PA_pred,eta_lam_max,eta_lam_min_pos,rank_HA,gate_mismatch,v_u,k_u
LR_a0p1_q0,200000,pos,0,1,22,sgd_wonly,1,0.02,0.01911809139685998,0.020136228568862453,0.9998005364945667,0.9468126270286078,0.9494375439511615,0.9468126270286117,0.949437543951165,0.05056771353490627,0.0011332709042821791,6,0,-0.36890166997909546,1.0
LR_a0p1_q0,200000,pos,0,2,32,sgd_wonly,1,0.02,0.0014149859783318991,0.001419745666980962,0.9999991767407472,0.9960411372263239,0.9966475061274994,0.9960411372263216,0.996647506127497,0.0033528341787681733,7.51402259676609e-05,6,0,-0.09499046206474304,1.0
LR_a0p1_q0,200000,pos,0,5,39,sgd_wonly,1,0.02,0.002415427803184738,0.0024316784363541035,0.9999971349189083,0.9937390837271329,0.9933171126056737,0.9937390837271305,0.9933171126056712,0.0066835668772418965,0.00014978513658866384,6,0,-0.13411523401737213,1.0
LR_a0p1_q0,200000,pos,0,7,49,sgd_wonly,1,0.02,0.045835386693613756,0.051336332983704436,0.998902429134651,0.8731050212244811,0.892844970211705,0.8731050212244809,0.892844970211705,0.1071601468974519,0.0027002615752667663,6,0,0.5377517342567444,1.0
LR_a0p1_q0,200000,pos,0,1,22,sgd_wonly,2,0.02,0.037017633035449284,0.04106535547308109,0.999163866261915,0.8972111648164164,0.9014321831382868,0.8972111648164197,0.9014321831382902,0.05056771353490627,0.0011332709042821791,6,0,-0.36890166997909546,1.0
LR_a0p1_q0,200000,pos,0,2,32,sgd_wonly,2,0.02,0.002388863293726355,0.002404961495830034,0.9999974203115027,0.9925187471096624,0.993306253704439,0.9925187471096599,0.9933062537044367,0.0033528341787681733,7.51402259676609e-05,6,0,-0.09499046206474304,1.0
LR_a0p1_q0,200000,pos,0,5,39,sgd_wonly,2,0.02,0.003088263782323045,0.003129958284961094,0.9999951032260264,0.9867291313527241,0.9866788951027289,0.9867291313527217,0.9866788951027267,0.0066835668772418965,0.00014978513658866384,6,0,-0.13411523401737213,1.0
LR_a0p1_q0,200000,pos,0,7,49,sgd_wonly,2,0.02,0.0730859563142918,0.09168139330195586,0.9961701002704622,0.7721386182255435,0.7971732723736064,0.7721386182255433,0.7971732723736064,0.1071601468974519,0.0027002615752667663,6,0,0.5377517342567444,1.0
LR_a0p1_q0,200000,pos,0,1,22,sgd_wonly,5,0.02,0.050375585668131655,0.06529579948102711,0.9979035436192026,0.7765631239790708,0.7714981065936592,0.7765631239790736,0.771498106593662,0.05056771353490627,0.0011332709042821791,6,0,-0.36890166997909546,1.0
LR_a0p1_q0,200000,pos,0,2,32,sgd_wonly,5,0.02,0.002091080512776937,0.002126487445491629,0.9999978954784369,0.9827974296601446,0.9833495688912915,0.982797429660142,0.9833495688912891,0.0033528341787681733,7.51402259676609e-05,6,0,-0.09499046206474304,1.0
LR_a0p1_q0,200000,pos,0,5,39,sgd_wonly,5,0.02,0.005295928100161956,0.005476491946318693,0.999986799170877,0.9651841396075402,0.9670292866443249,0.9651841396075378,0.9670292866443225,0.0066835668772418965,0.00014978513658866384,6,0,-0.13411523401737213,1.0
LR_a0p1_q0,200000,pos,0,7,49,sgd_wonly,5,0.02,0.12277935925359935,0.21639000207655015,0.9763533719365112,0.5485824879533134,0.5673984845666064,0.5485824879533132,0.5673984845666061,0.1071601468974519,0.0027002615752667663,6,0,0.5377517342567444,1.0
LR_a0p1_q0,200000,pos,0,1,22,sgd_wonly,10,0.02,0.04807125151755779,0.08076177596971364,0.9967507896182557,0.589787549995792,0.5952228135199124,0.5897875499957943,0.5952228135199145,0.05056771353490627,0.0011332709042821791,6,0,-0.36890166997909546,1.0
LR_a0p1_q0,200000,pos,0,2,32,sgd_wonly,10,0.02,0.004229080176801795,0.004373509057258891,0.9999905677454127,0.9674633613194572,0.9669764304666567,0.9674633613194548,0.9669764304666545,0.0033528341787681733,7.51402259676609e-05,6,0,-0.09499046206474304,1.0
LR_a0p1_q0,200000,pos,0,5,39,sgd_wonly,10,0.02,0.0067855509683780995,0.007256141775963536,0.9999765012647932,0.9373476247959164,0.935145863722743,0.9373476247959142,0.9351458637227408,0.0066835668772418965,0.00014978513658866384,6,0,-0.13411523401737213,1.0
LR_a0p1_q0,200000,pos,0,7,49,sgd_wonly,10,0.02,0.11085119280749213,0.34428879611938823,0.9414709095719619,0.32567001420389013,0.3219715368520227,0.3256700142038901,0.3219715368520227,0.1071601468974519,0.0027002615752667663,6,0,0.5377517342567444,1.0
LR_a0p1_q0,200000,pos,0,1,22,sgd_wonly,20,0.02,0.07767560529459616,0.21920772295706936,0.9756821457487262,0.3467117664094324,0.35434702868479,0.3467117664094337,0.35434702868479134,0.05056771353490627,0.0011332709042821791,6,0,-0.36890166997909546,1.0
LR_a0p1_q0,200000,pos,0,2,32,sgd_wonly,20,0.02,0.004209373996572436,0.004501794157228003,0.9999900194456963,0.9355508226461899,0.935043640281495,0.9355508226461875,0.9350436402814927,0.0033528341787681733,7.51402259676609e-05,6,0,-0.09499046206474304,1.0
LR_a0p1_q0,200000,pos,0,5,39,sgd_wonly,20,0.02,0.008528936053607968,0.009752943357550892,0.9999601093873015,0.8710386727994177,0.8744986760334994,0.8710386727994157,0.8744986760334973,0.0066835668772418965,0.00014978513658866384,6,0,-0.13411523401737213,1.0
LR_a0p1_q0,200000,pos,0,7,49,sgd_wonly,20,0.02,0.11784825770729176,1.1350723739211594,0.654921211314089,0.15593013290640767,0.10382444363453192,0.15593013290640767,0.1038244436345319,0.1071601468974519,0.0027002615752667663,6,0,0.5377517342567444,1.0
LR_a0p1_q0,200000,pos,0,1,22,sgd_wonly,50,0.02,0.06719571625373935,0.8924629764950881,0.7551400955896795,0.102451912533154,0.07529244128157868,0.10245191253315422,0.07529244128157896,0.05056771353490627,0.0011332709042821791,6,0,-0.36890166997909546,1.0
LR_a0p1_q0,200000,pos,0,2,32,sgd_wonly,50,0.02,0.0067973635496343405,0.00804007215427385,0.9999678590384072,0.8448998899443647,0.845435640278561,0.8448998899443626,0.8454356402785589,0.0033528341787681733,7.51402259676609e-05,6,0,-0.09499046206474304,1.0
LR_a0p1_q0,200000,pos,0,5,39,sgd_wonly,50,0.02,0.010233913116800575,0.01431000738997726,0.9999001263739428,0.7166917259837223,0.7151577800000589,0.7166917259837206,0.7151577800000571,0.0066835668772418965,0.00014978513658866384,6,0,-0.13411523401737213,1.0
LR_a0p1_q0,200000,pos,0,7,49,sgd_wonly,50,0.02,0.10895896821947931,15.848862123365002,0.7871293000879337,0.11428784320909825,0.006874876402568221,0.11428784320909827,0.006874876402568222,0.1071601468974519,0.0027002615752667663,6,0,0.5377517342567444,1.0
LR_a0p1_q0,200000,pos,0,1,22,sgd_wonly,100,0.02,0.06614008143550702,6.2021552841327,0.5033850683839776,0.07086320013537434,0.01066404796486097,0.07086320013537438,0.010664047964860984,0.05056771353490627,0.0011332709042821791,6,0,-0.36890166997909546,1.0
LR_a0p1_q0,200000,pos,0,2,32,sgd_wonly,100,0.02,0.001983471896589943,0.002774990803152764,0.9999962224036008,0.715036862226844,0.7147670162857661,0.7150368622268423,0.7147670162857643,0.0033528341787681733,7.51402259676609e-05,6,0,-0.09499046206474304,1.0
LR_a0p1_q0,200000,pos,0,5,39,sgd_wonly,100,0.02,0.0135250955332033,0.026443400241078496,0.9996503158544088,0.511338545562503,0.511473388819065,0.5113385455625017,0.5114733888190637,0.0066835668772418965,0.00014978513658866384,6,0,-0.13411523401737213,1.0
LR_a0p1_q0,200000,pos,0,7,49,sgd_wonly,100,0.02,0.09421832580648065,18.14975163935015,0.9162986491749152,0.09895204077524623,0.005191163365685269,0.09895204077524626,0.00519116336568527,0.1071601468974519,0.0027002615752667663,6,0,0.5377517342567444,1.0
LR_a0p1_q0,200000,pos,0,1,22,sgd_wonly,200,0.02,0.058873100816446734,7.254544749717645,0.5147288824675791,0.06263771886952425,0.008115340500000104,0.06263771886952428,0.00811534050000011,0.05056771353490627,0.0011332709042821791,6,0,-0.36890166997909546,1.0
LR_a0p1_q0,200000,pos,0,2,32,sgd_wonly,200,0.02,0.008919339592722078,0.017457590458367835,0.9998476621139157,0.5110100521014395,0.5109147000551172,0.5110100521014382,0.510914700055116,0.0033528341787681733,7.51402259676609e-05,6,0,-0.09499046206474304,1.0
LR_a0p1_q0,200000,pos,0,5,39,sgd_wonly,200,0.02,0.011460886438328379,0.04379322197505607,0.9990624778117482,0.2631888634715287,0.26170457256733287,0.26318886347152803,0.26170457256733226,0.0066835668772418965,0.00014978513658866384,6,0,-0.13411523401737213,1.0
LR_a0p1_q0,200000,pos,0,7,49,sgd_wonly,200,0.02,0.06889746929184405,17.39278830348431,0.9133196784438352,0.07249648320297158,0.003961266479512188,0.07249648320297158,0.003961266479512189,0.1071601468974519,0.0027002615752667663,6,0,0.5377517342567444,1.0
LR_a0p1_q0,200000,pos,0,1,22,sgd_wonly,500,0.02,0.040635274130296474,7.036154301979144,0.5548104610110932,0.04355435186696411,0.005775210773712922,0.04355435186696413,0.005775210773712925,0.05056771353490627,0.0011332709042821791,6,0,-0.36890166997909546,1.0
LR_a0p1_q0,200000,pos,0,2,32,sgd_wonly,500,0.02,0.010402031308523213,0.05569589936910445,0.9985267320344078,0.18414447865232433,0.18676476053627414,0.18414447865232386,0.18676476053627367,0.0033528341787681733,7.51402259676609e-05,6,0,-0.09499046206474304,1.0
LR_a0p1_q0,200000,pos,0,5,39,sgd_wonly,500,0.02,0.013695446817354054,0.37800810512641914,0.9335896836773964,0.03818418217038739,0.03623056392606666,0.03818418217038731,0.03623056392606657,0.0066835668772418965,0.00014978513658866384,6,0,-0.13411523401737213,1.0
LR_a0p1_q0,200000,pos,0,7,49,sgd_wonly,500,0.02,0.03138289136273142,17.829836261244676,0.91985022679678,0.03299435442748063,0.0017601334584853119,0.03299435442748063,0.001760133458485312,0.1071601468974519,0.0027002615752667663,6,0,0.5377517342567444,1.0
LR_a0p1_q0,200000,pos,0,1,22,sgd_wonly,1000,0.02,0.02128154913546594,6.496233041618873,0.602915478732619,0.023095591867622684,0.0032759830195627556,0.023095591867622695,0.003275983019562757,0.05056771353490627,0.0011332709042821791,6,0,-0.36890166997909546,1.0
LR_a0p1_q0,200000,pos,0,2,32,sgd_wonly,1000,0.02,0.008872261996930648,0.2461378741715419,0.9728670222124518,0.038095317878232074,0.03604590324342879,0.038095317878232,0.0360459032434287,0.0033528341787681733,7.51402259676609e-05,6,0,-0.09499046206474304,1.0
LR_a0p1_q0,200000,pos,0,5,39,sgd_wonly,1000,0.02,0.012825176426843476,1.4492204174264331,0.4933988254555209,0.014624777524870071,0.008849707244408542,0.014624777524870071,0.008849707244408542,0.0066835668772418965,0.00014978513658866384,6,0,-0.13411523401737213,1.0
LR_a0p1_q0,200000,pos,0,7,49,sgd_wonly,1000,0.02,0.008749631796117333,19.21284206641587,0.9349836406049665,0.009173937260616397,0.0004554053880144951,0.0091739372606164,0.0004554053880144951,0.1071601468974519,0.0027002615752667663,6,0,0.5377517342567444,1.0
LR_a0p1_q0,200000,pos,0,1,22,sgd_wonly,2000,0.02,0.0065009806762498235,6.167222641408574,0.6979378304239154,0.007192709127090501,0.0010541180453905294,0.007192709127090503,0.0010541180453905298,0.05056771353490627,0.0011332709042821791,6,0,-0.36890166997909546,1.0
LR_a0p1_q0,200000,pos,0,2,32,sgd_wonly,2000,0.02,0.008123634695509212,0.9185863358791257,0.8999474265073419,0.015109057191056312,0.008843626753640477,0.015109057191056314,0.008843626753640478,0.0033528341787681733,7.51402259676609e-05,6,0,-0.09499046206474304,1.0
LR_a0p1_q0,200000,pos,0,5,39,sgd_wonly,2000,0.02,0.010638223152592797,1.4098941636627504,0.5010002270078237,0.012178400664942834,0.007545405482746208,0.012178400664942832,0.007545405482746209,0.0066835668772418965,0.00014978513658866384,6,0,-0.13411523401737213,1.0
