arm,step,rank,seed,unit,ok,delta,t,zbar0,npos0,s_plus,s_minus,pair_mean,db_plus,db_minus,dwmu_plus,dwmu_minus,dyhat_plus,dyhat_minus,npos_A,npos_P,npos_M,dW_other_plus,dv_plus,v_u
LR_a0p1_q0,200000,0,0,42,True,0.05,1,0.07235603160342294,20,0.99576111636509,0.9957611163650811,2.220446049250313e-16,0.049978747639858476,-0.049978747639858476,-0.00019069182160402092,0.00019069182160444455,0.004656927465140482,0.004657969374799134,20,20,18,0.001046094948445497,0.0003249426009405715,0.20616672933101654
LR_a0p1_q0,200000,0,1,63,True,0.05,1,0.016429006160958548,16,0.9998927602029403,0.9998927602029447,-1.1449174941446927e-16,0.04999949043233458,-0.04999949043233458,-4.852422187432497e-06,4.85242218731665e-06,0.011115140173434351,0.010649927665676006,16,18,15,0.00014390215822237374,7.3833438862349e-05,-0.3192389905452728
LR_a0p1_q0,200000,0,2,39,True,0.05,1,0.0017021243259977836,16,0.9965277201033634,1.014004498168889,-0.0004369194516381375,0.04998432027506802,-0.05006323991315076,-0.00015793426989958075,-0.000636984995293552,0.005058620338427035,0.004460303033399247,17,18,14,0.0008691049606155557,0.00047628421288357627,-0.1770859956741333
LR_a0p1_q0,200000,0,3,97,True,0.05,1,-0.01702520317301746,16,0.9980689090550982,0.995375732479683,6.73294143853781e-05,0.049989402540692035,-0.049974622900591514,-8.59570879370377e-05,0.00020583627660742017,0.0033383709949297347,0.0036992831941562014,16,17,10,0.0006036820057554754,0.00021824318063911428,0.14558474719524384
LR_a0p1_q0,200000,0,4,63,True,0.05,1,-0.010941516596184336,15,0.9997094128556216,0.999709412855625,-8.326672684688674e-17,0.049998513183282856,-0.0499985131832828,-1.3042540501671128e-05,1.3042540501545046e-05,0.018647657249968662,0.016485636324665667,15,19,13,0.0003271401621336811,6.550905615082402e-05,-0.5453103184700012
LR_a0p1_q0,200000,0,5,21,True,0.05,1,-0.0018984421767352655,15,0.9999885755062055,0.9999885755062043,2.7755575615628914e-17,0.04999994272136782,-0.04999994272136782,-5.139460574734593e-07,5.139460576058772e-07,0.0036816685960410194,0.0031806138173179482,15,20,12,5.643937420981496e-05,2.2568667295927863e-05,0.1070314273238182
LR_a0p1_q0,200000,0,6,17,True,0.05,1,0.00757580431847843,17,0.9992178593681017,0.9999805947107132,-1.9068383565287728e-05,0.049996266630590286,-0.049999907373290076,-3.537366218511337e-05,8.776377546033619e-07,0.003904269910933853,0.004375462394345394,17,20,13,0.00034613188140711316,8.213062387878788e-05,0.13610783219337463
LR_a0p1_q0,200000,0,7,50,True,0.05,1,0.016041921494569955,17,0.9991981598981798,0.9991981598981754,1.1102230246251565e-16,0.0499963918510262,-0.0499963918510262,-3.648385611726516e-05,3.648385611725428e-05,0.02947113348602688,0.02767876319213634,17,18,15,0.00034793293591089936,0.00015448257770438563,0.8494879603385925
LR_a0p1_q0,200000,0,8,81,True,0.05,1,-0.05688950097787829,15,0.9947560097455335,0.9824311520194429,0.00030812144315226636,0.04997615829533997,-0.04992012355774078,-0.0002383578080634341,0.0007985659567686912,0.0063502585338291945,0.005367515227876049,15,16,11,0.0013037398007461549,0.00047114166778159647,-0.21836531162261963
LR_a0p1_q0,200000,0,9,25,True,0.05,1,-0.01524261618506656,14,0.9814594414670443,0.9814594414670532,-2.220446049250313e-16,0.0499119014639466,-0.0499119014639466,-0.0008389293905940544,0.0008389293905942823,0.009179840903494482,0.009150968620186993,14,18,13,0.0018171137397904999,0.0005423711297794926,-0.4197583496570587
LR_a0p1_q0,200000,0,0,42,True,0.05,2,0.07235603160342294,20,0.9960242316703751,0.9960242701965994,-9.63155610822497e-10,0.04997999787582992,-0.04997999805889375,-0.00017878629231102527,0.0001787845490638363,0.005937590476530608,0.005694120133589769,20,20,18,0.0009207201728850713,0.00023765016713669885,0.20616672933101654
LR_a0p1_q0,200000,0,1,63,True,0.05,2,0.016429006160958548,16,0.9999045855931867,0.9999045854914934,2.5423343985586655e-12,0.049999546622635796,-0.04999954662215256,-4.317342976343031e-06,4.317347578068541e-06,0.011176826421369801,0.010708683206966944,16,18,15,0.0001280338244311726,6.569171698831582e-05,-0.3192389905452728
LR_a0p1_q0,200000,0,2,39,True,0.05,2,0.0017021243259977836,16,0.996771224578214,1.0141489977517708,-0.0004344443293389233,0.04998547732692912,-0.05006392652686251,-0.00014691609801825852,-0.0006435233607260376,0.0049072345007744956,0.00492133284032346,17,18,14,0.0006857161708696078,0.0002565319255087018,-0.1770859956741333
LR_a0p1_q0,200000,0,3,97,True,0.05,2,-0.01702520317301746,16,0.9974910786804297,0.9914906067384022,0.00015001179855068936,0.04998651926075512,-0.04995523675269534,-0.0001119653267336926,0.0003807064157751524,0.0037765761422603205,0.0031158529119866196,16,17,10,0.0007579479302538308,0.0002786626363720178,0.14558474719524384
LR_a0p1_q0,200000,0,4,63,True,0.05,2,-0.010941516596184336,15,0.9720452626251042,0.9720454741632056,-5.2884525370000546e-09,0.04985696693175479,-0.049856968014109604,-0.0012547038004997305,0.0012546943059491607,0.011864002658780362,0.010809323341482628,15,19,13,0.00192365948856583,0.0006368840123819375,-0.5453103184700012
LR_a0p1_q0,200000,0,5,21,True,0.05,2,-0.0018984421767352655,15,0.9988583428417525,0.9988583822133829,-9.842907600088324e-10,0.04999457223358228,-0.04999457242066313,-5.1655091494612836e-05,5.165330999396846e-05,0.0020665267925432827,0.0022656666570544156,15,20,12,0.0004964521945446002,0.00027370683182698574,0.1070314273238182
LR_a0p1_q0,200000,0,6,17,True,0.05,2,0.00757580431847843,17,0.999230832850731,0.9999672677693061,-1.8410872964377822e-05,0.04999632855654221,-0.04999984376018354,-3.478691400568544e-05,1.480371718217518e-06,0.00400872890261227,0.004255509907338841,17,20,13,0.0003360520389545706,8.060536161484082e-05,0.13610783219337463
LR_a0p1_q0,200000,0,7,50,True,0.05,2,0.016041921494569955,17,0.9989095192834407,0.9989095300933222,-2.702470365545384e-10,0.04999505132949006,-0.04999505137969399,-4.957536531829815e-05,4.9574875027650235e-05,0.028743690558299517,0.026983276563753596,17,18,15,0.0004515706179430303,0.00021852241142635383,0.8494879603385925
LR_a0p1_q0,200000,0,8,81,True,0.05,2,-0.05688950097787829,15,0.9947148163519312,0.9943452847892761,9.238289066376693e-06,0.049975941438850965,-0.04998284373630324,-0.00024020062125446235,0.000265579496839369,0.006393114070657502,0.0051469972382238985,15,16,11,0.0013097958734706694,0.00047330744062122783,-0.21836531162261963
LR_a0p1_q0,200000,0,9,25,True,0.05,2,-0.01524261618506656,14,0.9703680591969327,0.9703431418232544,6.229343419567046e-07,0.04985629294274771,-0.04985616801527987,-0.0013378899829011941,0.0013390109241169055,0.009914445202514777,0.01117823709053852,14,18,13,0.0025852349306191283,0.0007401226430968291,-0.4197583496570587
LR_a0p1_q0,200000,0,0,42,True,0.05,5,0.07235603160342294,20,0.9929534389053363,0.9929482323915012,1.3016284587663574e-07,0.04996376648475576,-0.0499637388554189,-0.00031609453948877435,0.00031632723584391404,0.005192217728937391,0.005282911533980679,20,20,18,0.0012291993020005615,0.0003661330799309515,0.20616672933101654
LR_a0p1_q0,200000,0,1,63,True,0.05,5,0.016429006160958548,16,0.9819289108076026,0.981978654757133,-1.2435987382583558e-06,0.04990968759183646,-0.04991021235322529,-0.0008132420514561366,0.0008112796153688203,0.00839607034894258,0.008665881822771096,16,18,15,0.0020214034822387925,0.0007010621161290598,-0.3192389905452728
