arm,step,seed,unit,group,zbar0,zbar1,dzbar,dz_pos_samples,dz_neg_samples,db,dnorm2,part_mu,part_perp,part_N,closure,D_norm,D_mu,D_perp,D_N,w0_norm,w1_norm,w0_mu,w1_mu,cos0,cos1,v0,rank_SA
LR_a0p1_q0,200000,0,18,neg,-1.0434768558247554,-1.0340168936703933,0.009459962154362067,0.0,0.009459962154361519,0.0008640559526321354,-0.0008845071304932617,-0.0019478984630760332,0.0010633913325839512,-1.2008923475092498e-15,2.128038384502101e-17,0.0032754569852170763,0.0028266708982999825,0.001654856517862292,3.0815279919748815e-15,1.4372293117829786,1.4369215662372394,-0.34597033079083245,-0.3431436598925325,-0.24072034153104857,-0.23880472529276422,-0.060966555029153824,6
LR_a0p1_q0,200000,0,19,mix,0.05206457251897578,0.08554030587158662,0.03347573335261084,0.04870895843532339,-0.015233225082713674,0.0031820899369758293,-0.005557387843123429,0.00040502422690496035,-0.005962412070024676,-3.7866991175687275e-15,7.352351724037189e-17,0.014192256019577418,0.00996173739415818,0.010108606185575837,6.672448513586897e-15,1.434263073243632,1.4323243960175867,0.015348126681903551,0.025309864076061755,0.010701054059206376,0.01767048312968271,0.06640536338090897,6
LR_a0p1_q0,200000,0,20,mix,-0.8945251395208313,-0.9454986543185144,-0.050973514797683084,-0.13705549007302895,0.08608197527533236,0.010461871449708532,-0.042247400928428824,0.009763603184527445,-0.052011004112957546,8.878797727348044e-16,3.888767055841256e-16,0.25083118557801953,0.020202363119826268,0.2500162958345908,3.8403277202424945e-15,1.8566610994289594,1.8452487737983525,-0.23154389546935797,-0.25174625858918415,-0.1247098329041161,-0.13642944093168374,-0.7223832607269287,6
LR_a0p1_q0,200000,0,21,mix,-1.026066035991343,-1.1515048072073424,-0.12543877121599945,-0.22607372064000766,0.10063494942399635,-0.019122892514444045,-0.0273153431028339,0.017342417969555223,-0.044657761072379704,-9.111036261283612e-15,3.1198166022240404e-16,0.11765436364771381,0.034960828247798635,0.11234006308337383,5.695762762859189e-15,1.839614548334635,1.8321753036599988,-0.23054600342310508,-0.2655068316709037,-0.12532299422822762,-0.14491344312987992,-0.8184681534767151,6
LR_a0p1_q0,200000,0,22,neg,-2.098724806586456,-1.9888855984923148,0.10983920809414127,0.0,0.10983920809414927,0.009724316264387578,0.01803728769703916,-0.03850039720469883,0.05653768490174546,-7.230004586767073e-15,2.3624525383710455e-16,0.04472867774907539,0.03292170070034656,0.030278973499401098,8.499668631011635e-15,2.159718492621634,2.163890305692251,-0.6011875866012799,-0.5682658859009334,-0.27836386485329007,-0.2626130744271435,-1.037143349647522,6
LR_a0p1_q0,200000,0,23,neg,-1.4387491492643312,-1.4545273280278102,-0.01577817876347898,0.0,-0.015778178763469687,-0.0013499063893801025,0.0005346746066630104,0.0044975623105425015,-0.003962887703884158,4.72127464744113e-15,5.400113532553083e-17,0.007660266232651514,0.004744581510719851,0.006014035670266378,8.664848853596001e-15,1.3235558716383482,1.3237578403752743,-0.4715959928941846,-0.47634057440490435,-0.3563098490964533,-0.3598396624188196,0.19772163033485413,6
LR_a0p1_q0,200000,0,24,mix,0.3742016694748984,-0.10400833345360166,-0.4782100029285001,-0.4570746950064899,-0.021135307922017482,-0.0501464978739547,0.03678492463981353,-0.04283686647732059,0.07962179111714143,-7.142901005784015e-15,1.706931689342038e-16,0.20306260191341274,0.1407640595378314,0.14635538882554003,1.1177702462202717e-14,1.8173503930777712,1.827442851598852,0.22254042381483286,0.08177636427700145,0.12245322897691173,0.04474906791501265,0.6110724210739136,6
LR_a0p1_q0,200000,0,25,mix,-0.9447402414404763,-1.0814774907022022,-0.13673724926172592,-0.26868818461761135,0.13195093535588792,-0.013138743298823197,0.009994641589187836,0.021156239990955783,-0.011161598401767945,-1.6152222552830553e-16,1.5978750205232872e-16,0.04479432680255254,0.04064403352939915,0.018830673173175584,4.704267055415624e-15,1.7062879725829363,1.7092142308588396,-0.23994053783206282,-0.280584571361462,-0.14062136150959723,-0.16415997848348998,-1.0045089721679688,6
LR_a0p1_q0,200000,0,26,mix,-1.2493493951399341,-1.764247203821319,-0.5148978086813849,-0.44365980322958876,-0.07123800545178996,-0.04592493731637143,-0.09982052668877994,0.12330491258814173,-0.22312543927692718,6.2122804001326596e-15,7.166764282381347e-16,0.17004954790203441,0.154216662731014,0.07165242269312995,4.2627725159978585e-15,2.2464142826365685,2.2240855654728726,-0.32266984566329826,-0.47688650839431224,-0.14363772887189244,-0.21441913737384438,1.237494945526123,6
LR_a0p1_q0,200000,0,27,neg,-1.7379211299631223,-1.8408364091799239,-0.10291527921680155,0.0,-0.10291527921681991,-0.009010759312330974,0.024416135068475953,0.02858140175873888,-0.004165266690253088,-1.0413613939088073e-14,5.742623833476231e-16,0.044421559914332165,0.030879486979437792,0.03193324708057943,4.770803225561372e-15,2.2642385400107705,2.2696238237070436,-0.44734970922642925,-0.4782291962058669,-0.19757181115038405,-0.21070857258836892,1.0890144109725952,6
LR_a0p1_q0,200000,0,28,neg,-1.0796046867514195,-1.0856006254862594,-0.005995938734839834,0.0,-0.005995938734838358,-0.0005008621333553193,0.0025541286817878373,0.0012961829749085039,0.0012579457068737888,6.0223766004375595e-15,4.777666903466898e-16,0.0034087438438381553,0.0018069965805605178,0.0028903802432806527,4.694310443472996e-15,1.4714999512309004,1.4723675611593492,-0.35775323323115876,-0.3595602298117193,-0.24312147134758683,-0.24420548190330946,0.08972732722759247,6
LR_a0p1_q0,200000,0,29,mix,-0.801775613689615,-0.7258845843241337,0.07589102936548131,0.14818014999970944,-0.07228912063423765,0.01847247518836409,0.10489271322691662,-0.007011886333788063,0.11190459956071201,-7.70745336951525e-15,3.7998140698921696e-16,0.16866591067220343,0.018881471284813368,0.16760572622975775,6.5899957183453415e-15,1.5400510335429112,1.5737375572640775,-0.1951224081142925,-0.1762409368294791,-0.12669866378740086,-0.11198877221680575,0.6175346970558167,6
LR_a0p1_q0,200000,0,30,neg,-0.5599146987789856,-0.575440578324402,-0.015525879545416399,0.0,-0.015525879545414118,-0.0013523406522200077,0.0008706540065686053,0.0014263702861488565,-0.0005557162795787048,-1.5358184617738084e-15,1.0579096842266543e-17,0.006937616620309604,0.004660815157249744,0.005138805935268144,3.9580183802189324e-15,1.0380216470839203,1.0384409438294426,-0.15068684777532154,-0.15534766293257124,-0.14516734617109486,-0.14959701257511873,0.1732548177242279,6
LR_a0p1_q0,200000,0,31,mix,0.901885598070759,0.4968820957031777,-0.40500350236758126,-0.5065345108765693,0.10153100850898107,-0.03894957816101735,-0.03235648907982913,-0.054958782440838926,0.02260229336100973,1.8915768540711e-16,1.2670764027194495e-16,0.31942228599463596,0.1203728787262624,0.29587322767900376,2.7499505220147448e-15,2.660158057608786,2.6540694042132964,0.28847200926222627,0.1680991305359638,0.10844168016149139,0.06333637329495183,-1.0283608436584473,6
LR_a0p1_q0,200000,0,32,neg,-1.0507356120286737,-1.1014901137399862,-0.05075450171131246,0.0,-0.050754501711319296,-0.004439900279332928,0.0020703075206212063,0.00962462432942237,-0.007554316808807731,6.6079865736471905e-15,4.0323493598998804e-17,0.02207951369839186,0.015230056373554558,0.01598594094871566,7.406274515750042e-15,1.2785458228481545,1.2793552003423778,-0.3083596502173864,-0.323589706590941,-0.2411799754900208,-0.25293187263735883,0.545462965965271,6
LR_a0p1_q0,200000,0,33,neg,-2.1358348185491622,-2.245918383369167,-0.11008356482000492,0.0,-0.11008356482000488,-0.009618192225207642,0.004535063118226823,0.04967679517719278,-0.04514173205895384,-1.2118231355208324e-14,2.9225989863034633e-18,0.04849314545680781,0.03303695251390919,0.035498520038007644,8.069286066540958e-15,2.197183618342561,2.1982153934114685,-0.7353183518566238,-0.7683553043705329,-0.3346640425124364,-0.3495359493311991,1.209486961364746,6
LR_a0p1_q0,200000,0,34,neg,-2.8429636532905334,-2.6956558759428204,0.14730777734771294,0.0,0.14730777734772127,0.013041926101454937,-0.05611822891679896,-0.0728051841598344,0.016686955243030543,4.06436857017243e-15,8.3449052598607355e-16,0.05974133236410528,0.04415187479324514,0.04024473561697355,4.230941570711415e-15,2.3361922647417175,2.3241506123576063,-0.8465616982025599,-0.8024098234093148,-0.36236816249203413,-0.3452486336913228,-1.4041560888290405,6
LR_a0p1_q0,200000,0,35,neg,-2.395548831356197,-2.4338792897509673,-0.03833045839477034,0.0,-0.038330458394765024,-0.0033027769706089963,0.020364377880016438,0.01795088813959716,0.0024134897404304427,-1.0563703206739299e-14,5.996760420404489e-16,0.01833770660991376,0.011518474654443096,0.014268714915724786,6.615663292019501e-15,1.744827430514878,1.7506533466558047,-0.7734623470460551,-0.7849808217004983,-0.44328873647854994,-0.44839306605160434,0.4699181318283081,6
LR_a0p1_q0,200000,0,36,mix,-0.29000580803285947,-0.5150211447205839,-0.22501533668772444,-0.14724999441726916,-0.07776534227046364,-0.05105575409328113,-0.05209507172764649,0.013383762826112259,-0.06547883455375944,3.998170736587037e-16,2.9407231673201915e-16,0.3914718631150208,0.05720472956081658,0.3872697232248081,4.160747275672677e-15,2.117026713325177,2.104686920471725,-0.0883788964620161,-0.14558362602283267,-0.04174670820435744,-0.06917115538980159,0.9789648652076721,6
LR_a0p1_q0,200000,0,37,neg,-2.280290898730747,-2.1947040959867348,0.08558680274401231,0.0,0.08558680274400902,0.0075884202340475715,-0.035528782181683205,-0.0349535775821467,-0.0005752045995362557,-3.5935357367128047e-16,1.0846919095813474e-16,0.03436450498056282,0.025648925521198476,0.02287032623656998,5.181836500622907e-15,1.7020868749789915,1.6916178492183351,-0.694209294130203,-0.6685603686090047,-0.40785773296017663,-0.3952195047586746,-0.8009178042411804,6
LR_a0p1_q0,200000,0,38,mix,-6.423768727559231e-05,0.013324157618941228,0.01338839530621682,0.020850935762414476,-0.007462540456202767,0.0011900629110430591,-0.0004396904140411273,0.00013476530892948663,-0.0005744557229728487,2.7213375491938573e-15,4.865800312667356e-16,0.01332947268060297,0.00401128983728174,0.012711585101168982,7.732032536387e-15,1.4504705944421534,1.4503190183291859,0.014792606316778534,0.018803896154060307,0.010198487562216108,0.012965351702912232,0.04973120987415314,6
LR_a0p1_q0,200000,0,39,neg,-1.8986968769995025,-1.8659420776718065,0.03275479932769598,0.0,0.03275479932769995,0.002939683960867112,-0.015876586610731325,-0.012052839178507848,-0.0038237474322236546,-2.8118262069127865e-17,2.063610992257448e-16,0.01236294314754617,0.009804378614544192,0.00753103732908869,2.4172719568573387e-15,1.4136290201397441,1.4080022798172316,-0.6195683324847807,-0.6097639538702366,-0.4382821261150492,-0.43307028874227976,-0.2777464687824249,6
LR_a0p1_q0,200000,0,40,neg,-2.1086344426256733,-2.214172303311415,-0.10553786068574178,0.0,-0.10553786068576264,-0.00922131409336735,0.00221449191358003,0.03766348638262814,-0.03544899446904383,-3.891432228574517e-15,3.898653101362428e-16,0.04625947996223915,0.0316726559001559,0.033716203146367564,7.402997273595885e-15,1.9814705930922867,1.982029314415677,-0.5787378451372309,-0.6104105010373868,-0.29207490999604063,-0.3079724889020333,1.152477502822876,6
LR_a0p1_q0,200000,0,41,mix,-1.6547472956510618,-2.1157505722675287,-0.4610032766164669,-0.4254440247287168,-0.035559251887742546,-0.04532098848200028,0.07138817707721934,0.15505514988690305,-0.08366697280968508,1.7512921930819556e-15,3.9126898791613885e-16,0.14018203979216512,0.1366926301001207,0.031082618239198324,6.727198425028676e-15,2.232772530549943,2.2487021479634905,-0.49882087521225565,-0.6355135053123764,-0.22340872990290403,-0.2826134647880873,0.8508898615837097,6
LR_a0p1_q0,200000,0,42,mix,-0.36015149461262913,-0.5956194670629977,-0.2354679724503686,-0.24262120311917107,0.0071532306688248375,-0.024994728597235866,-0.0008935632426381179,0.021654327234740638,-0.02254789047737979,1.278684672580575e-15,2.4478948089839806e-16,0.07260348966246233,0.06921185263174372,0.021931396819378925,2.946813860167205e-15,1.3936491067286703,1.3933284858363382,-0.12182918133799384,-0.1910410339697376,-0.08741739993933263,-0.1371112669494202,0.20616672933101654,6
LR_a0p1_q0,200000,0,43,neg,-2.6046929761014144,-2.479884584698339,0.12480839140307554,0.0,0.12480839140306227,0.011063679608925736,-0.07829042032569777,-0.051018997685503435,-0.027271422640187767,-6.59385559529043e-15,2.2723068290284348e-17,0.05044605261738812,0.03740371976131203,0.0338491650221025,5.746884162115959e-15,2.2131829250597472,2.195424387094741,-0.7007061900793088,-0.6633024703179967,-0.3166056371324989,-0.3021294990695449,-1.190605640411377,6
LR_a0p1_q0,200000,0,44,mix,-0.3774876172538226,0.01209556401711459,0.3895831812709372,0.45939308243163907,-0.06980990116069445,0.04256880498565157,0.044903806601753526,-0.01479933368966322,0.05970314029141252,3.977671768473173e-15,2.4811461900632946e-16,0.15619179757804147,0.11411192906454642,0.10665057560007735,4.665487611758904e-15,1.4592555100926063,1.4745611043077822,-0.12190165512300932,-0.0077897260584629535,-0.0835368818413941,-0.005282742122863577,0.24409255385398865,6
LR_a0p1_q0,200000,0,45,neg,-2.1016532752031223,-2.217822185684178,-0.11616891048105593,0.0,-0.11616891048104605,-0.010157691091204457,-0.011021597351030366,0.03975997683999579,-0.050781574191028585,2.847558448455178e-15,4.1894558208764805e-16,0.05072871239763554,0.03486064432418669,0.03685292035679904,3.971619741811009e-15,2.2468222154813273,2.244368167353429,-0.5528399297335364,-0.587700574057723,-0.24605414968941094,-0.26185568954613303,1.2627453804016113,6
LR_a0p1_q0,200000,0,46,mix,-1.2724438782180176,-2.214346838081156,-0.9419029598631383,-1.1588175130727452,0.2169145532096045,-0.08999084746852831,-0.06951854205653163,0.2794914246959783,-0.3490099667525115,1.6602897086376742e-15,1.05977474162455e-16,0.2931780449313479,0.2801420954931305,0.08645098242637368,5.313116568939729e-15,2.489805225563829,2.4758052264240047,-0.35876762946828367,-0.6389097249614142,-0.1440946567967135,-0.2580613846931087,-1.019457221031189,6
LR_a0p1_q0,200000,0,47,mix,-1.5548070896510107,-1.6284806626910755,-0.07367357304006483,-0.20324071935736474,0.12956714631730007,-0.00872263085204536,-0.0013693208091942743,0.019883434512571064,-0.02125275532176418,-2.8212941800279787e-16,8.766658639497093e-16,0.03542535622097018,0.021358415714574,0.028262589080727707,6.6596476816545565e-15,1.9147991556344726,1.9144415597268294,-0.4547915175533884,-0.4761499332679625,-0.23751395346876072,-0.2487147914485852,-1.0341728925704956,6
LR_a0p1_q0,200000,0,48,mix,-0.9972488315871791,-2.261988387505405,-1.2647395559182262,-1.253961455031229,-0.010778100886998153,-0.12093734755759417,0.08277275056660471,0.29923367082828134,-0.21646092026167552,-7.997337836519943e-16,3.1048924097316226e-16,0.38256341970277963,0.3761270004474291,0.06988025206812573,1.8853387822596126e-15,2.500387283985948,2.516884844502273,-0.20971925729212748,-0.5858462577395565,-0.0838747095841118,-0.2327664132188021,1.4446550607681274,6
LR_a0p1_q0,200000,0,49,neg,-1.799385730425819,-1.7962443665583674,0.003141363867451563,0.0,0.0031413638674519712,0.0003292888032570083,-0.0011838026774753097,-0.0011008445865369192,-8.295809094387702e-05,5.269269470551143e-15,2.1730851825744003e-16,0.0014215391019013603,0.0009247205077915979,0.0010796598541689764,6.709689696528746e-15,1.3229254735518179,1.3224779793610273,-0.5956933393774895,-0.5947686188696979,-0.45028488096019464,-0.4497380131479151,0.02215978130698204,6
LR_a0p1_q0,200000,0,50,mix,-1.0744988297677076,-0.9106203374050592,0.1638784923626484,0.2853875870300836,-0.12150909466745242,0.020276807954073023,0.11338124478619438,-0.02336724913119483,0.13674849391740881,-1.9409174132095983e-14,1.8626225253803018e-16,0.2872458604513366,0.04722186267957097,0.28333774904078796,1.5929466246017828e-14,2.246867731801387,2.2719585931518433,-0.27103074713311637,-0.22380888445354544,-0.12062603565712442,-0.09850922685305623,0.9757398962974548,6
LR_a0p1_q0,200000,0,51,mix,-1.1071341571291642,-2.0570354159365207,-0.9499012588073565,-1.2273125180769986,0.27741125926967647,-0.08512941808984142,-0.18711605351505334,0.17677711068334623,-0.3638931641983818,-1.7930237512993944e-14,1.6666911899143913e-16,0.3149903363497483,0.2843708782366049,0.13546998045570693,7.995314342504419e-15,3.306908885828997,3.2784951312545396,-0.16863596386703147,-0.4530068421036364,-0.050995043918410476,-0.13817523710346033,-1.6538194417953491,6
LR_a0p1_q0,200000,0,52,mix,-0.48993346070968036,-0.3457086688114446,0.14422479189823578,0.19466768955894945,-0.05044289766071303,0.015927483144686158,0.024833402902233015,-0.01313462819354292,0.03796803109577304,2.718775499219573e-15,1.7474325870974104e-16,0.04988390541018134,0.042189184068908106,0.026617226876061117,2.5300043056368657e-15,1.702394707919992,1.7096728179555958,-0.17675804563538133,-0.13456886156647324,-0.10382906197549609,-0.07871030068044768,0.3296501934528351,6
LR_a0p1_q0,200000,0,53,neg,-1.7984567212599305,-1.7980463756924623,0.0004103455674682177,0.0,0.00041034556747530373,8.431724121758105e-05,0.0007164433754827115,-0.0001279146305529228,0.000844358006037607,-2.3796756689270597e-15,4.070782363069329e-16,0.0017701414719190393,0.00010721089320973024,0.0017668918062475917,5.290950775998332e-15,1.4164600741717317,1.4167129508471608,-0.5966097329228077,-0.596502522029598,-0.42119770532301976,-0.4210468476856258,0.04457768425345421,6
LR_a0p1_q0,200000,0,54,neg,-1.4527637667306192,-1.4658791504038986,-0.013115383673279357,0.0,-0.013115383673296871,-0.00111159497399093,0.0002828376773083008,0.003809960197424784,-0.0035271225201182646,1.8856531998767468e-15,1.0409219004856591e-16,0.006757772966995196,0.003947316244422432,0.005485087961005717,4.284904310972006e-15,1.5269581063568924,1.5270507182953468,-0.48062767928117855,-0.484574995525601,-0.31476153620736114,-0.31732737473614114,0.18160520493984222,6
LR_a0p1_q0,200000,0,55,neg,-1.5389885016146208,-1.48970745147824,0.04928105013638073,0.0,0.049281050136377624,0.004379963756790686,0.005568353657832592,-0.013790173550577484,0.019358527208410897,-7.941205518948132e-16,2.813837571819336e-17,0.01973016103637466,0.014765237217885512,0.013086902781821426,2.394183048098032e-15,1.4129034433722438,1.4148726069689017,-0.47436372250455416,-0.4595984852866687,-0.3357368295262751,-0.3248338281644112,-0.44897404313087463,6
LR_a0p1_q0,200000,0,56,neg,-2.5687807172919825,-2.578884593154139,-0.010103875862156553,0.0,-0.010103875862145806,-0.0008141275296242936,0.00458257675945184,0.005086081540747936,-0.0005035047813055538,9.455080639092853e-15,2.1980710637050427e-18,0.00649697631811065,0.0030548333878763875,0.005733994615484594,6.069472547742733e-15,1.5206963284674457,1.5222023190672853,-0.8309372213011965,-0.8339920546890729,-0.5464189041204651,-0.5478851557656892,0.1812320500612259,6
LR_a0p1_q0,200000,0,57,mix,-1.5215119870833287,-1.0723972187582294,0.44911476832509933,0.611743322401703,-0.16262855407660295,0.0605136288875604,0.282502636786794,-0.09450933540148558,0.37701197218827964,2.4523541613154884e-17,8.003469284441271e-17,0.19849398820076153,0.12778728689166025,0.15188901428580207,2.1301173485735005e-15,1.9410817939283838,2.012536004027512,-0.4336852623946377,-0.3058979755029775,-0.22342451706630065,-0.15199627479499034,1.050999641418457,6
