arm,step,seed,unit,group,zbar0,zbar1,dzbar,dz_pos_samples,dz_neg_samples,db,dnorm2,part_mu,part_perp,part_N,closure,D_norm,D_mu,D_perp,D_N,w0_norm,w1_norm,w0_mu,w1_mu,cos0,cos1,v0,rank_SA
LR_a0p1_q0,200000,0,0,mix,0.5672538753484409,1.405541010250443,0.8382871349020022,1.1090878151134276,-0.2708006802114389,0.10403625942701447,0.1499597452642396,0.13485369242601108,0.015106052838224582,4.661951430167464e-15,7.206596927481581e-16,0.39201828745985584,0.24145046875205134,0.3088365406527746,6.019993610403368e-15,2.5835591921293815,2.6124199211651375,0.15853223222366455,0.3999827009757159,0.061361950872509965,0.1531081193092892,1.2121132612228394,6
LR_a0p1_q0,200000,0,1,mix,-1.5004125508970985,-0.612121287526596,0.8882912633705025,1.0834743705233887,-0.19518310715288156,0.05864903337087568,0.8587958749053177,-0.1400240710871954,0.9988199459925142,-1.6043858690494476e-15,4.941628444242911e-16,0.428991276111537,0.27281888523499737,0.33106399810148246,3.7930581675213e-15,1.9403449281783336,2.15028703088976,-0.3930340361946317,-0.12021515095963436,-0.20255884945344557,-0.05590656002324062,0.8239924907684326,6
LR_a0p1_q0,200000,0,2,mix,-1.5836828800423817,-2.001439250111599,-0.4177563700692173,-0.3608554716574008,-0.05690089841178414,-0.03891822917645177,-0.010361942151326353,0.12459364653538675,-0.1349555886867277,1.4249998986483562e-14,3.494337873372465e-16,0.13518397190483633,0.12457683028371112,0.05249113845622913,8.594663083829562e-15,2.133310237551336,2.1308802471021244,-0.4377790783544766,-0.5623559086381876,-0.20521116462506162,-0.263907795570849,1.0002343654632568,6
LR_a0p1_q0,200000,0,3,neg,-1.349100788030686,-1.3083855336866872,0.04071525434399881,0.0,0.040715254344003034,0.0036205114789637227,-0.017987361682149317,-0.009334186530194095,-0.008653175151951097,-3.8723510611622245e-15,2.5282136471062273e-16,0.016204703657159227,0.012198205480116736,0.010667530345923543,6.46150083472917e-15,1.4694268132870254,1.463293476348717,-0.3887040090686558,-0.37650580358853897,-0.26452764135911383,-0.25730026797359545,-0.3834313154220581,6
LR_a0p1_q0,200000,0,4,mix,0.013752054107802003,0.009389316078170645,-0.004362738029631358,0.0713301572223108,-0.07569289525194266,0.001508193274144115,-0.023616111968685072,-0.00022856402796253499,-0.02338754794071765,-5.163248037643033e-15,2.782667292923439e-16,0.23036210806156035,0.0019305923392882434,0.2303540180760595,4.12456322279077e-15,1.6227087871348223,1.6154156418321202,0.06016060719185626,0.05823001485256801,0.037074185872919524,0.03604645971270067,0.6174188852310181,6
LR_a0p1_q0,200000,0,5,neg,-1.7795190289400948,-1.834847899249749,-0.055328870309654166,0.0,-0.05532887030965529,-0.00482245040888897,0.015247707125674914,0.018456818364399646,-0.003209111238721073,-3.944810942619653e-15,2.862791317845672e-16,0.02481116352379387,0.016608490595450633,0.0184323594676663,4.798488474883801e-15,2.0055463775477076,2.009344166543006,-0.5473398169464169,-0.5639483075418675,-0.27291306901398094,-0.28066287345493296,0.617691695690155,6
LR_a0p1_q0,200000,0,6,mix,-1.39445783906841,-0.9195397644324831,0.47491807463592683,0.4056496817484412,0.06926839288749667,0.04427860303328904,1.5635294386964418,-0.09640331384940415,1.6599327525458438,1.6183081494548924e-15,6.021378997954207e-16,0.5224869218902075,0.14161113831063385,0.5029302824971573,5.726874483340995e-15,2.01771352959951,2.373751740647146,-0.4111859763727802,-0.26957483806214644,-0.20378808504812632,-0.1135648827322832,-1.0900046825408936,6
LR_a0p1_q0,200000,0,7,mix,-0.37065817394606315,-0.706032607649602,-0.3353744337035388,-0.4254475230105544,0.09007308930700891,-0.031504937988241555,-0.14785104917249514,0.009114763652662458,-0.1569658128251466,-1.0690433260101598e-14,3.007746836874517e-16,0.37852554975345637,0.09992420115596751,0.36509826874349627,8.606168627031047e-15,1.9672988308255905,1.9293557579138276,0.004353711683107345,-0.09557048947286012,0.002213040344907987,-0.049534923292839726,-0.6270095705986023,6
LR_a0p1_q0,200000,0,8,mix,-1.0348456765647902,-1.1343701487247424,-0.0995244721599522,-0.05455102428453736,-0.0449734478754132,-0.00934724749910918,0.034184588237050395,0.021694436736387657,0.012490151500666102,-3.254582498992239e-15,1.0904632092679002e-16,0.032048527827132176,0.02965380620218442,0.012155653565718062,5.443602860262705e-15,1.541075500448895,1.5521270200343986,-0.35096824286552497,-0.3806220490677094,-0.2277424063670421,-0.2452260956447198,0.5342947840690613,6
LR_a0p1_q0,200000,0,9,neg,-0.8131367744606087,-0.8375484811050897,-0.024411706644481,0.0,-0.024411706644485148,-0.002126902017661917,0.009957858034184586,0.004078903029019836,0.0058789550051698445,-5.676713566734361e-15,5.818307177904788e-16,0.01075173729733161,0.007328117272877012,0.007867563291502221,3.3356762688605465e-15,1.4314877526654228,1.4349616873161761,-0.27464091910434907,-0.2819690363772262,-0.19185698137687113,-0.19649934828893992,0.2612602114677429,6
LR_a0p1_q0,200000,0,10,mix,0.7389525118176531,0.6688566741693127,-0.07009583764834038,-0.04277154096686645,-0.027324296681473886,-0.008318649144347268,-0.015172458889293416,-0.012069260928934452,-0.003103197960359443,2.0046380966743519e-16,2.7788618883316937e-16,0.06164019227108167,0.02031476109963604,0.05819642415716479,1.1771445021752552e-15,1.8063050680989918,1.8021003135649274,0.3072138133018302,0.2868990522021941,0.1700785867943951,0.15920259823641472,0.13956104218959808,6
LR_a0p1_q0,200000,0,11,mix,-0.6444032232212845,-0.5875955016956023,0.05680772152568225,0.1649939574052342,-0.10818623587956096,-0.052293511789449465,0.27802254422176587,-0.00853124140835432,0.28655378563012845,-7.475909533953201e-15,7.952519995042152e-16,0.7259460928987705,0.03587676202404854,0.7250590236261186,4.461877983361681e-15,1.9068011621525578,1.9783612451238806,-0.1368348606139982,-0.10095809858994953,-0.07176147326212423,-0.051031174836639985,0.9268808960914612,6
LR_a0p1_q0,200000,0,12,mix,-1.0085879198269814,-1.1006952363917504,-0.092107316564769,-0.18557541801606353,0.09346810145130036,-0.008350461197341619,-0.01915579918147836,0.01614684862226802,-0.03530264780374662,3.990330644060948e-16,1.6311067167324905e-16,0.03977146079853224,0.027542537115234255,0.028691074279384,6.1434211081609275e-15,1.581638074288472,1.5755707533644647,-0.2793543893059229,-0.3068969264211572,-0.1766234600994892,-0.19478460473184794,-0.7367393970489502,6
LR_a0p1_q0,200000,0,13,neg,-1.7580499485818655,-1.8363530464428373,-0.07830309786097178,0.0,-0.07830309786096945,-0.0068328663618717755,-0.021557110716905914,0.024424123229712446,-0.045981233946618204,3.8828428217571576e-17,1.9842298800743782e-16,0.034535885425440616,0.0235022135807628,0.025305598963932287,6.363282021256049e-15,1.8373873716615674,1.8315117370152167,-0.5078621446546708,-0.5313643582354336,-0.2764045037467555,-0.2901233704903191,0.8617666959762573,6
LR_a0p1_q0,200000,0,14,mix,0.5425822214307172,0.37624649571641683,-0.1663357257143004,-0.15728142185475844,-0.009054303859534069,-0.017156711454515923,-0.013647603501848682,-0.015052393657828927,0.00140479015598297,-2.8407344091641422e-15,1.1635119014256668e-16,0.06266929142585367,0.049055907352773556,0.03899946206827314,2.8786785308742156e-15,1.3122541170671511,1.307043711685971,0.1779487593459601,0.1288928519931865,0.13560541135406784,0.09861403321157956,0.1709021031856537,6
LR_a0p1_q0,200000,0,15,neg,-0.847714764148628,-0.8481354852833939,-0.0004207211347658779,0.0,-0.00042072113475882697,-1.6071324726328606e-05,0.0012568711033020818,7.548985130691123e-05,0.0011813812520000992,-5.046802986030083e-15,1.1823675034547682e-16,0.0011393562824250916,0.00013306471885544353,0.001131559330701421,7.573971703379826e-15,1.5330816693067204,1.5334915310713597,-0.28359187069525627,-0.2837249354141117,-0.18498158080743357,-0.18501891250477914,0.02442331239581108,6
LR_a0p1_q0,200000,0,16,mix,0.9044487511338543,1.0103191711575816,0.10587042002372737,0.12856887098499734,-0.022698450961265704,-0.004708049149877106,-0.004760932313851107,0.023181680667445637,-0.027942612981302094,5.499900464415357e-15,1.5001326450288397e-16,0.22146741382486979,0.036362535078462335,0.21846185348692745,4.741966801885928e-15,2.3111279732346626,2.3100977417317017,0.300576495326101,0.33693903040456324,0.13005618849630945,0.1458548806475981,-0.41156893968582153,6
LR_a0p1_q0,200000,0,17,neg,-2.952123658904572,-2.9483376966300994,0.0037859622744726984,0.0,0.003785962274473153,0.0004199529721051528,-0.0015302274214299416,-0.00215746211448698,0.0006272346930595229,-2.8893701713891026e-15,4.0481247292132066e-16,0.002519238047716556,0.0011068757982136673,0.002263048012833927,7.442141079454621e-15,1.6773844802054496,1.6769282832049426,-0.9751262481316563,-0.9740193723334426,-0.5813373496887373,-0.5808354370837483,0.059324540197849274,6
