arm,step,group,rank,seed,unit,ok,eps,t,q_mu,q_mu0,q_PA,q_PA0,q_NA_dev,dW_other,db,dv,dv_u,dc,dyhat_rms,dyhat_rms0,gate_mismatch_sup,gate_mismatch_stream,gn_q_mu,gn_q_PA,v_u,k_u,ntk_J2_mean,ntk_J2_max,ntk_Jv2_mean,ntk_JW2_mean,ntk_share_mean,ntk_K_cond
LR_a0p1_q0,200000,pos,0,0,62,False,0.001,1,0.0009966082162386001,0.001,0.0009966090395143238,0.001000000000000003,7.508507931938956e-17,5.898992694831115e-05,1.8738432639360253e-05,1.827717469103012e-05,-1.4807777877212658e-06,5.823902266888226e-06,0.00026552802967288596,0.0005823902266891006,0,0,0.0009901262600382028,0.0009901279718727341,-1.973811149597168,1.0,122.41365215825952,213.18166116038162,15.889053721555213,96.27622637807977,0.0038098217266334337,1606.60387275728
LR_a0p1_q0,200000,pos,0,1,22,True,0.001,1,0.0009866555143894441,0.001,0.0009866669427942665,0.001000000000000004,1.1829479048724055e-16,0.0001031758089919086,3.133277796105645e-05,5.355728848791404e-05,1.5259929491695523e-05,1.155183345213917e-05,0.0005650703099599264,0.001155183345213211,0,0,0.0009497791331150362,0.0009497953611533124,-0.36890166997909546,1.0,114.23519103058557,178.03307665638027,13.961222418823384,90.65803455030539,0.015359169830201679,583.7888719830677
LR_a0p1_q0,200000,pos,0,2,32,True,0.001,1,0.0009990100733067845,0.001,0.0009990101258999413,0.0009999999999999976,5.941413414400217e-17,3.086543115451874e-05,8.86091881672945e-06,1.6796604346925205e-05,8.862828830280556e-07,3.1463100502726604e-06,6.947102610526701e-05,0.00031463100502271456,0,0,0.0009978968294979637,0.0009978968990458446,-0.09499046206474304,1.0,119.9595452988078,163.66903614412882,21.42243647719253,89.07919137189468,0.000897636766421136,909.4244774080943
LR_a0p1_q0,200000,pos,0,3,62,False,0.001,1,0.000999999338282722,0.0009999999999999998,0.0009999993382827567,0.0010000000000000005,1.3728516406510355e-16,6.746186378346838e-07,2.352356526561562e-07,2.510931253895029e-07,-6.286703499100432e-08,8.134600462672559e-08,4.862377991455004e-06,8.134600462364993e-06,0,0,0.0009999977603153706,0.000999997760315421,-0.030498094856739044,1.0,134.80824777911522,217.38186820766123,17.328097269316345,106.26089715872851,8.238233093449245e-07,566.8296853687732
LR_a0p1_q0,200000,pos,0,4,62,False,0.001,1,0.000998035395352615,0.001,0.0009980356801439832,0.0009999999999999994,6.430950607137468e-17,5.313950159687363e-05,1.7212110241248558e-05,1.0654497171248864e-05,-5.515015250034949e-07,-4.4323860924899705e-06,0.0002091299952916144,0.0004432386092504235,0,0,0.0009588143680421066,0.0009588757771296373,0.15365590155124664,1.0,119.20813800185391,178.02931008911526,8.831441670482665,99.82985868641467,0.0005619291424874417,772.7905975078579
LR_a0p1_q0,200000,pos,0,5,39,True,0.001,1,0.0009984340669713658,0.0010000000000000002,0.0009984342421336383,0.0009999999999999976,5.061760079836999e-17,4.1700172314172754e-05,1.323195833743298e-05,1.6794758177589408e-05,3.941955653508078e-06,3.957187168474041e-06,0.00015390359187492764,0.0003957187168477588,0,0,0.000995241111185286,0.0009952414203661904,-0.13411523401737213,1.0,112.96700927470854,176.7915674590476,17.73785292820084,86.0142917711404,0.0019027137192962626,753.6696801153792
LR_a0p1_q0,200000,pos,0,6,62,False,0.001,1,0.000998824206518597,0.001,0.0009988242952305368,0.0010000000000000005,1.6496166499376213e-16,3.270861233813347e-05,9.890666462483307e-06,7.771684326164387e-06,9.029961065554204e-07,-3.4289845163293364e-06,0.00018169924992848406,0.0003428984516384308,0,0,0.0009948750891199676,0.0009948751840735926,1.1005325317382812,1.0,83.9831751919354,119.04249082962255,7.835758875530578,68.53450756577394,0.0017626072768968562,720.7598598724375
LR_a0p1_q0,200000,pos,0,7,49,True,0.001,1,0.0009680284753888174,0.0009999999999999998,0.0009680843128125161,0.0009999999999999996,5.451014061930878e-17,0.0001425598243358884,4.189086362270178e-05,6.528234658336086e-05,-2.5300835659325394e-05,-1.788058293544781e-05,0.0005630229624634549,0.0017880582935455127,0,0,0.0009130211432798924,0.0009131511058358905,0.5377517342567444,1.0,101.41635525032727,133.91514577110155,17.771625530320584,75.38605464971991,0.033859599390416995,1480.2762150850003
LR_a0p1_q0,200000,pos,0,8,62,False,0.001,1,0.0009999279427314925,0.001,0.0009999279430171607,0.001000000000000001,2.4200517518407653e-17,1.0135938945407784e-05,2.9263987921890234e-06,3.6568142358567352e-06,8.367372045237076e-08,8.48865528313425e-07,2.8330090154300066e-05,8.488655283071546e-05,0,0,0.000999760382604904,0.0009997603845871652,-0.2582041621208191,1.0,114.46931503465329,182.53139950145942,16.566527136374173,88.43059013244938,7.679009812608762e-05,1022.9057309516882
LR_a0p1_q0,200000,pos,0,9,62,False,0.001,1,0.0009988166856110536,0.001,0.0009988167743807022,0.0010000000000000033,3.822588142883553e-17,2.975611925482612e-05,8.960442245547914e-06,8.837311241162223e-06,-1.701370193618601e-07,3.439933704246778e-06,0.001389704747595223,0.0003439933704232556,0,0,0.0003673253664341671,0.000407480292420227,-1.098524570465088,1.0,91.26970160683958,128.87573978632324,8.61958800073943,74.48888673654638,0.025090426003635345,806.8201190211656
LR_a0p1_q0,200000,pos,0,0,62,False,0.001,2,0.0009952642864107374,0.001,0.0009952656015353467,0.001000000000000003,1.3254596903045126e-16,7.383531445736039e-05,2.3325319638509428e-05,2.3385307277553663e-05,-1.8807953954258494e-06,7.998501380307443e-06,0.00016538561207579035,nan,0,0,0.0009901262600382028,0.0009901279718727341,-1.973811149597168,1.0,122.41365215825952,213.18166116038162,15.889053721555213,96.27622637807977,0.0038098217266334337,1606.60387275728
