arm,step,group,rank,seed,unit,ok,eps,qdir,freeze_others,t,q_NA0,q_mu,q_mu0,q_PA,q_PA0,q_NA_dev,dW_other,db,dv,dv_u,dc,dyhat_rms,dyhat_rms0,gate_mismatch_sup,gate_mismatch_stream,gn_q_mu,gn_q_PA,v_u,k_u,ntk_J2_mean,ntk_J2_max,ntk_Jv2_mean,ntk_JW2_mean,ntk_share_mean,ntk_K_cond
LR_a0p1_q0,200000,pos,0,0,62,False,0.01,mu,True,2,3.267125857433268e-17,0.009928019869047768,0.010000000000000002,0.00992804804384738,0.01000000000000003,3.389109068913567e-17,0.0,0.0,0.0,0.0,0.0,0.005972308685194038,nan,0,0,0.00990126260038203,0.009901279718727342,-1.973811149597168,1.0,122.41365215825952,213.18166116038162,15.889053721555213,96.27622637807977,0.0038098217266334337,1606.60387275728
LR_a0p1_q0,200000,pos,0,1,22,True,0.01,mu,True,2,4.152923145565847e-17,0.00973511656002929,0.010000000000000002,0.00973557292077763,0.010000000000000038,1.146948685166668e-16,0.0,0.0,0.0,0.0,0.0,0.010945073362892736,nan,0,0,0.009497791331150363,0.009497953611533123,-0.36890166997909546,1.0,114.23519103058557,178.03307665638027,13.961222418823384,90.65803455030539,0.015359169830201679,583.7888719830677
LR_a0p1_q0,200000,pos,0,2,32,True,0.01,mu,True,2,2.585735680698703e-17,0.009981262196539213,0.010000000000000002,0.009981263831669378,0.009999999999999976,7.032983309045813e-17,0.0,0.0,0.0,0.0,0.0,0.002889604858094333,nan,0,0,0.009978968294979636,0.009978968990458447,-0.09499046206474304,1.0,119.9595452988078,163.66903614412882,21.42243647719253,89.07919137189468,0.000897636766421136,909.4244774080943
LR_a0p1_q0,200000,pos,0,3,62,False,0.01,mu,True,2,5.5291481262855736e-18,0.009999985198922987,0.009999999999999998,0.009999985198923962,0.010000000000000004,7.279487621639532e-17,0.0,0.0,0.0,0.0,0.0,9.288455826626683e-05,nan,0,0,0.009999977603153706,0.009999977603154209,-0.030498094856739044,1.0,134.80824777911522,217.38186820766123,17.328097269316345,106.26089715872851,8.238233093449245e-07,566.8296853687732
LR_a0p1_q0,200000,pos,0,4,62,False,0.01,mu,True,2,6.546771332554043e-18,0.009960747549947946,0.01,0.009960754293664123,0.009999999999999993,8.767464139715128e-17,0.0,0.0,0.0,0.0,0.0,0.0021447542676100413,nan,0,0,0.009588143680421064,0.009588757771296372,0.15365590155124664,1.0,119.20813800185391,178.02931008911526,8.831441670482665,99.82985868641467,0.0005619291424874417,772.7905975078579
LR_a0p1_q0,200000,pos,0,5,39,True,0.01,mu,True,2,2.596565194407086e-17,0.009966730074418182,0.01,0.009966733075312333,0.009999999999999976,7.604817266681388e-17,0.0,0.0,0.0,0.0,0.0,0.004073847994966722,nan,0,0,0.00995241111185286,0.009952414203661901,-0.13411523401737213,1.0,112.96700927470854,176.7915674590476,17.73785292820084,86.0142917711404,0.0019027137192962626,753.6696801153792
LR_a0p1_q0,200000,pos,0,6,62,False,0.01,mu,True,2,5.8880814571498245e-18,0.009976496879252672,0.010000000000000002,0.00997649757626661,0.010000000000000005,1.8510884114598085e-16,0.0,0.0,0.0,0.0,0.0,0.003343888747376463,nan,0,0,0.009948750891199674,0.009948751840735924,1.1005325317382812,1.0,83.9831751919354,119.04249082962255,7.835758875530578,68.53450756577394,0.0017626072768968562,720.7598598724375
LR_a0p1_q0,200000,pos,0,7,49,True,0.01,mu,True,2,1.1540360955891948e-18,0.009392208582845223,0.009999999999999997,0.009393951249527164,0.009999999999999997,5.4242473572333856e-17,0.0,0.0,0.0,0.0,0.0,0.015370815642320294,nan,0,0,0.009130211432798924,0.009131511058358906,0.5377517342567444,1.0,101.41635525032727,133.91514577110155,17.771625530320584,75.38605464971991,0.033859599390416995,1480.2762150850003
LR_a0p1_q0,200000,pos,0,8,62,False,0.01,mu,True,2,1.079405352807069e-17,0.009998758855360867,0.009999999999999998,0.009998758859508822,0.010000000000000009,1.868948733514863e-16,0.0,0.0,0.0,0.0,0.0,0.0007865338795969592,nan,0,0,0.009997603826049042,0.009997603845871653,-0.2582041621208191,1.0,114.46931503465329,182.53139950145942,16.566527136374173,88.43059013244938,7.679009812608762e-05,1022.9057309516882
LR_a0p1_q0,200000,pos,0,9,62,False,0.01,mu,True,2,3.3616049489955986e-17,0.009977672984023554,0.01,0.009977674334068987,0.010000000000000031,8.662770627816089e-17,0.0,0.0,0.0,0.0,0.0,0.015013669931014712,nan,0,0,0.0036732536643416676,0.004074802924202267,-1.098524570465088,1.0,91.26970160683958,128.87573978632324,8.61958800073943,74.48888673654638,0.025090426003635345,806.8201190211656
LR_a0p1_q0,200000,pos,0,0,62,False,0.01,mu,True,5,3.267125857433268e-17,0.009831111748675998,0.010000000000000002,0.009831213513405965,0.01000000000000003,2.0686723744046317e-16,0.0,0.0,0.0,0.0,0.0,0.005914077166920876,nan,0,0,0.00990126260038203,0.009901279718727342,-1.973811149597168,1.0,122.41365215825952,213.18166116038162,15.889053721555213,96.27622637807977,0.0038098217266334337,1606.60387275728
LR_a0p1_q0,200000,pos,0,1,22,True,0.01,mu,True,5,4.152923145565847e-17,0.00939251724882774,0.010000000000000002,0.00939348377125792,0.010000000000000038,1.5200135857456696e-16,0.0,0.0,0.0,0.0,0.0,0.010560143087580864,nan,0,0,0.009497791331150363,0.009497953611533123,-0.36890166997909546,1.0,114.23519103058557,178.03307665638027,13.961222418823384,90.65803455030539,0.015359169830201679,583.7888719830677
LR_a0p1_q0,200000,pos,0,2,32,True,0.01,mu,True,5,2.585735680698703e-17,0.009956767569053095,0.010000000000000002,0.009956768924309457,0.009999999999999976,1.4734464929989339e-16,0.0,0.0,0.0,0.0,0.0,0.0028825150437532315,nan,0,0,0.009978968294979636,0.009978968990458447,-0.09499046206474304,1.0,119.9595452988078,163.66903614412882,21.42243647719253,89.07919137189468,0.000897636766421136,909.4244774080943
LR_a0p1_q0,200000,pos,0,3,62,False,0.01,mu,True,5,5.5291481262855736e-18,0.009999957056429799,0.009999999999999998,0.00999995705643184,0.010000000000000004,1.422158761010728e-16,0.0,0.0,0.0,0.0,0.0,9.288429658082785e-05,nan,0,0,0.009999977603153706,0.009999977603154209,-0.030498094856739044,1.0,134.80824777911522,217.38186820766123,17.328097269316345,106.26089715872851,8.238233093449245e-07,566.8296853687732
LR_a0p1_q0,200000,pos,0,4,62,False,0.01,mu,True,5,6.546771332554043e-18,0.009960102403988477,0.01,0.00996010917090016,0.009999999999999993,7.526120490134082e-17,0.0,0.0,0.0,0.0,0.0,0.0021450819547508787,nan,0,0,0.009588143680421064,0.009588757771296372,0.15365590155124664,1.0,119.20813800185391,178.02931008911526,8.831441670482665,99.82985868641467,0.0005619291424874417,772.7905975078579
LR_a0p1_q0,200000,pos,0,5,39,True,0.01,mu,True,5,2.596565194407086e-17,0.00991200447954896,0.01,0.009912012857082576,0.009999999999999976,8.321829618386162e-17,0.0,0.0,0.0,0.0,0.0,0.004051455116437772,nan,0,0,0.00995241111185286,0.009952414203661901,-0.13411523401737213,1.0,112.96700927470854,176.7915674590476,17.73785292820084,86.0142917711404,0.0019027137192962626,753.6696801153792
LR_a0p1_q0,200000,pos,0,6,62,False,0.01,mu,True,5,5.8880814571498245e-18,0.00994244379004286,0.010000000000000002,0.00994244740722444,0.010000000000000005,2.817522345937601e-16,0.0,0.0,0.0,0.0,0.0,0.003332472599213216,nan,0,0,0.009948750891199674,0.009948751840735924,1.1005325317382812,1.0,83.9831751919354,119.04249082962255,7.835758875530578,68.53450756577394,0.0017626072768968562,720.7598598724375
LR_a0p1_q0,200000,pos,0,7,49,True,0.01,mu,True,5,1.1540360955891948e-18,0.008597454174938303,0.009999999999999997,0.008604970173129842,0.009999999999999997,1.1912702167581123e-16,0.0,0.0,0.0,0.0,0.0,0.014068841647651981,nan,0,0,0.009130211432798924,0.009131511058358906,0.5377517342567444,1.0,101.41635525032727,133.91514577110155,17.771625530320584,75.38605464971991,0.033859599390416995,1480.2762150850003
LR_a0p1_q0,200000,pos,0,8,62,False,0.01,mu,True,5,1.079405352807069e-17,0.009997064027438676,0.009999999999999998,0.009997064040613802,0.010000000000000009,2.437780359224079e-16,0.0,0.0,0.0,0.0,0.0,0.0007864006894878,nan,0,0,0.009997603826049042,0.009997603845871653,-0.2582041621208191,1.0,114.46931503465329,182.53139950145942,16.566527136374173,88.43059013244938,7.679009812608762e-05,1022.9057309516882
LR_a0p1_q0,200000,pos,0,9,62,False,0.01,mu,True,5,3.3616049489955986e-17,0.00994493650074239,0.01,0.009944939790665103,0.010000000000000031,1.0312675761321601e-16,0.0,0.0,0.0,0.0,0.0,0.014959936220526196,nan,0,0,0.0036732536643416676,0.004074802924202267,-1.098524570465088,1.0,91.26970160683958,128.87573978632324,8.61958800073943,74.48888673654638,0.025090426003635345,806.8201190211656
LR_a0p1_q0,200000,pos,0,0,62,False,0.01,mu,True,10,3.267125857433268e-17,0.009648726211110962,0.010000000000000002,0.009648947627677372,0.01000000000000003,2.4521646743123526e-16,0.0,0.0,0.0,0.0,0.0,0.005804314883152538,nan,0,0,0.00990126260038203,0.009901279718727342,-1.973811149597168,1.0,122.41365215825952,213.18166116038162,15.889053721555213,96.27622637807977,0.0038098217266334337,1606.60387275728
LR_a0p1_q0,200000,pos,0,1,22,True,0.01,mu,True,10,4.152923145565847e-17,0.0087801081185711,0.010000000000000002,0.008781049793994052,0.010000000000000038,3.241026809862157e-16,0.0,0.0,0.0,0.0,0.0,0.009871115722365889,nan,0,0,0.009497791331150363,0.009497953611533123,-0.36890166997909546,1.0,114.23519103058557,178.03307665638027,13.961222418823384,90.65803455030539,0.015359169830201679,583.7888719830677
LR_a0p1_q0,200000,pos,0,2,32,True,0.01,mu,True,10,2.585735680698703e-17,0.00991772305113864,0.010000000000000002,0.009917728676129365,0.009999999999999976,2.238959137311616e-16,0.0,0.0,0.0,0.0,0.0,0.0028712193452134914,nan,0,0,0.009978968294979636,0.009978968990458447,-0.09499046206474304,1.0,119.9595452988078,163.66903614412882,21.42243647719253,89.07919137189468,0.000897636766421136,909.4244774080943
LR_a0p1_q0,200000,pos,0,3,62,False,0.01,mu,True,10,5.5291481262855736e-18,0.009999916816538385,0.009999999999999998,0.009999916816539927,0.010000000000000004,1.7322865869697553e-16,0.0,0.0,0.0,0.0,0.0,9.288392310019493e-05,nan,0,0,0.009999977603153706,0.009999977603154209,-0.030498094856739044,1.0,134.80824777911522,217.38186820766123,17.328097269316345,106.26089715872851,8.238233093449245e-07,566.8296853687732
LR_a0p1_q0,200000,pos,0,4,62,False,0.01,mu,True,10,6.546771332554043e-18,0.009941061375949772,0.01,0.009941077001969133,0.009999999999999993,8.191190664564162e-17,0.0,0.0,0.0,0.0,0.0,0.0021394951460116216,nan,0,0,0.009588143680421064,0.009588757771296372,0.15365590155124664,1.0,119.20813800185391,178.02931008911526,8.831441670482665,99.82985868641467,0.0005619291424874417,772.7905975078579
LR_a0p1_q0,200000,pos,0,5,39,True,0.01,mu,True,10,2.596565194407086e-17,0.009839902495368745,0.01,0.009839915218117995,0.009999999999999976,1.3728597028366476e-16,0.0,0.0,0.0,0.0,0.0,0.004022027357791454,nan,0,0,0.00995241111185286,0.009952414203661901,-0.13411523401737213,1.0,112.96700927470854,176.7915674590476,17.73785292820084,86.0142917711404,0.0019027137192962626,753.6696801153792
LR_a0p1_q0,200000,pos,0,6,62,False,0.01,mu,True,10,5.8880814571498245e-18,0.009883965072803156,0.010000000000000002,0.009883969426163448,0.010000000000000005,3.7045738619145763e-16,0.0,0.0,0.0,0.0,0.0,0.0033128593323265764,nan,0,0,0.009948750891199674,0.009948751840735924,1.1005325317382812,1.0,83.9831751919354,119.04249082962255,7.835758875530578,68.53450756577394,0.0017626072768968562,720.7598598724375
LR_a0p1_q0,200000,pos,0,7,49,True,0.01,mu,True,10,1.1540360955891948e-18,0.007528403269672522,0.009999999999999997,0.007536516215222066,0.009999999999999997,1.1468268201859732e-16,0.0,0.0,0.0,0.0,0.0,0.012319594685176672,nan,0,0,0.009130211432798924,0.009131511058358906,0.5377517342567444,1.0,101.41635525032727,133.91514577110155,17.771625530320584,75.38605464971991,0.033859599390416995,1480.2762150850003
LR_a0p1_q0,200000,pos,0,8,62,False,0.01,mu,True,10,1.079405352807069e-17,0.00999407672219853,0.009999999999999998,0.009994076767661467,0.010000000000000009,3.245493616234075e-16,0.0,0.0,0.0,0.0,0.0,0.0007861657795589048,nan,0,0,0.009997603826049042,0.009997603845871653,-0.2582041621208191,1.0,114.46931503465329,182.53139950145942,16.566527136374173,88.43059013244938,7.679009812608762e-05,1022.9057309516882
LR_a0p1_q0,200000,pos,0,9,62,False,0.01,mu,True,10,3.3616049489955986e-17,0.008861624545753146,0.01,0.008870461826425806,0.010000000000000031,1.470887481260938e-16,0.0,0.0,0.0,0.0,0.0,0.013233453201709482,nan,0,0,0.0036732536643416676,0.004074802924202267,-1.098524570465088,1.0,91.26970160683958,128.87573978632324,8.61958800073943,74.48888673654638,0.025090426003635345,806.8201190211656
LR_a0p1_q0,200000,pos,0,0,62,False,0.01,mu,True,20,3.267125857433268e-17,0.009310313659242217,0.010000000000000002,0.009310552105760784,0.01000000000000003,1.7883463867452185e-16,0.0,0.0,0.0,0.0,0.0,0.00560076284223332,nan,0,0,0.00990126260038203,0.009901279718727342,-1.973811149597168,1.0,122.41365215825952,213.18166116038162,15.889053721555213,96.27622637807977,0.0038098217266334337,1606.60387275728
LR_a0p1_q0,200000,pos,0,1,22,True,0.01,mu,True,20,4.152923145565847e-17,0.007651036472351807,0.010000000000000002,0.007656255878984016,0.010000000000000038,4.881894233830352e-16,0.0,0.0,0.0,0.0,0.0,0.008600530467061563,nan,0,0,0.009497791331150363,0.009497953611533123,-0.36890166997909546,1.0,114.23519103058557,178.03307665638027,13.961222418823384,90.65803455030539,0.015359169830201679,583.7888719830677
LR_a0p1_q0,200000,pos,0,2,32,True,0.01,mu,True,20,2.585735680698703e-17,0.009835024077360588,0.010000000000000002,0.009835029581802641,0.009999999999999976,2.679579725854416e-16,0.0,0.0,0.0,0.0,0.0,0.0028472761124974637,nan,0,0,0.009978968294979636,0.009978968990458447,-0.09499046206474304,1.0,119.9595452988078,163.66903614412882,21.42243647719253,89.07919137189468,0.000897636766421136,909.4244774080943
LR_a0p1_q0,200000,pos,0,3,62,False,0.01,mu,True,20,5.5291481262855736e-18,0.009999829862507801,0.009999999999999998,0.0099998298625114,0.010000000000000004,1.984553905691927e-16,0.0,0.0,0.0,0.0,0.0,9.288311531548538e-05,nan,0,0,0.009999977603153706,0.009999977603154209,-0.030498094856739044,1.0,134.80824777911522,217.38186820766123,17.328097269316345,106.26089715872851,8.238233093449245e-07,566.8296853687732
LR_a0p1_q0,200000,pos,0,4,62,False,0.01,mu,True,20,6.546771332554043e-18,0.009633495941750322,0.01,0.00963408714300495,0.009999999999999993,9.521950274988263e-17,0.0,0.0,0.0,0.0,0.0,0.002069061448313561,nan,0,1,0.009588143680421064,0.009588757771296372,0.15365590155124664,1.0,119.20813800185391,178.02931008911526,8.831441670482665,99.82985868641467,0.0005619291424874417,772.7905975078579
LR_a0p1_q0,200000,pos,0,5,39,True,0.01,mu,True,20,2.596565194407086e-17,0.009661513399789257,0.01,0.009661539080866305,0.009999999999999976,3.582792937281434e-16,0.0,0.0,0.0,0.0,0.0,0.003949035431521055,nan,0,0,0.00995241111185286,0.009952414203661901,-0.13411523401737213,1.0,112.96700927470854,176.7915674590476,17.73785292820084,86.0142917711404,0.0019027137192962626,753.6696801153792
LR_a0p1_q0,200000,pos,0,6,62,False,0.01,mu,True,20,5.8880814571498245e-18,0.00977117756346748,0.010000000000000002,0.009771198084403947,0.010000000000000005,2.5918619130929086e-16,0.0,0.0,0.0,0.0,0.0,0.003275043030233569,nan,0,0,0.009948750891199674,0.009948751840735924,1.1005325317382812,1.0,83.9831751919354,119.04249082962255,7.835758875530578,68.53450756577394,0.0017626072768968562,720.7598598724375
LR_a0p1_q0,200000,pos,0,7,49,True,0.01,mu,True,20,1.1540360955891948e-18,0.005648832689271136,0.009999999999999997,0.005667817636998714,0.009999999999999997,2.840762274493146e-16,0.0,0.0,0.0,0.0,0.0,0.00924143629269766,nan,0,0,0.009130211432798924,0.009131511058358906,0.5377517342567444,1.0,101.41635525032727,133.91514577110155,17.771625530320584,75.38605464971991,0.033859599390416995,1480.2762150850003
LR_a0p1_q0,200000,pos,0,8,62,False,0.01,mu,True,20,1.079405352807069e-17,0.009987764648718579,0.009999999999999998,0.00998776470980664,0.010000000000000009,4.799958109394431e-16,0.0,0.0,0.0,0.0,0.0,0.0007856690952917012,nan,0,0,0.009997603826049042,0.009997603845871653,-0.2582041621208191,1.0,114.46931503465329,182.53139950145942,16.566527136374173,88.43059013244938,7.679009812608762e-05,1022.9057309516882
LR_a0p1_q0,200000,pos,0,9,62,False,0.01,mu,True,20,3.3616049489955986e-17,0.0068405916941529105,0.01,0.0068944369488604775,0.010000000000000031,6.079222482089339e-17,0.0,0.0,0.0,0.0,0.0,0.01001194693080742,nan,0,0,0.0036732536643416676,0.004074802924202267,-1.098524570465088,1.0,91.26970160683958,128.87573978632324,8.61958800073943,74.48888673654638,0.025090426003635345,806.8201190211656
LR_a0p1_q0,200000,pos,0,0,62,False,0.01,mu,True,50,3.267125857433268e-17,0.008337089004582668,0.010000000000000002,0.00833756534862167,0.01000000000000003,2.113666825719564e-16,0.0,0.0,0.0,0.0,0.0,0.005015154859905627,nan,0,0,0.00990126260038203,0.009901279718727342,-1.973811149597168,1.0,122.41365215825952,213.18166116038162,15.889053721555213,96.27622637807977,0.0038098217266334337,1606.60387275728
LR_a0p1_q0,200000,pos,0,1,22,True,0.01,mu,True,50,4.152923145565847e-17,0.005271909074569007,0.010000000000000002,0.005278608772676318,0.010000000000000038,8.812564746392794e-16,0.0,0.0,0.0,0.0,0.0,0.0059260787167764286,nan,0,0,0.009497791331150363,0.009497953611533123,-0.36890166997909546,1.0,114.23519103058557,178.03307665638027,13.961222418823384,90.65803455030539,0.015359169830201679,583.7888719830677
LR_a0p1_q0,200000,pos,0,2,32,True,0.01,mu,True,50,2.585735680698703e-17,0.009587857082357258,0.010000000000000002,0.009587875253975161,0.009999999999999976,4.0382351049253835e-16,0.0,0.0,0.0,0.0,0.0,0.002775704147920345,nan,0,0,0.009978968294979636,0.009978968990458447,-0.09499046206474304,1.0,119.9595452988078,163.66903614412882,21.42243647719253,89.07919137189468,0.000897636766421136,909.4244774080943
LR_a0p1_q0,200000,pos,0,3,62,False,0.01,mu,True,50,5.5291481262855736e-18,0.009999567327727743,0.009999999999999998,0.00999956732773248,0.010000000000000004,1.0057935510770664e-15,0.0,0.0,0.0,0.0,0.0,9.28806761457642e-05,nan,0,0,0.009999977603153706,0.009999977603154209,-0.030498094856739044,1.0,134.80824777911522,217.38186820766123,17.328097269316345,106.26089715872851,8.238233093449245e-07,566.8296853687732
LR_a0p1_q0,200000,pos,0,4,62,False,0.01,mu,True,50,6.546771332554043e-18,0.009234974650295144,0.01,0.009237535403536777,0.009999999999999993,2.688330315780149e-16,0.0,0.0,0.0,0.0,0.0,0.0019822678183992622,nan,0,2,0.009588143680421064,0.009588757771296372,0.15365590155124664,1.0,119.20813800185391,178.02931008911526,8.831441670482665,99.82985868641467,0.0005619291424874417,772.7905975078579
LR_a0p1_q0,200000,pos,0,5,39,True,0.01,mu,True,50,2.596565194407086e-17,0.009202807900283157,0.01,0.009202851665714227,0.009999999999999976,4.801056232475781e-16,0.0,0.0,0.0,0.0,0.0,0.003761587339667857,nan,0,0,0.00995241111185286,0.009952414203661901,-0.13411523401737213,1.0,112.96700927470854,176.7915674590476,17.73785292820084,86.0142917711404,0.0019027137192962626,753.6696801153792
LR_a0p1_q0,200000,pos,0,6,62,False,0.01,mu,True,50,5.8880814571498245e-18,0.009449513164083465,0.010000000000000002,0.00944956682394085,0.010000000000000005,5.08525925228281e-16,0.0,0.0,0.0,0.0,0.0,0.0031672316868829827,nan,0,0,0.009948750891199674,0.009948751840735924,1.1005325317382812,1.0,83.9831751919354,119.04249082962255,7.835758875530578,68.53450756577394,0.0017626072768968562,720.7598598724375
LR_a0p1_q0,200000,pos,0,7,49,True,0.01,mu,True,50,1.1540360955891948e-18,0.0025260763048294606,0.009999999999999997,0.002564401829917301,0.009999999999999997,2.358297076020834e-16,0.0,0.0,0.0,0.0,0.0,0.00413194809918246,nan,0,0,0.009130211432798924,0.009131511058358906,0.5377517342567444,1.0,101.41635525032727,133.91514577110155,17.771625530320584,75.38605464971991,0.033859599390416995,1480.2762150850003
LR_a0p1_q0,200000,pos,0,8,62,False,0.01,mu,True,50,1.079405352807069e-17,0.009969251039242942,0.009999999999999998,0.009969251132128334,0.010000000000000009,3.424351830273767e-16,0.0,0.0,0.0,0.0,0.0,0.0007842126528405454,nan,0,0,0.009997603826049042,0.009997603845871653,-0.2582041621208191,1.0,114.46931503465329,182.53139950145942,16.566527136374173,88.43059013244938,7.679009812608762e-05,1022.9057309516882
LR_a0p1_q0,200000,pos,0,9,62,False,0.01,mu,True,50,3.3616049489955986e-17,0.0024862802498692767,0.01,0.003006081131785241,0.010000000000000031,3.897809262923634e-16,0.0,0.0,0.0,0.0,0.0,0.0031072914861875363,nan,0,3,0.0036732536643416676,0.004074802924202267,-1.098524570465088,1.0,91.26970160683958,128.87573978632324,8.61958800073943,74.48888673654638,0.025090426003635345,806.8201190211656
LR_a0p1_q0,200000,pos,0,0,62,False,0.01,mu,True,100,3.267125857433268e-17,0.006924803661654863,0.010000000000000002,0.006925890616273976,0.01000000000000003,2.691549392708592e-16,0.0,0.0,0.0,0.0,0.0,0.00416528835667942,nan,0,0,0.00990126260038203,0.009901279718727342,-1.973811149597168,1.0,122.41365215825952,213.18166116038162,15.889053721555213,96.27622637807977,0.0038098217266334337,1606.60387275728
LR_a0p1_q0,200000,pos,0,1,22,True,0.01,mu,True,100,4.152923145565847e-17,0.0027857846804826463,0.010000000000000002,0.002812602273277749,0.010000000000000038,8.520428099809935e-16,0.0,0.0,0.0,0.0,0.0,0.003131116108185077,nan,0,0,0.009497791331150363,0.009497953611533123,-0.36890166997909546,1.0,114.23519103058557,178.03307665638027,13.961222418823384,90.65803455030539,0.015359169830201679,583.7888719830677
LR_a0p1_q0,200000,pos,0,2,32,True,0.01,mu,True,100,2.585735680698703e-17,0.009196746006479265,0.010000000000000002,0.009196750011778235,0.009999999999999976,4.314623529333417e-16,0.0,0.0,0.0,0.0,0.0,0.0026624726032566043,nan,0,0,0.009978968294979636,0.009978968990458447,-0.09499046206474304,1.0,119.9595452988078,163.66903614412882,21.42243647719253,89.07919137189468,0.000897636766421136,909.4244774080943
