arm,cond,seed,slot,lr,task,hard,n_classes,online_acc,train_acc,test_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3
R,std,100,0,0.0001,1,1,5,0.716786859,0.8455999494,0.7720000148,0.8455999494,0,0,1.181835175,5.074692249,-8.004443169,0.6083999872,29.38666221,0,0,2.665256023,3.052618265,-7.143797398,0.8159999847,19.31439863,0.7023421526,0.6057342291,0.6373483539
R,std,100,0,0.0001,2,0,1,0.9697115385,1,1,1,0,0,-0.2894634604,3.682949066,-2.342768192,0.4520000219,32.9880835,0,0,0.6431714296,2.142080545,-3.733322382,0.5980000496,19.61491838,0.687512815,0.603739202,0.675570488
R,std,100,0,0.0001,3,1,5,0.6686698718,0.8007999659,0.6800000072,0.8007999659,0,0,-0.1976084411,4.341474533,-2.679587126,0.458799988,39.05924417,0,0,1.162440777,2.606389999,-5.275746346,0.6807999611,27.48005864,0.7398773432,0.6105937362,0.8118508458
R,std,100,0,0.0001,4,0,1,0.9436298077,1,1,1,0,0,-0.5999844074,3.751075983,-3.907362223,0.40200001,37.577165,0.009999999776,0.009999999776,-1.024674177,2.028693676,-4.142326355,0.2560000122,18.57385008,0.7222083211,0.6145513654,0.8810399771
R,std,100,0,0.0001,5,1,5,0.6318108974,0.7827999592,0.6620000601,0.7827999592,0,0,-0.4276928604,4.315776825,-2.389424086,0.4515999854,41.80406239,0,0,0.1519834697,2.40239954,-5.388393402,0.5207999945,27.96889632,0.7745907307,0.6176834702,1.038666964
R,std,100,0,0.0001,6,0,1,0.9344551282,1,0.9899999499,1,0,0,-1.699447155,3.594478607,-7.603963375,0.2560000122,26.68552485,0.0700000003,0.0700000003,-2.018710136,2.215385675,-8.817307472,0.06599999964,9.917226494,0.789204061,0.6240164042,1.117753148
R,std,100,0,0.0001,7,1,5,0.5096153846,0.6819999814,0.5240000486,0.6819999814,0,0,-0.1280919611,4.433123589,-5.812934875,0.480799973,37.89429115,0.009999999776,0.009999999776,-2.07681036,2.821148396,-7.819274902,0.1491999924,17.75706803,0.8505197763,0.6276935339,1.287182689
R,std,100,0,0.0001,8,0,1,0.9262419872,1,0.9799999595,1,0,0,-6.09506321,5.652075768,-26.11472893,0.08600000292,10.74642555,0.1499999911,0.1499999911,-5.092231274,3.463754416,-19.74349022,0.0120000001,3.892903498,0.8428617716,0.6316108108,1.359192491
R,std,100,0,0.0001,9,1,5,0.541025641,0.706799984,0.6240000129,0.706799984,0,0,-0.3092455268,6.568806171,-2.043447971,0.4919999838,37.6057661,0,0,-3.363040924,3.776531935,-9.433944702,0.1367999911,17.80298938,0.8914640546,0.6404777765,1.508690476
R,std,100,0,0.0001,10,0,1,0.9322115385,1,1,1,0,0,-6.166406155,5.701208115,-16.98822021,0.1000000015,19.35844838,0.1599999964,0.1599999964,-4.611537933,3.445967436,-14.54073429,0.02000000142,7.38268252,0.8707571626,0.6432129741,1.587764621
