arm,iv,seed,task,step,n_D,recovery,leftover,returned_fraction,D_only_n,D_only_star_sum,D_only_star_negative_sum,D_only_star_mean,D_only_row_sum,D_only_bias_sum,D_only_gate_before,D_only_near_abs_zmax,N_only_n,N_only_star_sum,N_only_star_negative_sum,N_only_star_mean,N_only_row_sum,N_only_bias_sum,N_only_gate_before,N_only_near_abs_zmax,both_n,both_star_sum,both_star_negative_sum,both_star_mean,both_row_sum,both_bias_sum,both_gate_before,both_near_abs_zmax,rest_n,rest_star_sum,rest_star_negative_sum,rest_star_mean,rest_row_sum,rest_bias_sum,rest_gate_before,rest_near_abs_zmax,star_all_mean
SNA,l2,2,21,20,25,-0.44213253259658813,1.8288103342056274,0.0,19,-2.017298698425293,-2.7840394973754883,-0.10617361217737198,-1.9702566862106323,-0.04704181104898453,0.690268337726593,1.0007994174957275,19,-3.524085760116577,-4.051843166351318,-0.18547819554805756,-3.4592156410217285,-0.06487013399600983,0.974114179611206,0.1397789716720581,6,0.09890952706336975,-0.43446624279022217,0.016484921798110008,0.09877181053161621,0.0001377384178340435,0.9442012906074524,0.1382007598876953,56,-2.591938018798828,-6.743024826049805,-0.04628460854291916,-2.569826602935791,-0.022111374884843826,0.8085395097732544,6.3707733154296875,-0.08034412562847137
SNA,l2,2,21,300,25,0.08618322759866714,1.3717622756958008,0.0,19,-0.06264206767082214,-1.4805657863616943,-0.0032969508320093155,-0.030922532081604004,-0.03171936422586441,0.690268337726593,1.0007994174957275,19,-1.7355413436889648,-2.591362476348877,-0.09134428203105927,-1.6985485553741455,-0.036992788314819336,0.974114179611206,0.1397789716720581,6,0.38197803497314453,-0.21007031202316284,0.06366300582885742,0.3568900227546692,0.025087986141443253,0.9442012906074524,0.1382007598876953,56,1.7268270254135132,-4.150774002075195,0.030836196616292,1.613572120666504,0.1132553219795227,0.8085395097732544,6.3707733154296875,0.00310621690005064
SNA,l2,2,21,625,25,0.21667654812335968,1.4263248443603516,0.08,19,-0.22844737768173218,-1.9609766006469727,-0.012023545801639557,-0.1699395477771759,-0.05850789323449135,0.690268337726593,1.0007994174957275,19,-1.776597499847412,-2.2573904991149902,-0.0935051292181015,-1.7217187881469727,-0.05487878620624542,0.974114179611206,0.1397789716720581,6,0.6904593706130981,-0.3551759719848633,0.11507656425237656,0.6399145126342773,0.05054493993520737,0.9442012906074524,0.1382007598876953,56,1.5012743473052979,-4.361839294433594,0.026808470487594604,1.4607962369918823,0.04047790542244911,0.8085395097732544,6.3707733154296875,0.0018668845295906067
SNA,l2,2,22,20,25,-0.14151138067245483,1.666072130203247,0.0,20,-2.283174991607666,-3.242032527923584,-0.1141587495803833,-2.239980459213257,-0.04319453611969948,0.773229718208313,1.0359718799591064,20,-1.013126015663147,-3.5875356197357178,-0.05065630003809929,-1.0161528587341309,0.0030268984846770763,0.9749983549118042,0.11185042560100555,5,-0.4787559509277344,-0.9711660742759705,-0.09575118869543076,-0.46543216705322266,-0.013323863968253136,1.007706880569458,0.10699518024921417,55,-6.026457786560059,-8.939763069152832,-0.10957195609807968,-5.9251484870910645,-0.10130931437015533,0.8450896739959717,5.783993721008301,-0.09801515936851501
SNA,l2,2,22,300,25,0.5672067403793335,1.0964405536651611,0.12,20,0.05207502841949463,-2.221795082092285,0.0026037513744086027,0.03478670120239258,0.017288481816649437,0.773229718208313,1.0359718799591064,20,-1.1903505325317383,-3.120421886444092,-0.059517525136470795,-1.1938427686691284,0.0034921662881970406,0.9749983549118042,0.11185042560100555,5,0.1779518574476242,-0.38058996200561523,0.03559037297964096,0.16695238649845123,0.010999420657753944,1.007706880569458,0.10699518024921417,55,-2.906541347503662,-7.001825332641602,-0.05284620448946953,-2.830547571182251,-0.07599406689405441,0.8450896739959717,5.783993721008301,-0.03866865113377571
SNA,l2,2,22,625,25,0.5415273904800415,0.9427071809768677,0.08,20,-0.08347409963607788,-1.9955215454101562,-0.004173704888671637,-0.11776971817016602,0.0342957004904747,0.773229718208313,1.0359718799591064,20,-1.4869129657745361,-3.1353750228881836,-0.0743456482887268,-1.4660731554031372,-0.020839616656303406,0.9749983549118042,0.11185042560100555,5,-0.22016525268554688,-0.4577016830444336,-0.044033050537109375,-0.21954502165317535,-0.0006202086806297302,1.007706880569458,0.10699518024921417,55,0.18849904835224152,-5.033541679382324,0.0034272554330527782,0.26640260219573975,-0.07790347933769226,0.8450896739959717,5.783993721008301,-0.016020528972148895
SNA,l2,2,23,20,25,-0.1964469850063324,1.348010778427124,0.04,23,-1.0420191287994385,-2.01400089263916,-0.04530518129467964,-1.036784291267395,-0.005235033109784126,0.5816699862480164,0.9594603776931763,23,-2.884765386581421,-3.833904266357422,-0.1254245787858963,-2.8383874893188477,-0.046378251165151596,0.994857132434845,0.13861635327339172,2,-0.6253907680511475,-0.6253907680511475,-0.31269538402557373,-0.6146385669708252,-0.010752218775451183,1.1085877418518066,0.10152755677700043,52,-2.1806235313415527,-5.429031848907471,-0.041935067623853683,-2.1602182388305664,-0.020405150949954987,0.818817138671875,5.978900909423828,-0.06732799857854843
SNA,l2,2,23,300,25,0.5257825255393982,0.8114870190620422,0.0,23,2.2308292388916016,-0.9321168661117554,0.09699257463216782,2.162081241607666,0.06874790042638779,0.5816699862480164,0.9594603776931763,23,-1.7041856050491333,-3.2864813804626465,-0.07409502565860748,-1.6689481735229492,-0.035237397998571396,0.994857132434845,0.13861635327339172,2,-0.14211374521255493,-0.16091643273830414,-0.07105687260627747,-0.14315170049667358,0.0010379652958363295,1.1085877418518066,0.10152755677700043,52,-4.2243571281433105,-6.40622615814209,-0.08123763650655746,-4.207709789276123,-0.01664740964770317,0.818817138671875,5.978900909423828,-0.038398269563913345
SNA,l2,2,23,625,25,0.46950414776802063,0.7643887400627136,0.08,23,1.6218056678771973,-0.8464621305465698,0.0705132931470871,1.5828354358673096,0.03897025063633919,0.5816699862480164,0.9594603776931763,23,-2.0792250633239746,-3.0929343700408936,-0.09040109068155289,-2.028127670288086,-0.05109703913331032,0.994857132434845,0.13861635327339172,2,-0.2633274793624878,-0.30550605058670044,-0.1316637396812439,-0.26351696252822876,0.0001894589513540268,1.1085877418518066,0.10152755677700043,52,-2.5180695056915283,-6.50669002532959,-0.04842441529035568,-2.502581834793091,-0.015487589873373508,0.818817138671875,5.978900909423828,-0.03238816559314728
SNA,l2,2,24,20,25,-0.413792222738266,1.816451907157898,0.04,21,-1.239112138748169,-2.4958243370056152,-0.059005338698625565,-1.184793472290039,-0.05431872978806496,0.6945449113845825,0.7871099710464478,21,-1.6304361820220947,-2.4958064556121826,-0.07763981819152832,-1.582450270652771,-0.04798576608300209,0.9673248529434204,0.10015932470560074,4,-0.8423157930374146,-0.8423157930374146,-0.21057894825935364,-0.8299078941345215,-0.012407847680151463,1.0566916465759277,0.1114388257265091,54,-3.435950756072998,-5.7958173751831055,-0.06362871825695038,-3.3890748023986816,-0.04687589779496193,0.7536757588386536,6.552605152130127,-0.07147815078496933
SNA,l2,2,24,300,25,0.18318378925323486,1.2997589111328125,0.0,21,0.037080153822898865,-1.4428715705871582,0.0017657215939834714,0.07281631231307983,-0.035736169666051865,0.6945449113845825,0.7871099710464478,21,-0.6291744709014893,-2.5299227237701416,-0.029960688203573227,-0.6235710382461548,-0.005603337660431862,0.9673248529434204,0.10015932470560074,4,-0.3099784851074219,-0.3500711917877197,-0.07749462127685547,-0.31744110584259033,0.007462591864168644,1.0566916465759277,0.1114388257265091,54,-0.9896157383918762,-4.071299076080322,-0.01832621730864048,-1.0509527921676636,0.06133698672056198,0.7536757588386536,6.552605152130127,-0.018916882574558258
