arm,iv,seed,task,step,n_D,recovery,leftover,returned_fraction,D_only_n,D_only_star_sum,D_only_star_negative_sum,D_only_star_mean,D_only_row_sum,D_only_bias_sum,D_only_gate_before,D_only_near_abs_zmax,N_only_n,N_only_star_sum,N_only_star_negative_sum,N_only_star_mean,N_only_row_sum,N_only_bias_sum,N_only_gate_before,N_only_near_abs_zmax,both_n,both_star_sum,both_star_negative_sum,both_star_mean,both_row_sum,both_bias_sum,both_gate_before,both_near_abs_zmax,rest_n,rest_star_sum,rest_star_negative_sum,rest_star_mean,rest_row_sum,rest_bias_sum,rest_gate_before,rest_near_abs_zmax,star_all_mean
SNA,none,1,21,20,25,0.27569475769996643,0.9661874175071716,0.08,25,2.6445350646972656,-1.545699119567871,0.10578140616416931,2.573209285736084,0.07132574915885925,0.5164228677749634,3.2303380966186523,25,-7.603766441345215,-7.941993713378906,-0.30415067076683044,-7.475242614746094,-0.12852448225021362,0.9903155565261841,0.42922043800354004,0,0.0,0.0,,0.0,0.0,,,50,-0.3311381936073303,-5.423408508300781,-0.006622763816267252,-0.39477071166038513,0.0636320486664772,0.6540656089782715,6.6202497482299805,-0.05290370061993599
SNA,none,1,21,300,25,0.5547332763671875,0.7498284578323364,0.2,25,3.6456263065338135,-1.3718841075897217,0.14582505822181702,3.5851449966430664,0.06048116087913513,0.5164228677749634,3.2303380966186523,25,-6.614338397979736,-6.891550064086914,-0.2645735442638397,-6.493466854095459,-0.12087234854698181,0.9903155565261841,0.42922043800354004,0,0.0,0.0,,0.0,0.0,,,50,1.2292512655258179,-5.239192008972168,0.024585025385022163,1.1251639127731323,0.10408791154623032,0.6540656089782715,6.6202497482299805,-0.01739460788667202
SNA,none,1,21,625,25,0.5187157988548279,0.793945848941803,0.04,25,2.9384765625,-2.4143078327178955,0.11753906309604645,2.932638645172119,0.005837952718138695,0.5164228677749634,3.2303380966186523,25,-6.7501420974731445,-6.862818241119385,-0.2700056731700897,-6.598801136016846,-0.1513412892818451,0.9903155565261841,0.42922043800354004,0,0.0,0.0,,0.0,0.0,,,50,2.793773889541626,-5.937471866607666,0.05587547644972801,2.761838436126709,0.03193475678563118,0.6540656089782715,6.6202497482299805,-0.010178916156291962
SNA,none,1,22,20,25,0.2664455473423004,0.9394228458404541,0.16,23,1.4023845195770264,-1.3940982818603516,0.060973238199949265,1.3513144254684448,0.05107070878148079,0.4814355671405792,7.7532196044921875,23,-2.768920421600342,-4.248205184936523,-0.12038784474134445,-2.7037606239318848,-0.06515958160161972,0.9398117065429688,0.35243234038352966,2,0.34799256920814514,0.0,0.17399628460407257,0.3403637707233429,0.007628817111253738,0.9321630001068115,0.3504958748817444,52,1.3843145370483398,-5.697162628173828,0.026621432974934578,1.2957408428192139,0.08857399225234985,0.6544448137283325,2.2544918060302734,0.0036577158607542515
SNA,none,1,22,300,25,0.49468544125556946,0.9076977968215942,0.04,23,3.823537588119507,-1.2505937814712524,0.16624076664447784,3.7237937450408936,0.09974417090415955,0.4814355671405792,7.7532196044921875,23,-2.437274694442749,-3.674757242202759,-0.10596846789121628,-2.3858656883239746,-0.05140922591090202,0.9398117065429688,0.35243234038352966,2,-0.0323689728975296,-0.12494874000549316,-0.0161844864487648,-0.03217977285385132,-0.00018917396664619446,0.9321630001068115,0.3504958748817444,52,-0.9472239017486572,-6.417996883392334,-0.01821584440767765,-1.0170438289642334,0.06981968134641647,0.6544448137283325,2.2544918060302734,0.004066695459187031
SNA,none,1,22,625,25,0.47663694620132446,0.8875856399536133,0.04,23,4.100128173828125,-0.8763923645019531,0.17826643586158752,4.008122444152832,0.09200604259967804,0.4814355671405792,7.7532196044921875,23,-3.5265417098999023,-4.48598051071167,-0.15332789719104767,-3.455852508544922,-0.07068981975317001,0.9398117065429688,0.35243234038352966,2,-0.5831032991409302,-0.5831032991409302,-0.2915516495704651,-0.5690714120864868,-0.01403188705444336,0.9321630001068115,0.3504958748817444,52,-0.47121483087539673,-6.685458183288574,-0.009061823599040508,-0.534665584564209,0.06345116347074509,0.6544448137283325,2.2544918060302734,-0.004807318560779095
SNA,none,1,23,20,25,0.2654460072517395,1.035632610321045,0.08,23,3.097245931625366,-1.0900201797485352,0.13466286659240723,3.033238172531128,0.06400768458843231,0.5208550095558167,2.571993827819824,23,-4.218698024749756,-5.588387489318848,-0.18342165648937225,-4.130942344665527,-0.08775597810745239,0.9931061863899231,0.3725273609161377,2,-0.8685469031333923,-0.8685469031333923,-0.43427345156669617,-0.8469855785369873,-0.021561473608016968,0.8525787591934204,0.27080029249191284,52,3.124897003173828,-4.4174089431762695,0.06009417399764061,3.024799108505249,0.10009749233722687,0.6788737773895264,8.10212230682373,0.011348981410264969
SNA,none,1,23,300,25,0.42930302023887634,0.9357928037643433,0.16,23,4.294271469116211,-0.8841122388839722,0.18670745193958282,4.193840503692627,0.10043083131313324,0.5208550095558167,2.571993827819824,23,-4.41353178024292,-6.244385242462158,-0.19189268350601196,-4.342831611633301,-0.07070107012987137,0.9931061863899231,0.3725273609161377,2,-0.5916534066200256,-0.5916534066200256,-0.2958267033100128,-0.5744047164916992,-0.017248667776584625,0.8525787591934204,0.27080029249191284,52,3.461639642715454,-4.5137248039245605,0.0665699914097786,3.3160324096679688,0.14560681581497192,0.6788737773895264,8.10212230682373,0.027507254853844643
SNA,none,1,23,625,25,0.6019035577774048,0.8610854148864746,0.08,23,6.024014472961426,-0.8837490081787109,0.2619136869907379,5.880887985229492,0.1431254744529724,0.5208550095558167,2.571993827819824,23,-4.347997188568115,-5.826303005218506,-0.18904335796833038,-4.281439781188965,-0.06655677407979965,0.9931061863899231,0.3725273609161377,2,-0.3759986162185669,-0.3759986162185669,-0.18799930810928345,-0.3624471127986908,-0.013551503419876099,0.8525787591934204,0.27080029249191284,52,0.749321460723877,-5.821355819702148,0.014410028234124184,0.6365561485290527,0.11276520043611526,0.6788737773895264,8.10212230682373,0.02049339935183525
SNA,none,1,24,20,25,-0.04279349744319916,1.1799038648605347,0.04,23,-0.065185546875,-2.306969165802002,-0.0028341542929410934,-0.0972280502319336,0.0320424884557724,0.4974188506603241,2.5638961791992188,23,-6.776980876922607,-7.015544414520264,-0.2946513295173645,-6.681488037109375,-0.09549258649349213,0.9275550246238708,0.45576441287994385,2,-0.3038378357887268,-0.3038378357887268,-0.1519189178943634,-0.29280388355255127,-0.011033952236175537,0.8661711812019348,0.2837296724319458,52,0.2457467019557953,-4.635891914367676,0.004725898150354624,0.20582076907157898,0.03992602974176407,0.6376701593399048,9.068753242492676,-0.06900258362293243
