arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_c1,zeroout_c1,zbar_c1,zsd_c1,zbar_min_c1,mob_c1,mob_pool_c1,eff_rank_c1,dead_frac_c2,zeroout_c2,zbar_c2,zsd_c2,zbar_min_c2,mob_c2,mob_pool_c2,eff_rank_c2,dead_frac_f1,zeroout_f1,zbar_f1,zsd_f1,zbar_min_f1,mob_f1,eff_rank_f1,dead_frac_f2,zeroout_f2,zbar_f2,zsd_f2,zbar_min_f2,mob_f2,eff_rank_f2,w_norm_c1,w_norm_c2,w_norm_f1,w_norm_f2,w_norm_f3
SW3,0,0.001,1,none,0.97046875,1,1,0,0,-0.2455150932,0.5984642506,-2.362076044,0.2672695518,0.3653195798,8.837774843,0,0,-1.150529385,1.518063068,-2.524226904,0.2002966553,0.4074961841,13.80094056,0,0,-1.525805354,4.734145641,-11.38872051,0.3588168025,79.84369588,0,0,3.100993633,3.552722931,0.01432258356,0.8203592896,47.02442321,1.028625131,2.219923258,2.809676647,1.235274076,1.637239814
SW3,0,0.001,2,none,0.9168666667,1,1,0,0,-1.253702402,0.7485946417,-4.116429329,0.04980318993,0.1062709168,8.305635987,0,0,-3.52543664,2.027247906,-7.332362652,0.00520845037,0.0326285921,13.30027854,0,0,-0.05560723692,1.545504689,-0.771612227,0.6458183527,78.26495431,0,0,2.166574717,2.529472828,1.216278553,0.8518349528,37.07515591,1.343913794,3.223057032,5.509433746,2.720842123,3.693743944
SW3,0,0.001,3,none,0.11019375,0.1116666719,0.1116666719,0,0,-1.374181986,1.080304027,-5.569283962,0.02855610661,0.06293838471,3.95349157,0,0,-16.49838829,7.190410137,-33.33636856,0.0006648169947,0.001788767637,1.676281499,1,0.7899999619,-122.7407608,29.48901939,-199.3789673,0,1.432123331,0,0,-0.0002790764847,0,-0.1261582524,0.4995814562,1.000001101,1.424125791,3.444127798,5.57585144,2.595669746,1.572294474
SW3,0,0.001,4,none,0.1240583333,0.1241666675,0.1241666675,0,0,-1.374181986,1.080304027,-5.569283962,0.02855610661,0.06293838471,3.95349157,0,0,-16.49838829,7.190410137,-33.33636856,0.0006648169947,0.001788767637,1.676281499,1,0.7899999619,-122.7407608,29.48901939,-199.3789673,0,1.432123331,0,0,-0.0004994019982,0,-0.1108913347,0.4992510676,1.000001928,1.424125791,3.444127798,5.57585144,2.595669746,1.019974947
SW3,0,0.001,5,none,0.11570625,0.1158333346,0.1158333346,0,0,-1.374181986,1.080304027,-5.569283962,0.02855610661,0.06293838471,3.95349157,0,0,-16.49838829,7.190410137,-33.33636856,0.0006648169947,0.001788767637,1.676281499,1,0.7899999619,-122.7407608,29.48901939,-199.3789673,0,1.432123331,0,0,0.002944611711,0,-0.1430513114,0.5044168234,1.000001031,1.424125791,3.444127798,5.57585144,2.595669746,0.9893066287
SW3,0,0.001,6,none,0.114775,0.1150000021,0.1150000021,0,0,-1.374181986,1.080304027,-5.569283962,0.02855610661,0.06293838471,3.95349157,0,0,-16.49838829,7.190410137,-33.33636856,0.0006648169947,0.001788767637,1.676281499,1,0.7899999619,-122.7407608,29.48901939,-199.3789673,0,1.432123331,0,0,-2.706044688e-05,0,-0.1363888383,0.4999593794,1.000000611,1.424125791,3.444127798,5.57585144,2.595669746,0.8276317716
SW3,0,0.001,7,none,0.10984375,0.113333337,0.113333337,0,0,-1.374181986,1.080304027,-5.569283962,0.02855610661,0.06293838471,3.95349157,0,0,-16.49838829,7.190410137,-33.33636856,0.0006648169947,0.001788767637,1.676281499,1,0.7899999619,-122.7407608,29.48901939,-199.3789673,0,1.432123331,0,0,-1.661922033e-05,0,-0.06032158062,0.4999752045,1.000000932,1.424125791,3.444127798,5.57585144,2.595669746,0.8074488044
SW3,0,0.001,8,none,0.1148854167,0.1150000021,0.1150000021,0,0,-1.374181986,1.080304027,-5.569283962,0.02855610661,0.06293838471,3.95349157,0,0,-16.49838829,7.190410137,-33.33636856,0.0006648169947,0.001788767637,1.676281499,1,0.7899999619,-122.7407608,29.48901939,-199.3789673,0,1.432123331,0,0,-0.0001814519055,0,-0.08569532633,0.4997278452,1.000000677,1.424125791,3.444127798,5.57585144,2.595669746,0.815676868
SW3,0,0.001,9,none,0.11735,0.1174999997,0.1174999997,0,0,-1.374181986,1.080304027,-5.569283962,0.02855610661,0.06293838471,3.95349157,0,0,-16.49838829,7.190410137,-33.33636856,0.0006648169947,0.001788767637,1.676281499,1,0.7899999619,-122.7407608,29.48901939,-199.3789673,0,1.432123331,0,0,0.0005001760437,0,-0.003378152614,0.5007503629,1.000002072,1.424125791,3.444127798,5.57585144,2.595669746,0.798420012
SW3,0,0.001,10,none,0.12154375,0.1216666698,0.1216666698,0,0,-1.374181986,1.080304027,-5.569283962,0.02855610661,0.06293838471,3.95349157,0,0,-16.49838829,7.190410137,-33.33636856,0.0006648169947,0.001788767637,1.676281499,1,0.7899999619,-122.7407608,29.48901939,-199.3789673,0,1.432123331,0,0,-0.0009469870129,0,-0.1323278844,0.4985796809,1.000000904,1.424125791,3.444127798,5.57585144,2.595669746,0.9042723775
SW3,0,0.001,11,none,0.1164145833,0.1166666672,0.1166666672,0,0,-1.374181986,1.080304027,-5.569283962,0.02855610661,0.06293838471,3.95349157,0,0,-16.49838829,7.190410137,-33.33636856,0.0006648169947,0.001788767637,1.676281499,1,0.7899999619,-122.7407608,29.48901939,-199.3789673,0,1.432123331,0,0,0.0004401544284,0,-0.148161903,0.5006601214,1.000000739,1.424125791,3.444127798,5.57585144,2.595669746,0.8101655841
SW3,0,0.001,12,none,0.1091708333,0.113333337,0.113333337,0,0,-1.374181986,1.080304027,-5.569283962,0.02855610661,0.06293838471,3.95349157,0,0,-16.49838829,7.190410137,-33.33636856,0.0006648169947,0.001788767637,1.676281499,1,0.7899999619,-122.7407608,29.48901939,-199.3789673,0,1.432123331,0,0,-6.276160275e-05,0,-0.2077212334,0.4999059141,1.000000593,1.424125791,3.444127798,5.57585144,2.595669746,0.8173006177
SW3,0,0.001,13,none,0.1102854167,0.1108333394,0.1108333394,0,0,-1.374181986,1.080304027,-5.569283962,0.02855610661,0.06293838471,3.95349157,0,0,-16.49838829,7.190410137,-33.33636856,0.0006648169947,0.001788767637,1.676281499,1,0.7899999619,-122.7407608,29.48901939,-199.3789673,0,1.432123331,0,0,4.05155879e-05,0,-0.2214207947,0.5000609756,1.000000318,1.424125791,3.444127798,5.57585144,2.595669746,0.8105543852
SW3,0,0.001,14,none,0.1223833333,0.1225000024,0.1225000024,0,0,-1.374181986,1.080304027,-5.569283962,0.02855610661,0.06293838471,3.95349157,0,0,-16.49838829,7.190410137,-33.33636856,0.0006648169947,0.001788767637,1.676281499,1,0.7899999619,-122.7407608,29.48901939,-199.3789673,0,1.432123331,0,0,0.0001715034741,0,-0.04742599651,0.5002574921,1.000000713,1.424125791,3.444127798,5.57585144,2.595669746,0.797760725
SW3,0,0.001,15,none,0.11655,0.1166666672,0.1166666672,0,0,-1.374181986,1.080304027,-5.569283962,0.02855610661,0.06293838471,3.95349157,0,0,-16.49838829,7.190410137,-33.33636856,0.0006648169947,0.001788767637,1.676281499,1,0.7899999619,-122.7407608,29.48901939,-199.3789673,0,1.432123331,0,0,7.426777302e-05,0,-0.06354474276,0.5001114011,1.000000472,1.424125791,3.444127798,5.57585144,2.595669746,0.8110078573
SW3,0,0.001,16,none,0.10891875,0.1091666669,0.1091666669,0,0,-1.374181986,1.080304027,-5.569283962,0.02855610661,0.06293838471,3.95349157,0,0,-16.49838829,7.190410137,-33.33636856,0.0006648169947,0.001788767637,1.676281499,1,0.7899999619,-122.7407608,29.48901939,-199.3789673,0,1.432123331,0,0,-0.0003830549249,0,-0.007701787166,0.4994257092,1.000001955,1.424125791,3.444127798,5.57585144,2.595669746,0.7969005704
