task,arm,seed,online_acc,online_loss,train_acc,train_loss,val_acc,val_loss,samples,steps,online_global_acc,train_global_acc,val_global_acc,train_seconds,seconds,online_chunks
1,KKT1,1,0.664463996887207,0.8785053380451202,0.7724,0.6327644189834595,0.748,0.6951034851074219,62500,500,0.663919985294342,0.7724,0.748,33.86562987201614,36.28293453203514,"[0.4840799868106842, 0.6035199761390686, 0.7039999961853027, 0.7529599666595459, 0.7777599692344666]"
2,KKT1,1,0.6787359714508057,0.8138174869842529,0.7772,0.5885922992706298,0.72,0.7168292846679688,62500,500,0.6783199906349182,0.7772,0.72,31.836632280028425,33.55714260501554,"[0.5543999671936035, 0.6688799858093262, 0.7021600008010864, 0.7224000096321106, 0.7458399534225464]"
3,KKT1,1,0.681056022644043,0.849663766342163,0.8004,0.5731263477325439,0.716,0.8387758178710938,62500,500,0.6807360053062439,0.8004,0.716,31.835218849009834,33.53811430098722,"[0.5379999876022339, 0.6715199947357178, 0.7119199633598328, 0.7315999865531921, 0.752240002155304]"
4,KKT1,1,0.7730240225791931,0.6128757780418396,0.8624,0.36763560276031493,0.816,0.5619245452880859,62500,500,0.7726560235023499,0.8624,0.816,31.8362692380324,33.55422849103343,"[0.6777600049972534, 0.7631999850273132, 0.7909599542617798, 0.8091199994087219, 0.8240799903869629]"
5,KKT1,1,0.7546399831771851,0.6645837640533447,0.838,0.4358754741668701,0.756,0.7108019104003906,62500,500,0.7541760206222534,0.838,0.756,31.847551195998676,33.65809093200369,"[0.6586399674415588, 0.7419999837875366, 0.7711199522018433, 0.7950399518013, 0.8064000010490417]"
6,KKT1,1,0.720687985420227,0.7153911808052063,0.8292,0.4575967510223389,0.724,0.7929035949707032,62500,500,0.7203360199928284,0.8292,0.724,31.855186667002272,33.56759371201042,"[0.6069599986076355, 0.713919997215271, 0.7330399751663208, 0.7623199820518494, 0.7871999740600586]"
7,KKT1,1,0.8130559921264648,0.5132388837566375,0.8532,0.39933463096618654,0.768,0.7176929931640625,62500,500,0.812608003616333,0.8532,0.768,31.861542198981624,33.58792539301794,"[0.7247200012207031, 0.7953599691390991, 0.8340799808502197, 0.8476799726486206, 0.8634399771690369]"
8,KKT1,1,0.714352011680603,0.7575322972602844,0.8424,0.4298213706970215,0.712,0.8913560791015624,62500,500,0.7139520049095154,0.8424,0.712,31.86414252204122,33.59973167697899,"[0.5775200128555298, 0.6977599859237671, 0.7356799840927124, 0.769279956817627, 0.7915199995040894]"
9,KKT1,1,0.645359992980957,0.8558437546119689,0.7608,0.6088273094177246,0.604,0.9853447875976562,62500,500,0.6449599862098694,0.7608,0.604,31.866464143036865,33.578919942025095,"[0.5496799945831299, 0.6189599633216858, 0.6579999923706055, 0.6898399591445923, 0.710319995880127]"
10,KKT1,1,0.7393119931221008,0.6864123657550811,0.8616,0.37548069190979005,0.68,0.8475675659179688,62500,500,0.7388799786567688,0.8616,0.68,31.84809999895515,33.5639423429966,"[0.6069599986076355, 0.7301599979400635, 0.7611199617385864, 0.7877599596977234, 0.8105599880218506]"
11,KKT1,1,0.8590559959411621,0.39261611991691586,0.9328,0.17747706909179686,0.832,0.47170562744140626,62500,500,0.8585759997367859,0.9328,0.832,31.833635330025572,33.63290270901052,"[0.7543999552726746, 0.8467999696731567, 0.8763200044631958, 0.9018399715423584, 0.9159199595451355]"
12,KKT1,1,0.8198239803314209,0.4883327795658111,0.9176,0.23087833347320558,0.792,0.6656141510009765,62500,500,0.8193600177764893,0.9176,0.792,31.85296417196514,33.573361347022,"[0.7059199810028076, 0.8129599690437317, 0.8379199504852295, 0.8646399974822998, 0.8776800036430359]"
13,KKT1,1,0.8036159873008728,0.5352339039955138,0.8948,0.2825458595275879,0.744,0.75605224609375,62500,500,0.8031839728355408,0.8948,0.744,31.856486145989038,33.57277373102261,"[0.6983199715614319, 0.7971199750900269, 0.8269599676132202, 0.8372799754142761, 0.8583999872207642]"
14,KKT1,1,0.8868319988250732,0.3299947580537796,0.9572,0.1314740873336792,0.836,0.5524776306152344,62500,500,0.88646399974823,0.9572,0.836,31.844269570021424,33.55658090597717,"[0.7943199872970581, 0.8798399567604065, 0.9019999504089355, 0.9280799627304077, 0.929919958114624]"
15,KKT1,1,0.8246560096740723,0.47216751035976406,0.8744,0.3272564990997314,0.808,0.5806960754394531,62500,500,0.8242560029029846,0.8744,0.808,31.86141818400938,33.58047823398374,"[0.7164799571037292, 0.8159999847412109, 0.842960000038147, 0.8667999505996704, 0.8810399770736694]"
16,KKT1,1,0.8466079831123352,0.42568032719326016,0.944,0.17279240732192994,0.824,0.4710984191894531,62500,500,0.8462560176849365,0.944,0.824,31.849595356965438,33.57179920800263,"[0.7452799677848816, 0.8375200033187866, 0.8660799860954285, 0.8851999640464783, 0.8989599943161011]"
17,KKT1,1,0.8522560000419617,0.4157267905540466,0.934,0.18745079765319825,0.808,0.7448943481445313,62500,500,0.8519999980926514,0.934,0.808,31.86602935299743,33.59657908696681,"[0.7499200105667114, 0.850879967212677, 0.8735199570655823, 0.8834399580955505, 0.9035199880599976]"
18,KKT1,1,0.784991979598999,0.5574828742303848,0.9108,0.25365056114196777,0.78,0.6658477478027344,62500,500,0.7846400141716003,0.9108,0.78,31.85579580796184,33.682658628968056,"[0.6382399797439575, 0.7658399939537048, 0.8113600015640259, 0.841759979724884, 0.8677600026130676]"
19,KKT1,1,0.7874720096588135,0.5616945078926087,0.8932,0.29429891929626467,0.732,0.7680421142578125,62500,500,0.7871040105819702,0.8932,0.732,31.85270380502334,33.57892898301361,"[0.679919958114624, 0.7731199860572815, 0.799519956111908, 0.8325600028038025, 0.8522399663925171]"
20,KKT1,1,0.8433600068092346,0.43238816819286346,0.9252,0.21776331272125243,0.8,0.68853564453125,62500,500,0.8427519798278809,0.9252,0.8,31.8671598060173,33.5798066900461,"[0.7207199931144714, 0.8325600028038025, 0.8648799657821655, 0.8901599645614624, 0.9084799885749817]"
21,KKT1,1,0.7575520277023315,0.6421431050491333,0.8776,0.3410316268920898,0.704,0.8568397521972656,62500,500,0.7572799921035767,0.8776,0.704,31.865556446951814,33.589755602995865,"[0.6061599850654602, 0.7434399724006653, 0.7830399870872498, 0.8184799551963806, 0.8366400003433228]"
22,KKT1,1,0.8529599905014038,0.4108599059419632,0.9124,0.24656032676696776,0.88,0.4599781951904297,62500,500,0.8525919914245605,0.9124,0.88,31.86001219699392,33.573307823971845,"[0.752240002155304, 0.8459999561309814, 0.8727200031280518, 0.8893599510192871, 0.90447998046875]"
23,KKT1,1,0.8083199858665466,0.49938814554500577,0.904,0.24400133781433106,0.772,0.60308056640625,62500,500,0.8078879714012146,0.904,0.772,31.86655898502795,33.58651513198856,"[0.6733599901199341, 0.7954399585723877, 0.8335999846458435, 0.8597599864006042, 0.8794399499893188]"
24,KKT1,1,0.8438239693641663,0.4313985882720947,0.9376,0.1809188980102539,0.832,0.5184725494384765,62500,500,0.8434399962425232,0.9376,0.832,31.8480558230076,33.56590613705339,"[0.711679995059967, 0.8375999927520752, 0.868399977684021, 0.8898400068283081, 0.9115999937057495]"
25,KKT1,1,0.8801119923591614,0.3293191402254104,0.9448,0.14543351011276245,0.856,0.47489266967773436,62500,500,0.8797119855880737,0.9448,0.856,31.8548679400119,33.56708951096516,"[0.775119960308075, 0.8759999871253967, 0.9043200016021729, 0.9175199866294861, 0.9275999665260315]"
26,KKT1,1,0.8621439933776855,0.3730706860246658,0.9416,0.15810637474060057,0.868,0.417728515625,62500,500,0.861840009689331,0.9416,0.868,31.879816033004317,33.69746788300108,"[0.7610399723052979, 0.853119969367981, 0.8829599618911743, 0.9035999774932861, 0.9099999666213989]"
27,KKT1,1,0.8701919913291931,0.35846249969005584,0.9484,0.1401528144598007,0.856,0.4529752197265625,62500,500,0.8695520162582397,0.9484,0.856,31.85420622100355,33.57607754401397,"[0.7487199902534485, 0.8680799603462219, 0.896079957485199, 0.9134399890899658, 0.9246399998664856]"
