arm,cond,seed,slot,lr,task,hard,n_classes,online_acc,train_acc,test_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3
R,std,0,0,0.0001,1,1,5,0.7185897436,0.8475999832,0.7420000434,0.8475999832,0,0,0.4599107206,3.784357071,-2.346525431,0.5327999592,36.9649607,0,0,1.53264308,2.162815094,-2.647392988,0.7871999741,23.8672788,0.6667029262,0.6035132408,0.5893999338
R,std,0,0,0.0001,2,0,1,0.9627003205,1,1,1,0,0,-0.8018180132,1.925384045,-2.441779852,0.3000000119,28.4281541,0.01999999955,0.01999999955,0.2047692388,1.131677151,-2.703635931,0.5500000119,14.090823,0.6134175062,0.5987077355,0.58319664
R,std,0,0,0.0001,3,1,5,0.6796474359,0.8104000092,0.6860000491,0.8104000092,0,0,0.04254931584,3.167377234,-2.112571955,0.5044000149,39.74240151,0,0,1.623975515,1.96334374,-2.030773878,0.8407999873,25.12296363,0.6686725616,0.6106011868,0.5910298824
R,std,0,0,0.0001,4,0,1,0.9703926282,1,1,1,0,0,-0.09966402501,2.341433525,-3.281095266,0.4880000353,32.82389962,0,0,1.119544029,1.440194845,-2.165022135,0.8620000482,16.46355505,0.6291128397,0.6163757443,0.5808213353
R,std,0,0,0.0001,5,1,5,0.7524439103,0.8579999804,0.7380000353,0.8579999804,0,0,-0.2731458545,2.986795664,-3.190243006,0.423999995,38.5954337,0,0,1.847806931,1.921946287,-2.861013412,0.8443999887,24.5803749,0.6465959549,0.6226956248,0.5836483836
R,std,0,0,0.0001,6,0,1,0.9702323718,1,1,1,0,0,-0.8461518884,2.330836058,-2.496386766,0.3280000091,25.8393526,0,0,0.6247935891,1.400919437,-2.383515835,0.6880000234,15.49576763,0.6152772903,0.6155868769,0.5808724761
R,std,0,0,0.0001,7,1,5,0.7447115385,0.8667999506,0.7280000448,0.8667999506,0,0,-0.02072169818,4.170010567,-1.369423985,0.4951999784,40.37254023,0,0,1.942335486,2.200725555,-2.61061573,0.8363999724,26.42617161,0.665009737,0.6259717345,0.5903601646
R,std,0,0,0.0001,8,0,1,0.9809294872,1,1,1,0,0,-1.70861721,2.040831327,-3.879740477,0.1720000058,21.71210039,0,0,1.059744716,1.199936152,-3.659040928,0.9140000343,12.21481502,0.6142678261,0.6213824749,0.5839722753
R,std,0,0,0.0001,9,1,5,0.5961137821,0.7507999539,0.5660000443,0.7507999539,0,0,0.007419120055,3.155731678,-1.877530456,0.4959999919,45.26980283,0,0,1.853714347,1.736770272,-1.673993945,0.8551999927,29.18563352,0.6660487652,0.6361982226,0.5912479758
R,std,0,0,0.0001,10,0,1,0.9649439103,1,1,1,0,0,-0.5068557262,2.039861917,-1.4844383,0.380000025,33.14040949,0,0,0.4570655823,1.508335829,-2.592859507,0.6180000305,18.0065826,0.6197241545,0.6298489571,0.5882165432
