arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_c1,zeroout_c1,zbar_c1,zsd_c1,zbar_min_c1,mob_c1,mob_pool_c1,eff_rank_c1,dead_frac_c2,zeroout_c2,zbar_c2,zsd_c2,zbar_min_c2,mob_c2,mob_pool_c2,eff_rank_c2,dead_frac_f1,zeroout_f1,zbar_f1,zsd_f1,zbar_min_f1,mob_f1,eff_rank_f1,dead_frac_f2,zeroout_f2,zbar_f2,zsd_f2,zbar_min_f2,mob_f2,eff_rank_f2,w_norm_c1,w_norm_c2,w_norm_f1,w_norm_f2,w_norm_f3,alpha_med_c1,alpha_min_c1,alpha_max_c1,alpha_clip_frac_c1,two_alpha_W_med_c1,alpha_med_c2,alpha_min_c2,alpha_max_c2,alpha_clip_frac_c2,two_alpha_W_med_c2,alpha_med_f1,alpha_min_f1,alpha_max_f1,alpha_clip_frac_f1,two_alpha_W_med_f1,alpha_med_f2,alpha_min_f2,alpha_max_f2,alpha_clip_frac_f2,two_alpha_W_med_f2,pool
SNA_avg,0,0.001,1,none,0.9710229167,1,1,0,0,0.03989547119,0.2608930469,-0.1560027152,1.123301148,1.290306807,11.97943706,0,0,-0.1746385545,0.7952024341,-0.3421640694,0.8594446182,1.245010018,14.76363094,0,0,-0.5321341157,3.289740324,-4.85027504,0.8889883757,81.20102397,0,0,1.386282563,4.39386797,-2.798717976,1.173885584,63.80743075,0.7345554233,1.512321591,2.475074053,1.045551777,1.270268798,2.305681229,1.626463056,3,0.3125,1.200000048,0.7378550768,0.6295107603,1.065188646,0,1.200000048,0.1887067854,0.1209243014,0.2521984875,0,1.200000048,0.14049384,0.0829474926,0.2155533731,0,1.200000048,avg
SNA_avg,0,0.001,2,none,0.9733479167,1,1,0,0,-0.04012738168,0.282815516,-0.2545243502,0.9526035786,1.148746729,11.60070831,0,0,-0.4297426343,1.021534562,-0.8196978569,0.7290807366,1.111601114,14.7877442,0,0,-2.672896862,4.514698982,-12.81285858,0.6610360146,83.43542745,0,0,-1.501980901,6.38945055,-12.70305443,0.8629510999,73.94226693,0.817248702,1.893470526,3.501723766,1.336028457,1.398388028,2.021090508,1.220771909,3,0.25,1.200000048,0.5470266938,0.396627754,0.8643045425,0,1.200000048,0.1380287558,0.0969511494,0.2067793161,0,1.200000048,0.09724070132,0.06288295984,0.1289819777,0,1.200000048,avg
SNA_avg,0,0.001,3,none,0.97194375,1,1,0,0,-0.01400380023,0.2581650317,-0.1726139039,1.059871316,1.252433896,12.10800397,0,0,-0.3386030793,1.059507012,-0.7047262192,0.8067006469,1.235509872,15.0259335,0,0,-3.050519943,4.549304008,-12.8581686,0.6842781901,84.40675537,0,0,-4.55795002,7.73468256,-20.28799438,0.6410603523,76.17838858,0.8952804804,2.127221346,4.19729805,1.549841642,1.447014093,2.288808107,1.054277182,3,0.25,1.200000048,0.5526256561,0.3967973888,0.7895465493,0,1.200000048,0.1362386942,0.09683459997,0.1773857772,0,1.200000048,0.08050329983,0.05051874369,0.1168836579,0,1.200000048,avg
SNA_avg,0,0.001,4,none,0.9709583333,1,1,0,0,-0.05746767297,0.2378233671,-0.2405094504,0.9049627781,1.109838128,12.122067,0,0,-0.3856226802,1.00278616,-0.7027540803,0.7447732687,1.198943257,14.92112466,0,0,-2.88903594,4.302353859,-13.02910995,0.6359097362,82.52869102,0,0,-5.11222744,8.449000359,-23.15545464,0.6968793273,75.62491059,0.9159055352,2.395829439,4.752405167,1.712287664,1.533397675,2.282822132,0.9788083434,3,0.4375,1.199999928,0.583286345,0.4858784378,0.8262031078,0,1.200000048,0.1438965797,0.09871191531,0.1909897774,0,1.200000048,0.07359720021,0.04897636175,0.104887858,0,1.200000048,avg
SNA_avg,0,0.001,5,none,0.9735583333,1,1,0,0,-0.0306196101,0.1981659085,-0.3755451441,0.9182122946,1.151665807,12.03447761,0,0,-0.5214858055,1.123241782,-0.8607454896,0.6863664985,1.166638374,14.82315384,0,0,-4.701040745,4.96477747,-13.31823635,0.6360685229,80.7425782,0,0,-10.22130203,9.809793472,-26.83229256,0.6128455997,76.14322555,0.9343830347,2.520222902,5.303059578,1.874708176,1.585397005,2.640852928,1.051222444,3,0.5,1.18831718,0.5320528746,0.458460629,0.860581696,0,1.200000048,0.1249211654,0.09187019616,0.1582552791,0,1.200000048,0.06306385994,0.04728652164,0.08516543359,0,1.200000048,avg
SNA_avg,0,0.001,6,none,0.96850625,1,1,0,0,-0.04219710082,0.2202152163,-0.437969476,0.8310643435,1.019430995,13.09014878,0,0,-0.3792088032,0.8910453916,-0.6408472657,0.7857749462,1.238065481,14.71660111,0,0,-5.184903622,4.922044754,-16.22800255,0.6531669497,80.84860399,0,0,-9.577147484,10.24436188,-35.49016953,0.6620916724,75.69509659,0.9205790162,2.619980097,5.817556381,2.046398878,1.601662993,2.573859215,0.9266553521,3,0.4375,1.199999928,0.6724286079,0.3172453046,0.8755616546,0,1.200000048,0.1255667061,0.08980000019,0.1533588618,0,1.200000048,0.06065281853,0.0404998064,0.09410972148,0,1.200000048,avg
SNA_avg,0,0.001,7,none,0.9606520833,1,1,0,0,-0.03767196089,0.2094812244,-0.3023238778,0.9402111173,1.17640388,12.86387512,0,0,-0.4185062647,0.8317030668,-0.7570368648,0.708917141,1.149702549,14.74010172,0,0,-4.74384594,4.507236481,-13.60696697,0.6345595121,76.86731568,0,0,-10.81101894,9.566968918,-31.46684074,0.6234235764,75.54046696,0.9086363912,2.807485104,6.270968914,2.108957529,1.638240457,2.762946367,1.081794977,3,0.375,1.200000048,0.7084294558,0.2984202206,0.8050188422,0,1.200000048,0.1370951235,0.08492031693,0.1817421317,0,1.200000048,0.06470802426,0.04567524418,0.09431198239,0,1.200000048,avg
SNA_avg,0,0.001,8,none,0.9641833333,1,1,0,0,-0.03588574752,0.2104141265,-0.3025802076,0.8618705273,1.112878203,13.39570781,0,0,-0.4196898639,0.791713357,-0.728910327,0.6823799014,1.145022869,14.81949363,0,0,-4.351425648,4.004085064,-11.70040894,0.6534019113,78.70061607,0,0,-7.872424603,8.812013626,-27.65447044,0.6261121631,77.17656844,0.8849628568,2.951350212,6.599651337,2.208637953,1.732938647,2.847272396,1.304439425,3,0.375,1.199999928,0.7064747214,0.3692609668,1.130726695,0,1.200000048,0.1542748213,0.1088450626,0.1812327057,0,1.200000048,0.07007169724,0.05126397312,0.1024524868,0,1.200000048,avg
SNA_avg,0,0.001,9,none,0.96391875,1,1,0,0,-0.06295819581,0.218566373,-0.3799287379,0.869920671,1.104805112,13.20307449,0,0,-0.441816628,0.8486219645,-0.6663755178,0.6918386221,1.141862392,14.89611603,0,0,-4.018341541,4.316952229,-12.35575962,0.639154017,81.34561179,0,0,-8.938271523,9.646635056,-26.53441429,0.6020333767,79.21275289,1.001832962,3.110183954,7.023918629,2.292643309,1.733440399,2.647554874,1.072367907,3,0.375,1.199999928,0.6953670979,0.3340654373,0.9244528413,0,1.200000048,0.1432738155,0.09361317754,0.1783151627,0,1.200000048,0.06397606432,0.04731880873,0.09193781018,0,1.200000048,avg
SNA_avg,0,0.001,10,none,0.96370625,1,1,0,0,-0.05816495419,0.2371422648,-0.2715239525,0.9133543372,1.153862596,13.55523415,0,0,-0.4967321754,0.8107355237,-0.6660949588,0.6802795529,1.188320756,14.76006895,0,0,-5.193542004,4.408604145,-12.0966959,0.6396763325,81.50702648,0,0,-9.405937195,10.00776768,-30.29445457,0.6082206368,78.39443884,0.9870764017,3.19021821,7.398388386,2.36743474,1.754129887,2.464640856,1.343385935,3,0.375,1.200000048,0.7073748112,0.3122233152,1.072322011,0,1.200000048,0.1406829655,0.09671939909,0.1713572443,0,1.200000048,0.06094057485,0.04159197211,0.08155675977,0,1.200000048,avg
