arm,cond,seed,slot,lr,task,hard,n_classes,online_acc,train_acc,test_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,m_l1,m_l2
CHB0,raw,0,0,0.0001,1,1,5,0.5871394231,0.7267999649,0.70600003,0.7267999649,0,0,0.1553340107,4.100072384,-0.7832212448,0.4948000014,21.93476097,0,0,0.01841205917,4.124073029,-0.4494722188,0.4883999825,22.35755622,1.07572031,0.6704852581,0.678573966,1.977009535,2.193013668
CHB0,raw,0,0,0.0001,2,0,1,0.7096554487,0.7040000558,0.6999999881,0.7040000558,0,0,-0.2874165177,1.050901294,-1.155927896,0.302000016,10.18813441,0,0,-0.2528734803,0.3049254417,-1.323353767,0.1440000087,8.103146105,0.8348644972,0.6632176042,0.8247531056,2.55855608,1.674248815
CHB0,raw,0,0,0.0001,3,1,5,0.5200320513,0.5727999806,0.5440000296,0.5727999806,0,0,-0.002942856634,8.504560471,-1.617775321,0.4763999879,14.33857001,0,0,0.7316768169,16.86086464,-3.553622246,0.5392000079,13.33196717,1.436964869,0.8132830262,0.8545568585,4.281672955,7.267820835
CHB0,raw,0,0,0.0001,4,0,1,0.8717147436,0.962000072,0.8899999857,0.962000072,0,0,-0.9841850996,2.376820087,-9.392223358,0.2360000163,9.692435927,0.009999999776,0,-0.7624742389,3.771674156,-3.87745142,0.2700000107,9.124581699,1.022936702,0.8442038894,0.9642832875,2.522107601,3.344783783
CHB0,raw,0,0,0.0001,5,1,5,0.6262820513,0.7135999799,0.6380000114,0.7135999799,0,0,-0.06677447259,5.398489475,-3.386970997,0.4815999866,19.1118896,0,0,0.2103987932,11.67384434,-2.271588802,0.5767999887,20.36480049,1.357932687,0.9293600917,0.967155993,3.351477623,4.945353508
CHB0,raw,0,0,0.0001,6,0,1,0.8515625,0.8480000496,0.7899999619,0.8480000496,0,0,-1.171020031,1.478960514,-5.717937469,0.1600000113,8.27651071,0,0,-0.1096522957,7.668320656,-1.507660031,0.5360000134,8.125763396,1.12120235,1.004633904,1.030729055,2.501787901,7.007141113
CHB0,raw,0,0,0.0001,7,1,5,0.5237980769,0.6331999898,0.6180000305,0.6331999898,0,0,-0.1895044595,7.131024837,-5.515498161,0.4903999865,13.44930192,0,0,0.1645281166,37.99351883,-2.223563433,0.5643999577,10.19443268,1.463102102,1.086272597,1.043730021,4.590622425,14.58838558
CHB0,raw,0,0,0.0001,8,0,1,0.8867788462,0.9580000639,0.9399999976,0.9580000639,0,0,-1.380737662,7.849131584,-14.21944904,0.3940000236,16.64531135,0,0,-0.7875442505,14.10753822,-4.419301033,0.4840000272,12.77811962,2.104167461,1.12195313,1.056646705,4.699801922,7.326535702
CHB0,raw,0,0,0.0001,9,1,5,0.3850560897,0.4923999906,0.4100000262,0.4923999906,0,0,-0.03745484352,8.776823044,-2.326571465,0.4847999811,14.48037129,0,0,0.3981725872,31.82035446,-2.360899448,0.608799994,10.86484237,1.745885015,1.176448584,1.096592188,4.577402115,13.40172863
CHB0,raw,0,0,0.0001,10,0,1,0.969150641,0.9900000691,0.9599999785,0.9900000691,0,0,-0.2649736404,10.14923382,-4.75003767,0.4920000136,13.17715564,0,0,-0.2485138625,22.79570007,-2.042327642,0.584000051,11.09058276,1.836813569,1.211681962,1.153866649,4.662080765,11.00939178
CHB0,raw,0,0,0.0001,11,1,5,0.5246394231,0.6096000075,0.5500000119,0.6096000075,0,0,-0.043215096,10.16014862,-1.754238963,0.4971999824,14.10817489,0,0,0.1066539064,25.53952789,-1.991338968,0.5924000144,12.27994566,1.843135476,1.242269397,1.208393812,4.911208153,12.16282082
CHB0,raw,0,0,0.0001,12,0,1,0.9490384615,0.9820000529,0.9199999571,0.9820000529,0,0,-0.5725308061,9.066080093,-10.64576054,0.3420000076,12.85462401,0,0,0.1241958067,20.56306267,-5.158240795,0.5660000443,10.63296597,1.769002438,1.322447419,1.252310395,4.411449909,9.80982399
CHB0,raw,0,0,0.0001,13,1,5,0.5531650641,0.6376000047,0.5879999995,0.6376000047,0,0,-0.66494596,12.25013351,-9.502697945,0.4467999935,13.05530176,0,0,0.4285667837,33.69266129,-3.970768213,0.6100000143,12.05134965,1.981523037,1.319495916,1.259500265,5.193120003,14.70319748
CHB0,raw,0,0,0.0001,14,0,1,0.9397035256,1,1,1,0,0,-1.348707795,9.346351624,-33.32751083,0.202000007,12.40006366,0,0,-0.7394684553,21.55895424,-12.13224697,0.4960000217,7.939524331,1.927407861,1.353307366,1.324067473,8.424304962,12.02381802
CHB0,raw,0,0,0.0001,15,1,5,0.473838141,0.5279999971,0.4960000217,0.5279999971,0,0,-0.1896332949,8.648797035,-3.186561823,0.4535999894,10.15324083,0,0,0.7507897019,41.00675964,-5.02664423,0.5855999589,9.36912114,1.580591559,1.361863852,1.330019712,5.382648945,17.95279884
