arm,cond,seed,slot,lr,task,hard,n_classes,online_acc,train_acc,test_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,m_l1,m_l2
H,raw,0,0,0.0001,1,1,5,0.4960336538,0.6247999668,0.6200000048,0.6247999668,0.4899999797,0.01999999955,-0.7266473174,0.6580067873,-1.98657012,0.03759999946,3.92323812,0.02999999933,0,-0.2030322999,8.515123367,-9.968096733,0.4671999812,8.595627212,0.5998347998,0.6064530611,0.6937312484,18.12551117,4.820418358
H,raw,0,0,0.0001,2,0,1,0.9875,0.9940000176,1,0.9940000176,0.5399999619,0.01999999955,-1.053244948,0.4423308372,-6.376333237,0,3.085404933,0.1899999976,0,-3.865283489,2.703501225,-17.33166885,0.02600000054,6.758748688,0.598383069,0.6208307147,0.7175604701,13.27720928,3.294216156
H,raw,0,0,0.0001,3,1,5,0.5280448718,0.6139999628,0.574000001,0.6139999628,0.4199999869,0,-0.929174602,1.031249404,-5.369059086,0.01840000041,3.702649491,0.03999999911,0,0.5551792979,4.283459663,-18.11209679,0.502399981,8.233524502,0.6405468583,0.6298592091,0.7514489293,17.1731205,5.405250549
H,raw,0,0,0.0001,4,0,1,0.9847355769,1,1,1,0.4599999785,0,-0.8726271391,0.7763408422,-6.032997608,0.00400000019,3.176518085,0.03999999911,0,-0.2565846443,6.789465904,-16.93957329,0.4660000205,6.597655786,0.6663712263,0.6656311154,0.7600622177,20.65371132,6.598751068
H,raw,0,0,0.0001,5,1,5,0.6412660256,0.7103999853,0.6800000072,0.7103999853,0.4099999964,0,-0.9227699041,1.861620307,-3.994074106,0.1947999895,4.316470208,0.02999999933,0,-1.829419494,6.09308672,-18.14536858,0.3680000007,10.05898481,0.7732318044,0.6850319505,0.7744819522,27.88569832,6.639916897
H,raw,0,0,0.0001,6,0,1,0.984375,1,1,1,0.4399999976,0,-1.03473103,1.245423555,-7.44987154,0.00800000038,3.311351489,0.05999999866,0,-2.879477501,7.781564713,-22.21001244,0.2320000082,6.790534983,0.712590754,0.7054945827,0.7843613029,27.33241081,6.46412468
H,raw,0,0,0.0001,7,1,5,0.571875,0.6747999787,0.6560000181,0.6747999787,0.3700000048,0,-0.9679308534,2.054610491,-7.871201515,0.1415999979,3.963692659,0.009999999776,0,-1.539573431,11.33691597,-21.68129158,0.4555999935,8.942957162,0.8009739518,0.7317515016,0.8140360713,31.33047295,9.302601814
H,raw,0,0,0.0001,8,0,1,0.9867387821,1,0.9899999499,1,0.4299999774,0,-1.002077818,2.190597773,-10.77957439,0.01600000076,3.709149568,0.02999999933,0,-1.836805105,7.838368893,-29.61083221,0.3380000293,8.588610338,0.9915852547,0.7439038754,0.813524127,36.70166779,6.823469639
H,raw,0,0,0.0001,9,1,5,0.3893429487,0.4487999976,0.4060000181,0.4487999976,0.3999999762,0,-1.052817941,1.803161383,-9.06889534,0.02599999867,3.760677637,0,0,-0.01356547326,6.881626606,-22.61399269,0.4948000014,8.277515459,0.8078687191,0.7705911398,0.8525519371,31.53470802,8.97069931
H,raw,0,0,0.0001,10,0,1,0.9829727564,1,1,1,0.4099999964,0,-1.148934841,1.899368882,-9.415679932,0.00800000038,3.558154663,0.03999999911,0,-2.381830215,6.080116272,-16.92837906,0.3480000198,6.491940515,0.8434965611,0.7904583216,0.8694674373,30.41341782,6.534729004
H,raw,0,0,0.0001,11,1,5,0.5005608974,0.5615999699,0.5560000539,0.5615999699,0.3700000048,0,-1.136602759,2.178750515,-9.930860519,0.01879999973,3.712020148,0.04999999702,0,-1.220284104,12.53742886,-24.41638947,0.4663999975,7.765109217,0.8372197747,0.8150566816,0.8993037343,32.70110321,10.34630394
H,raw,0,0,0.0001,12,0,1,0.9822516026,1,0.9799999595,1,0.4199999869,0,-1.159661889,1.542708278,-12.25906849,0.00400000019,3.242502393,0.03999999911,0,-0.6725085974,11.3857851,-19.50691223,0.4500000179,6.94470493,0.8155443072,0.8433476686,0.8831359148,30.57567406,10.4294138
H,raw,0,0,0.0001,13,1,5,0.5221153846,0.5992000103,0.5920000076,0.5992000103,0.3899999857,0,-1.200423241,2.11849618,-11.16298008,0.006000000052,3.312079553,0.01999999955,0,-4.125425816,13.18028831,-21.83944702,0.3959999979,7.246354919,0.8594714999,0.8572322726,0.9299815893,38.3822937,9.618177414
H,raw,0,0,0.0001,14,0,1,0.9788862179,0.9960000515,1,0.9960000515,0.4099999964,0,-0.8647416234,2.080600977,-9.123656273,0.006000000052,3.705230063,0.04999999702,0,-0.6229687929,6.972875595,-26.3662796,0.4700000286,7.531787687,0.8766098022,0.8664308786,0.9391630888,27.82203102,8.835449219
H,raw,0,0,0.0001,15,1,5,0.4806490385,0.5379999876,0.5420000553,0.5379999876,0.4899999797,0,-1.267356634,2.209606409,-12.87197399,0.0003999999899,2.600996889,0.009999999776,0,0.04420312867,14.91089535,-21.13347816,0.4747999907,5.600339225,0.847015202,0.8759706616,0.9805496335,38.09540558,11.66132927
