arm,cond,seed,slot,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,steps,stop_step,tc,hit99,hit999,acc_at_hit_plus_500,min_correct_after_hit
LR,std,2,0,0.001,1,none,0.806925,1,1,0,0,-1.461851716,13.0133419,-6.457993507,0.5035000443,72.07278998,0,0,-2.391977072,7.883572102,-7.964192867,0.4337501228,74.45989012,2.724959135,0.8319644928,1.06630671,2500,2500,2500,1900,2000,1200,1200
LR,std,2,0,0.001,2,none,0.8045833333,1,1,0,0,-2.320496082,18.32233047,-7.855094433,0.4922500849,73.12462617,0,0,-9.739057541,12.78379059,-19.03341866,0.2792500257,82.08971026,3.791699886,1.016145468,1.189349294,2700,2700,5200,1800,2200,1200,1200
LR,std,2,0,0.001,3,none,0.8341666667,1,1,0,0,-2.662217617,17.85429573,-9.669370651,0.4982501268,74.91083673,0,0,-11.73877716,13.49972343,-25.51242828,0.2702499926,79.98931638,4.167734146,1.048153281,1.115239739,1500,1500,6700,900,1000,1200,1200
LR,std,2,0,0.001,4,none,0.8659615385,1,1,0,0,-2.918791056,18.98440933,-10.72607613,0.4787501097,74.97028248,0,0,-13.6587801,14.7659483,-26.01426125,0.2462500036,79.97768756,4.489166737,1.082493067,1.066578388,1300,1300,8000,600,800,1200,1200
LR,std,2,0,0.001,5,none,0.9015865385,1,1,0,0,-3.510063887,19.07015419,-10.55047226,0.4862501025,75.71459845,0,0,-13.62609959,15.02247906,-26.61739731,0.2560000122,80.22925739,4.753788948,1.112269044,1.053829551,1300,1300,9300,500,800,1200,1200
LR,std,2,0,0.001,6,none,0.8783125,1,1,0,0,-3.483379364,20.04348373,-11.7931366,0.4825001061,76.05450825,0,0,-15.86096382,16.34129906,-28.63792419,0.2304999828,80.41938504,4.999610901,1.136553407,1.000306845,1000,1000,10300,500,500,1200,1200
LR,std,2,0,0.001,7,none,0.8846527778,1,1,0,0,-3.299558401,20.24040604,-11.67345333,0.4847501218,76.48941434,0,0,-16.55106163,16.80933952,-27.79250145,0.2290000021,80.03283972,5.192300797,1.151751161,0.9572998285,900,900,11200,400,400,1200,1200
LR,std,2,0,0.001,8,none,0.9131818182,1,1,0,0,-3.744282007,20.4990921,-11.54636383,0.4832500815,76.28744546,0,0,-17.53677368,17.54310989,-26.81091881,0.2319999784,80.70908294,5.381390572,1.176159978,0.9558343291,1100,1100,12300,300,600,1200,1200
LR,std,2,0,0.001,9,none,0.910375,1,1,0,0,-3.778185368,20.7277298,-12.84720707,0.4817501009,76.83496628,0,0,-17.24149513,18.28160858,-29.6578331,0.2334999889,80.64925798,5.587663651,1.188033342,0.9391236901,1000,1000,13300,400,500,1200,1200
LR,std,2,0,0.001,10,none,0.8934027778,1,1,0,0,-4.051370621,21.78606796,-13.17139149,0.4795000851,76.4621307,0,0,-19.62578583,18.8176136,-30.32871246,0.2162499726,80.81231677,5.734879971,1.204783916,0.8981391191,900,900,14200,400,400,1200,1200
LR,std,2,0,0.001,11,none,0.9099305556,1,1,0,0,-3.999586582,21.88377571,-12.6404562,0.4870001376,76.92865745,0,0,-19.47083664,19.14546585,-31.73880196,0.2275000066,80.01552771,5.89819622,1.214280009,0.8730099797,900,900,15100,300,400,1200,1200
LR,std,2,0,0.001,12,none,0.92025,1,1,0,0,-4.444794655,22.85375404,-13.46179104,0.4780001044,76.65079104,0,0,-20.88623047,19.91272354,-32.33753204,0.2222500145,80.92031831,6.055950642,1.233705163,0.8658539653,1000,1000,16100,300,500,1200,1200
LR,std,2,0,0.001,13,none,0.901484375,1,1,0,0,-4.076072693,22.44323349,-13.04359245,0.4787501097,77.2591938,0,0,-21.27624321,20.17251968,-31.43180084,0.217749998,80.79206308,6.193972588,1.24239707,0.8450502753,800,800,16900,300,300,1200,1200
LR,std,2,0,0.001,14,none,0.9138194444,1,1,0,0,-4.611615658,23.73448753,-12.54815769,0.48025015,76.87702436,0,0,-21.65995789,20.87364197,-34.71641159,0.2094999701,81.29752723,6.346777439,1.255384445,0.8210757971,900,900,17800,300,400,1200,1200
