arm,cond,seed,slot,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,steps,stop_step,tc,hit99,hit999,correct_at_hit_plus_500,hit_plus_500_observed,min_correct_after_hit
LR,std,0,0,0.001,1,none,0.8134570313,1,1,0,0,-12.86731625,53.36127472,-26.11920357,0.4525001049,77.34391621,0,0,-81.12216187,64.28042603,-158.9419098,0.1704999506,84.27840487,18.94246674,2.259992838,1.025067329,3200,2900,1203200,2000,2400,1199,1,1199
LR,std,1,1,0.001,1,none,0.7863085937,1,1,0,0,-14.46317577,57.45656204,-30.11959076,0.4547501206,77.50294067,0,0,-85.15011597,67.6521759,-160.1446381,0.1689999402,82.96392156,19.40686035,2.339826345,1.044950008,3200,3200,1203200,2100,2700,1200,1,1199
LR,std,2,2,0.001,1,none,0.789375,1,1,0,0,-15.51352787,54.67960358,-34.16882706,0.4390000999,76.17382048,0,0,-71.09284973,63.52271271,-128.357193,0.1847499609,84.59247997,19.21344185,2.242994547,1.031268954,3200,3000,1203200,2000,2500,1200,1,1200
LR,std,3,3,0.001,1,none,0.7979492188,1,1,0,0,-14.08269691,55.19144058,-31.76937485,0.4502500594,77.43951557,0,0,-75.5063858,65.10753632,-148.1183014,0.1847499609,85.16160216,19.28695488,2.350796223,1.188801527,3200,2800,1203200,2000,2300,1200,1,1200
LR,std,4,4,0.001,1,none,0.8034375,1,1,0,0,-11.65941715,51.50581741,-20.62672615,0.4585000575,76.97341733,0,0,-71.88822937,61.3260498,-140.5320587,0.192999959,85.973552,18.78398514,2.274481535,1.073886275,3200,2800,1203200,2000,2300,1200,1,1199
LR,std,5,5,0.001,1,none,0.7995507813,1,1,0,0,-13.25950718,54.0450058,-30.64333344,0.4510001838,76.41302802,0,0,-78.47944641,64.63156128,-137.0789642,0.1772499532,84.68703873,19.19675064,2.29591465,1.155387044,3200,3200,1203200,2000,2700,1200,1,1199
LR,std,6,6,0.001,1,none,0.7974023437,1,1,0,0,-12.95492172,54.47725296,-27.9177742,0.4645000696,77.66416466,0,0,-80.01726532,64.29830933,-164.1761475,0.174249962,83.60217851,19.34477997,2.270457506,1.038926363,3200,2800,1203200,2000,2300,1200,1,1200
LR,std,7,7,0.001,1,none,0.8013671875,1,1,0,0,-13.59298897,54.41377258,-28.84565735,0.4480001032,78.49422199,0,0,-74.57817841,63.92553329,-138.1792908,0.179499954,83.81314456,19.66470718,2.339027166,1.144989729,3200,2800,1203200,2000,2300,1200,1,1199
LR,std,8,8,0.001,1,none,0.7884375,1,1,0,0,-13.19129944,55.22662735,-28.852705,0.4570000768,78.18147305,0,0,-78.41942596,67.26693726,-159.7750397,0.1697499603,83.78562231,19.62218666,2.295220852,1.147183657,3200,2800,1203200,2100,2300,1200,1,1197
LR,std,9,9,0.001,1,none,0.7914453125,1,1,0,0,-12.20697975,52.84500885,-29.51981163,0.4660001099,77.29597038,0,0,-80.18399048,69.17074585,-149.2075348,0.1704999655,84.06819825,19.38778496,2.314547777,1.140393615,3200,2900,1203200,2100,2400,1200,1,1199
