run_id,norm,c,seed,Dstar,invD,rel_drift,n_alive,dead,loss,rnorm
B_w100_K10000_c-0.25_lr0.01_s0,free,-0.25,0,0.9913059024390243,1.0087703478205714,0.0005449328210616683,100.0,0.0,0.04186627317073171,0.6905423170731707
B_w100_K10000_c-0.25_lr0.01_s0_nfix,fixed,-0.25,0,0.988775951219512,1.0113514580999312,0.005211173391175347,99.53658536585365,0.004634146341463414,0.0785680243902439,1.4070175609756097
B_w100_K10000_c-0.25_lr0.01_s1,free,-0.25,1,0.992688975609756,1.0073648691280703,0.0010670275452445655,100.0,0.0,0.041238,0.689875975609756
B_w100_K10000_c-0.25_lr0.01_s10,free,-0.25,10,0.9933449999999998,1.0066995857431207,0.000900115705560406,99.85365853658537,0.0014634146341463415,0.041895148780487806,0.6867651463414635
B_w100_K10000_c-0.25_lr0.01_s10_nfix,fixed,-0.25,10,0.9913436097560976,1.0087319776500423,0.0009411293614195651,99.2439024390244,0.007560975609756099,0.07935922682926828,1.4087546341463413
B_w100_K10000_c-0.25_lr0.01_s11,free,-0.25,11,0.9925050243902439,1.007551574476271,0.0025296846635293906,100.0,0.0,0.041722273170731704,0.6945517317073171
B_w100_K10000_c-0.25_lr0.01_s11_nfix,fixed,-0.25,11,0.9898179268292683,1.0102868142662849,0.0004488419182571689,99.51219512195122,0.004878048780487805,0.08245319268292683,1.4047165853658536
B_w100_K10000_c-0.25_lr0.01_s1_nfix,fixed,-0.25,1,0.9927580975609757,1.0072947301631852,0.0033532034327452627,99.92682926829268,0.0007317073170731707,0.08004969024390243,1.3944256097560976
B_w100_K10000_c-0.25_lr0.01_s2,free,-0.25,2,0.9926426341463416,1.0074118978981652,0.0009394414310311306,95.92682926829268,0.04073170731707317,0.04377983902439025,0.7404276585365854
B_w100_K10000_c-0.25_lr0.01_s2_nfix,fixed,-0.25,2,0.987849780487805,1.012299663119017,0.0014966797611565446,99.2439024390244,0.007560975609756099,0.07871408292682926,1.4065875609756098
B_w100_K10000_c-0.25_lr0.01_s3,free,-0.25,3,0.9918321463414634,1.0082351168881398,0.0016278676130098897,99.41463414634147,0.005853658536585366,0.04132722439024391,0.6959895365853658
B_w100_K10000_c-0.25_lr0.01_s3_nfix,fixed,-0.25,3,0.9885426341463415,1.0115901585403573,0.0003358056361826677,99.6829268292683,0.0031707317073170734,0.08438815853658536,1.4191026829268294
B_w100_K10000_c-0.25_lr0.01_s4,free,-0.25,4,0.9931520487804878,1.0068951690004777,0.0016490627360174776,100.0,0.0,0.04228717073170732,0.688764731707317
B_w100_K10000_c-0.25_lr0.01_s4_nfix,fixed,-0.25,4,0.9904302195121951,1.0096622460616338,0.0017874961900640495,99.7560975609756,0.0024390243902439024,0.08135833902439024,1.3927326829268294
B_w100_K10000_c-0.25_lr0.01_s5_nfix,fixed,-0.25,5,0.9930417073170731,1.007007049786183,0.0004216517462956754,99.60975609756098,0.003902439024390244,0.07622173658536585,1.3990943902439024
B_w100_K10000_c-0.25_lr0.01_s6,free,-0.25,6,0.9928356585365854,1.007216039635376,1.488012546356931e-05,99.7560975609756,0.0024390243902439024,0.039529914634146346,0.6839259268292683
B_w100_K10000_c-0.25_lr0.01_s6_nfix,fixed,-0.25,6,0.9879939512195123,1.0121519456325296,0.002439286188974481,100.0,0.0,0.0811007487804878,1.42704
B_w100_K10000_c-0.25_lr0.01_s7_nfix,fixed,-0.25,7,0.987097243902439,1.013071413355943,0.0046836232865496855,99.97560975609755,0.00024390243902439024,0.0796163756097561,1.3828765853658536
B_w100_K10000_c-0.25_lr0.01_s8,free,-0.25,8,0.9902152439024392,1.0098814436132078,0.006678433955381217,99.58536585365853,0.0041463414634146335,0.0406533243902439,0.683688756097561
B_w100_K10000_c-0.25_lr0.01_s8_nfix,fixed,-0.25,8,0.9889790243902438,1.01114379105922,0.0029330286701896623,99.8780487804878,0.0012195121951219512,0.08102720487804878,1.4030490243902438
B_w100_K10000_c-0.25_lr0.01_s9,free,-0.25,9,0.9915893658536583,1.008481972917389,0.004861670217343232,99.39024390243902,0.006097560975609756,0.0412101243902439,0.6905932439024389
B_w100_K10000_c-0.25_lr0.01_s9_nfix,fixed,-0.25,9,0.9898359512195121,1.0102684174766188,0.004675902406775427,99.3170731707317,0.006829268292682928,0.07905319268292683,1.4120334146341467
B_w100_K10000_c-0.5_lr0.01_s0,free,-0.5,0,0.9891848292682928,1.0109334175087454,0.0004591258026890409,100.0,0.0,0.041885078048780486,0.6911069268292683
B_w100_K10000_c-0.5_lr0.01_s0_nfix,fixed,-0.5,0,0.9775327317073171,1.022983648080451,0.008515494106769396,97.8048780487805,0.021951219512195124,0.0810514487804878,1.408029024390244
B_w100_K10000_c-0.5_lr0.01_s1,free,-0.5,1,0.9915305609756099,1.0085417831358185,0.006659144865996517,100.0,0.0,0.04088127073170732,0.6856869512195123
B_w100_K10000_c-0.5_lr0.01_s10,free,-0.5,10,0.9895032195121951,1.0106081317178326,0.000915427860636782,100.0,0.0,0.04324392439024391,0.6935638780487806
B_w100_K10000_c-0.5_lr0.01_s10_nfix,fixed,-0.5,10,0.9804728780487806,1.019916024592215,0.0009211369799248678,99.39024390243902,0.006097560975609756,0.08356408780487805,1.4155570731707317
B_w100_K10000_c-0.5_lr0.01_s11,free,-0.5,11,0.9891236097560974,1.010995986888418,0.0017809663033417692,99.14634146341463,0.008536585365853657,0.042469551219512194,0.6961717804878049
B_w100_K10000_c-0.5_lr0.01_s11_nfix,fixed,-0.5,11,0.9802960487804878,1.0201000006518688,0.008801955958934486,99.51219512195122,0.004878048780487805,0.07735668048780488,1.4027409756097562
B_w100_K10000_c-0.5_lr0.01_s1_nfix,fixed,-0.5,1,0.9809548780487805,1.019414880722243,0.010034288925265008,97.82926829268293,0.021707317073170734,0.08040052439024391,1.4131207317073171
B_w100_K10000_c-0.5_lr0.01_s2,free,-0.5,2,0.9918034146341465,1.008264324607994,0.0010450044929240813,99.07317073170732,0.009268292682926829,0.040290231707317076,0.6930837073170731
B_w100_K10000_c-0.5_lr0.01_s2_nfix,fixed,-0.5,2,0.9769529024390243,1.0235907969600553,0.011389897814360036,98.48780487804878,0.015121951219512198,0.0809439512195122,1.4037170731707316
B_w100_K10000_c-0.5_lr0.01_s3,free,-0.5,3,0.9887047560975608,1.011424283976363,0.005429762548061938,100.0,0.0,0.04187957073170732,0.6915880975609756
B_w100_K10000_c-0.5_lr0.01_s3_nfix,fixed,-0.5,3,0.9768809756097562,1.0236661629896244,0.0024158949460279864,99.41463414634147,0.005853658536585367,0.08150359268292683,1.4015153658536585
B_w100_K10000_c-0.5_lr0.01_s4,free,-0.5,4,0.9891239512195122,1.010995637874382,0.0015139642064003996,99.53658536585365,0.004634146341463414,0.04313850975609756,0.6963215365853659
B_w100_K10000_c-0.5_lr0.01_s4_nfix,fixed,-0.5,4,0.9834115609756098,1.0168682570783827,0.002309764871076552,99.14634146341463,0.00853658536585366,0.08056689756097561,1.4042234146341463
B_w100_K10000_c-0.5_lr0.01_s5,free,-0.5,5,0.9901497560975611,1.0099482364579488,0.005755051025610968,100.0,0.0,0.04175496097560975,0.6950879268292683
B_w100_K10000_c-0.5_lr0.01_s5_nfix,fixed,-0.5,5,0.9777645609756097,1.0227410973069058,0.005312701682896013,98.26829268292683,0.01731707317073171,0.08358928048780487,1.426609268292683
B_w100_K10000_c-0.5_lr0.01_s6,free,-0.5,6,0.9902318780487804,1.0098644793888754,0.001627373737039971,99.70731707317073,0.0029268292682926834,0.042554992682926826,0.7001465853658536
