activation,seed,cell,early_test_acc,early_test_ce,early_train_probe_ce,early_task_train_ce,early_online_ce,early_actual_train_mean,early_test_zmean,early_test_zsd,early_cnorm,early_gate_mean,early_gate_low_frac,early_positive_frac,late_test_acc,late_test_ce,late_train_probe_ce,late_task_train_ce,late_online_ce,late_actual_train_mean,late_test_zmean,late_test_zsd,late_cnorm,late_gate_mean,late_gate_low_frac,late_positive_frac,all_test_acc,all_test_ce,all_train_probe_ce,all_task_train_ce,all_online_ce,all_actual_train_mean,all_test_zmean,all_test_zsd,all_cnorm,all_gate_mean,all_gate_low_frac,all_positive_frac,L,early_adapt_ce_auc,early_adapt_ce_gain,late_adapt_ce_auc,late_adapt_ce_gain,all_adapt_ce_auc,all_adapt_ce_gain,initial_projection_test_ce_delta
ELU1,0,n10_d1,90.849609375,0.3060138985514641,0.3030660793185234,0.22097034454345704,0.5252053191009909,-1.0000000036442998,-1.009303276054668,3.154426765758727,10.000000000380831,0.49750942817813704,0.25357495117187495,0.371428955078125,91.31103515625,0.28301195949316027,0.27675235122442243,0.19702955111861226,0.48044615997716783,-1.0000000029585008,-1.0090250719207623,3.1548122205505,9.999999999840522,0.4960212054975936,0.25463330078124996,0.36993798828125,91.18408203125,0.29004022061824797,0.2845307692885399,0.20478897720575331,0.49104671958577634,-1.0000000012286732,-1.0080661464256047,3.1458817243763537,9.999999999934438,0.4965389524601094,0.253528564453125,0.37027587890625,-0.46142578125,0.5752488700509072,4.222546704113483,0.5213250753879547,3.535499157011509,0.5351018368208409,3.717741616368294,7.4350991249084455
ELU1,0,n10_d4,89.47509765625,0.34972088485956193,0.3454472541809082,0.2728551343083382,0.6369469835162163,-4.000000000955923,-3.997947581713221,3.328467727305307,10.000000000257389,0.1798330220923432,0.6336362304687502,0.10667993164062502,89.32861328125,0.3489729031920433,0.3455244988203049,0.2765501245856285,0.6428087500616163,-3.999999998734092,-3.9968110838586868,3.339302093822469,10.000000000282743,0.1805618263855137,0.63449365234375,0.10775781250000001,89.51513671875,0.3477782100439072,0.34442979604005813,0.27323066562414167,0.6400293073937743,-3.9999999994681827,-3.9984974310105,3.3271959953249617,10.000000000111894,0.17962993919574122,0.634371533203125,0.10668076171875,0.146484375,0.6938678271472455,3.4435057625174523,0.6933909004330636,3.3945128098130226,0.6924289431524276,3.3840562754869463,2.776609420776367
ELU1,0,n5_d1,91.953125,0.2650464415550232,0.257270235568285,0.18405396714806552,0.44979598113007846,-1.0000000014692834,-1.009503436701427,2.134582512873202,4.999999999915211,0.49072395451598433,0.15337744140625,0.30494775390624995,92.2509765625,0.2529867298901081,0.2466177336871624,0.1695241272449493,0.4384773907859996,-1.0000000013005539,-1.0103538028763288,2.093422443390984,4.99999999988521,0.48928996544513065,0.15011206054687498,0.30139111328125,92.20458984375,0.25604515224695207,0.24991517022252083,0.17367491498589516,0.4388151585932002,-1.0000000013913155,-1.0097050291174563,2.098695406921352,4.999999999874419,0.4899108371981346,0.15049951171875,0.30187128906250005,-0.2978515625,0.5006467949390412,3.973473620414734,0.48414825676381595,3.584140836447477,0.48649142241239546,3.6782276472449302,3.305051803588867
ELU1,0,n5_d4,90.5322265625,0.3221146002411842,0.3136461809277534,0.25565550178289415,0.62227368396841,-3.9999999981995686,-3.9865981785888907,2.4548211673853335,4.9999999996867635,0.11809517453872379,0.692548095703125,0.054960693359375,90.6201171875,0.32152985483407975,0.3154614016413689,0.24636923298239707,0.6052483357205242,-4.000000000095309,-3.9913039949870806,2.3743160381239097,4.999999999887097,0.11286521459697725,0.695759521484375,0.04969970703125,90.53759765625,0.319835145175457,0.3156318029761314,0.2477789717912674,0.6085097375863939,-3.9999999978793066,-3.9900659317583176,2.386310581701124,4.999999999775721,0.1132431686280032,0.6949933105468751,0.0502005859375,-0.087890625,0.6688306744873523,3.1274682387709616,0.6540757671773434,3.167469833791256,0.6586827890849114,3.1149791768193245,2.8637804985046387
ELU1,0,ref,91.32080078125,0.28245376646518705,0.2760294832289219,0.22055712714791292,0.4712472582153976,-3.312087805855909,-3.3243764860847245,2.4208326877051793,4.445598966405034,0.3348394382256558,0.41653295898437503,0.22171240234375,89.7412109375,0.3321435019373894,0.32982042282819746,0.2688856847584248,0.5622845709867776,-6.68445147713841,-6.712842650754081,4.60136642215285,7.968249729139939,0.2606167804479637,0.584119384765625,0.191281982421875,90.6806640625,0.3031171613931656,0.30173288837075235,0.23996376141905784,0.5154662261628956,-5.295971283798974,-5.318540428550949,3.727075674013683,6.376651318358906,0.28716194503191067,0.51688330078125,0.19971186523437498,1.57958984375,0.523893131774664,3.9215819209814073,0.6180223483085633,4.047948391735554,0.5682819504356384,3.925388347506523,0.0
ELU1,1,n10_d1,91.025390625,0.28448090702295303,0.2841496914625168,0.22002798393368722,0.5186772903031855,-0.9999999997601916,-1.0267981889699522,3.1354625062426407,9.999999999657916,0.49673449625766536,0.254296630859375,0.37042895507812496,91.31103515625,0.27295704931020737,0.2716960608959198,0.20365559533238406,0.4923645547548682,-0.9999999992579702,-1.021839782233542,3.1255775738718583,9.999999999847342,0.4952345339323494,0.25404931640625,0.36852392578125,91.36376953125,0.27151950880885123,0.27551697909832,0.20432902202010156,0.4907883592778743,-0.9999999994838176,-1.0230805916247678,3.1194364735799,9.999999999869296,0.4960086571673134,0.253862646484375,0.36930756835937506,-0.28564453125,0.5417283154189587,4.174790535867214,0.5063956189393998,3.603141988813877,0.5119511316031218,3.75772364333272,8.427945613861084
ELU1,1,n10_d4,89.580078125,0.33058384358882903,0.32815688103437424,0.26967029124498365,0.6336291859313101,-4.000000000271143,-4.003938067415456,3.3246935552723236,9.999999999538192,0.17923369457890176,0.6347998046875001,0.106429931640625,89.60205078125,0.33416467905044556,0.33353485018014906,0.27425023466348647,0.6390091379135101,-4.000000000856334,-4.007558563299372,3.327505890466979,10.000000000106116,0.17926347171212892,0.634296875,0.10608642578125001,89.5947265625,0.3298715755343437,0.33076907098293307,0.27077727764844894,0.6342204681763798,-3.9999999986041597,-4.006242864037965,3.3167143829681045,9.999999999813719,0.17860877931949987,0.635333544921875,0.10573090820312499,-0.02197265625,0.6725863412976265,3.5490541368722917,0.6726877136945725,3.294888985157013,0.6680261136674881,3.381451716721058,3.782433032989502
ELU1,1,n5_d1,92.35107421875,0.2440706998109817,0.24980451092123984,0.18513827472925182,0.4448262469284236,-0.9999999963022885,-1.029594465887746,2.070699857148209,4.999999999802422,0.48787731350678687,0.15354443359375,0.300041748046875,92.49267578125,0.2362288780510425,0.23880561143159862,0.170006850361824,0.4366679461393132,-0.9999999992396612,-1.0279042135174699,2.048420099356382,4.999999999892955,0.48812750277691963,0.15212207031249997,0.29957543945312504,92.4208984375,0.23763683944940567,0.24271275192499162,0.17497931644320489,0.43798531706880767,-0.9999999987294451,-1.0268673120228524,2.0536125479069702,4.999999999965006,0.4878167970704795,0.15223662109375,0.29961860351562497,-0.1416015625,0.46891972457170483,3.781543931365013,0.4600476437538862,3.61254069134593,0.4638874466598033,3.7121882328391074,3.3224663734436035
ELU1,1,n5_d4,90.7421875,0.30136457830667496,0.30175953507423403,0.25385664850473405,0.6144984354534745,-3.999999997267377,-3.983934731796913,2.4104572507064623,5.000000000084308,0.11465884773340984,0.69341357421875,0.051611572265625,90.77392578125,0.30113849192857745,0.299989852309227,0.24889452904462814,0.6018155033313854,-4.000000000850874,-3.997064048975324,2.336294204463507,4.999999999722069,0.1099616151359853,0.6959865722656251,0.046876953125,90.6533203125,0.3014507699012756,0.3010395407676697,0.250532701164484,0.6106665236191675,-3.999999999993944,-3.9932500471596977,2.368115053139073,4.999999999996036,0.1119200122753075,0.6953765625,0.048878955078125,-0.03173828125,0.6449947150170803,3.1304412111639977,0.6256007233083248,3.0047078892588615,0.639267583233118,3.059881889820099,4.007572650909424
ELU1,1,ref,91.7236328125,0.255991530418396,0.2649622976779938,0.21680903732776638,0.46796190503411,-2.6601159071790748,-2.6951001618939303,2.2113991154602863,4.5242369590497535,0.34804575323881326,0.396399169921875,0.232649658203125,90.15625,0.30621327906847,0.3160622015595436,0.2663389228284359,0.557341255882457,-6.0307378330336405,-6.10899425724344,4.353856709234472,8.100557967801347,0.2574541560595335,0.587967529296875,0.18862475585937497,90.94140625,0.28134352326393125,0.2901536649465561,0.23798012897372245,0.5119791933171749,-4.564482845397336,-4.624317314701723,3.411163101198449,6.495402486135751,0.2917347549730881,0.5115266113281249,0.20393691406250003,1.5673828125,0.4967965574264526,3.8873111844062804,0.5858237821519375,3.959645800292492,0.5433236527657509,3.9308857238292694,0.0
