ctl_null_ok,ctl_fixed_ok,ctl_null_range,sizes_ok,C1_R,C1_LR03,C1_LR,C1_LR001,C1_ELU1,C1_ELU03,C1_SN02,C1_SN06,C1_SN15,C1_SNA,C1_LIN,C1_GELU,C1_SILU,rho_O20_L,C2,C3_SN02,C3_SN06,C3_SN15,C4
True,True,0.088-0.088,True,MIXED,ROTATING,ROTATING,ROTATING,MIXED,MIXED,ROTATING,ROTATING,ROTATING,ROTATING,DEGENERATE,ROTATING,ROTATING,0.42657342657342656,PERSISTENCE_PARTIAL,LOW_GATE_IS_PHASE,LOW_GATE_IS_PHASE,LOW_GATE_NOT_PHASE+NO_GATE_STRUCTURE,ELU_FIXED_LEAKY_ROTATES+FIXED_CORE_WITHOUT_EXTRA_LOSS
