act,arm,lam,lr,seed,task,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,reg_loss,wt_q10_l1,wt_med_l1,wt_q90_l1,wt_max_l1,wt_ratio0_med_l1,rowmean_abs_med_l1,b_med_l1,exceed_t1_frac_l1,exceed_2x0_frac_l1,bind_frac_l1,proj_rows_l1,proj_removed_l1,wt_q10_l2,wt_med_l2,wt_q90_l2,wt_max_l2,wt_ratio0_med_l2,rowmean_abs_med_l2,b_med_l2,exceed_t1_frac_l2,exceed_2x0_frac_l2,bind_frac_l2,proj_rows_l2,proj_removed_l2,pen_wt_total,pen_rest_total
R,l2wt,0,0.001,1,1,0.9421125,1,1,0.4799999893,0.4799999893,-0.3474756479,0.6033666134,-2.393274307,0.0008333333535,43.07858297,0.2599999905,0.2599999905,0.3603493869,0.2031181753,-0.8425655365,0.9649999738,16.96918223,0.6867570877,0.703089118,7.997663021,0.1214218755,0.0005475126042,0.5998699053,1.494389787,1.619583056,1.035768729,0.003804237532,-0.005084302509,0,0.4,nan,nan,nan,0.0001832003503,0.5962393972,0.7693542536,0.8362386898,1.081812101,0.02854338811,-0.0132608423,0,0,nan,nan,nan,0.1214218755,0.6651913856
R,l2wt,0,0.001,1,2,0.86001875,0.9991666675,0.9991666675,0.7400000095,0.7400000095,-0.7933318019,0.5681036115,-3.140285969,0,24.46033171,0.25,0.25,0.1177551895,0.2951807976,-0.2853661478,0.6691666842,33.56515153,0.462587446,0.9751740098,16.72258759,0.1624611442,0.0005650652551,0.0006204929927,2.118085767,2.952050013,0.001075741933,0.007211324934,-0.004384326283,0.51,0.26,nan,nan,nan,0.000212732906,0.7064950557,0.9220945902,1.169150921,1.233203636,0.05101923921,-0.06322567165,0.77,0,nan,nan,nan,0.1624611442,2.806549902
R,l2wt,0,0.001,1,3,0.4635395833,0.6575000286,0.6575000286,0.8299999833,0.8299999833,-1.481356621,0.568068862,-3.141367912,0,16.50425993,0.2800000012,0.2800000012,-0.072648637,0.2573858202,-0.6323065758,0.1808333397,24.40501505,0.4625858963,1.274121523,21.89157104,0.1280013145,0.0005455945752,0.0006041731406,2.251013729,2.783814221,0.001053028112,0.01105729945,-0.004813089501,0.4,0.17,nan,nan,nan,0.0001755970144,0.4529091551,0.9807800555,1.27348743,0.8287612899,0.1021869393,-0.06980771944,0.53,0.04,nan,nan,nan,0.1280013145,5.293411392
R,l2wt,0,0.001,1,4,0.2179020833,0.3508333266,0.3508333266,0.8999999762,0.8999999762,-1.686330914,0.5682569146,-3.790226221,0,9.423307801,0.349999994,0.349999994,-0.07517129183,0.151494503,-0.9711839557,0.03916666657,11.9336015,0.4627948105,1.571620345,23.64070702,0.05937940603,0.0005475572055,0.0006065218374,0.1158336433,2.592324898,0.001049156293,0.01598720445,-0.00614914461,0.31,0.09,nan,nan,nan,0.0001710030657,0.2313619274,0.6963899485,1.059698396,0.4086471509,0.1516779497,-0.06980771944,0.26,0,nan,nan,nan,0.05937940603,6.539623722
R,l2wt,0,0.001,1,5,0.15610625,0.2116666734,0.2116666734,0.9700000286,0.9700000286,-1.685641646,0.5670429468,-3.789273739,0,2.64902631,0.4199999869,0.4199999869,-0.07388902456,0.09443789721,-1.139129996,0.01166666672,4.324909499,0.4618163109,1.968301177,24.51903152,0.01929954422,0.0005398600859,0.0006013574941,0.0006412973029,3.128016862,0.001050209196,0.01634869329,-0.00614914461,0.2,0.02,nan,nan,nan,0.0001805732963,0.06434993738,0.293466005,1.085435587,0.1148551145,0.1973333716,-0.06980771944,0.16,0,nan,nan,nan,0.01929954422,7.639063648
R,l2wt,0,0.001,1,6,0.1267208333,0.1416666657,0.1416666657,0.9900000095,0.9900000095,-1.695176005,0.5669956207,-3.788192034,0,1,0.4300000072,0.4300000072,-0.07339113951,0.04587123916,-1.40186429,0.0008333333535,2.38779687,0.4617443085,2.11899209,25.97262192,0.003687755709,0.0005514407248,0.0006010767452,0.0006599970246,1.920341927,0.001042600466,0.01650952538,-0.00614914461,0.25,0.01,nan,nan,nan,0.0001565663024,0.0002162622586,0.0003378798462,0.001001065151,0.0003858402528,0.2192313463,-0.06980771944,0.07,0,nan,nan,nan,0.003687755709,8.604312297
R,l2wt,0,0.001,1,7,0.10329375,0.09833333641,0.09833333641,1,1,-1.695094347,0.5671855807,-3.789946318,0,0,0.6399999857,0.6399999857,-0.07320570201,0,-1.426920533,0,1.000001963,0.4618595541,2.008043528,26.07793808,3.922867268e-08,0.0005310233465,0.0005911971311,0.0006367988143,0.0006762442437,0.001029913523,0.01651071358,-0.00614914461,0.23,0,nan,nan,nan,0.0001554530828,0.0002156706599,0.000253814455,0.0002802715415,0.0003796372837,0.2063655478,-0.06980771944,0.09,0,nan,nan,nan,3.922867268e-08,8.703607501
R,l2wt,0,0.001,1,8,0.1016729167,0.1049999967,0.1049999967,1,1,-1.695212841,0.5677980781,-3.78823781,0,0,0.6399999857,0.6399999857,-0.07320570201,0,-1.426920533,0,1.000001982,0.4623468816,2.008833885,26.01248169,4.08452854e-08,0.0005509598153,0.0006055184732,0.0006579896139,0.0007432177165,0.001044769924,0.01652055764,-0.00614914461,0.25,0,nan,nan,nan,0.0001504424175,0.000206988029,0.0002474912378,0.0003130204893,0.0003711680602,0.2063866318,-0.06980771944,0.1,0,nan,nan,nan,4.08452854e-08,8.677272732
R,l2wt,0,0.001,1,9,0.1019520833,0.1116666645,0.1116666645,1,1,-1.694402099,0.5676365495,-3.789233446,0,0,0.6399999857,0.6399999857,-0.07320570201,0,-1.426920533,0,1.000001908,0.4622686505,2.010043144,25.95345688,4.13203222e-08,0.0005546254342,0.0006069142865,0.0006607781793,0.0006957551905,0.001050332688,0.01651525573,-0.00614914461,0.26,0,nan,nan,nan,0.0001549979307,0.000210929395,0.000249715442,0.0002785611484,0.0003681862349,0.2064489713,-0.06980771944,0.09,0,nan,nan,nan,4.13203222e-08,8.648007557
R,l2wt,0,0.001,1,10,0.1025291667,0.1141666695,0.1141666695,1,1,-1.693040609,0.5673741698,-3.79068327,0,0,0.6399999857,0.6399999857,-0.07320570201,0,-1.426920533,0,1.00000187,0.4620938301,2.008225918,25.86814117,4.081390163e-08,0.0005593868147,0.0006008187695,0.0006453200596,0.000722505474,0.001043423201,0.01650521814,-0.00614914461,0.25,0,nan,nan,nan,0.000149781132,0.0002174377677,0.000252957917,0.0002807848552,0.0003804541412,0.2063721468,-0.06980771944,0.11,0,nan,nan,nan,4.081390163e-08,8.614277796
