arm,width,activation,act_alpha,window,registered,n_records,median_log10_U,median_unfit_sum,median_unfit_rate,median_eval_loss_exact,median_signal_var,median_residual_var,median_strict_dead,median_submerged,median_eff_rank,median_median_s,median_median_zbar,median_median_denom,median_mobility_median,median_mobility_floor_frac,median_mobility_tilde_sum,median_centered_eff_rank,median_centered_eff_rank_per_mobility_mass,median_mobility_weighted_wcos_abs,median_mobility_weighted_wcos_signed,median_mobility_tilde_weighted_wcos_abs,median_mobility_tilde_weighted_wcos_signed,median_submerged_frac
R5,5,relu,1.0,early,0,10,-0.42146546908423765,3.789170355783375,0.3789170355783375,0.5987956343508274,1.55615234375,0.5565681010500507,2.55,2.55,2.03162312210803,-1.7228429514875732,-1.3876923200208693,1.3390517271399647,0.0578125,0.5099999999999999,1.0984375000000002,2.151636091198216,2.040306953150727,0.3180067206000965,-0.07198686134576501,0.3180067206000965,-0.07198686134576501,0.51
R5,5,relu,1.0,1M,0,10,-0.24867794140461544,5.640803348416931,0.5640803348416931,0.9785295290809402,1.6791015625,0.9412385731397519,4.0,4.0,1.0000000000000004,-2.6066801783912847,-4.990802614658605,1.9115183565296237,0.0,0.7999999999999999,0.65,1.0000000000000004,1.9616246564375985,0.2811847509183683,-0.16203259884948926,0.2811847509183683,-0.16203259884948926,0.8
R5,5,relu,1.0,5M,0,10,-0.13363427393833938,7.422557813410135,0.7422557813410136,1.2118390297176145,1.7287109375,1.1388843396401214,4.4,4.4,1.0,-3.4755499950127815,-6.619619463011622,1.9137825006818776,0.0,0.8799999999999999,0.259375,1.0,2.248802591743768,0.30268086275115935,-0.11584278432229932,0.30268086275115935,-0.11584278432229932,0.8800000000000001
LR5,5,leaky,0.1,early,0,10,-0.5013356074349617,3.1527062753331876,0.3152706275333188,0.489966457448468,1.55615234375,0.4632916259980451,2.4,2.4,3.5386922488466306,-1.704253438153575,-2.5356486336677335,1.7545709171266006,0.15906250000000005,0.48000000000000004,0.7203125,3.3985914406577664,6.222563157918348,0.29912731534851816,-0.017119004448963533,0.29108994500019536,-0.08344816554674236,0.48
LR5,5,leaky,0.1,1M,0,10,-0.40028835557391595,3.9793705725842194,0.39793705725842193,0.6189921475116391,1.6791015625,0.5923002709000497,2.6500000000000004,2.6500000000000004,3.753164734294108,-1.9162014483483163,-4.777041596453637,2.599602449965393,0.11406250000000001,0.53,0.3125,3.945056888186074,26.799317137787774,0.26698245908590845,0.06861258727343564,0.28671761303403953,0.0932338061756538,0.53
LR5,5,leaky,0.1,5M,0,10,-0.41825164250072266,3.8172332216390816,0.38172332216390814,0.5464731084028033,1.7287109375,0.5284004979689054,2.75,2.75,3.881068354444817,-1.8872964801507353,-4.69860877909232,2.5350312998370166,0.11828125,0.55,0.31562500000000004,4.028397478564569,22.012958765532055,0.2457924975195848,0.000816882698634655,0.2587823698092492,0.007545541512956357,0.55
E5,5,elu,1.0,early,0,10,-0.5661635339660543,2.7156703379764293,0.27156703379764296,0.38132585974911837,1.55615234375,0.35950143174435156,0.8500000000000001,0.8500000000000001,3.999324005650787,-1.0936446587950093,-2.2806054455926645,2.03299197730617,0.30106948492196184,0.0,1.6406456987071927,3.647756317272698,2.17211754195264,0.30017266703049506,-0.06336238456458343,0.30017266703049506,-0.06336238456458343,0.16999999999999998
E5,5,elu,1.0,1M,0,10,-0.4417334060950409,3.6167271830514873,0.36167271830514874,0.570984404883198,1.6791015625,0.5199310529941326,2.25,2.25,3.079128537571127,-1.994985847458813,-6.4346375074354,3.0275078090319436,0.08403198340105145,0.0,1.0938682871531522,2.5222269471080723,2.5785656331830307,0.27421459446078666,-0.038427630087608106,0.27421459446078666,-0.038427630087608106,0.45
E5,5,elu,1.0,5M,0,10,-0.3956717447530268,4.022869108397364,0.40228691083973633,0.6929404478708561,1.7287109375,0.6306989780056889,3.0,3.0,2.632310694537071,-2.6817670474498403,-8.991790299192417,3.242919986085677,0.017954169572043994,0.0,0.8232151328895113,1.9550414603603716,2.364697565475703,0.23744621900976165,-0.04754828382385785,0.23744621900976165,-0.04754828382385785,0.6
LIN5,5,linear,1.0,early,0,10,-0.26603582558549027,5.419655702632384,0.5419655702632384,0.8290413300799122,1.55615234375,0.7893777045879024,0.0,0.0,3.063767208558729,0.0010549166725402253,0.001516581539181061,0.7043936258690582,1.0,1.0,,3.0831011740908663,,0.34725931962633927,-0.039587755628148744,,,0.0
LIN5,5,linear,1.0,1M,0,10,-0.26253938102668395,5.466009333919187,0.5466009333919187,0.8766157356066384,1.6791015625,0.856776633633153,0.0,0.0,2.887493830490856,-0.008265673024583461,4.91175131173804e-05,0.6195226847133337,1.0,1.0,,2.860004058977011,,0.34660525595848246,-0.04805688180329727,,,0.0
LIN5,5,linear,1.0,5M,0,10,-0.2891385963014901,5.139013641682124,0.5139013641682124,0.846680024762151,1.7287109375,0.8149099787538744,0.0,0.0,3.026716927284509,0.018309356364648883,0.017222098365891725,0.7256709067778431,1.0,1.0,,2.9707783423990612,,0.42843513165317515,-0.023656324972650015,,,0.0
R100,100,relu,1.0,early,0,10,-3.680634243111408,0.002142737869505307,0.00021427378695053071,0.00033764833067992427,1.4368164062500002,0.00028490209598352415,50.849999999999994,50.849999999999994,15.736525050698333,-1.7251179518725732,-0.8219325431680773,0.46359922723163743,0.0515625,0.5085,18.628124999999997,17.785297274527878,1.13475659681819,0.19907579119427116,0.018532599351687065,0.19907579119427116,0.018532599351687065,0.5085
R100,100,relu,1.0,1M,0,10,-0.6461930205468736,2.2800493570797697,0.22800493570797697,0.2745036716603775,1.29541015625,0.24846645591962574,92.44999999999999,92.44999999999999,4.397528906474595,-3.0521719740954785,-3.4046662976616062,1.126785630510305,0.0,0.9245,1.5906250000000002,4.746578568679098,3.170928347139503,0.29896799387310985,0.04574653860193161,0.29896799387310985,0.04574653860193161,0.9244999999999999
R100,100,relu,1.0,5M,0,10,-0.3105805303760426,4.892076800219449,0.4892076800219449,0.7098271323068523,1.55986328125,0.6413300407043057,98.19999999999999,98.19999999999999,1.507962859108136,-3.645924492670643,-5.206916700827424,1.454354067377272,0.0,0.982,0.734375,1.551860865857982,3.518839354856005,0.27588821415206305,-0.03572999574646473,0.27588821415206305,-0.03572999574646473,0.982
LR100,100,leaky,0.1,early,0,10,-3.2691046513947706,0.005395814219069034,0.0005395814219069034,0.0012408194032193184,1.4368164062500002,0.0007090725574601302,50.8,50.8,15.327223197009095,-1.7959054234010527,-0.8668026404789089,0.47960394893050323,0.14289062500000005,0.508,16.16875,17.0343233070898,1.2700499152711995,0.1939930195307781,0.01877474548826213,0.20136393160740468,0.024764533193717082,0.508
LR100,100,leaky,0.1,1M,0,10,-2.800356975598941,0.016095324736639313,0.0016095324736639313,0.006565606491337133,1.29541015625,0.004617013804889582,60.7,60.7,15.01305573922357,-2.17161904749651,-2.5465247797139456,1.2233398162237477,0.10421875000000001,0.607,5.2796875000000005,16.993511290676658,3.4869663286940518,0.2771590555691843,0.08626188401747698,0.2883207054378235,0.052924299099044614,0.607
LR100,100,leaky,0.1,5M,0,10,-2.239036834647921,0.05827585275688008,0.005827585275688009,0.009562397624904618,1.55986328125,0.006903612371214003,57.95,57.95,15.6072791437707,-2.1476031256608605,-3.3667030654665724,1.6602720995103175,0.1084375,0.5794999999999999,4.63125,17.837343378879318,4.180554755639463,0.30258039270898274,0.07282247225722228,0.30922623183001097,0.05223268528916715,0.5795
E100,100,elu,1.0,early,0,10,-1.0626369405964806,0.8658518882694515,0.08658518882694514,0.13275385422796598,1.4368164062500002,0.11129291448429114,4.699999999999999,4.699999999999999,11.85284096800811,-0.3046353036077116,-0.0694585670293236,0.25298095951459787,0.8760903061994013,0.0,76.70970736190286,12.651441298445253,0.1659338603367861,0.18506245318392417,-0.0014221076494449654,0.18506245318392417,-0.0014221076494449654,0.047
E100,100,elu,1.0,1M,0,10,-2.115363073609907,0.07689261912372364,0.007689261912372363,0.01814551055679428,1.29541015625,0.01042231233355797,30.25,30.25,12.458637258053546,-1.0948366699791465,-1.360858371068025,1.2804016652979735,0.4269127741599015,0.0,49.08998252058917,17.488826223483308,0.3622703693997358,0.19302551704672372,-0.0006034024816796767,0.19302551704672372,-0.0006034024816796767,0.3025
E100,100,elu,1.0,5M,0,10,-2.5503717676515594,0.028190667098818345,0.002819066709881834,0.014437835901613443,1.55986328125,0.003255208473407046,40.7,40.7,14.414398320866676,-2.00398884796864,-6.324458972155117,2.8165640634170446,0.057142117430946784,0.0,23.870424202170096,23.352549626449473,0.9682502863446876,0.20908811478411407,-0.0010722916998344477,0.20908811478411407,-0.0010722916998344477,0.40700000000000003
LIN100,100,linear,1.0,early,0,10,-0.2543669392099527,5.56739730160975,0.5567397301609751,0.7441202502556734,1.4368164062500002,0.7218907646036102,0.0,0.0,4.062445040782489,-0.0035388146904834668,-0.0010091387026477604,0.1654669337941833,1.0,1.0,,4.060348299508274,,0.20295631933273167,0.00039954852814095686,,,0.0
LIN100,100,linear,1.0,1M,0,10,-0.27649916955748566,5.296735553644517,0.5296735553644517,0.7195499163570844,1.29541015625,0.6945596569714688,0.0,0.0,3.648681895573839,-0.0009284921766793293,-0.00040872452855182927,0.1453835346637894,1.0,1.0,,3.625370230571952,,0.2308017463109575,-0.00126093230525612,,,0.0
LIN100,100,linear,1.0,5M,0,10,-0.2603495274018941,5.491417583329496,0.5491417583329496,0.7913927764799271,1.55986328125,0.7719624449867559,0.0,0.0,3.243594895251552,0.004970647448995725,0.0002546039653680054,0.14546669962914754,1.0,1.0,,3.2247925798290398,,0.39254594436106316,-0.003194304028821961,,,0.0
