step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,drift_sq_W,trC_W,snr_drift,eff_rank_W,top1_frac,stable_rank_W,stable_rank_W_alive,neg_gate_frac,eval_loss,cos_e1W_e1Sig,cos_e1W_e1M2,cos_e1W_e1Sig_pca,cos_e1W_mu,cos_e1W_e1Sig_signed,top1_frac_alive,w_norm_mean,e1_stability
0,B_w5_K10000_c0.0_lr0.003_s0,0,0,0,4.78132,4.64311,0.145184,0.447619,0,1.26347,68.8313,0.0183561,4.89267,0.294055,3.40072,3.40072,0,1.30049,nan,nan,nan,nan,nan,0.294055,1.28818,nan
0,B_w5_K10000_c0.0_lr0.003_s1,0,0,0,4.71437,4.08564,0.214871,0.466667,0,1.49641,79.5054,0.0188214,4.77733,0.409427,2.44244,2.44244,0,1.6941,nan,nan,nan,nan,nan,0.409427,1.41197,nan
0,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.81032,4.31892,0.221386,0.47619,0,1.09118,54.8372,0.0198986,4.75272,0.396758,2.52043,2.52043,0,1.27989,nan,nan,nan,nan,nan,0.396758,1.44657,nan
0,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.75643,4.58526,0.185664,0.485714,0,4.42629,271.602,0.016297,4.87842,0.32012,3.12382,3.12382,0,4.36239,nan,nan,nan,nan,nan,0.32012,1.43552,nan
0,B_w5_K10000_c0.0_k16_lr0.003_s0,0,0,0,4.55167,3.47103,0.187263,0.561905,0,23.5395,354.298,0.0664399,4.80074,0.323087,3.09514,3.09514,0,2.24915,0.157743,0.157743,0.0663353,nan,0.157743,0.323087,1.32787,nan
0,B_w5_K10000_c0.0_k16_lr0.003_s1,0,0,0,4.60133,3.54991,0.242458,0.504762,0,0.714215,28.2279,0.0253018,4.80228,0.412531,2.42406,2.42406,0,0.94586,0.0131321,0.0131321,0.0275684,nan,0.0131321,0.412531,1.41836,nan
0,B_w5_K10000_c0.0_k16_lr0.01_s0,0,0,0,4.69587,3.97891,0.298167,0.466667,0,2.35388,54.5958,0.0431146,4.67131,0.425719,2.34897,2.34897,0,1.38161,0.109734,0.109734,0.111187,nan,0.109734,0.425719,1.36896,nan
0,B_w5_K10000_c0.0_k16_lr0.01_s1,0,0,0,4.76981,4.40627,0.195966,0.485714,0,7.2894,321.025,0.0227067,4.88022,0.368747,2.71188,2.71188,0,2.22604,0.0406184,0.0406184,0.0369668,nan,-0.0406184,0.368747,1.47567,nan
1000,B_w5_K10000_c0.0_lr0.003_s0,0,0,0,4.75158,4.60388,0.134539,0.457143,0,0.0639845,8.31338,0.00769658,4.89858,0.292144,3.42297,3.42297,0,0.376371,nan,nan,nan,nan,nan,0.292144,1.24536,0.867561
1000,B_w5_K10000_c0.0_lr0.003_s1,0,0,0,4.66984,4.03313,0.1889,0.495238,0,0.0301466,2.7469,0.0109748,4.78847,0.388445,2.57437,2.57437,0,0.419142,nan,nan,nan,nan,nan,0.388445,1.34502,0.98156
1000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.76569,4.53585,0.128967,0.504762,0,0.0110765,3.0535,0.00362748,4.90724,0.280402,3.5663,3.5663,0,0.24496,nan,nan,nan,nan,nan,0.280402,1.40268,0.219236
1000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.75851,4.47053,0.173974,0.476191,0,0.0109056,2.93264,0.00371869,4.87769,0.290069,3.44746,3.44746,0,0.235148,nan,nan,nan,nan,nan,0.290069,1.35743,0.345685
1000,B_w5_K10000_c0.0_k16_lr0.003_s0,0,0,0,4.63521,4.02326,0.164179,0.552381,0,0.0556256,8.7031,0.00639147,4.84274,0.338135,2.9574,2.9574,0,0.396235,0.0416104,0.0416104,0.18822,nan,0.0416104,0.338135,1.26583,0.940361
1000,B_w5_K10000_c0.0_k16_lr0.003_s1,0,0,0,4.64529,3.90838,0.246633,0.52381,0,0.100777,9.19088,0.0109648,4.78014,0.402148,2.48665,2.48665,0,0.400179,0.0267213,0.0267213,0.000820022,nan,0.0267213,0.402148,1.40995,0.984957
1000,B_w5_K10000_c0.0_k16_lr0.01_s0,0,0,0,4.62693,3.55861,0.215593,0.495238,0,0.270785,12.5551,0.0215677,4.80223,0.323785,3.08847,3.08847,0,0.324142,0.126956,0.126956,0.0621965,nan,0.126956,0.323785,1.36896,0.671915
1000,B_w5_K10000_c0.0_k16_lr0.01_s1,0,0,0,4.60448,3.30342,0.187563,0.457143,0,0.0339005,8.11667,0.00417665,4.86782,0.372213,2.68663,2.68663,0,0.341192,0.224535,0.224535,0.206962,nan,0.224535,0.372214,1.40531,0.845201
2000,B_w5_K10000_c0.0_lr0.003_s0,0,0,0,4.68055,4.40797,0.173439,0.485714,0,0.0217366,8.25597,0.00263283,4.88177,0.321402,3.11137,3.11137,0,0.286012,nan,nan,nan,nan,nan,0.321402,1.25375,0.808991
2000,B_w5_K10000_c0.0_lr0.003_s1,0,0,0,4.67808,4.15748,0.159317,0.504762,0,0.0262499,3.7751,0.00695343,4.82122,0.364858,2.74079,2.74079,0,0.310778,nan,nan,nan,nan,nan,0.364858,1.35164,0.997255
2000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.73556,4.33482,0.156421,0.476191,0,0.013173,3.59038,0.00366899,4.8797,0.336903,2.96821,2.96821,0,0.215074,nan,nan,nan,nan,nan,0.336903,1.38685,0.919123
