act,reg,lam,lr,seed,task,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,reg_loss,pen_l2_total,pen_l2init_total,pen_shell_total
R,l2init,0.001,0.001,0,1,0.95415625,0.9583333135,0.9583333135,0.1299999952,0.1299999952,-0.4118793011,0.8127377033,-2.104023695,0.2983333468,61.87580785,0,0,0.5214131474,0.4058044851,-0.514649868,0.8991666436,38.26408835,1.49044311,1.116225362,2.859767914,0.2771939301,0.3947489745,0.2771939301,0.1443712455
R,l2init,0.001,0.001,0,2,0.9548416667,0.9941666722,0.9941666722,0.05999999866,0.05999999866,-0.4208806157,0.7485433221,-1.031955838,0.2574999928,49.58939038,0,0,0.5856756568,0.3558044434,-0.08202193677,0.9616666436,31.96360014,1.308171391,1.059919834,2.960101366,0.2548437812,0.3656631487,0.2548437812,0.1298008361
R,l2init,0.001,0.001,0,3,0.9579791667,1,1,0.01999999955,0.01999999955,-0.316144675,0.7244401574,-1.237706661,0.3025000095,51.35523904,0,0,0.6681324244,0.3595846593,-0.3857499063,0.9741666913,30.85755336,1.23201704,1.025297761,2.870441675,0.2421805955,0.3510969007,0.2421805955,0.1210759865
R,l2init,0.001,0.001,0,4,0.9617458333,0.8708333373,0.8708333373,0.05999999866,0.05999999866,-0.5225257874,0.7660401464,-1.922074437,0.1716666669,51.6454278,0,0,0.4262422323,0.3351183832,-0.01885366067,0.9033333063,37.17840004,1.283118248,1.10038507,3.007271051,0.2623298987,0.3736747655,0.2623298987,0.1344871311
R,l2init,0.001,0.001,0,5,0.9602229167,1,1,0.01999999955,0.01999999955,-0.3487620652,0.8097490668,-1.56199789,0.3149999976,62.18363489,0,0,0.4963051379,0.3516128361,-0.1878932714,0.9333333373,37.94720941,1.360810637,1.054202795,2.909375668,0.2661185828,0.3719160072,0.2661185828,0.1325573441
R,l2init,0.001,0.001,0,6,0.9613895833,1,1,0.009999999776,0.009999999776,-0.3013422489,0.7189487219,-0.7872482538,0.3041666746,50.9319614,0,0,0.6934440136,0.3617323637,-0.2798936367,0.9808333516,30.57325032,1.215208769,1.03650701,2.918443203,0.2450797022,0.3540409434,0.2450797022,0.1232075939
R,l2init,0.001,0.001,0,7,0.9589916667,1,1,0.1000000015,0.1000000015,-0.412866503,0.8051120639,-2.097860813,0.2908333242,51.39745232,0,0,0.6692982912,0.4010634124,-0.4250273705,0.9624999762,32.31307238,1.475800633,1.105801702,2.927571535,0.2894382105,0.400474016,0.2894382105,0.1484120387
R,l2init,0.001,0.001,0,8,0.9607104167,1,1,0.05000000075,0.05000000075,-0.3880783319,0.8273727298,-1.713805914,0.2916666567,51.91469684,0,0,0.658513844,0.3972601593,-0.3644540906,0.9608333111,32.33016321,1.371497512,1.051769137,2.972605228,0.2858488315,0.3962149343,0.2858488315,0.1462788093
R,l2init,0.001,0.001,0,9,0.9547625,1,1,0.03999999911,0.03999999911,-0.3636481464,0.7680390477,-1.225742698,0.3066666722,53.34806505,0,0,0.7147986293,0.3882695138,-0.3798686862,0.9733333588,31.83201959,1.384177685,1.02780354,2.872479916,0.2682696352,0.3763521141,0.2682696352,0.1345669085
R,l2init,0.001,0.001,0,10,0.9582458333,1,1,0.01999999955,0.01999999955,-0.306329608,0.7586949468,-0.7757911086,0.2991666794,52.43577056,0,0,0.6892254353,0.3840212524,-0.3961275518,0.9766666889,31.64936009,1.312286735,1.0514009,2.893317461,0.2595054206,0.3676807925,0.2595054206,0.1301313316
R,l2init,0.001,0.001,0,11,0.9600333333,1,1,0.01999999955,0.01999999955,-0.2787748575,0.7153328657,-0.9535879493,0.3358333409,52.03226176,0,0,0.6352947354,0.3626911342,-0.493085593,0.9725000262,32.38701381,1.260812879,1.048918247,2.851861238,0.2392011587,0.3490992947,0.2392011587,0.119834305
R,l2init,0.001,0.001,0,12,0.9589895833,1,1,0.07999999821,0.07999999821,-0.3226340115,0.7904453874,-1.620491743,0.3125,49.36243035,0,0,0.6696681976,0.3928759098,-0.3913795352,0.9599999785,32.19225189,1.444884062,1.040121794,2.894025564,0.2774115889,0.3882522491,0.2774115889,0.1413832124
R,l2init,0.001,0.001,0,13,0.9582354167,1,1,0.01999999955,0.01999999955,-0.3053350449,0.7185208201,-0.9663540721,0.3258333206,52.72286299,0,0,0.7044590712,0.3707754016,0.04349610209,0.9816666842,31.37860016,1.290213704,1.056447029,2.865392685,0.2401832091,0.3495478447,0.2401832091,0.1201730422
R,l2init,0.001,0.001,0,14,0.9616375,1,1,0.009999999776,0.009999999776,-0.2945126593,0.7298928499,-0.754147172,0.3083333373,50.3078075,0.009999999776,0.009999999776,0.6980624199,0.3778378665,-0.5932642221,0.9775000215,31.02118517,1.257240772,1.044380069,2.85956502,0.2466709017,0.354192743,0.2466709017,0.1228309091
R,l2init,0.001,0.001,0,15,0.9570166667,1,1,0.09000000358,0.09000000358,-0.3595887423,0.7959941626,-1.588829756,0.3083333373,59.49161856,0,0,0.4490913451,0.3656509817,-0.2280430645,0.9033333063,40.50066128,1.460593581,1.010346889,2.877921581,0.2739710936,0.3806014949,0.2739710936,0.1370080715
R,l2init,0.001,0.001,0,16,0.95701875,0.9583333135,0.9583333135,0.2399999946,0.2399999946,-0.6661345959,0.847777009,-2.481173038,0.1916666627,50.01642373,0,0,0.4266075194,0.3795621395,-0.469673872,0.8666666746,39.58996026,1.416035891,1.076688766,2.945177555,0.298427241,0.4072149123,0.298427241,0.1523730574
R,l2init,0.001,0.001,0,17,0.95986875,1,1,0.02999999933,0.02999999933,-0.3216131628,0.7417011261,-0.9925603271,0.2891666591,48.91993174,0,0,0.7275226116,0.3705555797,0.3093233109,0.9833333492,29.32795337,1.261227727,1.03632462,2.879905224,0.2430190034,0.3511515636,0.2430190034,0.1213529062
R,l2init,0.001,0.001,0,18,0.95916875,1,1,0.1000000015,0.1000000015,-0.386533469,0.8205512762,-1.882704854,0.2916666567,48.76111879,0,0,0.7065596581,0.402477324,-0.5022244453,0.9649999738,31.63220179,1.439249039,1.086760163,2.934101582,0.2818297979,0.3907473252,0.2818297979,0.1428285086
R,l2init,0.001,0.001,0,19,0.955775,1,1,0.03999999911,0.03999999911,-0.3017019331,0.7417433858,-1.051516891,0.323333323,51.29488664,0,0,0.6731287837,0.3564987183,-0.4515872598,0.9791666865,30.9551438,1.29344368,1.032287121,2.908797503,0.2415218315,0.350837482,0.2415218315,0.1210377487
